prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE89A04C-63A3-416B-8F66-DA590949DC51,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280462,MAN 1 SUMEDANG,20280462,Jl. Tanjungkerta No. 22,LICIN,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,Wi/I/PP.006/1312/1990,25-04-1990,Wi/I/PP.006/1312/1990,25-04-1990,Silakan Upload SK (link file tidak valid) => [268396-786385-429965-125731984-361449336.PDF],2019-10-22 13,A,0,,2.,,,,,,-6.808700000000,107.948300000000,0,162,263,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8645DFE7-BA2B-48DE-887F-B84BA3A08037,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280468,MAS CIMALAKA,20280468,Jl. Margamulya No. 05,CIMALAKA,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Barat,AX6692,W.i/HK.008/295/1989,19-10-1989,W.i/HK.008/295/1989,19-10-1989,Lihat SK Operasional,2021-08-13 17,A,0,,2.,,,,,,-6.816600000000,107.952600000000,0,65,119,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90A5DD15-2CF5-E011-B6F2-69B046535DA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20235532,SLB BINA NUSANTARA,20235532,Jln. Mufakat No. 15 A,NALUK,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bina Nusantara Naluk Cimalaka,AW8028,No. M. 68HT. 03. 01. Th.,15-12-1998,No. 018/C/Kep/183,23-02-1983,Lihat SK Operasional,2020-08-24 20,B,280,1. -,2. Telkomsel Flash,PLN,,,slbbinanusantara@yahoo.co.id,,-6.788515000000,107.936649000000,5,13,8,9,Sehari Penuh/5 hari,,2022/2023-2,900,3,0,0,0,4,0,2,0,1,0,0,4,5,0,0,1,4,1,0,0,0,0,1,3,0,5,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Tidak Ada,1,0,1,1,2,1,1,0,1,1,0,0,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7845ADC-C749-4F8C-8301-22946DF0E56F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69944061,SLB SHAPPHIRA DIYANAH,69944061,Jl. Sindangsari RT 02/02 Cibeureum Wetan Cimalaka Sumedang,CIBEUREUM WETAN,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan SHAPPHIRA DIYANAH,AD4151,06/YSD-SK/VII/2014,27-07-2014,421.9/Kep.11/I/SLB-BPMPT/,27-04-2016,Lihat SK Operasional,2020-08-31 22,C,700,1. Indosat IM3,2. Telkom Speedy,PLN,,,slbshapphira@gmail.com,,-6.807400000000,107.975400000000,5,12,4,13,Sehari Penuh/5 hari,,2022/2023-2,900,3,0,1,1,0,0,6,0,5,0,0,0,1,4,0,5,0,5,0,0,0,0,0,0,0,5,SDLB dan SMPLB,Pendidikan Khusus SMPLB 2013,Indosat IM3,1,2,0,2,3,0,2,3,0,0,0,0,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/704BBFB4-3902-E211-AB57-01C411EC48E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20235575,SLBN B PEMBINA TINGKAT PROVINSI JAWA BARAT,20235575,Jl. Margamukti,LICIN,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0556/0/1984,01-01-1910,0556/0/1984,20-11-1984,Lihat SK Operasional,2015-09-18 22,A,"24,992",1.,2.,PLN,,,,,-6.798800000000,107.949900000000,19,36,14,23,Sehari Penuh/5 hari,,2022/2023-2,"13,700",24,0,1,2,14,0,0,5,6,1,3,9,14,5,0,17,2,4,0,2,0,2,6,5,8,11,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Lainnya (Serat Optik),2,1,2,2,2,3,3,0,2,2,2,2,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A070BFB4-3902-E211-BF95-53422B69F69A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20235576,SLBN-B SUMEDANG,20235576,Jl. Margamukti,LICIN,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1829/CVIII/VM/1963,26-07-1962,1829/CVIII/VM/1963,26-07-1962,Lihat SK Operasional,2015-09-18 22,B,0,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,02612401171,slbnbsumedang4@gmail.com,,-6.799500000000,107.950200000000,23,34,20,36,Sehari Penuh/5 hari,,2022/2023-2,"4,500",12,0,1,0,17,1,0,5,8,0,3,12,17,6,0,22,1,2,1,4,0,1,1,14,9,14,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Lainnya (Serat Optik),4,3,5,2,6,2,2,5,2,3,1,1,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/378F1148-DA50-49EB-8DAC-3DAF4ED95ABC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20235619,SMAN 1 CIMALAKA,20235619,Jl. Tanjungkerta No. 120 Cimalaka,LICIN,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0236/0/1973,18-12-1973,0236/O/1973,18-12-1973,Lihat SK Operasional,2015-11-02 19,A,"14,620",1. Lainnya (Serat Optik),2. -,PLN,,202745,smansatucimalaka@yahoo.co.id,http,-6.805300000000,107.949600000000,69,362,684,30,Sehari Penuh/5 hari,,2022/2023-2,"28,600",31,4,1,6,35,16,0,18,42,0,8,19,41,28,0,64,5,10,15,7,9,5,9,14,29,40,,SMA 2013 IPS,Lainnya (Serat Optik),,,,,,,,,,10,10,10,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6E22825-3910-4FBC-B3E2-7225DC279594,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20235620,SMAN 2 CIMALAKA,20235620,JL. MARGAMUKTI NO.18 LICIN,LICIN,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0426/0/1991,15-07-1991,0426/0/1991,15-07-1991,Lihat SK Operasional,2016-06-29 11,A,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,203089,203089,sma2cimalaka@gmail.com,http,-6.795800000000,107.949400000000,37,243,265,16,Sehari Penuh/5 hari,,2022/2023-2,"15,000",29,3,1,2,18,10,0,9,21,0,3,13,19,18,0,31,6,9,4,2,4,3,1,14,18,19,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,5,6,5,
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0E8F639-329A-45DF-9F0F-11BACED74D00,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003658,SMK AL ISLAM SUMEDANG,70003658,JALAN SITUWANGI,CIKOLE,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL ISLAM SUMEDANG,AD4156,642.2/201.KEP./DIKBUD/2016,27-01-2016,642.2/201.KEP./DIKBUD/2016,27-01-2016,Silakan Upload SK (link file tidak valid) => [386677-76389--],2020-10-06 01,C,"15,944",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smkalislamsmd@gmail.com,,-6.798314800000,107.917644000000,9,42,28,3,Pagi/6 hari,,2022/2023-2,900,4,0,0,2,0,0,10,1,9,0,0,0,3,6,0,6,3,3,4,0,1,1,0,0,4,5,,SMK 2013 REV. Teknik Jaringan Akses Telekomunikasi,Telkomsel Flash,,,,,,,,,,1,1,1,0
Jawa Barat,Kab. Sumedang,Cimalaka,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61BB706F-0BF9-41A2-9270-925B57BF02B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254838,SMK PP NEGERI SUMEDANG,20254838,JL. Margamukti No. 95,LICIN,KEC. CIMALAKA,KAB. SUMEDANG,PROV. JAWA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,78/Kpts/Bup/Smd/1977,09-06-1977,421.5/KEP.60/DISDIK/2011,10-02-2011,Lihat SK Operasional,2015-03-13 08,A,0,1. Telkom Speedy,2. Telkom Speedy,PLN,0261203144,0261203144,smkkpp_sumedang@yahoo.com,http,-6.797000000000,107.949600000000,20,131,92,10,Sehari Penuh/5 hari,,2022/2023-2,"4,498",15,1,1,2,8,7,0,5,13,0,6,1,14,6,0,20,0,2,3,5,3,2,5,0,5,15,,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Telkom Speedy,,,,,,,,,,3,4,3,0
