prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79C51D2D-4AA2-4E78-ABF3-0DE63020B405,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329846,SMAN 2 TEGAL,20329846,JL. LUMBA-LUMBA NO. 24,TEGALSARI,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Sekr.VI/01/14/Kpts/I/78,07-01-1978,0208/0/1980,30-06-1980,Lihat SK Operasional,2019-09-23 15,A,"20,620",1. Telkom Astinet,2. Lainnya (Serat Optik),PLN,356816,02834536252,sman2.kotategal@gmail.com,https,-6.858600000000,109.125800000000,56,399,601,29,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,"33,000",22,3,0,15,35,9,0,12,22,0,27,7,38,18,0,51,5,7,10,10,7,7,8,7,25,31,10,10,9,
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2996F63-B3B6-4955-94E2-CE50B7F53052,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329772,SMAS AL IRSYAD TEGAL,20329772,JL. GAJAH MADA NO. 128,PEKAUMAN,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Al -Irsyad Kota Tegal,AE1785,2114/I03/I-87,20-11-1987,2114/I03/87,20-11-1987,Lihat SK Operasional,2023-03-21 09,A,"3,296",1.,2.,PLN,,,,,-6.869100000000,109.132800000000,35,188,273,16,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"53,000",16,4,1,4,0,0,41,4,35,0,0,0,15,20,0,28,7,7,9,6,1,1,6,5,19,16,5,5,6,
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/34D5F73A-F40B-47F8-98E4-D8DC9172888F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329784,SMAS IHSANIYAH TEGAL,20329784,JL. JALAK BARAT NO. 16,PEKAUMAN,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan  Perguruan Ihsaniyah Tegal,AA9744,138-103-H-1981,30-12-1981,138-103-H-1981,30-12-1981,Lihat SK Operasional,2020-08-24 20,A,"1,880",1. Indosat IM3,2. Lainnya (Serat Optik),PLN,,0283351916,mail@smaihsaniyahtegal.sch.id,http,-6.853200000000,109.122900000000,19,85,186,10,SMA 2013 MIPA,Siang/6 hari,,2022/2023-2,Indosat IM3,"187,000",11,2,1,8,1,0,20,1,18,0,1,0,10,9,0,19,0,4,1,5,3,2,4,0,7,12,3,4,3,
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/87684464-04AE-4426-86A6-96589FB70992,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329864,SMAS NAHDLATUL ULAMA,20329864,JL. DR. WAHIDIN SUDIROHUSODO NO. 4,PESURUNGAN KIDUL,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,648/00878/0878,10-04-1989,249/103/I/1989,11-02-1989,Lihat SK Operasional,2017-04-10 11,B,"5,079",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0283358640,0283358640,lebsmanutik@yahoo.co.id,http,-6.874500000000,109.112200000000,16,46,52,5,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),"4,998",3,2,0,2,0,0,18,3,16,0,0,0,7,9,0,15,1,3,0,7,1,2,3,0,10,6,1,2,2,
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/580EE926-5542-4DD3-BA2B-866C3870294C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329848,SMAS PIUS TEGAL,20329848,JL. KAPTEN ISMAIL NO. 120,KRATON,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Asti Dharma,AD1951,046/6/B.3/BPYP/1994-1998,10-06-1998,026/C.3/PIAG/70,01-06-1970,Lihat SK Operasional,2015-06-29 09,A,"2,680",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0283343882,0283357558,smapius_tegal@ymail.com,https,-6.864800000000,109.128100000000,20,176,149,12,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"35,000",12,4,1,4,0,0,23,3,20,0,0,0,13,7,1,19,0,1,5,4,1,1,7,1,9,11,4,4,4,
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46E6E21B-4812-49E7-9F63-6708B5C8A3AF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329856,SMKN 1 TEGAL,20329856,JL. DR.SUTOMO NO.68,PEKAUMAN,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,107/A/Kep/1977,22-11-1977,421.5/0013.a,31-07-2008,Lihat SK Operasional,2019-10-14 11,B,0,1. -,2. Telkom Speedy,PLN,,02834532406,smkn1kotategal@yahoo.com,http,-6.868600000000,109.128200000000,68,83,"1,052",33,SMK 2013 REV.  Perhotelan,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"64,000",22,1,1,0,52,11,0,5,16,0,27,25,46,22,1,59,8,3,5,6,6,13,20,15,20,48,11,11,11,0
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A19772F-51EA-4DD3-B853-827C6C7E9383,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329858,SMKN 3 TEGAL,20329858,JL. GAJAHMADA 72 D,PEKAUMAN,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,2830/C.C5/MN/2001,20-07-2001,2830/C.C5/MN/2001,02-05-2001,Lihat SK Operasional,2019-07-29 09,A,"11,844",1. -,2. Telkom Speedy,PLN,0283357718,0283356081,smkn03tegal@yahoo.com,http,-6.864900000000,109.133500000000,119,"1,335",286,48,SMK 2013 REV. Teknik Komputer dan Jaringan,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"20,000",50,1,2,16,102,8,0,9,20,1,78,20,101,18,0,109,10,2,6,16,29,31,24,11,72,47,16,16,16,0
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5860BEF-791E-4488-BFA1-9FF28BF12937,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20341454,SMKS ASTRINDO,20341454,Jalan Dewi Sartika No 75,PESURUNGAN KIDUL,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Astrindo Mulia Tegal,AE1811,421.5/008,26-10-2009,421.5/008.b,01-07-2014,Lihat SK Operasional,2023-03-20 09,A,"2,903",1. Biznet (Kabel),2. Telkom Speedy,PLN,0,340356,smkastrindo.tgl@gmail.com,http,-6.875600000000,109.116100000000,41,410,254,21,SMK 2013 REV. Teknik Komputer dan Jaringan,Sehari Penuh/5 hari,,2022/2023-2,Biznet (Kabel),"33,000",25,0,1,19,0,0,20,23,41,0,0,0,19,22,1,35,5,28,6,3,3,1,0,0,15,26,8,6,7,0
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BB66B0A-AB07-4A25-A8D6-2E661C08C072,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329852,SMKS BHAKTI KARYA TEGAL,20329852,JL. KOLONEL SUGIONO,KEMANDUNGAN,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN EKONOMI JAWA TENGAH,AN0542,0604/I03.08/MN/1999,17-05-1999,0604/I03.08/MN/1999,17-05-1999,Lihat SK Operasional,2019-09-16 12,C,"2,800",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0283354040,0283354040,smk.bhaktikarya@yahoo.com,http,-6.870500000000,109.120100000000,9,31,31,3,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"5,000",6,0,1,2,0,0,12,0,9,0,0,0,2,7,0,8,1,3,2,0,3,0,1,0,2,7,1,1,1,0
Jawa Tengah,Kota Tegal,Tegal Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D39D7099-F37D-49D3-874D-64B028CCE063,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329851,SMKS PIUS KOTA TEGAL,20329851,JL. KAPTEN ISMAIL NO. 120,KRATON,KEC. TEGAL BARAT,KOTA TEGAL,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Asti Dharma,AD1951,KKPE/015/CIV/III/B/72,01-01-1972,08A/I03.08/MN/2001,28-02-2001,Lihat SK Operasional,2018-03-01 16,B,"15,150",1. -,2. Telkom Speedy,PLN,0283342591,0283357559,smkpiustegal@yahoo.co.id,,-6.865200000000,109.128600000000,6,7,5,1,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"27,500",9,0,1,10,0,0,7,1,6,0,0,0,5,1,0,6,0,1,0,2,0,1,1,1,2,4,0,0,1,0
