prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2392DB50-E723-4571-A352-EFA02364ABCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69880587,SLB KHUSUS AUTIS HIZKIA,69880587,Jl. Lumimuut VIII No. 12 A Lingkungan 3,TIKALA KUMARAKA,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Suara Sehat Sulawesi Utara,AC4243,008/TU-YH/06-2009,01-01-1900,420/Diknas-02/2259/2014,19-06-2014,Silakan Upload SK,,B,289,1. Telkom Speedy,2. Telkom Speedy,PLN,04318881285,04318881126,slbautishizkia@yahoo.co.id,,1.484574900000,124.846327000000,4,13,5,9,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"1,000",8,0,1,1,0,0,6,0,4,0,0,0,1,3,0,3,1,4,0,0,0,0,0,0,1,3,1,1,1,0,1,1,1,0,1,1,1,0,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB7AF9F7-3210-47C7-B8EC-0E4643E4F925,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102597,SMAS AL KHAERAT MANADO,40102597,JL. COKROAMINOTO NO. 32,ISTIQLAL,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,20,18-07-1985,185.a/I.16.1/T.85,18-07-1985,Lihat SK Operasional,2015-06-30 18,B,560,1. -,2. Telkomsel Flash,PLN,,0431868146,smaalkhairaat@rocketetmail.com,http,1.493300000000,124.846700000000,8,69,25,9,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,500",5,0,1,1,6,0,1,1,2,0,2,4,7,1,0,8,0,1,0,0,2,0,1,4,3,5,,,,,,,,,,3,3,3,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38F96E45-2D69-424B-B38E-EF6DA4391B6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102586,SMAS DON BOSCO,40102586,JL. WR. SUPRATMAN MANADO,LAWANG IRUNG,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DON BOSCO  MANADO,AC4296,1404/B.II,28-04-1951,1404/B.II,28-04-1951,Lihat SK Operasional,2015-06-09 13,A,"7,200",1. Telkomsel Flash,2. Telkom Speedy,PLN,0431874660,0431874580,smafraterdonboscomdo@gmail.com,https,1.487700000000,124.844100000000,27,221,229,14,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"3,600",17,5,1,2,7,0,23,3,21,0,2,4,13,14,0,26,1,8,2,2,4,2,2,7,12,15,,,,,,,,,,4,5,5,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F7E95286-68AF-4993-8803-7D3BFD5F64A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102610,SMAS KRISTEN EL FATAH,40102610,JL.SAM RATULANGI NO. 41,WENANG SELATAN,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Kristen ElFatah Manado,AC4295,225/Ii.l/T/85,27-12-1985,225/I.16.1/T/85,27-12-1985,Lihat SK Operasional,2017-01-18 11,B,"1,500",1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,858425,smaelfatah@gmail.com,http,1.484200000000,124.837400000000,9,13,8,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"2,000",11,1,1,1,6,0,3,0,4,0,2,3,7,2,1,7,1,0,0,2,0,1,1,5,1,8,,,,,,,,,,2,2,2,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2079E46-6320-480C-BEB7-DE8B5FE6893B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102623,SMAS PGRI 4 MANADO,40102623,Jln. Kartini,WENANG UTARA,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pewakiln YPLP PGRI Provinsi Sulawesi Utara,AF5997,018/C/Kep/I 83,23-03-1983,225/I16.1/T 85,27-12-1985,Lihat SK Operasional,2020-08-30 19,C,0,1. XL (GSM),2. -,PLN,,8525641650,,,1.489200000000,124.839600000000,11,69,36,4,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),"1,300",3,1,1,2,7,0,2,2,5,0,3,3,8,3,1,10,0,0,0,0,0,2,2,7,3,8,,,,,,,,,,1,1,2,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F60D5BA5-67E0-4336-AAC3-D5048815E8A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102589,SMAS REXMUNDI,40102589,JL.SAM RATULANGI NO.60,WENANG SELATAN,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN JOSEPH ESA ENE,AF5995,08/I 16.4/IC-82,22-02-1982,185a/I 16.I/1985,18-07-1985,Lihat SK Operasional,2015-06-23 09,A,"4,620",1. -,2. Telkom Speedy,PLN,864326,867360,smasrexmundi@gmail.com,http,1.484200000000,124.836500000000,36,232,406,20,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"53,000",21,3,1,2,5,0,28,11,31,0,5,0,13,23,0,31,5,7,9,5,1,3,6,5,17,19,,,,,,,,,,6,7,7,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/118981F4-F7CF-4E41-870C-82AECECB693A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769387,SMAS TRIDHARMA,69769387,JL. D.I. PANJAITAN NO. 66,PINAESAAN,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bahagia Harapan Kita,AC4292,20/SK/YBHK-BHK/I/2012,20-01-2012,1245/D.01/DIK/DIKMEN/2013,21-05-2013,Lihat SK Operasional,2015-05-12 14,B,371,1. Telkomsel Flash,2. Telkom Speedy,PLN,0431852108,0431852108,smatridharma_manado@yahoo.com,http,1.494700000000,124.845000000000,9,23,6,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"16,500",3,1,1,0,1,0,6,4,8,0,1,0,2,7,0,7,2,2,1,1,0,3,0,2,2,7,,,,,,,,,,1,1,1,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8DE4BA6-EBA0-4A52-BFCE-E35FDD09E47A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102627,SMAS YPKM,40102627,JL. DR. SUTOMO NO. 12,PINAESAAN,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Kristen Manado,AF5978,185a/I16.1/T 85,18-07-1985,225/I16.1/T 85,27-12-1985,Lihat SK Operasional,2020-08-24 19,B,"1,800",1. Telkomsel Flash,2. Telkomsel Flash,PLN,085397115972,,smaypkmgmim@gmail.com,http,1.493700000000,124.845700000000,14,27,36,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,200",6,1,1,1,6,1,1,6,6,0,4,4,7,7,0,14,0,5,1,0,0,2,2,4,7,7,,,,,,,,,,2,2,2,
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4839E297-6762-4D1B-8141-32ECBBCD4CC2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102765,SMKS AL KHAIRAAT MANADO,40102765,JL. DAAN MOGOT 2,TIKALA KUMARAKA,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Islam Al-Khairaat Manado,AC4382,1776.a/116.8/mn.2000,20-12-1900,980a/D.01/DIK/DIKMEN/2015,01-06-2015,Lihat SK Operasional,2015-08-07 09,B,"1,300",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0431858734,smkalkhairaatmanado@yahoo.co.id,http,1.479500000000,124.852600000000,13,35,28,9,SMK 2013 REV. Teknik Audio Video,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,200",14,1,1,0,5,0,9,1,8,0,5,0,6,7,2,10,1,0,4,3,1,3,1,1,5,8,,,,,,,,,,2,3,4,0
Sulawesi Utara,Kota Manado,Wenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E62AC07A-A64E-446A-AE91-25F0038923BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102767,SMKS HARAPAN GENERASI MANADO,40102767,JL. GARUDA NO. 21,MAHAKERET BARAT,KEC. WENANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Harapan Generasi,AF6004,460/I.16.8/Ie 93,13-04-1993,1935/I16.8/Kep/MN/1998,26-11-1998,Lihat SK Operasional,2020-11-10 07,B,"20,000",1. -,2. Telkom Speedy,PLN,0431,04310842492,smk.hargenmdo@yahoo.co.id,http,1.485600000000,124.840100000000,11,14,10,2,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"4,500",10,0,1,0,7,0,4,0,7,0,3,1,9,2,1,10,0,0,0,0,0,3,5,3,3,8,,,,,,,,,,0,1,1,0
