prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BCD101E-1FF1-40DA-8E6D-BE3543896E0E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816321,MAS AL AMIN,10816321,Jalan Ir. Sutami Km 42 RT 11 RW 15,GUNUNG SUGIH BESAR,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,27/MA/LT/87,15-10-1987,27/MA/LT/87,15-10-1987,Lihat SK Operasional,2017-11-27 16,B,"3,870",,2.,,,,,,-5.264086000000,105.536415000000,0,68,58,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/948A5CB6-F1BF-4709-9571-96A99986B48D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816319,MAS MAARIF NU 02 SIDOREJO,10816319,Jalan Ir. Sutami Km. 45 Lintas Panjang - Sribhawono,SIDOREJO,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Lampung,AX6271,Kw.08/sk/24/2011,11-06-1989,Kw.08/sk/24/2011,15-04-2011,Lihat SK Operasional,2017-11-22 10,B,"5,000",,2.,,,,,,-5.297900000000,105.616200000000,0,197,271,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62FE9B63-D310-49E0-8DC9-B98DA594ECC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816320,MAS MAARIF NU 03,10816320,Mengandungsari,MENGANDUNG SARI,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,D/Wh/6/PP.00/02/99,12-01-1999,D/KW/MAS/LTim/0020/2011,15-04-2011,Lihat SK Operasional,2017-12-11 12,B,"1,200",,2.,,,,,,-5.251900000000,105.523700000000,0,36,37,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF711313-E871-4376-B551-DBF27C929CAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10814057,SMAN 1 SEKAMPUNG UDIK,10814057,JL. IR. SUTAMI KM.36,GUNUNG PASIR JAYA,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.484/15/SK/2006,09-05-2006,420/265/15/SK/2006,09-05-2006,Lihat SK Operasional,2019-03-21 16,A,"10,000",1. Lainnya (Wavelan),2. Telkom Speedy,PLN,,,sman1sku.gpj@gmail.com,http,-5.314500000000,105.548500000000,51,331,400,21,Sehari Penuh/5 hari,,2022/2023-2,"10,000",21,4,1,2,27,1,2,21,24,0,24,3,30,21,0,48,3,6,8,7,8,6,7,9,14,37,SMA 2013 IPS,Lainnya (Wavelan),7,7,7,
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/098581C7-CC45-456D-A212-1FEBF070CD88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10806009,SMAS MA ARIF 3 SEKAMPUNG UDIK,10806009,JL. SUNAN AMPEL NO.08,PUGUNG RAHARJO,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Lembaga Pendidikan Ma'arif NU,AC1496,103,15-01-1986,PC/83/A.I/IX/1984,13-09-1984,Lihat SK Operasional,2015-02-23 09,C,"2,703",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0,smamaarif3skpudik@gmail.com,https,-5.300900000000,105.560500000000,18,34,63,3,Pagi/6 hari,,2022/2023-2,900,3,0,1,0,7,0,12,0,11,0,6,1,11,7,0,15,3,4,1,2,2,3,3,3,6,12,SMA 2013 MIPA,Telkomsel Flash,1,1,1,
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49FD888D-4B5F-4521-A89B-0E272B03CED7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10805986,SMAS MUHAMMADIYAH 1 SEKAMPUNG UDIK,10805986,JL. Baru Mengandung Sari,MENGANDUNG SARI,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Lampung,AC1969,2817/V.01/DP.1C/201,28-10-2019,2817/V.01/DP.1C/2019,28-10-2019,Lihat SK Operasional,2019-11-08 15,B,"5,624",1. -,2. Lainnya (Serat Optik),PLN,00,,smamuhammadiyahs@gmail.com,http,-5.271800000000,105.580000000000,23,96,83,9,Pagi/6 hari,,2022/2023-2,900,9,1,1,2,2,0,21,1,22,0,0,1,7,16,0,21,2,6,9,2,1,1,0,4,9,14,SMA 2013 IPS,Tidak Ada,3,3,3,
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F52582C0-F207-40A6-B854-2C2408B1A672,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975643,SMK BAHRUL ULUM YARJULLAH,69975643,Jl. Ir. Sutami km 42,BAUH GUNUNG SARI,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bahrul Ulum Yarjullah,AC1513,07//YPBUY/P-PEN-SMK/2017,31-07-2017,463/4361/V.16/2018,18-04-2018,Lihat SK Operasional,2019-11-14 12,C,"14,400",1. -,2. Lainnya,PLN,,,smkbuya@gmail.com,,-5.341578000000,105.572355000000,16,55,45,3,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,2,0,1,15,2,16,0,0,0,0,16,1,11,4,8,2,1,2,3,0,0,9,7,SMK 2013 REV. Teknik Komputer dan Jaringan,Tidak Ada,1,1,1,0
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F152EB6-E9A2-43FA-9B20-1EE6D198FB15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69980570,SMK PERJUANGAN SEKAMPUNG UDIK,69980570,Jl. Purwo 4,PURWO KENCONO,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,024/25/YPPP.SK/XI/2016,07-11-2016,463/14461/V.16/2017,07-12-2017,Lihat SK Operasional,2018-09-24 15,C,120,1. Lainnya,2. Telkomsel Flash,PLN,,,ypperjuangan4@gmail.com,,-5.245918000000,105.572695000000,13,38,24,3,Pagi/6 hari,,2022/2023-2,"2,600",3,0,1,2,0,0,13,2,13,0,0,0,1,12,0,11,2,5,6,1,0,0,1,0,5,8,SMK 2013 REV. Teknik Komputer dan Jaringan,Lainnya,1,1,1,0
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22DE667E-2BE7-45A5-93D3-9A69E996ECF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947514,SMK YANIKMA,69947514,Jln. Ir. Sutami Km. 43 Bauh Gunung Sari,BAUH GUNUNG SARI,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan INSAN KAMIL MULIA ABADI,AC1499,AHU-0006721.50.80.2014,26-09-2014,420/1197/11.SK.01/2016,10-08-2016,Lihat SK Operasional,2022-04-09 10,C,"2,500",1. Telkom Speedy,2. Telkom Speedy,PLN,,,yanikma46@gmail.com,http,-5.304700000000,105.574200000000,13,42,39,3,Pagi/6 hari,,2022/2023-2,"3,500",3,0,1,2,0,0,11,3,13,0,0,0,3,10,0,12,1,3,1,3,3,2,1,0,6,7,SMK 2013 REV. Multimedia,Telkom Speedy,1,1,1,0
Lampung,Kab. Lampung Timur,Sekampung Udik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44F99B70-4D4E-4E10-8C97-15EFE58083BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69763269,SMKS AL-AZHAR PUGUNG RAHARJO,69763269,JL. ATMOREJO NO.15 KEC. SEKAMPUNG UDIK,PUGUNG RAHARJO,KEC. SEKAMPUNG UDIK,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL AZHAR Lampung Perwakilan Pugungraharjo,AC1521,420/678/11.SK-01/2012,19-06-2012,420/678/11.SK-01/2012,19-06-2012,Silakan Upload SK (link file tidak valid) => [347599-832537--],2020-08-28 07,C,"2,590",1. Smartfren,2. Telkom Speedy,PLN,,,smkalazharpugungraharjo69@gmail.com,,-5.318700000000,105.577300000000,16,57,94,7,Pagi/6 hari,,2022/2023-2,"1,200",7,0,1,2,0,0,16,3,16,0,0,0,1,15,1,9,6,6,5,2,3,0,0,0,8,8,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Smartfren,2,3,2,0
