prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B00DF783-36C3-4E20-8159-67D08C82404A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69953545,SM AGAMA KATOLIK SANTO PEREGRINUS LAZIOSI,69953545,Watumingan,MOKEL MORID,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,SMAg.K,Kementerian Agama,YAYASAN SUKMA MANGGARAI TIMUR,AX3036,256 TAHUN 2016,19-08-2016,256 TAHUN 2016,19-08-2016,Lihat SK Operasional,2016-11-07 10,B,"7,607",1. -,2. Telkomsel Flash,PLN,,,smakperegrinuslaziosiwm@gmail.com,,-8.687200000000,120.713000000000,17,51,64,9,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",9,0,1,0,0,0,14,4,17,0,0,0,0,17,0,16,1,11,5,1,0,0,0,0,6,11,,,,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/76C66FF0-FA21-48BA-B492-74BAAF20A9C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50308595,SMAN 1 KOTA KOMBA,50308595,WAE LENGGA,WATU NGGENE,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1900,,01-01-1900,Silakan Upload SK (link file tidak valid) => [717022-119704--],2022-09-29 05,Sertifikat Kedaluwarsa,"22,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,sman1kotakombawaelengga@gmail.com,http,-8.824500000000,120.803400000000,24,146,189,14,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",25,2,3,0,8,5,0,11,16,1,6,1,8,16,0,17,7,4,9,3,1,1,4,2,16,8,5,5,4,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17CB6825-6624-41AE-97DA-CE01E64DC945,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50308602,SMAN 2 KOTA KOMBA,50308602,MOK,MBENGAN,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,HK 91A,25-09-2010,,25-09-2010,Lihat SK Operasional,2015-09-12 00,B,"11,227",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smandu.kotakomba@yahoo.com,,-8.735500000000,120.756200000000,23,47,76,9,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,000",3,2,1,2,3,4,0,16,20,0,3,0,2,21,0,22,1,4,5,9,3,1,1,0,12,11,3,3,3,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A626401B-FBB2-4240-AD03-2AFF5ADF5930,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50309284,SMAN 3 KOTA KOMBA,50309284,RANA MBELING,RANA MBELING,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,HK/37.4/2011,04-05-2011,Perlu Update,04-05-2011,Lihat SK Operasional,2022-06-30 00,C,"31,900",1. Telkomsel Flash,2. -,PLN,,,ferdinandgams@yahoo.com,http,-8.633400000000,120.729900000000,21,48,62,9,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"5,000",5,0,1,2,2,9,0,10,19,0,2,0,2,19,0,18,3,5,10,4,1,1,0,0,8,13,3,3,3,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BAA24EAC-44F7-4E81-A844-007C1C4A3C61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50310687,SMAN 4 KOTA KOMBA,50310687,MBATA,RANA MBATA,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,HK/54.b/2012,05-06-2012,HK/54.B/2012,05-06-2012,Lihat SK Operasional,2016-03-10 07,C,"9,527",1. -,2. Telkomsel Flash,PLN,,,sman4kotakomba@gmail.com,http,-8.682200000000,120.722500000000,22,79,74,7,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,500",8,3,1,2,2,4,0,16,21,0,1,0,3,19,0,11,11,5,10,7,0,0,0,0,7,15,2,3,2,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/419C9DAD-81E4-4F98-96D5-C9F61BD2753B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50310688,SMAN 5 KOTA KOMBA,50310688,KETANG,GOLO TOLANG,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,HK/54.b/2012,05-06-2012,HK/54.B/2012,05-06-2012,Lihat SK Operasional,2015-09-09 22,C,"4,486",1. Telkomsel Flash,2. -,PLN,,,sman5kotakomba@gmail.com,https,-8.729900000000,120.694200000000,19,48,71,6,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,299",9,1,1,0,5,7,0,7,17,0,2,0,4,15,0,19,0,3,6,9,1,0,0,0,12,7,2,1,3,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36F8A8C0-77B6-45A0-A3DF-81A952C2A9C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50310689,SMAN 6 KOTA KOMBA,50310689,Golo Kupe - Kisol,TANAH RATA,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,HK/54.b/2012,05-06-2012,HK/54.b/2012,05-06-2012,Silakan Upload SK (link file tidak valid) => [478178-167625--],2021-07-27 12,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smanegeri6_kisol@yahoo.com,http,-8.812400000000,120.665500000000,26,125,152,10,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",5,1,1,2,8,4,0,14,22,0,4,0,5,21,0,21,5,6,7,11,1,0,0,1,10,16,4,3,3,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D382DAA-D6DA-438C-87EE-AB031EB81C57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50310690,SMAN 7 KOTA KOMBA,50310690,WAE RANA,RONGGA KOE,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,HK/54.b/2012,05-06-2012,HK/54.b/2012,05-06-2012,Lihat SK Operasional,2021-09-01 02,C,"10,100",1. -,2. Telkomsel Flash,PLN,,,sman7kotakomba@gmail.com,,-8.798900000000,120.782200000000,27,102,101,9,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,8,1,1,2,6,7,0,14,22,0,4,1,3,24,0,23,4,8,11,4,2,1,0,1,12,15,3,3,3,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E361847C-27F8-43AB-975A-C6B24088CA60,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888662,SMAN 8 Kota Komba,69888662,Wano,PAAN LELENG,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,HK/157.B/TAHUN 2014,09-06-2014,HK/157.B/TAHUN 2014,09-06-2014,Lihat SK Operasional,2015-02-05 06,B,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,amatpatri5@gmail.com,,-8.725809000000,120.672608000000,23,62,49,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,400",4,0,1,1,3,4,0,16,21,0,2,0,2,21,0,19,4,8,8,3,3,0,1,0,11,12,2,2,2,
Nusa Tenggara Timur,Kab. Manggarai Timur,Kota Komba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A1B09A6-9D94-4E5C-8EC9-D0B976BDAC50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50308607,SMAS K ST ARNOLDUS MUKUN,50308607,MUKUN,GOLOMENI,KEC. KOTA KOMBA,KAB. MANGGARAI TIMUR,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN SUKMA MANGGARAI TIMUR,AX3036,42,07-07-2003,Din.PK.421/448a/VII/2003,07-07-2003,Lihat SK Operasional,2021-08-24 19,A,"8,534",1. Lainnya (Wavelan),2. Telkomsel Flash,PLN,,,arnoldusmukun@gmail.com,http,-8.657500000000,120.694700000000,21,140,198,15,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Lainnya (Wavelan),"2,300",15,2,1,4,3,0,20,0,18,0,3,0,3,18,0,13,8,10,5,1,3,1,0,1,10,11,5,5,5,
