prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/055D6731-B3A7-4F21-9687-B359E23D5078,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10263748,MAS DR. H. ABDULLAH AHMAD PGAI,10263748,JL. DR. H. ABD. AHMAD NO. 8 PADANG,SAWAHAN TIMUR,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.940174000000,100.381318000000,0,32,11,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60944DAE-CDF8-E111-8E95-D17D93BF9FCA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69734440,SLB AUTISMA MUTIARA BANGSA,69734440,Jalan Air Camar No. 10 C,PARAK GADANG TIMUR,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Mutiara Bangsa,AX1803,"04,-",13-05-2011,421.4/219/Kpts/2012,05-03-2012,Lihat SK Operasional,2016-08-18 08,C,325,1.,2.,PLN & Diesel,,,,,-.953100000000,100.377300000000,8,17,6,6,Sehari Penuh/6 hari,,2022/2023-2,"1,200",8,0,0,1,0,0,10,0,8,0,0,0,2,6,0,7,1,7,0,0,1,0,0,0,0,8,"TKLB, SDLB,  dan SMPLB",TKLB 2013,Axis,1,1,1,0,1,0,1,0,1,0,0,0,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/410947F7-31ED-4C19-BC6F-958B21DC9304,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69902665,SLB AUTISMA MUTIARA BANGSA PRATAMA,69902665,Jl.Air Camar II No. 05,PARAK GADANG TIMUR,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Mutiara Bangsa Pelangai,AN3442,57,14-08-2013,421.4-688-2015,11-09-2015,Lihat SK Operasional,2019-01-08 11,C,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,075133539,slbautismapratama@gmail.com,,-.956000000000,100.380000000000,7,19,11,11,Pagi/6 hari,,2022/2023-2,900,8,0,1,2,0,0,10,0,7,0,0,0,1,6,1,5,1,2,2,2,1,0,0,0,0,7,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,1,1,0,1,1,1,1,1,1,1,1,1,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D072F079-2FF5-E011-BE49-854EB0328B0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307638,SLB AUTISMA YPPA,10307638,Jl. Garuda 2 Andalas,ANDALAS,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pengembangan Potensi Anak (YPPA) Sumbar,AN3462,05,24-07-2000,0443/420.DP/DIKDAS2001,24-07-2000,Lihat SK Operasional,2021-04-27 08,,456,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,slbautisma_yppapadang@yahoo.com,slbautisma.yppapadang.sch.id,-.940800000000,100.377800000000,17,39,14,16,Double Shift/6 hari,,2022/2023-2,"3,500",14,0,1,1,3,0,14,0,14,0,3,0,9,8,0,17,0,3,0,4,1,4,3,2,2,15,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Telkomsel Flash,1,1,2,2,1,1,1,1,2,1,1,2,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BDF1831-9ABD-4F39-8CC2-5E5A0F49FE98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960216,SLB KHANSA,69960216,Jalan Jati VII No. 17,JATI BARU,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan RAYDEN BERKAH KHANSA,AX1182,421.4-250-2017.,27-02-2017,570/1398-PERIZ/DPM&PTSP/VII/2021,06-07-2021,Lihat SK Operasional,2021-07-14 14,C,0,1. -,2. Telkom Speedy,PLN,,,slbkhansa@gmail.com,,-.941700000000,100.362700000000,12,9,8,12,Sehari Penuh/5 hari,,2022/2023-2,"2,200",11,0,0,2,0,0,13,0,12,0,0,0,2,10,0,12,0,8,4,0,0,0,0,0,0,12,SDLB,Pendidikan Khusus SDLB 2013,Tidak Ada,2,2,3,1,3,1,0,0,0,0,0,0,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/404CF079-2FF5-E011-8005-1DF567887E28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303556,SLB YPPLB,10303556,Jl. Kis Mangunsarkoro,JATI BARU,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINA PENDIDIKAN LUA,AB8733,51,24-08-1972,570/1565-PERIZ/DPM&PTSP/VIII/2021,04-08-2021,Lihat SK Operasional,2021-08-24 17,,"2,247",1. -,2. Telkom Speedy,PLN,075125767,075125767,slb_ypplb@yahoo.co.id,,-.932600000000,100.364000000000,16,51,29,18,Pagi/6 hari,,2022/2023-2,"3,500",22,0,1,1,8,0,8,0,8,0,3,5,10,6,2,14,0,2,2,2,0,1,5,4,2,14,"SDLB, SMPLB,  dan SMLB",TKLB 2013,Tidak Ada,1,1,1,4,1,1,2,3,1,1,1,1,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE826663-9EEA-4838-9526-1EC71A7DC200,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899566,SMA SURYA BAKTI,69899566,Jl. Jati II No. 15,SAWAHAN,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN SURYA BAKTI PADANG,AN3434,AHU-07964.50.10.2014,22-10-2014,421.1/492/DP/DIKMEN.01/20,08-07-2015,Lihat SK Operasional,2020-08-29 11,C,0,1. -,2. Telkom Speedy,PLN,,,sma.surya.bhakti.padang@gmail.com,http,-.944500000000,100.364500000000,21,22,3,3,Sehari Penuh/6 hari,,2022/2023-2,"2,200",3,1,1,2,1,0,18,7,20,0,1,0,5,16,0,16,5,12,2,5,0,1,0,1,9,12,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,1,1,1,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEE4BDA3-3C5A-4449-8042-0DD03A37DADE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303462,SMAN 10 PADANG,10303462,Jl. Situjuh No. 5,JATI BARU,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,No 50/VII/59,22-01-1959,No.0342/U/1989,05-06-1989,Silakan Upload SK (link file tidak valid) => [744738-75017--],2022-12-14 13,A,"6,300",1. Jardiknas,2. Telkom Speedy,PLN,0751840882,075127331,sma10padang@gmail.com,http,-.936300000000,100.364000000000,51,177,248,30,Sehari Penuh/5 hari,,2022/2023-2,"82,000",30,3,1,4,40,0,0,11,11,1,18,21,41,10,0,49,2,4,7,5,3,5,7,20,15,36,,SMA 2013 IPS,Jardiknas,,,,,,,,,,11,9,10,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28EE2C51-3C7B-4348-B77F-D5FC97A86A44,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303468,SMAS ABDULLAH AHMAD,10303468,JL. DR.H.ABDULLAH AHMAD NO.8,SAWAHAN,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DR.H.ABDULLAH AHMAD PGAI,AN3435,665 / C.7 / KEP / I / 83,30-12-1983,421.1/435/DP/DIKMEN.01/2014,23-01-2014,Lihat SK Operasional,2022-01-21 06,B,"3,600",1. Telkom Speedy,2. Telkom Speedy,PLN,0,075122498,sma.pgai.padang@gmail.com,,-.943400000000,100.365000000000,13,22,15,3,Sehari Penuh/5 hari,,2022/2023-2,"2,300",8,1,1,2,1,0,8,6,12,0,0,1,3,10,0,11,2,3,3,2,2,0,2,1,5,8,,SMA 2013 Bhs&Budaya,Telkom Speedy,,,,,,,,,,1,1,1,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4914B299-D2A5-4760-89CF-3CED8D4264ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10310898,SMAS ADABIAH 2 PADANG,10310898,JL. JATI ADABIAH NO. 1 PADANG,JATI,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Syarikat Oesaha Adabiah Padang,AN3426,421.2/3340/DP.SMP/Menengah / 2012,04-06-2012,421.2/3474.a/DP/SMP-Menengah/2012,11-06-2012,Lihat SK Operasional,2023-02-17 08,A,"5,435",1. Telkomsel Flash,2. Telkom Speedy,PLN & Diesel,26727,28765,smaadabiah2padang@yahoo.co.id,http,-.939900000000,100.370300000000,53,395,404,25,Sehari Penuh/5 hari,,2022/2023-2,"3,500",28,5,1,2,11,0,41,11,42,0,4,7,27,26,0,48,5,8,9,12,4,6,5,9,14,39,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,9,8,8,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6624DE3F-95D2-4730-B62F-7CA4B1769C3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303557,SMAS ADABIAH PADANG,10303557,JL JATI ADABIAH NO 1 PADANG,JATI,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Syarikat Oesaha Adabiah Padang,AN3426,32,26-03-1989,421.2/3474.a/DP/SMP-Menengah/2012,11-06-2012,Lihat SK Operasional,2015-02-17 13,A,"5,655",1. Telkom Speedy,2. Telkom Speedy,PLN,26727,28553,smaadabiahpadang@yahoo.co.id,http,-.933400000000,100.368700000000,46,321,396,23,Sehari Penuh/5 hari,,2022/2023-2,"13,900",29,4,1,4,4,0,40,10,42,0,3,1,22,24,1,40,5,8,8,9,9,3,4,5,13,33,,SMA 2013 Bhs&Budaya,Telkom Speedy,,,,,,,,,,8,8,7,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24CB4DC4-671F-4884-8E1E-7D61FA43592C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303559,SMAS BUKIT BARISAN,10303559,JL. JENDERAL SUDIRMAN NO. 18,SAWAHAN,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan wirabraja,AN3449,Kpts0417 08.MN.1999,,,,Silakan Upload SK,,B,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,812539,812539,bukitbarisanpadang@yahoo.co.id,http,-.944600000000,100.362600000000,22,125,60,6,Pagi/6 hari,,2022/2023-2,"3,500",10,1,1,0,6,0,14,3,17,0,0,5,10,12,0,22,0,2,4,4,1,3,1,7,2,20,,SMA 2013 Bhs&Budaya,Telkomsel Flash,,,,,,,,,,2,2,2,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E423E2C5-CF6C-4410-B332-E49AAA860643,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303472,SMAS KARTIKA I-5,10303472,JL. DR SUTOMO NO. 4 C,SIMPANG HARU,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kartika Jaya Cabang I Bukit Barisan,AB7724,018/C/KEP/I/1983,23-02-1983,570/1979/Periz/DPM&PTSP/X/2021,25-10-2021,Lihat SK Operasional,2021-12-21 07,A,"1,700,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,23756,smakartikai5@yahoo.co.id,http,-.943600000000,100.376900000000,50,361,411,24,Sehari Penuh/5 hari,,2022/2023-2,"16,000",30,4,1,2,7,0,43,3,42,0,1,7,28,22,1,41,8,7,5,12,4,5,3,14,13,37,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,10,7,7,
Sumatera Barat,Kota Padang,Padang Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0666AC12-85A7-4542-91F5-49784512B0A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10304848,SMKN 2 PADANG,10304848,JL. DR.SUTOMO NO. 5,SIMPANG HARU,KEC. PADANG TIMUR,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1900,,01-01-1900,Silakan Upload SK (link file tidak valid) => [453760-862247--],2021-06-06 11,B,"10,420",1. Telkom Astinet,2. Lainnya (Serat Optik),PLN,075121930,075121930,smkn2_padang@yahoo.co.id,http,-.945100000000,100.378700000000,95,510,"1,013",44,Siang/6 hari,,2022/2023-2,"10,300",40,1,1,2,67,0,2,26,28,0,38,29,69,26,0,89,6,5,14,9,17,13,11,26,19,76,,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Telkom Astinet,,,,,,,,,,13,15,16,0
