prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5D04170-9FE0-4EFA-ADEA-73573FAC7DBA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280343,MAS AL IRSYAD AL ISLAMIYYAH,20280343,Jl. Jenderal Sudirman No. 239 Desa Cipncuh Kec. Haurgeuli Kab. Indramayu 45264,HAURGEULIS,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,WI/I/HK/008/272/1995,06-11-1995,kw.10.4/4PP.00.6/2738/2010,28-04-2010,Lihat SK Operasional,2019-12-09 12,A,0,,2.,,,,,,-6.442200000000,107.945100000000,0,49,83,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45181381-2994-4705-B40D-2F50F9358A96,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280365,MAS NURUL HIKMAH HAURGEULIS,20280365,Jl. Raya Haurgeulis - Gantar Km. 02,HAURKOLOT,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,W.i/I/HK.008.22/1992,22-01-1991,W.i/I/PP.00.6.1/28.2/1992,20-01-1992,Lihat SK Operasional,2021-06-16 22,A,"1,440",,2.,,,,,,-6.469600000000,107.947300000000,0,93,99,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C15BE3-DBF8-E111-8FF8-BFB93F3EB9CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20233748,SLB PELANGI KASIH,20233748,JL. JEND A YANI,SUKAJATI,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Ananda Pelangi Kasih,AN8702,4219/5478-PLB,16-07-2004,4219/5478-PLB,16-07-2004,Silakan Upload SK,,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,Slb.pelangikasih@yahoo.co.id,http,-6.470300000000,107.949200000000,3,33,25,11,Pagi/6 hari,,2022/2023-2,0,12,0,0,2,0,0,5,0,3,0,0,0,0,3,0,2,1,2,1,0,0,0,0,0,1,2,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,1,1,1,1,1,1,1,1,1,1,0,1,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1AAEFA27-AB3C-4CE1-B1E0-04C333C8CCE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215981,SMAN 1 HAURGEULIS,20215981,JL. Budi Utomo No.7,SUKAJATI,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.30.SIP.001/Kep.26/Sekret,24-02-2016,420.30.SIP.001/Kep.26/Sekret,24-02-2016,Lihat SK Operasional,2019-08-16 07,A,"8,860",1. Telkom Speedy,2. Telkom Speedy,PLN,,02347155132,sman1haurgeulis2012@gmail.com,http,-6.465500000000,107.930600000000,43,329,576,26,Sehari Penuh/5 hari,,2022/2023-2,"15,000",20,2,1,6,19,12,0,12,24,0,6,13,24,19,0,38,5,3,12,4,4,8,11,1,26,17,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,9,9,8,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F743ED2-3500-4C28-A95B-8D2891251C13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216207,SMAS MUHAMMADIYAH HAURGEULIS,20216207,JL. KH. AHMAD DAHLAN NO. 3,HAURGEULIS,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Barat,AO5349,420.30.SIP.002/Kep.26-Sekret,24-02-2016,420.30.SIP.002/Kep.26-Sekret,24-02-2016,Lihat SK Operasional,2016-09-07 09,B,"1,148",1. -,2. Telkom Speedy,PLN,,0234741367,smamuh.hgl03@gmail.com,,-6.459900000000,107.944100000000,8,20,40,3,Sehari Penuh/5 hari,,2022/2023-2,"1,300",4,2,1,2,0,1,7,2,8,0,0,0,1,7,2,2,4,3,0,3,1,0,0,1,7,1,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,1,1,1,
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF353C03-13FB-458F-B5ED-91CC8FC13011,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69919132,SMK PGRI I HAURGEULIS,69919132,Jl. Jenderal Sudirman No. 06 Haurgeulis,SUMBERMULYA,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Jawa Barat,AA1655,025/Org/PC.09/XXI/2015,18-03-2015,421.32/KEP.166-DISDIK/201,09-11-2015,Lihat SK Operasional,2015-11-13 10,B,0,1. Axis,2. Telkom Speedy,PLN,,,smkspgri1haurgeulis@gmail.com,,-6.435000000000,107.947200000000,18,46,43,6,Pagi/6 hari,,2022/2023-2,"1,200",4,0,0,1,0,0,13,6,17,0,0,1,3,15,2,11,5,3,5,4,2,2,0,2,13,5,,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Axis,,,,,,,,,,2,2,2,0
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44A54392-DE98-441C-A956-DE34B0ADE5CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957088,SMK REPUBLIK,69957088,Blok 6 RT 004 RW 005,WANAKAYA,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN REPUBLIK MAX,AD5521,045/SP.YRM/VII/2016,11-07-2016,421.32/Kep.154.H/SIP-Disdik/2016,01-08-2016,Lihat SK Operasional,2022-09-19 11,C,0,1. -,2. XL (GSM),PLN,,,smkrepublik@gmail.com,,-6.464800000000,107.910800000000,4,23,35,3,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,0,0,0,6,1,4,0,0,0,1,3,0,3,1,0,0,0,1,0,1,2,4,0,,SMK 2013 REV.  Perhotelan,Tidak Ada,,,,,,,,,,1,1,1,0
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27527E05-0359-4C6E-A429-24928E9150DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216011,SMKS AL IRSYAD AL ISLAMIYYAH HAURGEULIS,20216011,JL. JEND. SUDIRMAN NO 239 CIPANCUH KEC. HAURGEULIS TELP. (0234) 741052 KAB. IND,CIPANCUH,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Al Irsyad Al Islamiyyah Haurgeulis,AN8718,102.172/Y-AA/03/X/1999,12-10-1999,2087/102.1/Kep/OT/2000,02-08-2000,Lihat SK Operasional,2020-08-27 05,B,"7,344",1. XL (GSM),2. Telkom Speedy,PLN,0234741052,0234741052,smkalirsyad_hgl@yahoo.co.id,http,-6.441800000000,107.945200000000,28,154,161,12,Sehari Penuh/5 hari,,2022/2023-2,"9,000",17,0,1,2,0,0,31,3,28,0,0,0,11,17,1,22,5,7,6,7,6,2,0,0,15,13,,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,XL (GSM),,,,,,,,,,4,4,4,0
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11C198D5-277D-4F2D-9749-6F6E535C4D61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216009,SMKS MANDIRI HAURGEULIS,20216009,JEND. SUDIRMAN NO.112 CIPANCUH HAURGEULIS,CIPANCUH,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420.32.SIP.002/Kep.26-Sekret,22-02-2016,07/21.X/T.PA/03,26-03-2003,Lihat SK Operasional,2016-11-10 09,B,"1,475",1. -,2. Telkomsel Flash,PLN,0234741123,0234743158,smkmandirihaurgeulis11@gmail.com,,-6.450300000000,107.947200000000,10,56,28,6,Sehari Penuh/5 hari,,2022/2023-2,"1,200",0,0,0,0,0,0,10,1,10,0,0,0,6,4,0,7,3,2,2,0,1,2,2,1,6,4,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Tidak Ada,,,,,,,,,,2,2,2,0
Jawa Barat,Kab. Indramayu,Haurgeulis,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D94F8643-A492-4683-AAC9-93BF5B757383,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216007,SMKS MUHAMMADIYAH HAURGEULIS,20216007,JL. K.H. AHMAD DAHLAN NO. 3 HAURGEULIS,HAURGEULIS,KEC. HAURGEULIS,KAB. INDRAMAYU,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Barat,AO5349,421.3/1557/P dan K/2002,27-09-2002,421.3/1557/P dan K/2002,27-09-2002,Silakan Upload SK (link file tidak valid) => [791572-956198--],2023-03-02 12,A,"6,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,0234741979,0234741367,smkmuh_hgl@yahoo.com,http,-6.459900000000,107.944000000000,39,595,222,26,Sehari Penuh/5 hari,,2022/2023-2,"18,000",30,1,0,2,0,0,45,2,39,0,0,0,13,26,3,26,10,9,8,5,8,2,6,1,21,18,,SMK 2013 REV. Multimedia,Telkomsel Flash,,,,,,,,,,9,8,9,0
