prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2AB3B8B0-BBDC-48E5-AB8E-BDCF95377326,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580191,MAS AL KARIMI,20580191,JL. GARUDA NO. 1 TEBUWUNG,TEBUWUNG,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Yayasan Pondok Pesantren Al Karimi,AG9043,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.972500000000,112.448200000000,0,78,113,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCBCC5AC-0F42-4EB1-924D-46768FB1456C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580210,MAS IHYAUL ULUM,20580210,JL. PONDOK PENSANTREN IHYAUL ULUM 108 DUKUN GRESIK 61155,DUKUNANYAR,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,kw.13.4/4/PP.00.6/916/2010,01-07-2010,kw.13.4/4/PP.00.6/916/2010,01-07-2010,Lihat SK Operasional,2023-01-05 15,A,0,,2.,,,,,,-6.975500000000,112.468400000000,0,132,176,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5CAECFF-3CF5-49D3-8B35-7C6FA5FAC782,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580232,MAS MATHLABUL HUDA,20580232,JL.RAYA DESA BABAKBAWO NO. 128,BABAKBAWO,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.999000000000,112.487100000000,0,37,33,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18583A23-4845-4035-BF61-0080992E897B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580243,MAS TANWIRUL QULUB YPPMU,20580243,JL. KH. MOH. ASYROF NO. 21 WONOKERTO DUKUN GRESIK,WONOKERTO,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,13/B.H/Js/1989/PN.GS,29-08-1989,MAS/25.0016/2017,11-08-2017,Lihat SK Operasional,2017-11-28 19,B,0,,2.,,,,,,-6.973300000000,112.425800000000,0,22,30,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/32189667-2400-4189-B2E1-08B433E2AF96,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580248,MAS YKUI MASKUMAMBANG,20580248,JL. RAYA MASKUMAMBANG DESA SEMBUNGANKIDUL RT.06 RW. 03,SEMBUNGAN KIDUL,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,L.m./3/189/c/1978,25-08-1978,MAS / 25.0014 / 2017,11-08-2017,Lihat SK Operasional,2017-11-27 13,A,0,,2.,,,,,,-7.004900000000,112.508800000000,0,152,143,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AFA1F54-51B2-44D1-9B69-A3C482A50627,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896282,SMAN 1 DUKUN,69896282,Jl. Raya Mentaras Dukun,MENTARAS,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421/523/HK/437.12/2014,28-05-2014,421/523/HK/437.12/2014,28-05-2014,Lihat SK Operasional,2015-06-10 10,B,"7,020",1. Telkomsel Flash,2. Telkom Speedy,PLN,,03199113733,sman1dukungresik@gmail.com,http,-6.977000000000,112.457900000000,30,295,325,19,Sehari Penuh/5 hari,,2022/2023-2,"22,500",14,2,1,4,13,9,1,7,21,0,8,1,14,16,0,24,6,6,7,4,4,3,3,3,12,18,SMA 2013 Bhs&Budaya,Telkomsel Flash,7,6,6,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9155B104-0698-4AF6-8247-A5A37F7BDBE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20500663,SMAS ALKARIMI,20500663,JL.GARUDA NO. 44 TEBUWUNG DUKUN,TEBUWUNG,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pondok Pesantren Al Karimi,AG9043,4.,13-07-2020,19.03/1281/01/XII/2020,02-12-2020,Lihat SK Operasional,2022-03-22 08,A,"4,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smaalkarimi@gmail.com,http,-6.977800000000,112.450500000000,16,45,60,5,Pagi/6 hari,,2022/2023-2,"10,000",6,3,1,2,0,0,19,0,16,0,0,0,2,14,0,13,3,4,2,1,2,2,2,3,9,7,SMA 2013 MIPA,Telkomsel Flash,1,2,2,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB3AE6D4-CADD-48C9-B064-E49C6548ECC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20500654,SMAS HIDAYATUS SALAM,20500654,JL. BANYU BIRU,LOWAYU,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN MA'ARIF NU HIDAYATUS SALAM LOWAYU,AW8169,AHU-0000617.AH.01.05.Tahun 2016,16-08-2016,P2T/709/19.03/01/V/2019,21-05-2019,Lihat SK Operasional,2020-08-24 12,A,940,1. -,2. Lainnya (Serat Optik),PLN,,0313943407,smalowayu@gmail.com,http,-6.966600000000,112.434800000000,18,49,52,5,Pagi/6 hari,,2022/2023-2,"5,500",6,1,1,2,0,0,19,3,18,0,0,0,3,15,0,15,3,3,4,2,4,1,2,2,13,5,SMA 2013 IPS,Tidak Ada,1,2,2,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE39A8FA-31A7-4991-A57D-5368A4FA5787,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20500460,SMAS MUHAMMADIYAH 5,20500460,JL. RAYA PADANGBANDUNG BO 08,PADANG BANDUNG,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur,AB4667,01256/I04.7.4/1990,22-11-1990,P2T/565/19.01/01/XII/2018,03-09-2018,Lihat SK Operasional,2020-08-24 20,A,"2,334",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,03170958823,smamuhammadiyah5dukun@gmail.com,http,-7.222800000000,112.557600000000,17,57,39,5,Pagi/6 hari,,2022/2023-2,"3,500",4,1,1,2,3,0,16,1,15,0,2,0,11,6,0,14,3,0,1,1,2,4,4,5,10,7,SMA 2013 IPS,Telkomsel Flash,1,2,2,
Jawa Timur,Kab. Gresik,Dukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96AA7B7A-C707-40D1-8E21-AB13985C0671,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899905,SMK AL HADI GRESIK,69899905,"Jl. Ponpes Al Hadi RT. 09 RW. 04, Dukun, Gresik",IMA AN,KEC. DUKUN,KAB. GRESIK,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPPTQ AL HADI,AG9084,421/800/437.53/2015,20-05-2015,421.5/4679.13/101.3/2017,07-08-2017,Lihat SK Operasional,2020-08-24 20,B,896,1. -,2. Telkom Speedy,PLN,,03199112268,smk.alhadi.gresik@gmail.com,http,-6.981700000000,112.474600000000,13,35,23,3,Pagi/6 hari,,2022/2023-2,"3,500",3,0,1,2,0,1,14,1,13,0,0,0,1,12,0,11,2,6,3,2,0,0,2,0,6,7,SMK 2013 REV. Multimedia,Tidak Ada,1,1,1,0
