prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/21A75FA3-E30B-46C8-83D3-5390C1DFD059,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362989,MAN 1 KEBUMEN,20362989,JL. CINCIN KOTA 44 KEBUMEN,GEMEKSEKTI,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,No. 126 tahun 1967,06-10-1967,No. 17 tahun 1978,16-03-1978,Lihat SK Operasional,2016-07-11 07,A,0,,2.,,,,,,-7.654200000000,109.658000000000,0,206,575,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/94FDF931-5624-460E-855F-B1AB5C67E747,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362990,MAN 2 KEBUMEN,20362990,Jl. Pemuda No. 190 Kebumen,PANJER,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,No. 64 Tahun 1990,25-04-1990,No. 64 Tahun 1990,25-04-1990,Lihat SK Operasional,2019-03-29 07,A,"7,987",,2.,,,,,,-7.682292200000,109.659498200000,0,307,768,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B94F97F4-2D29-405D-8ADC-AD2793C4CC99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362993,MAS AN NAWAWI 03 KEBUMEN,20362993,JL. TENTARA PELAJAR NO.60 KEBUMEN,MUKTISARI,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,D/KW/MA/484/2005,15-12-2005,KW.11.4/4/PP.03.2/6030/2005,15-12-2005,Lihat SK Operasional,2016-09-05 14,C,0,,2.,,,,,,-7.670300000000,109.671600000000,0,15,17,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EDA73EB-6CBE-4466-AC86-71E04D7C4562,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362992,MAS MA`ARIF 01 KEBUMEN,20362992,JL. KUSUMA NO. 96 KEBUMEN,BUMIREJO,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Tengah,AX6651,Wk/5.a/PP.03.2/222/002/2001,25-01-2001,Wk/5.a/PP.03.2/222/2001,25-01-2001,Lihat SK Operasional,2016-04-18 11,B,0,,2.,,,,,,-7.666900000000,109.661400000000,0,52,43,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/039D4EA5-E9AC-4BBB-96C7-9DD5A76FE300,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362991,MAS SALAFIYAH,20362991,"JL. WALIKONANG 3, WONOYOSO",BUMIREJO,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Aktanotaris No 12,13-03-1972,Wk5d76PgmMA1998,16-06-1988,Lihat SK Operasional,2016-12-15 07,B,0,,2.,,,,,,-7.663000000000,109.661300000000,0,71,111,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0051F255-2DF5-E011-B5BC-F3BE62E8169D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20305261,SLB NEGERI TAMANWINANGUN KEBUMEN,20305261,Jl Kejayan 38,TAMANWINANGUN,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,10-04-2013,16-07-1983,420/44,10-04-2013,Lihat SK Operasional,2021-08-13 11,A,"3,192",1. 3 (Tri),2. Telkom Speedy,PLN,0,0287383658,Sdlbntamanwinangun_kbm@yahoo.com,,-7.690500000000,109.662300000000,44,135,122,49,Sehari Penuh/5 hari,,2022/2023-2,"7,700",25,0,1,0,12,22,0,10,37,0,6,1,24,20,0,40,4,11,16,6,2,3,2,4,7,37,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,3 (Tri),4,2,5,4,4,5,7,5,5,3,3,2,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60E9EB53-2DF5-E011-8E02-7557789C2F30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20305073,SLB PUTRA PERTIWI,20305073,"Jl. Kejayan 38, B Tamanwinangun Kebumen",TAMANWINANGUN,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN  PUTRA PERTIWI KEBUMEN,AD8530,425.1/0004129.,03-06-2002,425.1/004129,03-06-2002,Silakan Upload SK (link file tidak valid) => [361660-802705--],2020-08-31 14,B,"4,800",1. -,2. Telkomsel Flash,PLN,,0287382670,slb_putrapertiwi@yahoo.com,,-7.690300000000,109.662100000000,12,69,46,21,Sehari Penuh/5 hari,,2022/2023-2,950,17,0,0,1,0,0,14,0,12,0,0,0,4,8,0,10,2,3,5,2,0,0,1,1,4,8,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Tidak Ada,2,1,1,1,1,2,3,2,3,1,2,2,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AC96324-185D-472F-BE9A-702FFCDC7E9A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69851386,SMA VIP AL-HUDA KEBUMEN,69851386,"JL. PEMALI NO. 11 JETIS, KUTOSARI, KEBUMEN",KUTOSARI,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KHOLIDIYAH,AD8540,421/180/2014,21-04-2014,421/180/2014,21-04-2014,Lihat SK Operasional,2020-08-24 20,B,"3,157",1. Telkom Speedy,2. Telkom Speedy,PLN,384007,0287384697,smavipalhuda_kebumen@yahoo.com,http,-7.669445000000,109.647738000000,18,99,191,10,Pagi/6 hari,,2022/2023-2,"7,700",8,1,0,3,0,0,21,1,18,0,0,0,5,13,0,14,4,7,5,5,0,0,1,0,9,9,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,4,3,3,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/031F665D-920F-49FF-BF9E-52D1F927ACCE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20305010,SMAN 1 KEBUMEN,20305010,JL. MAYJEN SUTOYO 7,BUMIREJO,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,26/S.K./B.III,21-08-1958,26/S.K./B.III,21-08-1958,Lihat SK Operasional,2015-07-03 10,A,"8,819",1. Telkom Astinet,2. Telkom Speedy,PLN,0287385185,0287381407,sma_1_kbm@yahoo.com,http,-7.667600000000,109.653700000000,44,408,658,30,Sehari Penuh/5 hari,,2022/2023-2,"66,000",31,5,1,32,25,14,0,5,24,0,9,11,28,16,0,39,5,2,8,10,9,3,4,8,16,28,,SMA 2013 IPS,Telkom Astinet,,,,,,,,,,10,10,10,
Jawa Tengah,Kab. Kebumen,Kebumen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CBA73B77-51D3-4D7E-A49A-0B4E88E9DB90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20305025,SMAN 2 KEBUMEN,20305025,JL. CINCIN KOTA NO.8 KEBUMEN,KARANGSARI,KEC. KEBUMEN,KAB. KEBUMEN,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1155/I03.a/A.87,15-07-1987,0389/0/1990,11-06-1990,Lihat SK Operasional,2019-03-03 13,A,"19,791",1. Telkom Speedy,2. Telkom Astinet,PLN,,381820,smanda.kbm@gmail.com,http,-7.657235000000,109.667535000000,55,395,757,33,Sehari Penuh/5 hari,,2022/2023-2,"66,000",33,5,2,36,29,18,0,8,26,0,11,18,35,20,0,51,4,4,9,8,7,5,9,13,25,30,,SMA 2013 IPS,Telkom Speedy,,,,,,,,,,11,11,11,
