prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9FFA7892-97EA-4004-8F55-54E943966470,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993506,MA Darul Muhsinin NW Gerantung,69993506,GERANTUNG EMBUNG KANDONG KEC.TERARA,EMBUNG KANDONG,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,NOMOR 293 TAHUN 2019,12-07-2019,NOMOR 293 TAHUN 2019,12-07-2019,Lihat SK Operasional,2021-05-04 22,B,0,,2.,,,,,,.000000000000,.000000000000,0,47,42,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9D6FD402-5577-4F68-8C0A-7F7872EB22EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993685,MA Darush Shibyan NW Lando,69993685,"Jln. Lalu Muhammad Ali Km, 2,5 Lando- Jenggik Kecamatan Terara",LANDO,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,001/YPDS/NW/VI/2017,01-06-2017,287 Tahun 2019,12-07-2019,Lihat SK Operasional,2022-08-01 05,B,0,,2.,,,,,,-8.620000000000,116.385700000000,0,23,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E19F3E6-F58A-4B9E-946B-79F26D6321D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222601,MAS AL BADRIYAH RARANG,50222601,Jln. Ponpes Al Badriyah Sundak,RARANG,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,YAYASAN PONDOK PESANTREN AL BADRIYAH SUNDAK RARANG,AJ3534,09/200.07/IV/1989,10-07-1989,Wx.89.75A/3/91,07-11-1991,Lihat SK Operasional,2015-07-07 09,B,0,,2.,,,,,,-8.646300000000,116.390600000000,0,6,124,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02DE07C1-1F7E-472A-BD1C-44EF737A839B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222599,MAS AL ISTIQOMAH NW DASAN POTO,50222599,DASAN POTO DESA RARANG TENGAH,RARANG TENGAH,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.19.1/2/202/2007,16-01-1901,Kw.19.1/2/202/2007,16-03-2007,Lihat SK Operasional,2019-11-21 14,B,0,,2.,,,,,,-8.658812000000,116.428903000000,0,36,54,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40512F8C-0A0C-439E-868B-2B83106E1200,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222598,MAS AL-ANSHORI MONJE,50222598,MONJE DESA RARANG SELATAN,RARANG SELATAN,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.19/07/207/2009,01-07-2009,SK.19/12/274/2011,10-03-2011,Silakan Upload SK,,B,0,,2.,,,,,,-8.671567000000,116.409540000000,0,36,38,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB7C3F23-F91F-47BA-A522-5050C9CB8A6F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222602,MAS AL-HASANIYAH NW GUNUNG SESANG,50222602,JL. RADEN SANGAPATI - GUNUNG SESANG,LANDO,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.19.1/2/1240/2013,14-08-2013,D/Kw/MA/10/2013,14-08-2013,Silakan Upload SK,,C,0,,2.,,,,,,-8.609500000000,116.386600000000,0,39,50,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64DBD835-7BB0-4189-8DDC-298D2360076F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222597,MAS ASSHOLIHIYAH SANTONG,50222597,LINGKOK LEKONG,TERARA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,SK pendirian MA Assholihiyah Santong,22-07-2010,SK Operarional MA Assholihiyah Santong,05-09-2012,Lihat SK Operasional,2021-02-11 08,B,0,,2.,,,,,,-8.664300000000,116.424600000000,0,91,80,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/339F9207-323D-454A-A703-0BA7C708D17B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222595,MAS NW DEBOK SANTONG,50222595,JALAN PASAR TERARA-DEBOK,SANTONG,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,Wx/I-b/436/1996,01-07-1996,Mx-3/IV/-c/PP006/589/96,28-05-1996,Silakan Upload SK,,B,0,,2.,,,,,,-8.676100000000,116.418400000000,0,53,59,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04C00B2B-0510-4BF5-8B61-197853376339,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69941797,MAS NW Gayut,69941797,Jl. Jurusan Terara-Gayut,TERARA,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-8.676500000000,116.424200000000,0,21,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Terara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/91252357-15E7-4F69-8E03-007512F8400D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222596,MAS NW RIDLOL WALIDAIN BATU BANGKA,50222596,Batu Bangka,JENGGIK,KEC. TERARA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,007/SK/YPRW/III/2004,10-03-2004,kw.19.4/4/PP.03.2/171/2006,07-02-2006,Lihat SK Operasional,2015-10-01 16,B,0,,2.,,,,,,-8.630800000000,116.380400000000,0,45,57,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
