prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A050467E-8D18-E111-AC8A-1BA7788FE730,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20569013,SLB C AKW KUMARA I SURABAYA,20569013,Jl.Medokan Semampir Indah 95,MEDOKAN SEMAMPIR,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN  PENDIDIKAN LUAR BIASA ALPA KUMARA WARDHANA,AB4746,0,22-07-1963,19.14/III/II/2020,13-03-2020,Lihat SK Operasional,2021-08-24 08,B,"4,125",1. -,2. Telkom Speedy,PLN,0,,slbakwkumara@gmail.com,,-7.300100000000,112.788700000000,6,26,10,12,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,200",13,0,1,1,2,0,4,0,4,0,1,1,2,4,0,5,1,3,1,0,1,0,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20DD018B-A6C0-E211-97AA-85061AB1CD04,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20532582,SLB YPAC SURABAYA,20532582,Semolowaru Utara V/2A,SEMOLOWARU,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPAC Surabaya,AK3077,P2T/115/07.04/02/VII/2012,20-02-2012,P2T/8/19.16/01/VII/2018,31-07-2018,Silakan Upload SK (link file tidak valid) => [496034-217193--],2021-08-19 13,A,"7,007",1. Telkom Speedy,2. Telkom Speedy,PLN,0315925647,0315932438,slbypacsurabaya@yahoo.com,http,-7.297291000000,112.778713000000,25,33,24,20,PAUD Merdeka,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"13,000",41,0,1,2,12,0,13,0,13,1,8,3,19,6,0,19,6,0,2,0,4,7,6,6,6,19,1,1,1,2,2,3,2,2,1,2,2,1,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D21B89E7-D46D-4518-A864-A116165D3F9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786332,SMA ISLAM TERPADU AL USWAH,69786332,Jl.Medokan Semampir Indah No.127 Surabaya,MEDOKAN SEMAMPIR,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Ukhuwah Islamiyah,AK3073,422/5922/436.6.4/2013,07-09-2013,422/8729/436.6.4/2014,26-09-2013,Lihat SK Operasional,2015-06-18 11,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,0315937630,smaitaluswahsby1@gmail.com,http,-7.289900000000,112.752000000000,24,152,202,13,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,0,13,1,1,10,0,0,23,3,24,0,0,0,2,22,0,24,0,8,5,3,6,0,2,0,11,13,,,,,,,,,,5,4,4,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7236921D-EF49-4F8D-BC22-CD40EDA4CB76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69831503,SMA KRISTEN ANAK BANGSA,69831503,Manyar Kartika Timur No.6 Surabaya,MENUR PUMPUNGAN,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Anak Bangsa Surabaya,AK3090,188/1982/436.6.4/2013,28-02-2013,19.03/1054/01/II/2020,27-02-2020,Lihat SK Operasional,2021-12-03 15,B,0,1. Lainnya,2. Lainnya,PLN,0315949620,0315949619,smakranakbangsa@gmail.com,http,-7.290110000000,112.766230000000,18,30,30,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"35,000",7,1,1,2,0,0,20,0,18,0,0,0,0,18,0,16,2,9,5,1,0,0,3,0,12,6,,,,,,,,,,2,2,2,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80A1B945-1E8C-4208-9C4E-C91A4CFD119F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20539241,SMA LITTLE SUN,20539241,Jalan Manyar Kartika No.48 Surabaya,MENUR PUMPUNGAN,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN CAHYA HATI IBU,AK3083,095/PA/PMU/7502/76,29-05-1975,19.03/1079/01/IV/2020,12-04-2020,Lihat SK Operasional,2021-02-04 14,B,"2,360",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,,0315955263,littlesun.uppersec@gmail.com,http,-7.290000000000,112.768500000000,21,64,68,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"35,000",7,4,1,10,0,0,17,6,21,0,0,0,1,20,2,13,6,5,5,6,2,1,0,2,13,8,,,,,,,,,,2,2,2,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F3EAD96-302B-4B2D-A69C-F33A83729D44,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20577229,SMA VITA,20577229,JL. ARIF RAHMAN HAKIM 189-191,KEPUTIH,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Dharma Vita,AL8845,420/8364/436.6.4/2009,18-02-2010,19.03/1317/01/XII/2020,22-12-2020,Lihat SK Operasional,2021-08-03 09,A,"8,582",1. -,2. Biznet (Serat Optik),PLN,,5922690,seniorhigh@vitaschool.sch.id,http,-7.288800000000,112.789300000000,11,43,44,5,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"200,000",12,4,1,6,0,0,10,4,11,0,0,0,1,10,0,10,1,0,3,3,3,0,1,1,3,8,,,,,,,,,,1,2,2,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE852923-85FD-4323-AF38-7F6A41ADCD16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888885,SMALB - A YPAB,69888885,Jl. Gebang Putih No.5 Surabaya,GEBANG PUTIH,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SLB,SMLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ANAK-ANAK BUTA,AX0019,188/0146/436.6.4/2014,02-01-2014,19.14/224/V/II/2020,05-05-2020,Lihat SK Operasional,2020-08-21 13,B,"2,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0315945490,smalba.ypabs@yahoo.com,,-7.291554000000,112.786923000000,8,2,3,3,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"5,000",3,0,1,0,4,0,5,0,4,0,3,1,6,2,0,7,1,0,3,0,2,0,1,2,3,5,0,0,0,0,0,0,0,0,0,1,1,1,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8493A63B-5377-46DB-98FC-75386A60BF23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20532231,SMAN 20 SURABAYA,20532231,JL. MEDOKAN SEMAMPIR,MEDOKAN SEMAMPIR,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,352/104/A/89,22-06-2020,352/I04/A/89,22-06-2020,Lihat SK Operasional,2020-10-19 15,A,"10,380",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,5910817,5935720,sman20surabaya@gmail.com,http,-7.307600000000,112.789600000000,44,484,585,30,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,0,28,1,1,2,26,9,1,8,25,0,16,3,30,14,0,39,5,5,4,4,3,4,6,18,22,22,,,,,,,,,,10,10,10,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/921B6FD0-536D-4EB7-9A72-1F5AE28DFF4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20532451,SMAS 17 AGUSTUS 1945,20532451,JL. SEMOLOWARU NO. 45,SEMOLOWARU,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERGURUAN 17 AGUSTUS 1945 SURABAYA,AL8822,30115/I04.7.4/1988,29-10-1988,P2T/862/19.03/01/IX/2019,06-09-2019,Lihat SK Operasional,2021-12-07 08,A,"3,953",1. Biznet (Kabel),2. Lainnya (Serat Optik),PLN,,0315924165,smatag45@gmail.com,http,-7.298000000000,112.768800000000,34,250,312,18,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Biznet (Kabel),"10,000",14,4,1,9,0,0,24,17,33,0,1,0,10,24,0,30,4,9,5,7,2,0,4,7,16,18,,,,,,,,,,6,6,6,
Jawa Timur,Kota Surabaya,Sukolilo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D563867-1EA0-47B8-AECB-331A1C3EE477,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69756322,SMAS ALAM INSAN MULIA,69756322,JL.MEDOKAN SEMAMPIR INDAH 99-101 SURABAYA,MEDOKAN SEMAMPIR,KEC. SUKOLILO,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN INSAN MULIA,AX0731,422/3528/436.6.4/2012,19-03-2012,245/18.02.10/02/VII/2022,11-07-2022,Lihat SK Operasional,2022-07-22 08,A,"5,295",1. Telkom Speedy,2. Telkom Astinet,PLN,0315910144,0315920033,01admsma@gmail.com,http,-7.307500000000,112.787500000000,18,52,39,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"13,000",6,5,1,15,0,0,17,3,18,0,0,0,1,17,0,14,4,4,8,6,0,0,0,0,11,7,,,,,,,,,,1,2,2,
