prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/406825C1-3F07-455F-BB2E-38D74D7CE737,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70013790,MA TAHFIDH PUTRI YANBU'UL QUR'AN 2 MURIA,70013790,Jalan Colo Pati KM. 01,DUKUH WARINGIN,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,3900/Kw.11.2/3/PP.03/06/2021,14-06-2021,730 TAHUN 2021,14-06-2021,Lihat SK Operasional,2022-03-28 14,,7,,2.,,,,,,-6.668200000000,110.864900000000,0,0,271,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29B196BF-BD0E-4783-BFEA-349FCD7560C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363069,MAS MIFTAHUL FALAH,20363069,JL.RAYA MURIA KM.07 CENDONO DAWE,CENDONO,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Ma,14-01-1988,-Wk/5/.d/188/Pgm/MA/1989,14-04-1989,Lihat SK Operasional,2022-11-14 08,A,0,,2.,,,,,,-6.750900000000,110.861500000000,0,295,223,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8D40476-DAFF-4F74-8724-B72F46CF5498,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363070,MAS NU IBTIDAUL FALAH,20363070,"Jl. Dawe-Gebog, Samirejo Dawe Kudus",SAMIREJO,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Wk/5.d/230/Pgm./MA/1992,13-06-1992,Wk/5.a/PP.03.2/328/1992,18-03-1992,Lihat SK Operasional,2016-09-05 13,A,0,,2.,,,,,,-6.735000000000,110.856300000000,0,252,381,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96990AD1-1E31-454F-B69C-E51C95C12158,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363071,MAS NU RADEN UMAR SAID,20363071,"Colo, RT 04 RW 01 Dawe Kudus",COLO,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,D/Kw/MA/509/2007,06-03-2007,Kw.11.4/4/PP.03.2/1819/2007,06-03-2007,Lihat SK Operasional,2016-09-06 08,B,0,,2.,,,,,,-6.671500000000,110.903400000000,0,65,81,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60379757-2DF5-E011-9EEC-1160045F0714,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20317994,SLB NEGERI CENDONO,20317994,Jl Madu No 01 RT 05 RW 01,CENDONO,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/Neg/022214/1989,10-02-1989,15/I.LB/09/1985,21-01-1985,Lihat SK Operasional,2022-08-28 22,,"2,350",1. Indosat IM2,2. Telkom Speedy,PLN,,0291420160,slbncendono@gmail.com,,-6.734800000000,110.863000000000,43,129,61,45,Sehari Penuh/5 hari,,2022/2023-2,"4,400",27,0,2,2,7,31,0,5,37,0,2,4,25,18,0,39,4,18,8,0,5,2,4,6,10,33,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Indosat IM2,5,3,4,4,4,5,3,4,5,2,3,3,
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B30EAF79-6849-4169-A3C2-97794A320336,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20332016,SLBS SUNAN MURIA,20332016,JL. DAWE GEBOG KM 01,CENDONO,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YSLB SUNAN MURIA,AJ9748,40,21-01-2014,425.1/44154,13-10-2004,Lihat SK Operasional,2020-07-27 16,B,500,1. 3 (Tri),2. Telkom Speedy,PLN,0000,0291420244,smalbsunanmuria@yahoo.co.id,http,-6.736000000000,110.864200000000,19,112,65,20,Sehari Penuh/5 hari,,2022/2023-2,"2,200",13,0,1,2,0,0,19,1,19,0,0,0,6,13,0,15,4,1,3,11,3,1,0,0,8,11,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,3 (Tri),1,1,1,1,1,1,1,1,3,3,3,3,
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18D5ACDE-7372-442E-B522-056E9629AA28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20353753,SMA HIDAYATUL MUSTAFIDIN,20353753,JL. KUDUS COLO KM.11,LAU,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",yayasan pendidikan islam,AJ9759,AHU - 4673.AH.01.04.Tahun 2012,01-01-1900,421.3/1790/14.05/2004,01-01-1900,Lihat SK Operasional,2015-09-11 05,B,"1,440",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,0291420271,smadahmkds@yahoo.co.id,http,-6.725000000000,110.872700000000,14,82,94,6,Pagi/6 hari,,2022/2023-2,0,5,0,0,3,0,0,16,2,14,0,0,0,3,11,2,10,2,0,0,5,7,1,0,1,4,10,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,3,2,1,
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCDF86D1-1055-4659-9A37-CC67AD008747,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20317529,SMKN 2 KUDUS,20317529,JL. DESA REJOSARI KECAMATAN DAWE KABUPATEN KUDUS,REJOSARI,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.5/522/2004,15-07-2004,421.5/522/2004,15-07-2004,Lihat SK Operasional,2019-12-22 17,A,"12,000",1. Lainnya (Wavelan),2. Telkom Astinet,PLN,,02914101149,smk2kudus@gmail.com,http,-6.744400000000,110.897900000000,77,642,636,36,Sehari Penuh/5 hari,,2022/2023-2,"66,000",36,1,1,4,43,20,0,14,38,0,33,6,64,13,0,65,12,10,13,18,13,8,6,9,58,19,,SMK 2013 REV. Teknik Komputer dan Jaringan,Lainnya (Wavelan),,,,,,,,,,12,12,12,0
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B36E259D-C6D2-41E7-82B5-152720B1D27F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20360961,SMKS MAMBAUL FALAH,20360961,JL. KUDUS - COLO KM. 10 PIJI DAWE KUDUS,PIJI,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pondok Pesantren Manba'ul Falah,AJ9754,421.5/3758/14.03/2007,11-12-2007,421.5/3758/14.03/2007,11-12-2007,Lihat SK Operasional,2015-06-18 10,B,"1,972",1. -,2. Telkom Speedy,PLN,,0291420073,smkmafa07@yahoo.com,http,-6.726400000000,110.871100000000,12,180,116,10,Pagi/6 hari,,2022/2023-2,"7,000",10,0,2,2,0,0,13,1,12,0,0,0,2,10,1,10,1,0,5,3,3,0,1,0,9,3,,SMK 2013 REV. Teknik Komputer dan Jaringan,Tidak Ada,,,,,,,,,,4,3,3,0
Jawa Tengah,Kab. Kudus,Dawe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6BAA50A-EDE9-4713-843D-0E39B9B9E661,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20338291,SMKS NU MIFTAHUL FALAH,20338291,JLN. RAYA MURIA NO. 1A KM. 07,CENDONO,KEC. DAWE,KAB. KUDUS,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan MIFTAHUL FALAH,AI3941,421.5/1831/14.03/2007,13-06-2007,425.1/1831/14.03/2007,13-06-2007,Lihat SK Operasional,2020-08-24 20,B,"3,648",1. -,2. Telkom Speedy,PLN,,02914101123,smknumiftahulfalah@ymail.com,http,-6.751300000000,110.862300000000,25,59,256,12,Pagi/6 hari,,2022/2023-2,"13,200",13,0,1,2,1,0,21,6,24,0,1,0,13,12,0,18,7,7,7,4,2,1,1,3,10,15,,SMK 2013 REV. Multimedia,Tidak Ada,,,,,,,,,,6,3,3,0
