prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD69D940-F951-47A7-A654-A3D19883FF07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816253,MAS AL-KHAIRIYAH,10816253,JL. Slamet RIYADI Gg.Satria Desa Sidodadi,SIDODADI,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,D/Kw/MAS/LS/0031/2011,03-10-2011,D/Kw/MAS/LS/0031/2011,03-10-2011,Lihat SK Operasional,2019-01-28 12,C,350,,2.,,,,,,-5.591200000000,105.518900000000,0,21,17,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/447DE15D-2EFE-414D-946C-CB56EFA3CB0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816252,MAS MATHLAUL ANWAR,10816252,JL.SLAMET RIYADI NO.02 SIDOREJO,SIDOREJO,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Lampung,AX6271,D/Kw/MAS/LS/0027/2011,15-04-2011,D/Kw/MAS/LS/0027/2011,15-04-2011,Lihat SK Operasional,2019-11-28 08,C,0,,2.,,,,,,-5.585400000000,105.519100000000,0,23,29,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40AEF8A8-FCFA-E111-96A2-C9687BED192F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10815063,SLB NEGERI SIDOMULYO,10815063,Sidomulyo,BUDI DAYA,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B/89/III.01/HK/2011,16-03-2011,421/961/III.01/2	009,19-03-2009,Silakan Upload SK,,B,"7,594",1.,2.,PLN,,,slbnsidomulyo@yahoo.co.id,,-5.623300000000,105.497700000000,11,68,36,18,Sehari Penuh/5 hari,,2022/2023-2,"2,200",15,0,1,4,4,4,0,3,8,1,2,0,5,6,0,9,2,6,1,1,1,1,1,0,3,8,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,3 (Tri),2,1,1,2,1,2,1,1,2,2,1,2,
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4422C5C4-E2F6-4B98-B7B7-A34FEF3B1711,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028505,SMA IT AL-KHOLIS,70028505,JL. Karya Dusun Pati,SIDODADI,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan At-Tarbiyah,AH4554,463/1546/A0001134/V.16/2022,23-03-2022,463/1547/A0001134/V.16/2022,24-03-2022,Lihat SK Operasional,2022-04-27 05,,522,1. Axis,2. Telkom Speedy,PLN,,,smaitalkholis@gmail.com,,.000000000000,.000000000000,6,30,36,3,Pagi/6 hari,,2022/2023-2,"2,200",3,0,1,4,0,0,3,4,6,0,0,0,0,6,0,6,0,5,1,0,0,0,0,0,2,4,,SMA 2013 IPS,Axis,,,,,,,,,,1,1,1,
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27CBEA4F-A153-4307-8620-D339E8175E29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800702,SMAN 1 SIDOMULYO,10800702,JL. MURIA 101 SELORETNO,SELORETNO,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0363/0/1991,20-06-1991,0363/0/1991,20-06-1991,Lihat SK Operasional,2015-05-23 21,A,"20,000",1. Indosat IM3,2. Lainnya (Serat Optik),PLN,,7693183,smansatusidomulyo@yahoo.com,http,-5.615700000000,105.521800000000,63,470,688,34,Sehari Penuh/5 hari,,2022/2023-2,"23,000",27,2,1,6,29,0,2,32,35,0,11,17,29,34,0,55,8,15,13,8,2,8,6,11,21,42,,SMA 2013 MIPA,Indosat IM3,,,,,,,,,,12,11,11,
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7667ED22-6067-4CED-942B-9D2BB3D8A0ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800735,SMAS DBP SIDOMULYO,10800735,JL. NUGROHO NOTOSUSANTO 74,SIDOREJO,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DHRAMA PENDIDIKAN BHINA PUTRA,AH4569,1664/F12.B1/U/1989,16-10-1989,1664/I12.B1/u/1989,16-10-1989,Lihat SK Operasional,2015-08-27 12,C,"2,200",1. Indosat Mentari,2. Lainnya,PLN,,,smasdbp.sdm@gmail.com,http,-5.579900000000,105.517900000000,8,79,44,4,Pagi/6 hari,,2022/2023-2,0,4,1,1,0,2,0,5,3,6,0,1,1,3,5,1,7,0,1,1,0,0,2,1,3,7,1,,SMA 2013 IPS,Indosat Mentari,,,,,,,,,,2,1,1,
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8CB1D6B0-5B6D-415D-9EE2-06B5D78C37E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800685,SMAS MUHAMMADIYAH 1 SIDOMULYO,10800685,JL. TIRTOSARI NO. 02,SIDOREJO,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Lampung,AC1969,206/L12.B1/U/1997,03-04-1997,463/4044/V.16/2017,04-05-2017,Lihat SK Operasional,2020-08-26 12,C,"1,250",1. Telkomsel Flash,2. Smartfren,PLN,,,,http,-5.584800000000,105.518900000000,9,62,40,4,Siang/6 hari,,2022/2023-2,900,6,0,1,1,1,0,9,1,8,0,1,0,2,7,1,7,1,0,0,2,2,1,0,4,3,6,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,2,1,1,
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C597FB29-F755-4D76-88BD-98D1579F2C89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69893240,SMK N 1 SIDOMULYO,69893240,JL. TRANSPOLRI BUDIDAYA NO. 30 KEC.SIDOMULYO LAMPUNG SELATAN,BUDI DAYA,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B/305.I/HK/2015,02-03-2015,B/305.I/HK/2015,02-03-2015,Lihat SK Operasional,2016-10-12 07,B,"9,688",1. 3 (Tri),2. 3 (Tri),PLN,,,smkn1sidomulyo@gmail.com,http,-5.622900000000,105.499500000000,24,137,122,12,Pagi/6 hari,,2022/2023-2,"2,900",9,0,1,11,6,1,4,13,23,0,1,0,7,17,0,22,2,11,3,5,3,0,0,2,9,15,,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,3 (Tri),,,,,,,,,,4,5,3,0
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0554F40-1F84-4029-B5B3-DEF56FA41B26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979341,SMK YPI Al Mubarak,69979341,Jl. Brawijaya No.4,SIDOREJO,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ISLAM AL MUBARAK SIDOMULYO,AW8679,463/4044/V.16/2017,04-05-2017,463/4044/V.16/2017,04-05-2017,Lihat SK Operasional,2021-07-27 12,B,"1,500",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,http,-5.585036000000,105.516304000000,12,103,73,6,Pagi/6 hari,,2022/2023-2,"1,200",8,0,1,2,0,0,13,4,12,0,0,0,1,11,1,5,6,10,0,1,0,0,1,0,3,9,,SMK 2013 REV. Rekayasa Perangkat Lunak,Telkomsel Flash,,,,,,,,,,2,2,2,0
Lampung,Kab. Lampung Selatan,Sidomulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB5A1383-60FD-45C8-8ED5-F66FADF6FB25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69758489,SMKS DHARMA UTAMA,69758489,JL SIRING JAHA NO 11,SIRING JAHA,KEC. SIDOMULYO,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN DHARMA UTAMA,AH4571,001/SK/YPDU/I/2011,10-01-2011,421/388/III.01/2014,03-02-2014,Silakan Upload SK (link file tidak valid) => [352438-984962--],2020-08-28 20,C,"2,973",1. XL (GSM),2. Telkomsel Flash,PLN,,,smkdharmautama@gmail.com,http,-5.630600000000,105.486900000000,16,59,38,3,Pagi/6 hari,,2022/2023-2,"9,000",4,0,1,2,1,0,13,6,16,0,0,0,2,14,0,13,3,3,5,4,1,2,1,0,7,9,,SMK 2013 REV. Teknik Komputer dan Jaringan,XL (GSM),,,,,,,,,,1,1,1,0
