prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B6C17C1-6EFE-4D29-8ACE-FEF11CF8DC7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994497,MA DAAR EL FIQH,69994497,JL.IRIGASI KP.RUKEM,GABUS,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,29,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9B485CA-61F2-4529-A8D1-04BA2FAD8644,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993251,MA MATHLA`UL ANWAR KOPO,69993251,JL. CIKANDE - KOPO KP. KAMARANG,CIDAHU,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,Lainnya,,0237/KW.28.02.05/PP.07/07/2019,17-07-2019,0237/KW.28.02.05/PP.07/07/2019,17-07-2019,Lihat SK Operasional,2020-12-29 12,C,0,,2.,,,,,,-6.284000000000,106.387200000000,0,65,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A3CBDC9-07DD-4417-80CB-08D3F657F60F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028335,MAS AL-HAYAT,70028335,KP. PADAHARAN RT.014 RW.003,GARUT,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,,,091 TAHUN 2020,30-01-2020,Silakan Upload SK (link file tidak valid) => [201266-454875-https,2022-04-21 04,,"7,000",,2.,,,,,,.000000000000,.000000000000,0,88,47,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9022EB5-019D-44D9-B3B6-580ECB14CE9A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69992306,MAS DAAR EL FIQH,69992306,Jl. Irigasi Kp. Rukem,RANCASUMUR,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,0159/KW.28.02.05/PP.07/10/2018,26-10-2018,0159/KW.28.02.05/PP.07/10/2018,26-10-2018,Lihat SK Operasional,2019-11-14 11,,"2,565",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/143F3B95-8DB1-48B5-ADF3-684B5B1D6934,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69726766,MAS DAARUL FALAH,69726766,JLN KH. MUHAMMAD SANA KP. MASIGIT RT 18 RW 05,CARENANG UDIK,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.224400000000,106.382400000000,0,304,324,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5423603-4C7C-4386-A5D7-A89B77F793ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20623387,MAS DARUN NIAM,20623387,JL. CIKANDE KOPO KP. GAREDUG DS. CARENANG UDIK KEC. KOPO KAB. SERANG,NANGGUNG,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,D/Wi/MA/123/2002,12-02-2002,KW.28.4/PP.00/7109/2012,27-12-2012,Lihat SK Operasional,2017-12-12 09,C,480,,2.,,,,,,-6.252400000000,106.378500000000,0,71,85,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED1327B2-CBBB-46A2-896C-8835678B7BE4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69873574,MAS DARUSSALAM,69873574,Jl.Cikande -Kopo Kp.Nyompok Tengah,NYOMPOK,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,Lainnya,,,01-01-1900,,07-11-2014,Silakan Upload SK,,C,0,,2.,,,,,,-6.299237000000,106.382412000000,0,49,42,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF9F8244-12B8-46D8-8631-64E463FA9925,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60729930,MAS NURUL FALAH ABDUL AZIZ,60729930,"JL. KOPO- CIKANDE KP. SEBE, DS. RANCA SUMUR KEC. KOPO SERANG BANTEN",RANCASUMUR,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,kw.28.4/4/PP.00/4728/2012,30-08-2012,kw.28.4/4/PP.00/4728/2012,30-08-2012,Lihat SK Operasional,2020-01-30 10,C,"3,000",,2.,,,,,,-6.312400000000,106.387000000000,0,16,14,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1BE1DC6D-EF58-454C-9F32-E7F4563078C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613788,SMAN 1 KOPO,20613788,JL. Cikande-Kopo,GARUT,KEC. KOPO,KAB. SERANG,PROV. BANTEN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.3/332-Dis.Pend,03-08-2006,420/Kep.602-Org/2008,11-09-2008,Lihat SK Operasional,2017-01-13 15,B,"109,440",1. Biznet (Kabel),2. Telkom Speedy,PLN,,02547860451,www.smankopo.01@gmail.com,http,-6.316400000000,106.382700000000,35,385,456,24,Sehari Penuh/5 hari,,2022/2023-2,"9,000",22,1,1,15,9,3,0,23,29,0,5,1,9,26,0,32,3,8,12,6,8,0,1,0,17,18,SMA 2013 IPS,Biznet (Kabel),8,8,8,
Banten,Kab. Serang,Kopo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C55C38F-9DF0-46D1-9D4A-2369B3BE1C6F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20605325,SMAS BINA PUTERA KOPO,20605325,JL. SEBE KARAMAT,RANCASUMUR,KEC. KOPO,KAB. SERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LPPSDM Bina Putera Utama,AH8914,421.3/01-Dis.Pend.,17-01-2003,421.3/1077-Dis.Pend.,24-06-2004,Lihat SK Operasional,2016-01-29 07,B,"10,573",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,smasbp@yahoo.co.id,http,-6.306900000000,106.385200000000,22,166,155,11,Sehari Penuh/5 hari,,2022/2023-2,"14,589",14,2,1,1,2,0,21,3,19,0,2,1,6,16,0,20,2,6,6,2,1,1,3,3,14,8,SMA 2013 MIPA,Telkomsel Flash,3,3,5,
