prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A430117-276F-4F24-B4C6-665102F1F29C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362828,MAN 2 CILACAP,20362828,Jl. KH. Sufyan Tsauri,CIBEUNYING,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,KMA No. 244 Tahun 1993,25-10-1993,KMA No. 244 Tahun 1993,25-10-1993,Lihat SK Operasional,2019-12-26 12,A,"10,844",,2.,,,,,,-7.295800000000,108.745800000000,0,420,931,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E54ECE7A-C190-489E-A833-DE2612C0300F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362829,MAS El-Bayan,20362829,JL. KH.Najmuddin KM 02,PADANGJAYA,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,WK/5.d/224/Pgm/MA/1991,02-09-1991,Wk/5.a/PP.03.2/1342/1989,07-07-1989,Lihat SK Operasional,2021-05-07 10,B,0,,2.,,,,,,-7.273800000000,108.726400000000,0,315,431,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFFA4616-E562-45AD-9725-34E019E1E033,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955731,MAS Muhammadiyah Majenang,69955731,Jl Sirkaya No. 10 Rt 003 Rw 018,JENANG,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Lainnya,AO5350,Wk/5.a/PP.03.2/17/93,02-03-1993,Wk/5.a/PP.03.2/17/93,02-03-1993,Lihat SK Operasional,2019-11-05 15,B,0,,2.,,,,,,-7.302400000000,108.758200000000,0,28,43,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B5F35149-1E3F-46E1-A055-ABE936BDF3F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788150,MAS NURUL QUR`AN,69788150,JL. KH BAHRUDIN NO 02 RT 03/08 SALEBU,PAHONJEAN,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Lainnya,,Kw.11.4/4/PP.03.2/302/2013,23-12-2013,Kw.11.4/4/PP.03.2/302/2013,23-12-2013,Lihat SK Operasional,2016-06-29 23,C,0,,2.,,,,,,-7.247260000000,108.765270000000,0,50,52,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83D86675-FE32-4D6B-BA03-29E83ADEC7A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362830,MAS PESANTREN PEMBANGUNAN,20362830,JL. KH. Sufyan Tsauri Po Box 18,CIBEUNYING,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Kw.11.4/4/PP.03.2/1876 /2011,21-12-2011,Kw.11.4/4/PP.03.2/1876 /2011,21-12-2011,Lihat SK Operasional,2015-10-01 03,B,0,,2.,,,,,,-7.293300000000,108.739300000000,0,85,102,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62A538C1-A819-4878-A2BD-5A7912768C6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993048,SLB ABCD MUTIARA NUSANTARA,69993048,dr Wahidin,SINDANGSARI,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN MASDARUL NAJAH,AW9600,9120104612872,15-11-2019,9120104612872,15-11-2019,Lihat SK Operasional,2020-08-27 15,C,203,1. 3 (Tri),2. Telkom Speedy,PLN,,,slbmutiaranusantaramjg@gmail.com,http,-7.295500000000,108.769600000000,9,69,65,10,Sehari Penuh/5 hari,,2022/2023-2,0,5,0,1,1,0,0,12,0,9,0,0,0,0,9,0,5,4,4,4,1,0,0,0,0,3,6,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,3 (Tri),1,1,1,1,1,1,1,1,1,0,1,0,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81FB5307-9396-4A86-83AE-E22A1ECCC68D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20300736,SMA MUHAMMADIYAH 1 MAJENANG,20300736,JL. KAUMAN NO. 2 JENANG,JENANG,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,0482/III.A/I.D/2000,01-01-1973,018/C/Kep/I/83,07-07-1983,Lihat SK Operasional,2015-11-09 12,A,456,1. 3 (Tri),2. Telkom Speedy,PLN,,0280621160,smamuhmajenang@gmail.com,http,-7.298400000000,108.761900000000,22,62,87,6,Sehari Penuh/5 hari,,2022/2023-2,"5,500",7,5,1,6,0,0,21,5,21,0,1,0,10,12,2,16,4,7,1,3,2,2,4,3,13,9,,SMA 2013 IPS,3 (Tri),,,,,,,,,,2,2,2,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0D1D552-8935-4F16-8481-CEAEB4E56660,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20300732,SMA NEGERI 1 MAJENANG,20300732,JL. RAYA PAHONJEAN,CIBEUNYING,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,351/C/III/K.75,05-02-1975,0208/0/1980,04-11-1980,Lihat SK Operasional,2015-05-28 11,A,"20,746",1. Telkomsel Flash,2. Telkom Speedy,PLN,621436,621212,sman1majenang@yahoo.com,http,-7.301300000000,108.746200000000,55,401,731,32,Sehari Penuh/5 hari,,2022/2023-2,"81,000",37,5,1,2,34,11,2,8,23,0,21,11,43,12,0,51,4,5,11,4,5,3,12,15,23,32,,SMA 2013 Bhs&Budaya,Telkomsel Flash,,,,,,,,,,11,11,10,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44EFF646-BCE9-4338-9B5E-A82F08C5590A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20300625,SMA PURNAMA MAJENANG,20300625,JL. BHAYANGKARA KOTAK POS 11,JENANG,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PURNAMA DEPDIKBUD PROV. JAWA TENGAH,AK0457,1564/103/187,12-10-1987,018/C/kep/I-89,23-01-1989,Lihat SK Operasional,2020-10-22 14,A,"2,800",1. Lainnya,2. Telkom Speedy,PLN,,0280621276,sma_purnama_majenang86@yahoo.com,http,-7.299400000000,108.747900000000,4,29,7,3,Sehari Penuh/5 hari,,2022/2023-2,0,11,1,1,2,0,0,11,0,4,0,0,0,5,-1,0,4,0,0,1,0,1,1,0,1,2,2,,SMA 2013 MIPA,Lainnya,,,,,,,,,,1,1,1,
Jawa Tengah,Kab. Cilacap,Majenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D491141-C702-413B-A44B-5DDD69CAA92B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20300619,SMA YOS SUDARSO MAJENANG,20300619,JL. YOS SUDARSO NO. 01,SINDANGSARI,KEC. MAJENANG,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Sosial Bina Sejahtera,AG6887,742/I03/I-87,06-05-1987,742/103/I-87,06-05-1987,Lihat SK Operasional,2015-01-20 09,A,"7,200",1. -,2. Telkom Speedy,PLN,,0280621297,smayosma@yahoo.com,,-7.301724000000,108.770172000000,11,26,28,3,Sehari Penuh/5 hari,,2022/2023-2,"3,000",6,3,1,2,0,0,11,2,11,0,0,0,7,4,0,10,1,4,0,2,0,2,1,2,4,7,,SMA 2013 Bhs&Budaya,Tidak Ada,,,,,,,,,,1,1,1,
