prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DF59101-10B4-49C9-9132-A6ABB66268D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894892,AL-HASBANAH,69894892,Dusun Batuampar,TOKET,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.169109000000,113.422006000000,0,42,77,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A144C5F7-8A22-4A05-AFBF-3A041E29E2D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010557,MA MIFTAHUS SUDUR,70010557,"Kec. PROPPO, Kel. CAMPOR",CAMPOR,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,NOMOR 455 TAHUN 2020,24-02-2016,MAS/28.0110/2020,19-05-2020,Lihat SK Operasional,2021-06-06 11,,37,,2.,,,,,,.000000000000,.000000000000,0,20,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00BE1E71-4B76-4801-BE89-CF8A0E64C613,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894893,MA NURUL YAQIN,69894893,Dusun Tengah,BADUNG,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,1576/2010,18-01-2010,MA/1553/2014,24-12-2014,Lihat SK Operasional,2016-01-02 00,B,"7,200",,2.,,,,,,-7.127796000000,113.385747000000,0,113,200,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43F223B3-D568-40CD-9FBB-146392417255,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584353,MAS AL-AZHAR,20584353,Komplek PP. An-Nur Toket Proppo Pamekasan,TOKET,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,5/YAS.A/VII/2009,15-07-2009,Kw.13.4/4/PP.00.6/1289/2011,01-03-2011,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-7.167600000000,113.426100000000,0,16,17,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA53C4FC-BB42-49E8-A8D8-09E0EDCCF23F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584395,MAS MIFTAHUL ULUM,20584395,Komplek PP. Miftahul Ulum Sumber Baru,RANG PERANG LAOK,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Kw.13.4/4/PP.03.2/1493/2009,15-07-2009,MAS/28.0027/ /2017,22-08-2017,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-7.126700000000,113.442800000000,0,32,26,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E402B1D1-29E6-4489-BFD6-AB59C625041A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584402,MAS NURUL HUDA,20584402,JL.CANDI BURUNG KEC.PROPPO KAB. PAMEKASAN,CANDIBURUNG,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,kd.15.22 /2 / PP.00.6 / 80 / 2016,22-08-2017,MAS/28.0026/2017,22-08-2017,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-7.163900000000,113.414800000000,0,17,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/94DBBCBE-4D6E-4295-9BA1-50AB0D6ADDAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830123,SMA AL MIFTAH 4,69830123,Bulu Tengah Ds Campor Kec Proppo,CAMPOR,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.3/4400.47/101.2/2017,26-07-2017,421.3/4400.47/101.2/2017,26-07-2017,Lihat SK Operasional,2018-03-08 09,B,"10,000",1. -,2. XL (GSM),PLN,,,sma.almiftah.4@gmail.com,,-7.093600000000,113.389200000000,6,51,29,3,Siang/6 hari,,2022/2023-2,900,4,0,0,0,0,0,7,0,6,0,0,0,2,4,0,4,2,0,2,3,1,0,0,0,4,2,SMA 2013 IPS,Tidak Ada,1,1,1,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A94DF48F-ADB6-49FA-9256-B4903E14E8A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921085,SMA AL ROSYID,69921085,JL. 1/3 BATU AMPAR KLAMPOK,PANAGUAN,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan DARUL MUSTAQIM,AH0779,411.33/206/432.412/2016,29-09-2016,841/5747/432.302/2016,30-09-2016,Lihat SK Operasional,2018-01-23 10,B,"6,084",1. XL (GSM),2. XL (GSM),PLN,,,alrosyidsma@gmail.com,http,-7.120953000000,113.407308000000,13,28,26,3,Pagi/6 hari,,2022/2023-2,450,3,0,1,1,0,0,13,1,13,0,0,0,1,12,0,10,3,9,3,1,0,0,0,0,8,5,SMA 2013 MIPA,XL (GSM),1,1,1,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D2E7364-EA57-435E-94C4-EFC22D4D8097,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20552087,SMA HIDAYATUN NAJAH,20552087,JL. KH. MOH. NURUDDIN NO. 04,SAMIRAN,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Nuruddiniyah,AH0809,422.1/3860/441.302/2003,09-07-2003,421.3/141/108.08/2004,13-04-2004,Lihat SK Operasional,2020-02-29 14,B,"3,600",1. XL (GSM),2. Telkom Speedy,PLN,,325291,smahidayatunnajah.pamks@gmail.com,http,-7.154900000000,113.446400000000,22,123,64,9,Pagi/6 hari,,2022/2023-2,"1,300",9,0,0,5,1,0,23,0,21,0,1,0,11,11,0,19,3,3,5,4,6,2,2,0,6,16,SMA 2013 MIPA,XL (GSM),3,3,3,
Jawa Timur,Kab. Pamekasan,Proppo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67E69787-3C2F-4508-B335-3645DD024714,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861154,SMA ISLAM DARUN NAJAH,69861154,DESA BADUNG PROPPO,BADUNG,KEC. PROPPO,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Annawawi salafi,AH0792,411.33/765/432.412/2015,14-12-2015,126/18.02.10/02/IV/2022,14-04-2022,Lihat SK Operasional,2022-04-22 04,B,"2,327",1. XL (GSM),2. Telkom Speedy,PLN,,,smaidarunnajahproppo@gmail.com,,-7.128900000000,113.370800000000,14,150,102,7,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,0,0,14,0,14,0,0,0,2,12,0,9,5,3,5,3,2,1,0,0,6,8,SMA 2013 IPS,XL (GSM),2,1,4,
