prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,akses_internet_sekolah_kita,rombel_tingkat_13
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1937E43E-A484-45BA-A011-D3459242A356,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69849504,MAS Darul Muttaqin,69849504,Garuda No.72 Maccopa,TAROADA,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,Lainnya,,D / Kw.21 / MAS / 06 / 2013,05-03-2013,74 Tahun 2013,05-03-2013,Lihat SK Operasional,2018-07-25 09,C,0,,2.,,,,,,-5.041500000000,119.574400000000,0,33,32,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/028A66DB-6FB8-4159-9F24-F3C1A71F825C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320535,MAS DDI ALLIRITENGAE,40320535,JL. TAKWA NO. 2 MAROS,ALLIRITENGAE,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,1724 Tahun 2014,31-12-2014,1724 Tahun 2014,31-12-2014,Lihat SK Operasional,2019-12-19 13,B,"1,450",,2.,,,,,,-5.005007200000,119.570761600000,0,93,79,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23AC5D8B-8F7B-4DA3-B75D-E2DB8F459733,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69733849,MAS PPTQ ASAADAH,69733849,JL. H. BOHARI NO. 20,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-5.016200000000,119.581800000000,0,31,14,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E580E53B-9FB8-47A2-AA03-5852F08CFE51,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728205,MAS SEHATI,60728205,JL. POROS BTN NUSA IDAMAN LING.BONTOPUASA/KALLI-KALLI,ADATONGENG,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,01/SK-LPDIHT/V/2008,05-05-2008,-211 Tahun 2010,09-04-2010,Lihat SK Operasional,2017-10-09 05,B,"2,351",,2.,,,,,,-5.031400000000,119.563500000000,0,37,11,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C145FE23-4278-44E4-966A-7CA81779D4DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320536,MAS YADI BONTOCINA,40320536,JL.MAKMUR DG. SITAKKA NO.47,TAROADA,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-5.008600000000,119.584800000000,0,94,76,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB436D7E-D3E7-4D43-99F8-5299B5DB9081,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972033,SMA IT BINA KOPERASI,69972033,JALAN BATARA NO. 19 MAROS,TAROADA,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan FASTABIQUL KHAERAT MAROS,AC4966,AHU-2235.AH.01.04.Tahun 2010,08-06-2010,800/63/KPTS/DISDIK,02-08-2016,Lihat SK Operasional,2018-01-18 14,C,480,,2.,,,,smaitbinakoperasiyfkm@gmail.com,,-5.024993400000,119.575817500000,7,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,7,1,7,0,0,0,0,7,0,7,0,2,2,2,1,0,0,0,2,5,SMA 2013 IPS,,,,,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12352462-5B3E-46CD-A394-F193958C97F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69873962,SMAIT AL ISHLAH,69873962,JL.POROS MAKASSAR-MAROS KM.27,ADATONGENG,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL ISHLAH MAROS,AC4975,420.2/1029/KPTS/Disdik/2014,08-09-2014,11/K.02a/PTSP/2021,17-02-2021,Lihat SK Operasional,2021-04-01 20,B,"2,500",1. -,2. Telkom Speedy,PLN,,,sma_islamterpadualishlah@yahoo.co.id,http,-5.024678300000,119.569811700000,20,116,136,6,Pagi/6 hari,,2022/2023-2,"3,000",9,1,1,2,2,2,10,6,19,0,1,0,4,16,0,17,3,6,4,5,1,3,0,1,7,13,SMA 2013 MIPA,2,2,2,Tidak Ada,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2BE98C2-3CE6-4A0C-80C0-FB9EA1A36522,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40300280,SMAN 1 MAROS,40300280,JL. MANGGA NO.1 MAROS,TURIKALE,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,No.79/S/K/B/III,30-07-1964,No.79/S.K/B/III,01-08-1964,Lihat SK Operasional,2022-10-13 13,A,"4,758",1. Telkom Speedy,2. Telkom Speedy,PLN,374375,371079,smansaku285@yahoo.co.id,http,-5.007170000000,119.576411700000,61,373,636,30,Pagi/6 hari,,2022/2023-2,"83,500",30,3,1,15,40,7,0,14,23,1,21,16,38,23,0,54,7,10,5,9,6,7,14,10,23,38,SMA 2013 IPS,10,10,10,Telkom Speedy,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B577497A-E517-4787-B75D-9BD61F333F3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40300291,SMAS DDI MAROS,40300291,JL. TAQWA NO. 2 MAROS,ALLIRITENGAE,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ADDARIYAH,AC4963,007/Kep/106/H/1986,14-01-1986,4/K.02a/PTSP/2021,29-01-2021,Lihat SK Operasional,2021-02-08 12,A,"2,100",1. Telkom Speedy,2. Telkom Speedy,PLN,372205,,sma.maddimaros@gmail.com,http,-5.005200000000,119.570513300000,30,85,69,6,Pagi/6 hari,,2022/2023-2,"5,500",6,4,1,3,5,0,24,2,27,0,2,1,2,28,0,25,5,8,5,4,5,4,3,1,9,21,SMA 2013 IPS,2,2,2,Telkom Speedy,
Sulawesi Selatan,Kab. Maros,Turikale,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3287AC80-73F7-46CE-8C65-3E96B0FCCBAB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005818,SMAS IT AL-HIKMAH AMANAH UMMAH MAROS,70005818,Jl. Garuda Poros Maccopa Tanralili Komp. Anugrah Bintang Cemerlang,TAROADA,KEC. TURIKALE,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Al Hikmah Amanah Ummah,AC4969,18/K.02/PTSP/2020,23-11-2020,18/K.02/PTSP/2020,23-11-2020,Lihat SK Operasional,2020-12-01 06,B,234,1. Telkom Speedy,2. Telkom Speedy,PLN,,,smaitalhikmahmaros@gmail.com,,-5.045500000000,119.574700000000,9,29,28,3,Sehari Penuh/5 hari,,2022/2023-2,"2,500",3,0,1,2,1,0,10,0,8,0,1,0,1,8,1,4,4,4,3,0,1,1,0,0,3,6,SMA 2013 MIPA,1,1,1,Telkom Speedy,
