prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EA39BE5-4472-4027-A548-62D5CED18AAE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102618,SMAN 1 MANADO,40102618,JL. PRAMUKA NO.102,SARIO KOTA BARU,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,428/144/50,01-01-1901,361/S.1/B.III,01-01-1900,Lihat SK Operasional,2015-05-28 11,A,"6,120",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,0431888180,0431864587,sman01manado@gmail.com,http,1.464500000000,124.838100000000,91,871,"1,073",53,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"33,000",46,3,1,24,60,7,0,24,29,0,35,27,59,32,0,85,6,15,4,5,13,12,16,26,29,62,19,18,16,
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE097A31-1952-49F4-B41A-888296DB185B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69775299,SMAS Dian Harapan,69775299,Jl. Laut Aru I Lingkungan IV/103,RANOTANA,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Pelita Harapan Tangerang,AL0628,1108/D.01/DIK/DIKMEN/2012,22-05-2012,321/2006/1/IOMS/BP2T/II/2015,23-02-2015,Lihat SK Operasional,2015-10-27 07,A,"5,460",1. -,2. Biznet (Serat Optik),PLN,823233,823001,sdh-mnd@sdh.or.id,http,1.469200000000,124.832600000000,14,84,103,7,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"66,000",13,2,1,2,0,0,18,0,14,0,0,0,1,13,0,9,5,9,3,0,2,0,0,0,5,9,2,2,3,
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8FB091EF-5E66-4C51-B224-AF4E056A4856,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102585,SMAS EL SHADDAI,40102585,JL. A. YANI 12/7,SARIO,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GENERASI MUDA,AC4264,03/K/YGM/3.83,10-03-1983,185.a/I 16.1/T.85,18-07-1985,Lihat SK Operasional,2015-06-22 08,B,"3,425",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,860644,smaelshaddai.manado@yahoo.com,,1.467900000000,124.833100000000,14,27,14,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"33,000",4,0,1,2,5,0,8,1,5,0,4,5,10,4,0,14,0,1,0,3,2,0,0,8,3,11,1,2,2,
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C324F96-C414-4078-88E8-7C0CFF38E85B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102625,SMAS KRISTEN IRENE MANADO,40102625,JL. PRAMUKA NO. 90,SARIO KOTA BARU,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Irene,AC4286,KEP/124b/I 16.7/Ie-95,28-06-1995,KEP/124b/I 16.7/Ie-95,28-06-1995,Lihat SK Operasional,2015-05-20 11,A,"3,540",1. Telkomsel Flash,2. Telkom Speedy,PLN,,845587,yayasanirene@yahoo.com,http,1.466200000000,124.838600000000,12,100,123,8,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"6,000",10,3,1,2,5,0,9,0,7,0,4,1,8,4,0,12,0,1,2,1,0,3,3,2,4,8,3,3,2,
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A0BA4DD-F1D5-4F27-BBE2-03C1696D83F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102631,SMAS NASIONAL MANADO,40102631,JL. SAM RATULANGI NO. 413,RANOTANA,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KGPM,AC4282,295a/I. 16.1/T.85,18-07-1985,295a/I 16.1/T.85,18-07-1985,Lihat SK Operasional,2015-06-25 14,Tidak Terakreditasi,"3,200",1. Lainnya (Wavelan),2. Lainnya (Wavelan),PLN,0,821315,smanasionalmanado@yahoo.com,,1.466549600000,124.834735500000,5,14,5,3,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Wavelan),"4,200",3,1,1,0,3,0,3,0,1,0,2,2,3,2,0,4,1,0,0,1,0,0,2,2,0,5,1,1,1,
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02D5C65E-9595-4F48-A8B0-FA9426F702A4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102612,SMAS PIM SAMRAT,40102612,JL. SAM RATULANGI 16,TITIWUNGEN UTARA,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Islam Manado,AC4275,I/KPTS/PIM/VI/1987,01-01-1901,I 16.I/T.85,01-01-1900,Lihat SK Operasional,2015-06-30 18,C,700,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,wiku.sulastri@yahoo.com,,1.477600000000,124.835500000000,14,28,19,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,0,1,1,12,0,2,1,4,0,3,7,13,1,0,13,1,0,1,0,1,3,3,6,3,11,1,2,2,
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5FAAF4DC-534D-4E56-8530-260EB3FC9260,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102757,SMKN 1 MANADO,40102757,JL. PRAMUKA,SARIO,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1900,335/116.3/UP/1997,,Silakan Upload SK,,A,"8,464",1.,2.,PLN,0431851602,0431851602,esemka1mdo@yahoo.com,,1.463800000000,124.838200000000,96,666,936,47,SMK 2013 REV.  Usaha Perjalanan Wisata,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"39,998",60,0,1,94,73,9,0,14,27,0,31,38,72,24,1,86,9,5,11,5,10,9,18,38,28,68,17,16,14,0
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F680A94-5A11-4D95-BF33-ECB98856CD79,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102759,SMKS KRISTEN GETSEMANI MANADO,40102759,JL. PRAMUKA NO. 72,SARIO KOTA BARU,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ2216,054/K/H.V.2.2e/03-2011,02-03-2011,225/116.1/T 85,27-12-1985,Lihat SK Operasional,2015-09-15 21,B,"3,355",1. Telkomsel Flash,2. Telkom Speedy,PLN,0431866329,0431866329,sekolah@smkkrgetsemani.sch.id,http,1.467600000000,124.838300000000,19,203,36,15,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"3,300",0,0,0,0,9,0,12,1,11,0,4,4,13,6,0,18,1,1,2,1,0,1,4,10,8,11,5,5,5,0
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5380F02B-582A-46E3-8DB2-AEB1A2374E6B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102756,SMKS PELAYARAN NIAGA PURNA BAHARI,40102756,JL. SAM RATULANGI,SARIO,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PURNA BAHARI,AC4350,11086 / 116.8 / LL 1988,17-03-1998,11 08/1. 168/LL/1998,15-06-1998,Lihat SK Operasional,2018-05-28 09,B,550,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smkpnpurnabahari@gmail.com,http,1.472000000000,124.837500000000,7,101,16,6,SMK 2013 REV.  Nautika Kapal Niaga,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,200",9,0,1,2,0,0,9,0,7,0,0,0,3,4,0,4,3,0,1,0,2,3,0,1,3,4,2,2,2,0
Sulawesi Utara,Kota Manado,Sario,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B2C230BA-E60E-4E1D-A701-48B94B4B47B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102753,SMKS PERGUNAS MANADO,40102753,JL. BARU RANOTANA WERU,RANOTANA,KEC. SARIO,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,003/YWK/III.1982,18-02-1982,014/YWE/XII.1982,18-02-1982,Lihat SK Operasional,2015-11-19 13,Sertifikat Kedaluwarsa,"3,640",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pergunassmk@gmail.com,http,1.482900000000,124.845400000000,9,43,26,6,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,2,3,0,6,0,6,0,2,1,5,4,0,9,0,0,0,1,2,1,1,4,6,3,2,2,2,0
