prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B7690A9-380D-45A4-ABA2-ECF4DB6428D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320436,MAS MUHAMMADIYAH LIMBUNG,40320436,JLN. H. PATTOLA SIBALI LIMBUNG,KALEBAJENG,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sulawesi Selatan,AO5362,Nomor,03-05-2000,NOMOR 891 TAHUN 2022,26-09-2022,Lihat SK Operasional,2022-11-17 14,B,2,,2.,,,,,,-5.294200000000,119.438600000000,0,85,99,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81A905F3-F68C-4CCF-8845-FCFE995CAA8E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320435,MAS SULTAN HASANUDDIN,40320435,Jl. Muh. Arief Mansyur No 20 Pattunggalengang,PARAIKATE,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,010/YP-SH/VII/1992,15-07-1992,D/Kw.21/MA/01/2010,27-01-2010,Lihat SK Operasional,2019-08-28 02,A,"46,123",,2.,,,,,,-5.295300000000,119.471800000000,0,89,152,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C078C3C1-0D26-E111-8BB1-29C033CAE3AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313408,SLB YPKS BAJENG-GOWA,40313408,Jl.neko Dg.ngago,MATA ALLO,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan slb ypks bajeng,AF6658,06/PD4/C-SK/2004,30-06-2004,06/PD4/C-SK/2004,30-06-2004,Lihat SK Operasional,2020-08-26 18,,500,1. Lainnya,2. Lainnya,PLN,,,slbypksbajeng@yahoo.co.id,,-5.290400000000,119.445100000000,13,30,26,24,Pagi/6 hari,,2022/2023-2,900,4,0,2,0,1,0,12,1,12,0,0,1,2,11,1,10,2,9,2,0,0,0,1,1,0,13,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Lainnya,1,1,3,1,2,3,3,2,1,1,3,3,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B010B1C6-0D26-E111-B0D7-5702F9F1719D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301122,SLB YPP BAJENG RAYA,40301122,Jl. Nangka No. 3,KALEBAJENG,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPP Bajeng Raya,AF6670,167/Pd4/C-SK/2005,21-05-2005,9/K.10a/PTSP/2022,13-01-2022,Silakan Upload SK (link file tidak valid) => [799193-275393--],2023-03-14 09,,"4,000",1.,2.,PLN,,,,,-5.301500000000,119.437300000000,10,24,21,26,Sehari Penuh/6 hari,,2022/2023-2,900,3,0,1,2,6,0,4,0,4,0,5,1,7,3,0,7,3,2,0,0,0,0,3,5,4,6,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Indosat IM3,2,4,2,2,3,1,3,3,2,2,1,1,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/63F81390-C4C7-46A4-91EF-6D0ABEE8978A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314039,SMA AKSARA BAJENG,40314039,JL. BATANG BANOA 31,MATA ALLO,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN AKSARA BAJENG MUHAMMAD HASAN,AJ2444,49,12-12-1983,36/K.02a/PTSP/2021,27-05-2021,Silakan Upload SK (link file tidak valid) => [577566-711195--],2022-01-27 10,B,"4,240",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,smaaksara.bajeng@yahoo.com,http,-5.288600000000,119.435400000000,18,85,70,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",6,1,1,7,0,1,13,6,18,0,0,0,3,15,0,11,7,11,3,1,2,1,0,0,3,15,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,2,2,2,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B2F306C2-2E2C-41CE-8552-E93F23C1AA11,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948079,SMA INSAN KAMIL,69948079,JL. MARE DG. TALLI,LEMPANGANG,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN IRHAMNA GOWA,AF6672,02,24-03-2016,43/K.02a/PTSP/2021,02-07-2021,Lihat SK Operasional,2022-01-24 00,C,"3,015",1. Smartfren,2. Telkom Speedy,PLN,,,smainsankamilgowa@yahoo.com,http,-5.266700000000,119.418900000000,13,160,116,8,Sehari Penuh/5 hari,,2022/2023-2,"5,500",5,1,1,1,1,1,12,1,12,0,1,0,1,12,0,10,3,8,3,0,0,1,1,0,3,10,,SMA 2013 MIPA,Smartfren,,,,,,,,,,4,3,1,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6651F30-8C27-409D-B0D3-F3B2CC77CD2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69865667,SMA Islam Darussalam Pannyangkalang,69865667,Jl. Jannang Djibu,PANYANGKALANG,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Ibadurrahman Gowa,AF6667,800/726.13/DIKORDA/VI/2014,30-06-2014,37/K.02.a/PTSP/2021,10-02-2021,Lihat SK Operasional,2022-01-07 05,C,"9,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,muhlisdaengsijaya@gmail.com,http,-5.310500000000,119.446000000000,16,147,59,4,Pagi/6 hari,,2022/2023-2,"1,499",6,0,0,3,0,0,5,13,16,0,0,0,0,16,0,13,3,9,4,1,1,0,0,1,4,12,,SMA 2013 MIPA,Telkomsel Flash,,,,,,,,,,1,1,2,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7745AA34-28BD-40BD-AE42-5AA935D044E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69959168,SMA PANNYANGKALANG,69959168,DUSUN PABUNDUKANG,PANYANGKALANG,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pannyangkalang Gowa,AF6673,01,18-04-2016,800/437a/DIKORDA/IV/2016,18-04-2016,Lihat SK Operasional,2017-02-09 13,C,"5,076",1. XL (GSM),2. Lainnya,PLN,,,smapannyangkalang@gmail.com,,-5.316383400000,119.448395400000,6,67,21,3,Pagi/6 hari,,2022/2023-2,"1,200",3,0,0,0,1,1,6,1,5,0,1,0,0,6,0,4,2,0,2,1,0,2,0,1,1,5,,SMA 2013 IPS,XL (GSM),,,,,,,,,,1,1,1,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ACBFDB19-2522-478E-8978-808E6C5EE9F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301141,SMAN 2 GOWA,40301141,JL.PENDIDIKAN LIMBUNG,KALEBAJENG,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0473/O/1983,11-09-1983,99 TAHUN 2017,27-01-2017,Lihat SK Operasional,2019-08-22 14,A,"35,979",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,,04118217762,sman1bajeng@gmail.com,http,-5.303500000000,119.437000000000,91,497,729,36,Sehari Penuh/5 hari,,2022/2023-2,"15,000",41,1,1,2,36,19,1,35,56,0,19,16,38,53,0,83,8,21,17,9,12,13,10,9,23,68,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,12,12,12,
Sulawesi Selatan,Kab. Gowa,Bajeng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1D012F5-EB12-49F6-8138-291040697270,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40318944,SMAS MUHAMMADIYAH LEMPANGANG,40318944,JL.PANCIRO,PANCIRO,KEC. BAJENG,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sulawesi Selatan,AO5362,080/II.4/F/2011,30-11-2011,76/KEP/II.0/B/2011,07-12-2011,Lihat SK Operasional,2021-05-03 12,C,"1,278",1. Telkom Speedy,2. Telkom Speedy,PLN,0411,,smamuhammadiyahlempangang@yahoo.com,http,-5.242800000000,119.431800000000,16,63,63,5,Pagi/6 hari,,2022/2023-2,"1,200",5,0,0,0,2,0,14,3,15,0,1,0,1,15,0,12,4,4,5,3,1,0,1,2,5,11,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,1,2,2,
