prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30DAAA96-2BF5-E011-91A8-D34103E48BD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103405,SLB B C KARYA GUNA,20103405,Jl.cipinang Jaya V/bb No.10,CIPINANG BESAR SELATAN,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GUNA BANGSA,AD2359,2019/101.A1 11/92,24-11-1991,3564/1.851.932,24-12-2008,Lihat SK Operasional,2015-02-17 13,A,396,1.,2.,PLN,,0218503445,slbkaryaguna@gmail.com,,-6.237300000000,106.883800000000,12,40,32,18,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"6,600",12,0,1,0,0,0,14,3,12,0,0,0,5,7,0,10,2,2,3,0,2,3,1,1,3,9,1,2,1,1,1,1,2,3,1,1,3,1,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4086A696-2BF5-E011-B5A4-598C804E8688,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20109280,SLB NEGERI 7 JAKARTA,20109280,Jl. Griya Wartawan Rt.008/05,CIPINANG BESAR SELATAN,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,NEGERI,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,135-/2007,18-09-2007,135-/2007,18-09-2007,Lihat SK Operasional,2021-12-02 13,A,"2,020",1. Telkom Speedy,2. Telkom Speedy,PLN,02185915261,02185915261,slbnegeri07@gmail.com,http,-6.232600000000,106.882900000000,60,154,107,49,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"33,000",21,0,1,0,50,0,0,10,27,0,15,18,46,14,0,58,2,10,9,6,1,5,10,19,13,47,4,4,4,5,5,4,4,4,4,5,4,2,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E055E49E-ABD6-47BD-BA8D-1B387631E1B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103431,SMA 1 Cawang Baru,20103431,JL. CAWANG BARU NO.543,CIPINANG CEMPEDAK,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Waqfiyah Al Hayatul Islamiyah Cawang Baru,AG3912,1443/-1.851.68,14-02-2014,1443/-1.851.68,28-02-2014,Silakan Upload SK (link file tidak valid) => [406894-771500--],2022-05-25 10,A,"4,293",1. Telkom Speedy,2. Linknet,PLN,8503121,8503121,sma1.cb543@yahoo.co.id,http,-6.242600000000,106.870400000000,15,227,215,12,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"7,700",13,4,1,2,0,0,13,7,15,0,0,0,8,7,0,8,7,4,2,0,1,1,2,5,4,11,,,,,,,,,,6,4,2,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4C5459C0-B256-4045-9850-63955F4A497C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103294,SMAN 100 JAKARTA,20103294,JL. PERSATUAN 2,CIPINANG BESAR SELATAN,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0135/O/1989,14-03-1989,0135/O/1989,14-03-1998,Lihat SK Operasional,2015-02-27 09,A,"4,290",1. Lainnya (Serat Optik),2. Telkom Astinet,PLN,85911536,0218500881,sman100_jakarta@yahoo.com,http,-6.229400000000,106.882600000000,40,326,338,18,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"200,500",18,3,1,4,27,6,0,7,17,0,13,10,30,10,0,36,4,4,6,4,2,4,6,14,10,30,,,,,,,,,,6,6,6,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7DE0AAB-BA28-420E-9CEC-AB1AB7E36227,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103313,SMAN 50 JAKARTA,20103313,JL. PLN. CIPINANG MUARA III,CIPINANG MUARA,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,00978/IMB/2000,03-03-2000,0220/0/1981,14-07-1981,Lihat SK Operasional,2015-03-03 15,A,"6,370",1. Lainnya (Serat Optik),2. Telkom Astinet,PLN,,8195659,jakarta.sman50@gmail.com,http,-6.219500000000,106.895600000000,44,363,413,21,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"116,000",24,3,1,6,29,5,0,10,29,0,10,5,27,17,0,40,4,5,8,6,4,6,5,10,18,26,,,,,,,,,,7,7,7,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0F25538-B9FF-49F8-87B0-4A185363FA08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103311,SMAN 53 JAKARTA,20103311,JL. CIPINANG JAYA II B,CIPINANG BESAR SELATAN,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0220/O/1981,14-07-1981,0220/O/1981,14-07-1981,Lihat SK Operasional,2015-10-28 12,A,"7,670",1. Lainnya,2. Smartfren,PLN,8564345,8194415,sman53jkt@gmail.com,http,-6.220700000000,106.883200000000,44,344,431,21,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"131,000",21,4,1,4,33,7,0,4,28,0,11,5,31,13,0,40,4,8,6,5,3,4,4,14,10,34,,,,,,,,,,7,7,7,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF9ED061-8D34-4B50-8AE0-6754659D67CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103310,SMAN 54 JAKARTA,20103310,"Komplek Pendidikan Rawa Bunga, Jl. Jatinegara Timur IV Jakarta Timur",RAWA BUNGA,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,301.016.403.019,,,,Silakan Upload SK,,A,"3,850",1. Telkom Astinet,2. Telkom Speedy,PLN,8577544,8194271,sman54_jkt@yahoo.co.id,http,-6.221400000000,106.870500000000,54,399,487,24,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,"178,299",25,4,1,8,41,5,0,8,32,0,18,4,36,18,0,47,7,4,13,3,1,8,10,15,19,35,,,,,,,,,,8,8,8,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CEF4DF3F-F105-4059-8013-C38D19501E1E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103212,SMAS CAHAYA SAKTI JAKARTA,20103212,JL. OTISTA NO. I/II,BALI MESTER,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN CAHAYA SAKTI,AG3931,1592/101/AI/I/90,24-10-1990,6908/-1.851.68,09-06-2014,Lihat SK Operasional,2015-02-27 09,A,"4,420",1. -,2. Lainnya (Kabel),PLN,8194761,8507577,sma_cahayasakti@yahoo.co.id,,-6.225300000000,106.868200000000,22,135,122,11,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"157,602",14,4,1,2,0,0,14,10,22,0,0,0,3,19,0,18,4,8,3,4,2,2,1,2,9,13,,,,,,,,,,4,4,3,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/95CEA525-0F4C-4E3B-8D2F-15228CC31FFE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103208,SMAS DEWI SARTIKA YBW JAKARTA,20103208,JL. KEBON NANAS UTARA II NO 23,CIPINANG CEMPEDAK,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bina Wanda,AL1776,Kep.132A/101.A1/I/88,12-12-1988,11025/-1.851.68,17-12-2013,Lihat SK Operasional,2022-03-02 02,B,"1,114",1. Smartfren,2. Telkomsel Flash,PLN,8569429,8569429,sma_dewisartika_ybw@yahoo.com,,-6.230600000000,106.872400000000,14,14,25,3,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Smartfren,"3,000",4,1,1,2,0,0,9,6,13,0,1,0,7,7,1,13,0,2,2,0,2,3,1,4,5,9,,,,,,,,,,1,1,1,
D.K.I. Jakarta,Kota Jakarta Timur,Jatinegara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0D917CB-041D-4279-9301-B3B9D13FF894,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20103224,SMAS KRISTEN BERKAT JAKARTA,20103224,JL. JATINEGARA TIMUR NO. 89,BALI MESTER,KEC. JATINEGARA,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,,,Silakan Upload SK,,B,"2,000",1. -,2. Lainnya (Serat Optik),PLN,85911885,02122086997,smakristenberkat@yahoo.com,http,-6.222000000000,106.868300000000,6,7,3,3,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"5,499",3,1,1,2,0,1,5,2,6,0,0,0,5,1,0,6,0,0,0,1,1,1,3,0,3,3,,,,,,,,,,1,1,1,
