prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/91C5C426-0FD3-46E7-AE2B-A3A7F0EE5DE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20569040,SLB NEGERI 4 KOTA BLITAR,20569040,JL.Dr.Sutomo NO.78,BENDOGERIT,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,NEGERI,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,188/685/HK/422.010.2/2009,28-09-2009,188/685/HK/422.010.2/2009,28-09-2009,Lihat SK Operasional,2021-06-23 21,B,0,1. -,2. Telkom Speedy,PLN,,03428172363,slbn4_kotablitar@yahoo.com,,-8.066796700000,112.189508300000,7,12,6,13,TKLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,500",3,0,0,0,3,2,1,1,4,0,3,0,6,1,0,5,2,3,0,2,0,1,1,0,1,6,4,1,2,1,1,1,0,1,0,0,0,2,
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/903B6FB1-ACA8-E111-A358-1DE57A694D6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20549135,SLB-B YPLB,20549135,"Jl. Imam Bonjol No. 3, Kec. Sananwetan",SANANWETAN,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",yayasan pendidikan luar biasa,AE7354,,28-05-1975,4218/3379/10303/2010,01-06-2010,Silakan Upload SK,,B,400,1. -,2. Telkom Speedy,PLN,,0342802416,slbbyplbkotablitar@gmail.com,http,-8.100063300000,112.182140000000,5,11,10,12,TKLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,2,0,0,5,0,5,0,0,0,3,2,0,5,0,1,3,0,0,1,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0AB753E-AFA8-E111-BA76-2714B3DD5A46,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20549357,SLB-C YPLB,20549357,"Jl. Imam Bonjol No. 1, Kec Sananwetan",SANANWETAN,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",yayasan pendidikan luar biasa,AE7354,4,28-05-1975,421.8/3379/103.03/2010,01-06-2010,Silakan Upload SK (link file tidak valid) => [543907-861790--],2021-11-19 15,B,140,1. -,2. Telkom Speedy,PLN,,,slbcyplbkotablitar@gmail.com,http,-8.100006700000,112.181970000000,8,35,22,15,PAUD Merdeka,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,3,0,0,2,1,0,7,0,7,0,1,0,3,5,0,7,1,4,0,0,0,0,3,1,0,8,1,0,0,1,1,1,1,2,2,2,2,2,
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6B9A402-1520-448A-AC56-B094E395D216,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950465,SMA ALAM AL GHIFARI,69950465,JL. SUMBA GG III,KARANGTENGAH,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL GHIFARI BLITAR,AI7490,420/538A/410.110.3/206,10-05-2016,420/859A/410.110.3/2016,18-07-2016,Lihat SK Operasional,2018-01-23 08,C,"1,080",1. -,2. Telkom Speedy,PLN,,,smaalamalghifari@yahoo.co.id,http,-8.112600000000,112.167300000000,7,41,41,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,0,0,0,8,1,7,0,0,0,0,7,0,5,2,4,3,0,0,0,0,0,3,4,,,,,,,,,,1,2,2,
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CA8A50F-948F-42C8-85F7-8E45216A49BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535050,SMAN 1 BLITAR,20535050,JL. A. YANI  112,SANANWETAN,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,4082DIII9855,22-08-1955,4082DIII9855,22-08-1955,Lihat SK Operasional,2015-09-07 10,A,"55,800",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0342813200,0342801414,info@sman1blitar.sch.id,http,-8.100783300000,112.180778300000,61,452,615,30,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"55,000",35,5,1,12,36,11,3,11,27,0,25,9,39,22,0,57,4,1,12,12,6,9,10,11,22,39,,,,,,,,,,10,10,10,
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDC689AE-2573-4CB0-ACE9-E90FA090F71D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535044,SMAS KATOLIK DIPONEGORO,20535044,JL. DIPONEGORO NO. 32,BENDOGERIT,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YOHANNES GABRIEL,AN2291,63,16-08-1960,19.03/1273/01/XI/2020,16-11-2020,Silakan Upload SK (link file tidak valid) => [491133-296990--],2021-08-13 16,A,"8,124",1. -,2. Telkom Speedy,PLN & Diesel,0342801226,0342801226,smakdiponegoroblitar@yahoo.co.id,http,-8.097400000000,112.175600000000,22,121,147,9,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"49,700",21,4,1,2,0,0,25,1,22,0,0,0,16,6,0,22,0,1,0,2,5,3,7,4,11,11,,,,,,,,,,3,3,3,
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4768C8AB-C3F9-4C34-9AE0-F90C948B32C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535048,SMAS TAMAN MADYA,20535048,JL. A. YANI NO. 46,SANANWETAN,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Persatuan Perguruan Tamansiswa Cabang Blitar,AH1497,35211/104.7.4/1988,12-12-1988,P2T/108/19.03/01/II/2018,19-02-2018,Silakan Upload SK (link file tidak valid) => [354584-564016--],2020-08-29 12,B,"5,000",1. Lainnya (Wavelan),2. Telkom Speedy,PLN,,802254,blitarsma.tamanmadya@gmail.com,http,-8.100206700000,112.175393300000,8,31,6,3,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Lainnya (Wavelan),900,5,1,1,2,0,0,10,0,8,0,0,0,6,2,0,7,1,1,0,0,3,1,1,2,2,6,,,,,,,,,,1,1,1,
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1CA7E7EA-1846-44B8-987D-AD38CA4C86E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535097,SMKN 1 BLITAR,20535097,JL. KENARI 30 BLITAR,PLOSOKEREP,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,148/Diprt/BI/65,01-10-1965,420/1120/410.110.3/2013,14-08-2013,Lihat SK Operasional,2015-06-05 09,A,"45,732",1. Telkom Speedy,2. Biznet (Serat Optik),PLN & Diesel,0342801947,0342801947,info@smkn1blitar.sch.id,http,-8.112853300000,112.164445000000,138,"1,829",593,72,SMK 2013 REV. Teknik Instalasi Tenaga Listrik,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"100,000",49,3,1,17,122,6,0,10,17,0,92,29,122,16,0,111,27,3,8,7,29,32,27,32,78,60,,,,,,,,,,24,24,24,0
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D17E7BB-03A8-4E77-91B5-B2638660FC6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535099,SMKN 3 BLITAR,20535099,JL. SUDANCO SUPRIADI NO. 24 BLITAR,BENDOGERIT,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,47 TAHUN 2002,07-11-2002,47 TAHUN 2002,07-11-2002,Lihat SK Operasional,2020-08-24 20,A,"44,929",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0342801621,0342801621,smkn3_blitar@yahoo.co.id,http,-8.094526700000,112.175950000000,88,307,"1,504",55,SMK 2013 REV.  Tata Busana,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"66,000",28,0,1,11,69,8,0,11,19,0,50,19,73,15,0,84,4,4,6,14,15,10,18,21,19,69,,,,,,,,,,19,18,18,0
Jawa Timur,Kota Blitar,Sananwetan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C694ED75-E86C-4C9D-89FE-845408A7846D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535053,SMKS ANGKATAN 45 BLITAR,20535053,JL. DIPONEGORO NO. 40 BLITAR,BENDOGERIT,KEC. SANANWETAN,KOTA BLITAR,PROV. JAWA TIMUR,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Angkatan 45,AK3353,02/10/79,,,,Silakan Upload SK,,B,"3,705",1. -,2. Telkom Speedy,PLN,0,0342801121,smk45blt@gmail.com,,-8.095170000000,112.176068300000,9,3,1,1,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",8,0,1,0,0,1,10,1,9,0,0,0,5,4,0,9,0,1,1,2,0,0,2,3,3,6,,,,,,,,,,1,0,0,0
