prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4CAA2F9B-5D51-4062-9F41-FE505C440D4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728125,MAS AL MUHAJIRIN,60728125,JL. MASJID DSN. PANJER,TUNGGALPAGER,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Kw.13.4/4/PP.03.2/294/SKP/2006,09-02-2006,6589 Tahun 2017,01-07-2010,Lihat SK Operasional,2021-06-03 06,A,0,,2.,,,,,,-7.517300000000,112.567100000000,0,84,182,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30FF9503-8324-404F-81E1-68FE10FDC294,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584252,MAS DZULQORNAIN,20584252,JL. RAYA MOJOSARI TRAWAS,PURWOREJO,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Wm.06.04./PP.03.2/3674/1997,01-07-1995,MAS/16.0023/2018,03-09-2018,Lihat SK Operasional,2019-12-12 09,B,0,,2.,,,,,,-7.590600000000,112.555600000000,0,17,18,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C0AE4FB-2EC8-4518-8A88-9F0E903DF05E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728126,MAS NURUL ISLAM,60728126,Dusun Guwo,JABONTEGAL,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,Kw.13.4/4/PP.00.6/1421/2012,14-12-2012,Kw.13.4/4/PP.00.6/1421/2012,14-12-2012,Lihat SK Operasional,2020-12-23 15,A,0,,2.,,,,,,-7.507800000000,112.581900000000,0,307,385,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B942BB42-6FCC-4F76-8940-29BC2F6E49D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584268,MAS NURUL ULUM,20584268,JL. RADEN PATAH NO. 02 TUNGGALPAGER,TUNGGALPAGER,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Wm.06.04/PP.03.2/2350/SKP/2002,11-06-2002,MAS/16.0025/2017,20-09-2017,Lihat SK Operasional,2022-01-27 15,B,0,,2.,,,,,,-7.523700000000,112.574200000000,0,14,14,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D3EDC83-9D73-4C27-9CE4-7F7C5336EFAC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584273,MAS SABILUL MUTTAQIN,20584273,JL. RAYA MOJOSARI - TRAWAS KEC. PUNGGING KAB. MOJOKERTO,KALIPURO,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,MAS/16.0024/2017,20-09-2017,NO 6590 TAHUN 2017,20-09-2017,Silakan Upload SK (link file tidak valid) => [410575-406039--],2021-01-18 07,B,0,,2.,,,,,,-7.543800000000,112.559900000000,0,131,197,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E20D8919-E240-4723-A8D3-E7327788AF1F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70038706,SLB PUTRA MANDIRI,70038706,Dusun Ngepung RT.06 RW.02,CURAHMOJO,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,14/18.08/01/III/2023,21-03-2023,14/18.08/01/III/2023,21-03-2023,Lihat SK Operasional,2023-04-10 11,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAA9482B-DFB6-4202-90A3-C6A25D9905FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69907299,SMAS eLKISI,69907299,Dusun Kemuning,MOJOREJO,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan eLKISI,AG9189,188.45/652/HK/416-012/201,10-08-2015,421/2706/416-101.Dikmen/2,01-10-2015,Lihat SK Operasional,2015-10-07 14,A,"50,000",1. -,2. Telkom Speedy,PLN & Diesel,,03216850004,elkisi@gmail.com,http,-7.579700000000,112.562700000000,14,158,144,10,Pagi/6 hari,,2022/2023-2,"10,000",12,4,1,2,0,0,16,1,14,0,0,0,1,13,1,11,2,1,6,2,3,1,1,0,11,3,,,,,,,,,,,3,4,3,SMA 2013 MIPA,Tidak Ada,
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFAD9B0C-43A4-467C-9850-49F93D728EDD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964088,SMK NURUL HIDAYAH AL-FALAH,69964088,Jl. Raden Patah No. 16,TUNGGALPAGER,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPPPI NURUL HIDAYAH AL-FALAH,AG9210,188.4/2182/101.3/2017,06-04-2017,421.5/3323.26/101.3/20131,31-05-2017,Lihat SK Operasional,2017-09-22 07,C,"5,346",1. Telkom Speedy,2. Lainnya,PLN,,03216852773,smknhaf@gmail.com,http,-7.524900000000,112.572100000000,9,31,23,3,Pagi/6 hari,,2022/2023-2,"1,300",3,1,1,2,0,0,13,1,9,0,0,0,1,8,0,7,2,3,5,0,0,1,0,0,2,7,,,,,,,,,,,1,1,1,SMK 2013 REV. Multimedia,Telkom Speedy,0
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/253D0165-AEC7-4AA2-B77A-AA4A5F57D1F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964362,SMK UBP NURUL ISLAM,69964362,"Dsn. Guwo, Ds. Jabontegal",JABONTEGAL,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PP. Nurul Islam,AG9214,188.4/2183/101.3/2017,06-04-2017,421.5/3323.30/101.3/2017,31-05-2017,Lihat SK Operasional,2021-08-31 11,B,"4,575",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,03215199661,03215199661,smk.ubp.nuris@gmail.com,http,-7.507800000000,112.581800000000,19,167,74,6,Pagi/6 hari,,2022/2023-2,"15,000",8,2,2,2,0,0,15,4,19,0,0,0,0,19,0,2,17,9,6,2,0,2,0,0,9,10,,,,,,,,,,,1,3,2,SMK 2013 REV. Multimedia,Telkom Speedy,0
Jawa Timur,Kab. Mojokerto,Pungging,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75F13802-AF1D-4AF4-9761-943D49FA3FD5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20502706,SMKN 1 PUNGGING,20502706,JL. RAYA TRAWAS PUNGGING,LEBAKSONO,KEC. PUNGGING,KAB. MOJOKERTO,PROV. JAWA TIMUR,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,107/O/1997,,,,Silakan Upload SK,,A,"35,000",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0321593257,0321593257,smkn1pungging_mjk@yahoo.com,http,-7.534200000000,112.560000000000,113,"1,212",782,57,Sehari Penuh/5 hari,,2022/2023-2,"18,000",38,0,2,2,77,9,5,22,59,0,41,13,91,22,0,107,6,1,13,17,22,16,27,17,61,52,,,,,,,,,,,19,19,19,SMK 2013 REV. Teknik Instalasi Tenaga Listrik,Lainnya (Serat Optik),0
