prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C268E2C7-F893-406D-8E8A-B50CC6C2DD66,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946210,SLB NEGERI ADIL KA TALINO,69946210,Rangkang RT.07 RW.04 Kelurahan Sebalo Kecamatan Bengkayang,SEBALO,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,568 TAHUN 2016.,02-05-2016,568 TAHUN 2016,02-05-2016,Lihat SK Operasional,2016-07-14 15,B,"30,039",1. XL (GSM),2. Telkomsel Flash,PLN,,,slbn.adilkatalino@gmail.com,http,.848785100000,109.497287300000,6,33,27,11,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),"1,300",6,0,2,4,1,3,0,2,6,0,0,0,1,5,0,3,3,1,4,0,1,0,0,0,2,4,1,1,1,1,1,1,1,1,0,1,1,1,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DCFE50C-10A8-4068-B41A-20DFE50C4DCB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815369,SM AGAMA KATOLIK SANTO THOMAS AQUINAS,69815369,Jl. Bambang Ismoyo No. 13 Kelurahan Bumi Mas,BUMI EMAS,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,SMAg.K,,Kementerian Agama,,,DJ.IV/Hk.00.5/102/2012,26-06-2012,DJ.IV/Hk.00.5/102/2012,26-06-2012,Lihat SK Operasional,2015-02-09 13,C,"5,000",1. -,2. Telkom Speedy,PLN,,,smakstthomasaquinas@yahoo.co.id,,.832325200000,109.486577300000,17,31,24,3,SMA Bimas Katolik - Matematika dan Sains,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,000",6,0,1,2,0,1,2,14,16,0,1,0,0,17,0,11,6,1,11,4,1,0,0,0,9,8,,,,,,,,,,,,,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1DAA5409-BE63-44D4-A53B-1F6301F4923A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104083,SMAN 1 BENGKAYANG,30104083,JL. SANGGAU LEDO NO. 17,SEBALO,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0473/0/1983,09-11-1983,0473/0/1983,09-11-1983,Lihat SK Operasional,2023-03-03 06,A,"13,420",1. Axis,2. Telkom Speedy,PLN,05626305183,05626305183,smansabky@gmail.com,http,.833300000000,109.486900000000,36,257,378,19,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Axis,"17,400",15,3,1,1,24,1,0,11,12,0,21,3,20,16,0,30,6,7,3,3,11,7,4,1,12,24,,,,,,,,,,7,6,6,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/15470D47-04FA-43D3-8245-E5C2C6B1F5B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30108268,SMAN 2 BENGKAYANG,30108268,JL. SANGGAU LEDO,SEBALO,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,371 Tahun 2007,09-08-2007,371 Tahun 2007,09-08-2007,Lihat SK Operasional,2017-10-27 08,A,"20,000",1. Indosat IM3,2. Telkom Speedy,PLN,,,smanduabengkayang@gmail.com,http,.870859700000,109.511074400000,26,187,243,13,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Indosat IM3,"11,000",13,3,1,10,16,1,0,9,11,0,13,2,10,16,0,25,1,0,9,6,4,3,3,1,9,17,,,,,,,,,,5,4,4,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97882EC3-2A6A-4058-9E01-1375F0993ED3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30109708,SMAN 3 BENGKAYANG,30109708,JL.Bambang Ismoyo,BUMI EMAS,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,278 TAHUN 2010,17-06-2010,278 TAHUN 2010,17-06-2010,Lihat SK Operasional,2019-04-10 14,A,"50,000",1. -,2. Telkom Speedy,PLN,,0562441626,sman3bengkayang@gmail.com,http,.823300000000,109.473700000000,33,199,240,13,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"5,000",13,0,0,4,20,2,0,11,16,0,14,3,12,21,0,28,5,3,11,10,4,2,2,1,9,24,,,,,,,,,,5,4,4,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80944FC1-791D-454F-AB14-27CFCF1980F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104089,SMAS BORNEO BENGKAYANG,30104089,JL. PANGLIMA LIBAU,SEBALO,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PENDIDIKAN BORNEO,AC2318,421/082/Sos,03-07-2001,421.3/642/Pend,01-11-2001,Lihat SK Operasional,2022-01-17 09,B,600,1. -,2. -,PLN,0,,smaborneobky@gmail.com,http,.826305100000,109.485567300000,35,128,200,10,SMA 2013 IPS,Siang/6 hari,,2022/2023-2,Tidak Ada,"3,500",5,3,0,2,3,1,17,16,32,0,2,1,2,33,1,25,9,13,10,5,3,1,1,2,16,19,,,,,,,,,,3,3,4,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4351D3F5-ACB9-411A-9E89-E33F24E0183D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104086,SMAS SHALOM BENGKAYANG,30104086,JL. GEREJA PROTESTAN NO. 71,BUMI EMAS,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Diakonia Anugerah Bengkayang,AC2314,175 TAHUN 2004,24-08-2005,175 TAHUN 2004,24-08-2005,Lihat SK Operasional,2015-04-13 12,B,"1,949",1. -,2. Lainnya (Serat Optik),PLN,,,smashalombengkayang20@gmail.com,http,.817416200000,109.480018500000,23,171,217,11,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"12,500",11,1,1,2,0,1,22,3,22,0,1,0,3,20,3,11,9,6,5,6,3,1,1,1,10,13,,,,,,,,,,3,4,4,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F79148B-1A81-4A27-84E1-408538BD78B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30104085,SMAS ST FRANS ASISI BENGKAYANG,30104085,JL. SULENCO NO.31,BUMI EMAS,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,109/I14/Kep/E/1989,02-08-2020,109/I14/Kep/E/1989,26-10-2014,Lihat SK Operasional,2020-08-24 19,C,"7,100",1. -,2. Telkom Astinet,PLN,,,sma_asisibky25@yahoo.com,http,.809986200000,109.474572000000,9,38,25,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,500",6,1,1,2,0,0,8,4,9,0,0,0,2,7,1,6,2,1,2,2,1,1,0,2,5,4,,,,,,,,,,1,1,1,
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0CC5D51-D085-4DBC-B108-C2728155FD4A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30109301,SMKN 1 BENGKAYANG,30109301,JL. BUKIT TINGGI,SEBALO,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,159 TAHUN 2002,28-11-2002,159 TAHUN 2002,28-11-2002,Lihat SK Operasional,2015-02-28 02,B,"54,990",1. Indosat IM3,2. Telkom Astinet,PLN,,,smknbky@gmail.com,http,.837700000000,109.488300000000,38,354,358,22,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Sehari Penuh/5 hari,,2022/2023-2,Indosat IM3,"6,000",23,1,2,14,28,1,0,9,10,0,27,1,17,21,1,35,2,2,5,10,7,5,7,2,20,18,,,,,,,,,,8,7,7,0
Kalimantan Barat,Kab. Bengkayang,Bengkayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B791BC30-952D-46C5-BF98-2CC26175ED3B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69831559,SMKN 2 BENGKAYANG,69831559,Jalan Sanggau Ledo,SEBALO,KEC. BENGKAYANG,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,13-05-2014,420/055/DIKMEN,13-05-2014,Silakan Upload SK (link file tidak valid) => [313912-40578--],2020-08-21 11,C,"40,000",1. -,2. -,PLN,,,smkn2bky@gmail.com,,.877510000000,109.504258300000,14,105,13,6,SMK 2013 REV. Agribisnis Tanaman Perkebunan,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"17,999",6,1,1,0,2,1,0,11,12,0,2,0,3,11,0,13,1,0,10,2,1,0,1,0,6,8,,,,,,,,,,2,2,2,0
