prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A009A061-6C64-E211-8635-A9055167944F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69725271,SKH ADITIYA SILIH ASIH,69725271,Jl. AMD Serdang Kulon Kp. Serdang RT. 06 RW. 02,SERDANG KULON,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Aditiya Faiz Purnama,AM6293,No. 01 Tahiun 2011,01-01-1910,421.9/138 A-BPPK/2012,01-02-2012,Silakan Upload SK,,B,"1,914",1. Telkomsel Flash,2. Telkom Speedy,PLN,,02159896,skh.aditiyasilihasih@yahoo.com,,-6.284000000000,106.549600000000,6,36,18,12,TKLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,0,1,0,0,0,9,1,6,0,0,0,1,5,0,5,1,3,0,1,1,1,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DF56B4F-E350-42E6-8444-6147DB4DFA27,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69924909,SKH BHAKTI LUHUR 02,69924909,JL CITRA AKADEMIA RAYA BLOK O. 05 NO. 02,CIAKAR,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bhakti Luhur,AI0079,800/452-dispend/2015,21-09-2015,800/452-dispend/2015,21-09-2015,Lihat SK Operasional,2015-12-17 10,B,675,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,0215961950,0215961950,skhbhakti_luhur@yahoo.com,,-6.258763300000,106.529476700000,11,52,19,18,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"10,000",12,0,1,2,0,0,3,10,11,0,0,0,1,10,1,1,9,1,2,0,2,4,2,0,0,11,1,0,1,2,0,3,3,4,1,0,1,2,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F8EA5E3-9FF7-40A6-8802-3CF22D50AD4A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858808,SMA CITRA BERKAT,69858808,JL. CITRA AKADEMIA RAYA BLOK O-03 NO 1,CIAKAR,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN CITRA BERKAT,AA0547,10,15-08-2013,421.3/309-disdik,15-06-2015,Lihat SK Operasional,2020-08-28 16,A,"20,000",1. Lainnya,2. Biznet (Kabel),PLN,0215962918,02129012576,sma.citraberkat@yahoo.com,http,-6.258000000000,106.528900000000,24,113,112,9,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"63,000",11,4,1,0,0,0,22,5,24,0,0,0,7,17,0,19,5,6,4,6,2,3,3,0,12,12,,,,,,,,,,3,3,3,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A286064-3FEE-4964-B299-0A217B8B186B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984622,SMA IT CORDOVA,69984622,Jl. Pertamina Ciapus,PANONGAN,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Arroyyan Cordoba,AG2068,AHU-0000514.AH.01.04.Tahun 2016,06-01-2016,800/4988 -Dindikbud/2018,17-12-2018,Lihat SK Operasional,2020-08-24 19,A,"5,000",1. Telkom Speedy,2. Lainnya (Satelit),PLN,,,smaitcordova.png@gmail.com,,-6.275069000000,106.525513000000,10,77,85,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"82,500",6,3,1,2,0,0,12,0,10,0,0,0,0,10,0,9,1,2,3,2,1,1,1,0,4,6,,,,,,,,,,2,2,2,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA44E5B2-3363-4B57-B824-0F103D74E34E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613603,SMAN 15 KABUPATEN TANGERANG,20613603,JL. RAYA KORELET,RANCA KALAPA,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421/Kep.246-Huk/2005,01-08-2005,421/Kep.198-Huk/2010,01-12-2010,Lihat SK Operasional,2015-12-14 09,A,"2,499",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,02150120657,sman15kab.tangerang@gmail.com,http,-6.295800000000,106.529300000000,32,279,395,19,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"33,000",16,2,1,5,9,3,0,20,23,0,7,2,13,19,0,27,5,7,10,2,3,8,1,1,12,20,,,,,,,,,,7,6,6,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4EFFD869-67A5-4C54-9CB5-88729396419C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613826,SMAS CITRA ISLAMI,20613826,JL. CITRA RAYA TIMUR NO. 1 CITRA RAYA,CIAKAR,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Islamic Village,AL0704,421-5/504/Dispend/2008,25-08-2019,570/46/OPS.DINDIK/DPMPTSP/XII/2020,17-12-2020,Lihat SK Operasional,2021-08-31 23,A,0,1. Telkom Speedy,2. Lainnya (Wavelan),PLN,081310236010,,smacitraislamic@yahoo.com,http,-6.250000000000,106.538100000000,21,91,130,8,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"5,000",9,3,1,2,0,0,19,5,21,0,0,0,5,16,0,15,6,7,3,3,2,3,2,1,10,11,,,,,,,,,,3,2,3,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64926E4C-2D34-4E24-AE5C-4A31978F2F7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613527,SMAS PUTRA BANGSA,20613527,JL. AMD CIBARENGKOK,PEUSAR,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PUTRA PANDU BANGSA,AM6274,C-334.HT.01.02.TH 2006,17-02-2006,421.3/308/Dis P dan K/2007,29-05-2007,Lihat SK Operasional,2016-09-03 10,B,"22,000",1. Smartfren,2. Telkom Speedy,PLN,,0215969266,sma.putrabangsakabtangerang@gmail.com,http,-6.249200000000,106.505800000000,12,117,139,8,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"2,200",8,1,0,2,1,0,9,3,11,0,1,0,5,7,0,12,0,0,3,0,4,2,1,2,7,5,,,,,,,,,,3,2,3,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A23EC5D-99B6-4E18-A03E-64AAA6B80DF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20616138,SMAS TARAKANITA CITRA RAYA,20616138,JL. EVERGREEN TIMUR NO. 1,CIAKAR,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Tarakanita,AA0096,42,22-03-1999,421.3/233/dispendik/2009,22-05-2009,Silakan Upload SK (link file tidak valid) => [726535-482572--],2022-10-27 12,A,"4,500",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,59402758,59402758,smatarakanitacr@yahoo.com,http,-6.248300000000,106.530000000000,21,200,233,14,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"97,000",14,4,1,2,0,0,24,4,19,0,2,0,4,17,1,19,1,5,6,5,3,0,1,1,6,15,,,,,,,,,,5,5,4,
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5C311135-5DEC-4854-BDED-DCE7A373A885,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607834,SMKN 1 KAB TANGERANG,20607834,JL. Desa Peusar Perum Mekar Asri Citra Raya Kec. Panongan,PEUSAR,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,107/01/1997,07-07-1997,107/01/1997,07-07-1997,Silakan Upload SK (link file tidak valid) => [808849-227167--],2023-03-28 09,Sertifikat Kedaluwarsa,"19,698",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,02159665653,02159665653,admin@smkn1kabtangerang.sch.id,http,-6.254800000000,106.508000000000,84,"1,331",699,55,SMK 2013 REV. Teknik Pendinginan dan Tata Udara,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"110,500",28,2,3,3,29,12,1,42,56,1,21,6,41,43,0,72,12,9,16,10,15,13,11,10,46,38,,,,,,,,,,18,19,18,0
Banten,Kab. Tangerang,Panongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F4110E22-9417-450E-93F0-D4D7D3A8FF11,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858827,SMKS CITRA NUSANTARA,69858827,JL.RAYA PANONGAN RT.07/05,PANONGAN,KEC. PANONGAN,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN GEMA NUSANTARA,AJ4773,163,30-11-2015,421.5/Kep.204-Dindikbud/2018,31-05-2018,Lihat SK Operasional,2020-08-25 10,B,"5,733",1. -,2. Telkom Speedy,PLN,,,smkcn14@gmail.com,,-6.284400000000,106.530800000000,60,"1,119",822,58,SMK 2013 REV.  Perhotelan,Double Shift/6 hari,,2022/2023-2,Tidak Ada,"52,000",35,0,1,1,0,1,76,2,60,0,0,0,2,58,1,41,18,30,9,10,4,6,1,0,28,32,,,,,,,,,,25,16,17,0
