prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DCDEB1DD-BA6F-4732-96C2-70CDEAAE32DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363028,MAN 1 KOTA PEKALONGAN,20363028,Jl. Jenderal Urip Sumoharjo,MEDONO,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,42 Tahun 1992,27-01-1992,42 Tahun 1992,27-01-1992,Silakan Upload SK,,A,0,,2.,,,,,,-6.902700000000,109.662300000000,0,411,865,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C8F7A5A-FB29-4968-A967-211EBFED2374,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70008604,MAS AL MUBAROK,70008604,Jl. Karya Bakti Gg. Pondok Al Mubarok Medono Kota Pekalongan,MEDONO,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,3516/KW.11.2/5/PP.03.2/5/2020,14-05-2020,KEPUTUSAN KEPALA KANWIL KEMENAG JAWA TENGAH NO 1471 TAHUN 2020,14-05-2020,Lihat SK Operasional,2021-03-08 16,,"3,502",,2.,,,,,,.000000000000,.000000000000,0,41,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50190A59-2DF5-E011-AF05-0F0B3BAD6A05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329518,SLB Negeri Kota Pekalongan,20329518,Jl. Muria No. 14 Pekalongan,BENDAN KERGON,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/019/I/57/85,01-08-1985,421.2/019/I/57/85,01-08-1985,Silakan Upload SK,,B,"1,545",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,0,0285425296,slbnpekalongan@gmail.com,,-6.892500000000,109.663800000000,17,133,72,18,Sehari Penuh/5 hari,,2022/2023-2,"2,200",12,0,0,2,11,0,0,6,7,0,8,2,13,4,0,12,5,2,2,0,2,4,3,4,3,14,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkom Speedy,1,1,1,1,2,3,2,2,1,2,1,1,
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/525F8233-349B-4DB7-8169-F4778B6CC9BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329510,SMK Baitussalam,20329510,Jl. Darma Bakti No. 3 Pekalongan,MEDONO,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN DAN DA`WAH BAITUSSALAM PEKALONGAN,AK0501,01/YBS/II/1978,01-01-1900,2014/I03.5/R.81,01-10-1979,Lihat SK Operasional,2020-08-26 14,A,"2,670",1. Telkom Speedy,2. Telkom Speedy,PLN,,0285434448,smk_baitussalam@yahoo.com,http,-6.907000000000,109.672200000000,25,181,223,15,Sehari Penuh/5 hari,,2022/2023-2,"22,000",16,0,1,2,3,0,19,4,22,0,3,0,5,20,0,23,2,10,3,2,3,4,2,1,8,17,,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Telkom Speedy,,,,,,,,,,5,5,5,0
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E857BC1B-44EA-4E0C-9B9A-D598A76E856E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329515,SMK Dwija Praja,20329515,Jl. Sriwijaya No. 9 Pekalongan,BENDAN KERGON,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DWIJA PRAJA PEKALONGAN,AK0497,855/I03/I/88,30-05-1988,855/I03/I/88,30-05-1988,Lihat SK Operasional,2022-12-01 16,B,"5,000",1. -,2. Telkom Speedy,PLN,0285426992,0285426992,dwijapraja_smk@yahoo.com,http,-6.895000000000,109.660900000000,26,323,16,15,Sehari Penuh/5 hari,,2022/2023-2,"52,500",17,1,1,2,0,0,31,2,26,0,0,0,14,12,1,25,0,0,4,6,4,2,7,3,18,8,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Tidak Ada,,,,,,,,,,5,5,5,0
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4D1CE7D-448D-467F-B07A-F50196FA747C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69759184,SMK Medika,69759184,Jl. Sriwijaya No. 7 Pekalongan,BENDAN KERGON,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DWIJA PRAJA PEKALONGAN,AK0497,1681/103/I.81,11-09-1981,848K/2311 TAHUN 2012,10-05-2012,Lihat SK Operasional,2015-04-10 09,B,"10,640",1. Biznet (Serat Optik),2. Biznet (Kabel),PLN,0285426185,0285426185,akademikmedikapekalongan@gmail.com,http,-6.893800000000,109.660100000000,34,54,499,19,Sehari Penuh/5 hari,,2022/2023-2,"35,000",21,0,1,2,2,0,35,5,33,0,0,1,14,20,3,24,7,4,12,6,3,1,1,7,15,19,,SMK 2013 REV. Farmasi Industri,Biznet (Serat Optik),,,,,,,,,,7,5,7,0
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6298998-48EB-4643-9818-C255990EE9C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329526,SMK Muhammadiyah,20329526,Jl. AMD No. 1 Pekalongan,PASIRKRATONKRAMAT,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,126/77/TM,03-02-1977,5 (LIMA),08-01-1977,Lihat SK Operasional,2022-12-13 07,A,"10,251",1. Biznet (Serat Optik),2. Telkom Speedy,PLN,,0285425286,info@smkmuhpekalongan.sch.id,http,-6.882900000000,109.663700000000,50,501,18,23,Sehari Penuh/5 hari,,2022/2023-2,"3,600",22,5,3,2,3,0,40,12,47,0,1,2,19,31,0,46,4,7,5,8,8,9,3,10,37,13,,SMK 2013 REV. Teknik Instalasi Tenaga Listrik,Biznet (Serat Optik),,,,,,,,,,7,8,8,0
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D0A82AB-0B3F-4816-A55E-F8666F02FB87,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329514,SMK Negeri 1 Pekalongan,20329514,Jl. Angkatan 66 No. 90 Pekalongan,PASIRKRATONKRAMAT,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,30/U.K.K.3/1970,05-03-1970,30/U.K.K.3/1970,05-03-1970,Silakan Upload SK (link file tidak valid) => [68877-654855-358085-100339825-1468048263.PDF],2016-02-19 10,A,"14,719",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0285422115,0285422115,smk1pekalongan@gmail.com,http,-6.886300000000,109.660800000000,66,103,"1,038",34,Sehari Penuh/5 hari,,2022/2023-2,"65,000",18,1,1,3,58,5,0,3,19,0,31,16,52,14,0,64,2,4,8,5,11,12,14,12,18,48,,SMK 2013 REV.  Tata Boga,Telkom Speedy,,,,,,,,,,12,11,11,0
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC6021D7-B62C-4980-A003-3361E7C45716,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329512,SMK Negeri 2 Pekalongan,20329512,Jl. Perintis Kemerdekaan No. 29 Pekalongan,PASIRKRATONKRAMAT,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,58/UKK.3/1970,15-05-1970,58/UKK.3/1970,15-05-1970,Silakan Upload SK (link file tidak valid) => [411225-79257--],2021-01-19 13,B,"21,907",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0285423200,0285423200,smk2pekl@yahoo.com,http,-6.885100000000,109.664300000000,66,360,885,36,Sehari Penuh/5 hari,,2022/2023-2,"149,899",35,1,1,30,49,12,0,5,26,2,22,16,53,13,1,61,4,1,12,8,8,7,12,18,31,35,,SMK 2013 REV. Teknik Komputer dan Jaringan,Telkom Speedy,,,,,,,,,,12,12,12,0
Jawa Tengah,Kota Pekalongan,Pekalongan Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F6690C9-B333-427E-8CC2-70DA7EA15BC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20329528,SMK Negeri 3 Pekalongan,20329528,Jl. Perintis Kemerdekaan No. 30 Pekalongan,PASIRKRATONKRAMAT,KEC. PEKALONGAN BARAT,KOTA PEKALONGAN,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,0310/0/1975,31-12-1975,0310/0/1975,31-12-1975,Lihat SK Operasional,2015-07-07 16,A,"46,355",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0285421586,0285421586,smkn3pkl_juteks@yahoo.co.id,http,-6.885900000000,109.663500000000,71,681,651,39,Sehari Penuh/5 hari,,2022/2023-2,"15,000",40,8,2,2,46,10,0,15,33,0,22,16,49,22,0,65,6,4,9,14,8,6,15,15,37,34,,SMK 2013 REV. Teknik Pembuatan Kain,Telkom Speedy,,,,,,,,,,12,11,9,7
