prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/55F094BA-D603-4D50-9E59-8A969BE315D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69762802,SLBS PK-PLK TIJI,69762802,Jl. Batang Anai No. 12 Padang,RIMBO KALUANG,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Tiji Salsabila,AB8686,125,04-06-2014,421.5/3798/DP/PAUDNI.01/2,24-02-2014,Lihat SK Operasional,2019-03-26 18,C,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkplktiji@yahoo.com,,-.927500000000,100.359600000000,6,37,12,12,TKLB 2013,Sehari Penuh/6 hari,,2022/2023-2,Telkom Speedy,"2,200",24,0,0,2,0,0,5,2,6,0,0,0,1,5,0,4,2,2,4,0,0,0,0,0,2,4,1,1,1,0,2,2,1,0,2,1,0,1,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A85D8EF3-E4F6-4B46-A73B-FFD24B693B07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303499,SMAN 2 PADANG,10303499,JL. MUSI NO.2,RIMBO KALUANG,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,135/SK/B.11.223,22-03-1961,421.2/453/DP/Dikmen-2016,26-04-2016,Lihat SK Operasional,2021-09-03 23,A,"18,650",1. Telkom Astinet,2. Telkom Speedy,PLN,7051507,7051507,smandupadang@gmail.com,http,-.929583300000,100.353785000000,61,490,594,30,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,"66,000",15,3,1,10,35,3,1,22,27,1,14,19,35,26,0,52,9,13,8,9,4,2,9,16,14,47,,,,,,,,,,10,10,10,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53464220-9247-49A3-8EF7-367536A06EB0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303558,SMAS BAITURRAHMAH,10303558,JL. DAMAR 1  NO. 5,OLO,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BAITURRAHMAH PADANG,AB8685,SK.MENDIKBUD/0578/0/1986,14-04-1986,SK.MENDIKBUD/070/D/0/1994,10-08-1994,Lihat SK Operasional,2020-08-25 12,B,"1,600",1. Telkomsel Flash,2. Telkom Speedy,PLN,,22530,sma.baiturrahmah@yahoo.co.id,http,-.945328300000,100.353588300000,17,45,21,4,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,900",11,4,1,2,2,0,16,3,16,0,1,0,4,13,0,13,4,5,3,4,2,3,0,0,3,14,,,,,,,,,,1,1,2,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AE61E0A-4635-47EC-A22C-4F3FCD2D795D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303467,SMAS DON BOSCO,10303467,JL. KHAIRIL ANWAR NO 8,BELAKANG TANGSI,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Prayoga Padang,AB8690,1416/i08.21/i-79,01-08-1954,421.2/7259/DP/ SMP dan Menengah/ 2012,12-11-2012,Lihat SK Operasional,2020-08-24 17,A,"27,489",1. Telkomsel Flash,2. Telkom Speedy,PLN,075125484,075122667,donboscopadang@yahoo.co.id,http,-.954700000000,100.356200000000,46,371,309,21,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,0,23,3,1,4,1,0,26,20,38,1,6,1,17,29,2,34,10,15,12,5,3,3,5,3,10,36,,,,,,,,,,8,7,6,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D85F01C8-CA4D-4A60-BD08-5EA1C0319FF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303469,SMAS EKA SAKTI,10303469,JL. VETERAN DALAM NO. 26 B,PURUS,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPTP,AN3475,B/130/I/MENP,01-01-1900,381/BAN-PROV/SK/XII/2018,01-12-2018,Silakan Upload SK (link file tidak valid) => [368133-832903--],2020-09-02 12,A,"2,000",1. -,2. Telkom Speedy,PLN,075132694,075128859,sma_ekasakti_padang@yahoo.com,,-.938040000000,100.355786700000,18,19,32,6,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"15,000",11,1,1,2,3,0,13,2,14,0,2,2,15,3,0,17,1,0,2,2,2,2,5,5,5,13,,,,,,,,,,2,2,2,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A81B2DFA-9DEE-476D-BBC5-7CF7A8007ECC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303473,SMAS KATHOLIK XAVERIUS,10303473,JL. DOBI NO. 15 A,KAMPUNG PONDOK,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Prayoga Padang,AB8690,2241/I08/R/1990,12-03-1990,421.2/026/DP/DIKMEN.01/2016,05-01-2016,Lihat SK Operasional,2016-01-27 06,A,"2,070",1. -,2. Telkom Speedy,PLN,075125211,075125211,xaverius_pdg@yahoo.co.id,http,-.956400000000,100.358900000000,18,54,75,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"36,000",8,5,1,2,0,0,10,10,18,0,0,0,4,14,0,12,6,10,4,1,0,2,1,0,3,15,,,,,,,,,,2,2,2,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD41A0B3-5E6E-48D3-B109-5BD4806A0D82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303477,SMAS MUHAMMADIYAH 2,10303477,JL. UJUNG BELAKANG OLO NO. 17,OLO,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Barat,AO2147,1967/II-042/SB-78/1978,01-06-1978,421.2/2535/DP/Dikmen/2013,01-04-2013,Lihat SK Operasional,2016-02-25 08,B,"1,520",1. Telkomsel Flash,2. Telkom Speedy,PLN,,26217,sma_muhammadiyah2@yahoo.co.id,http,-.946265000000,100.352678300000,17,35,20,4,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"4,400",6,0,1,2,2,0,15,3,15,0,0,2,7,10,0,14,3,3,4,3,3,1,2,1,1,16,,,,,,,,,,1,1,2,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/513E1EE9-902D-4E30-9EDB-0E679638635A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303479,SMAS MURNI,10303479,JL. NIPAH NO. 33,BEROK NIPAH,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Murni,AB8678,22,11-11-1965,421.1/076/DP/DIKMEN.01/2014,02-09-2014,Lihat SK Operasional,2021-08-05 09,B,"3,135",1. Telkomsel Flash,2. Telkom Speedy,PLN,,23211,sma_murni27@yahoo.co.id,,-.963000000000,100.356600000000,16,57,67,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"10,600",6,1,1,0,0,0,14,5,15,0,0,1,6,10,0,14,2,5,1,1,1,1,5,2,8,8,,,,,,,,,,2,2,2,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FDE619A-6EE8-4ED3-92B6-9638F63A8DD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303464,SMAS PERTI PPMTI PADANG,10303464,JL. BANDAR PURUS NO.65,PADANG PASIR,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YP 2 PERTI,AB8683,71,16-04-1982,421.2/2537/DP/Dikmen/2013,01-04-2013,Lihat SK Operasional,2020-08-26 14,B,"2,020",1. Lainnya,2. Telkomsel Flash,PLN,,07518950620,smapertippmti@ymail.com,http,-.937086700000,100.357235000000,20,61,13,6,SMA 2013 IPS,Siang/6 hari,,2022/2023-2,Lainnya,"1,200",7,1,0,1,2,0,18,0,18,0,0,2,6,14,1,16,3,1,6,5,2,2,1,3,4,16,,,,,,,,,,2,2,2,
Sumatera Barat,Kota Padang,Padang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49181F58-9D3C-41D3-9AC6-8C7F9250B160,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303443,SMAS PERTIWI 2,10303443,JL. BANDAR BLK TANGSI / 14,BELAKANG TANGSI,KEC. PADANG BARAT,KOTA PADANG,PROV. SUMATERA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pertiwi Kota Padang,AN3488,KPTS.271.OS.K,01-07-1995,570/1961/PERIZ/DPM&PTSP/X/2021,01-07-1995,Lihat SK Operasional,2021-11-01 10,A,"22,442",1. Indosat IM3,2. Telkom Speedy,PLN,,075129995,sma.pertiwi@yahoo.com,http,-.953280000000,100.357678300000,17,53,65,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Indosat IM3,"3,000",8,3,1,4,3,0,18,2,14,0,1,2,10,7,0,12,5,2,2,5,0,3,2,3,4,13,,,,,,,,,,2,2,2,
