prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/580BEF6C-E3CC-4208-BB24-A28BEF6FC837,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033780,SMA BINTANG PERSADA,70033780,Jalan Kebo Iwa No.9 Desa Mengwitani Kec. Mengwi,MENGWITANI,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bintang Persada,AF8350,B.30.420/1347/IzinC/DPMPTSP,11-08-2022,B.30.420/5317/IzinC/DPMPTSP,22-08-2022,Lihat SK Operasional,2023-02-07 14,,0,1. -,2. Biznet (Kabel),PLN,,,,,.000000000000,.000000000000,5,12,6,2,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,500",6,2,1,0,0,0,5,0,5,0,0,0,1,4,0,5,0,4,1,0,0,0,0,0,1,4,2,0,0,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7447E8B6-FF2F-4F31-AF2B-A6769882E887,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033779,SMA Negeri 3 Mengwi,70033779,"Jln. Gatot Kaca, Br. Tegal, Desa Sembung, Kec Mengwi, Badung",SEMBUNG,KEC. MENGWI,KAB. BADUNG,PROV. BALI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.30.420/5101/IzinC/DPMPTSP,10-08-2022,B.30.420/5603/IzinC/DPMPTSP,01-09-2022,Lihat SK Operasional,2023-02-07 14,,"1,119",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,,,,.000000000000,.000000000000,16,82,69,4,SMA 2013 IPS,Siang/6 hari,,2022/2023-2,Lainnya (Serat Optik),"20,000",4,0,0,2,0,0,0,16,16,0,0,0,2,14,0,10,6,12,4,0,0,0,0,0,4,12,4,0,0,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86764F34-2256-4838-9082-361FFDDA609F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101702,SMA Taruna Widhya Garuda Bali,50101702,JL. I GUSTI NGURAH RAI NO. 38 MENGWI,MENGWI,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan  Widhya Brata,AC6910,7/YWB/V/1985,05-05-1985,30/119/Kep/ I.87,11-03-1987,Lihat SK Operasional,2022-07-12 13,B,"5,721",1. Lainnya,2. Lainnya (Serat Optik),PLN,,812181,smawidhyabrata@ymail.com,,-8.544900000000,115.169500000000,14,60,48,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"1,300",5,1,1,2,0,0,10,7,14,0,0,0,0,14,0,13,1,9,4,0,1,0,0,0,3,11,3,2,0,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83E85F68-3086-40FF-8099-2E31D9DB1A0E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101695,SMAN 1 MENGWI,50101695,"JL. I Gusti Ngurah Rai no 38, Mengwi",MENGWI,KEC. MENGWI,KAB. BADUNG,PROV. BALI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0188/0/1979,01-04-1979,0188/0/1979,01-04-1979,Silakan Upload SK (link file tidak valid) => [778245-561057--],2023-02-15 13,A,"5,760",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,0361829766,0361811855,contact@sman1mengwi.sch.id,http,-8.549000000000,115.169700000000,75,608,800,39,SMA 2013 MIPA,Double Shift/6 hari,,2022/2023-2,Lainnya (Serat Optik),"20,000",28,4,1,17,51,4,0,20,33,0,18,24,49,26,0,70,5,17,12,7,6,4,7,22,27,48,12,15,12,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BEE04E0-B032-4760-B41D-DB5A5C9E72E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101684,SMAN 2 MENGWI,50101684,JL. RAYA MUNGGU - TANAH LOT,MUNGGU,KEC. MENGWI,KAB. BADUNG,PROV. BALI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,210 Tahun 2003,21-11-2003,210 Tahun 2003,21-11-2003,Lihat SK Operasional,2020-08-24 12,A,"89,047",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,03618483744,sman2mengwi@yahoo.com,http,-8.624200000000,115.120800000000,75,525,694,35,SMA 2013 MIPA,Sehari Penuh/6 hari,,2022/2023-2,Lainnya (Serat Optik),"15,000",30,3,2,25,47,17,0,11,28,3,36,8,41,34,0,68,7,8,14,10,8,6,9,20,29,46,12,13,10,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/922982C2-BB46-40AC-954C-12CE40E9569A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101667,SMAS KATOLIK THOMAS AQUINO,50101667,JL. RAYA KAPAL-MUNGGU,KAPAL,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Insan Mandiri Denpasar,AM4970,251/I.19.1/I.1982,21-06-1982,420/58743/Disdikpora,31-08-2020,Lihat SK Operasional,2022-07-14 14,A,"1,980",1. Lainnya (Serat Optik),2. CBN,PLN,9006242,9072129,smakthomasaquino@ymail.com,http,-8.587900000000,115.165100000000,20,142,85,9,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"30,800",15,4,1,2,1,0,10,11,19,0,1,0,8,12,0,20,0,5,5,2,1,1,3,3,8,12,3,3,3,
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59F54402-22E7-4629-97EE-EEEC64A3C29F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70034115,SMK Negeri 1 Mengwi,70034115,Jalan Gatot Kaca,SEMBUNG,KEC. MENGWI,KAB. BADUNG,PROV. BALI,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.30.420/5252/IzinC/DPMPTSP,18-08-2022,B.30.420/5633/IzinC/DPMPTSP,02-09-2022,Lihat SK Operasional,2023-03-14 10,,"13,888",1. XL (GSM),2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,26,37,24,4,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),"49,500",4,0,0,0,22,0,1,3,8,1,13,4,22,4,0,23,3,2,4,8,5,2,4,1,9,17,4,0,0,0
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99031889-53F7-4D3D-BEDB-220574F3C56B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50105598,SMKS KESEHATAN BALI KHRESNA MEDIKA,50105598,"JL. RAYA SEMPIDI, MANGUPURA",LUKLUK,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Khresna Widana,AC6931,60/PD/Tahun 2012,07-11-2011,61/PD/2012,12-01-2012,Lihat SK Operasional,2020-08-24 19,A,"3,250",1. -,2. CBN,PLN,0361422427,03618607894,smk_kesehatan_bkm@yahoo.com,http,-8.573100000000,115.183700000000,26,9,109,8,SMK 2013 REV. Asisten Keperawatan,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,32,10,0,2,2,0,1,18,14,26,0,0,0,4,22,0,15,11,8,10,5,1,0,2,0,11,15,3,2,3,0
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B6A95C8-FF8E-461D-87E2-AC6E6CD82054,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101687,SMKS KHARISMA MENGWI,50101687,JL. DENPASAR - BEDUGUL KM. 19 DENKAYU BALERAN,WERDI BHUWANA,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KHARISMA MENGWI,AX0989,01/Yas P/Kh/Un.83/1988,01-07-1988,2/I19/Kep/I.89,09-01-1989,Lihat SK Operasional,2020-08-24 19,A,"1,430",1. Telkom Speedy,2. Telkom Speedy,PLN,03618945252,03618945252,smkkharismamengwi@gmail.com,https,-8.571100000000,115.160100000000,33,92,158,13,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Double Shift/6 hari,,2022/2023-2,Telkom Speedy,"55,000",9,0,1,4,10,0,16,8,22,0,6,5,18,15,0,33,0,4,8,3,3,3,2,10,11,22,4,4,5,0
Bali,Kab. Badung,Mengwi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B181111B-4D36-472F-B15E-F8A084E51A17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101692,SMKS PARIWISATA MENGWITANI,50101692,JL. RAYA DENPASAR MENGWITANI KM 15,MENGWITANI,KEC. MENGWI,KAB. BADUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Nadi Wisata Mengwitani,AC6896,02/YYS/NW/VII/1988,05-12-1988,2/I.19/Kep/I.89,09-01-1989,Lihat SK Operasional,2020-08-28 07,A,"4,124",1. -,2. Telkom Speedy,PLN,0361813085,0361810111,smknadi@yahoo.com,http,-8.569900000000,115.163100000000,37,313,237,13,SMK 2013 REV.  Tata Boga,Double Shift/6 hari,,2022/2023-2,Tidak Ada,"7,700",16,2,1,4,0,1,17,27,37,0,0,0,3,34,5,25,7,8,9,8,4,3,3,2,19,18,3,3,7,0
