prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27C248CC-B1EC-42CA-86DA-62DB00FFB677,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280379,MAN 3 Karawang,20280379,Jl. Raya Teluk Bango Km 3,TELUKBANGO,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,Wi/I/PP.006/515A/1995,,Keputusan Menteri Agama No 212 Tahun 2015,27-07-2015,Lihat SK Operasional,2019-01-23 09,A,0,,2.,,,,,,-6.088500000000,107.195800000000,0,166,354,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A407E25E-265E-4E58-8961-F6769EE05FCF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280376,MAS AL IKHLAS,20280376,Jl. Raya Batujaya Km 2,TELUKAMBULU,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Wi/I/PP.006/2814/1991,,KW.10.4/4/PP.00.6/2738/20,,Silakan Upload SK,,B,0,,2.,,,,,,-6.075200000000,107.189300000000,0,43,38,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3432793-124B-479F-9C8B-2D1725F6A09B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280385,MAS MATHLAUL ANWAR,20280385,Jl. Raya Batujaya Km. 2,TELUKAMBULU,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.076000000000,107.189200000000,0,23,54,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D030F010-A9F1-4B8F-BC93-5FF02BE98415,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277059,MAS NURUL FALAH,20277059,Jl. Masjid Besar Al Falah Binajaya 13/04,BATUJAYA,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Mi-06/KA.04/2207/1987,08-12-1987,Mi-06/KA.04/2207/1987,08-12-1987,Lihat SK Operasional,2020-09-29 06,B,0,,2.,,,,,,-6.071200000000,107.170200000000,0,24,21,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02EFD9F5-77F8-45A7-AF4F-E6AD940346A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70029781,SLB B-C Cahaya Bangsa,70029781,Jl. Bakung Selatan,KARYABAKTI,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN BINA BAKTI SOSIAL,AX4224,2/011070/DPMPTSP/2022,02-06-2022,2/011070/DPMPTSP/2022,02-06-2022,Lihat SK Operasional,2022-06-20 00,,630,1. Telkomsel Flash,2. -,PLN,,,slbcahayabangsakrw@gmail.com,,-6.074300000000,107.188500000000,14,35,32,12,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,18,0,14,0,0,0,0,14,0,3,11,11,2,1,0,0,0,0,4,10,SDLB dan SMPLB,Pendidikan Khusus SMPLB 2013,Telkomsel Flash,2,2,2,2,2,0,2,0,0,0,0,0,
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6730B155-86EA-4AAC-8E05-EE51C79DBF9A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20237370,SMAN 1 BATUJAYA,20237370,Jl. Raya Kutaampel Batujaya,KUTAAMPEL,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,425.11/Kep.406-Huk/2007,08-08-2007,425.11/Kep.406-Huk/2007,08-08-2007,Lihat SK Operasional,2021-03-08 00,A,"10,230",1. -,2. Telkom Speedy,PLN,,026778480343,sman1batujaya@gmail.com,http,-6.106500000000,107.251600000000,61,463,787,36,Sehari Penuh/5 hari,,2022/2023-2,"33,000",33,4,1,14,21,25,0,15,40,0,19,2,19,42,0,52,9,9,16,15,12,4,4,1,33,28,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,12,12,12,
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AFB8AA9-1E9B-4859-9E03-68CD74578090,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20265274,SMAS MATHLA UL ANWAR,20265274,JL. RAYA BATU JAYA KM. 2,TELUKAMBULU,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Mathla'ul Anwar,AI1877,411/D.III.3/VII/2011,01-07-2011,510/I02.1/Kep/0T/96.,03-07-1996,Lihat SK Operasional,2020-08-31 13,A,"2,537",1. Smartfren,2. Lainnya (Serat Optik),PLN,,0267470709,smamathlaulanwar@gmail.com,,-6.076000000000,107.189700000000,18,80,120,6,Sehari Penuh/5 hari,,2022/2023-2,"1,200",10,3,1,5,1,0,12,9,17,0,1,0,3,15,1,10,7,9,3,1,0,2,0,3,12,6,,SMA 2013 MIPA,Smartfren,,,,,,,,,,2,2,2,
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9902A6A-78FC-464D-AE3C-3B262C3466D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69807800,SMK MINHAJUL FALAH,69807800,JL. RAYA BATUJAYA KM 06,KARYAMAKMUR,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,07-07-2011,503/Kep12329/8/IPSS/BPMPT,03-12-2013,Lihat SK Operasional,2015-02-09 13,B,"2,500",1. Indosat Mentari,2. Indosat IM3,PLN,,,smkmifa171@gmail.com,,-6.098800000000,107.234200000000,5,88,86,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,0,0,6,1,5,0,0,0,1,4,0,4,1,1,2,0,1,1,0,0,3,2,,SMK 2013 REV. Teknik Komputer dan Jaringan,Indosat Mentari,,,,,,,,,,2,2,2,0
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80BC90CA-75A4-4B4B-A340-E47543B784E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69734353,SMKN BATUJAYA,69734353,Jalan Raya Batujaya,KARYAMAKMUR,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.3/Kep.594-Huk/2012,30-05-2012,421.3/KEP.594-HUK/2012,30-05-2012,Lihat SK Operasional,2019-07-01 09,B,"10,000",1. Indosat Mentari,2. Telkom Speedy,PLN,0,02678483521,smknbatujaya1@gmail.com,http,-6.101100000000,107.237500000000,35,414,236,20,Double Shift/6 hari,,2022/2023-2,"25,000",6,0,1,2,6,4,1,24,30,0,5,0,6,29,0,32,3,9,14,7,4,1,0,0,22,13,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Indosat Mentari,,,,,,,,,,8,8,4,0
Jawa Barat,Kab. Karawang,Batujaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75C3C32C-EFE1-4BDF-8EBF-D9520BAE6165,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20237457,SMKS AL IKHLAS BATUJAYA,20237457,Jl.Raya Batujaya KM.2,TELUKAMBULU,KEC. BATUJAYA,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Jaddi Jaddati An-Nafsiah,AI1906,AHU-4701.AH.01.05.Tahun 2012,27-07-2012,421.3/Kep.535-Huk/2010,16-08-2010,Lihat SK Operasional,2021-11-25 02,B,"5,459",1. Indosat IM3,2. Telkom Speedy,PLN,085775795791,,www.smk.alikhlasbatujaya@gmail.com,,-6.075000000000,107.189600000000,17,169,103,11,Sehari Penuh/5 hari,,2022/2023-2,0,12,0,1,2,0,0,13,6,17,0,0,0,0,17,0,10,7,7,4,2,2,1,0,1,9,8,,SMK 2013 REV.  Perbankan Syariah,Indosat IM3,,,,,,,,,,3,5,3,0
