prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14238B9C-CE0C-4013-898B-BBAF74512F1A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30315549,MAN 1 HULU SUNGAI UTARA,30315549,JL. EMPU JATMIKA NO.211 SEI.MALANG,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,592 TAHUN 2016,29-08-2016,592 TAHUN 2016,29-08-2016,Lihat SK Operasional,2017-03-30 08,A,"6,210",,2.,,,,,,-2.415185000000,115.249321000000,0,98,213,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6786F40D-B4EC-4AD3-833C-5FAF85E25AFF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30315550,MAN 2 HULU SUNGAI UTARA,30315550,JL. SUKMARAGA  RT.05 NO.045,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,596 TAHUN 2016,29-08-2016,596 TAHUN 2016,29-08-2016,Lihat SK Operasional,2019-11-25 08,A,"59,929",,2.,,,,,,-2.411756000000,115.247770000000,0,338,498,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B96E4292-1FA3-4132-A154-E2FDF601072B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30315551,MAS DARUL ULUM,30315551,JLN. DRIGJEND H.HASAN BASRI KEMBANG KUNING,KEMBANG KUNING,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,SWASTA,MA,Kementerian Agama,,,051 TAHUN 2016,06-09-2016,051 TAHUN 2016,06-09-2016,Lihat SK Operasional,2017-03-30 10,B,"1,183",,2.,,,,,,-2.439485000000,115.244088000000,0,18,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5569CA2-1549-4798-9A36-F72CAD60D260,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30315552,MAS DARUSSALAM,30315552,JL. BREGJEND H. HASAN BASERI KM 12 AMUNTAI,KEMBANG KUNING,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,SWASTA,MA,Kementerian Agama,,,726 TAHUN 2016,06-09-2016,726 TAHUN 2016,06-09-2016,Lihat SK Operasional,2017-03-30 10,B,"2,842",,2.,,,,,,-2.505840000000,115.228918000000,0,26,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60E61A53-30F5-E011-A7E1-791545A232AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302806,SLB NEGERI 1 AMUNTAI,30302806,Jl. Empu Jatmika RT. 5 No. 57,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,188.44/0285/KUM/2018,22-05-2018,188.44/0285/KUM/2018,22-05-2018,Lihat SK Operasional,2022-11-10 18,,"2,324",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,slbn1.amuntai@gmail.com,,-2.416300000000,115.249200000000,16,38,23,18,Sehari Penuh/5 hari,,2022/2023-2,"5,500",10,0,1,2,5,8,0,3,13,0,3,0,7,9,0,15,1,3,2,7,1,1,0,2,5,11,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,2,1,1,2,2,2,1,2,2,2,1,0,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4243B622-7DB9-44B3-A3E1-EB45B999A86B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30305497,SLBN 2 AMUNTAI,30305497,JL. Kebayuran RT. 18 No. 043 Sungai Dikum,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,110/DS/Disdik/2006,18-12-2006,188.44/0285/KUM/2018,22-05-2018,Lihat SK Operasional,2021-06-30 08,B,"2,000",1. -,2. Telkom Speedy,PLN,,,slbnegeri2amuntai@gmail.com,http,-2.409300000000,115.244900000000,22,36,20,19,Sehari Penuh/5 hari,,2022/2023-2,"5,000",11,0,1,4,3,12,0,7,19,0,3,0,6,16,0,22,0,1,11,7,1,1,1,0,7,15,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Tidak Ada,1,1,1,1,2,2,1,1,1,1,2,5,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C901A199-C58B-4754-B16E-CE435B1DE7B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302556,SMAN 1 AMUNTAI,30302556,JL. SUKMARAGA 325 AMUNTAI,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,328/SK/B.III,,,,Silakan Upload SK,,A,"5,720",1. -,2. Telkom Speedy,PLN,61139,61139,sma1amt@gmail.com,http,-2.415300000000,115.245900000000,34,131,188,12,Sehari Penuh/5 hari,,2022/2023-2,0,14,3,1,18,29,2,0,3,6,0,16,12,25,9,0,33,1,2,2,5,7,5,5,8,15,19,,SMA 2013 Bhs&Budaya,Tidak Ada,,,,,,,,,,4,4,4,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B13DB738-F249-4CDA-B835-566FF928039B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302532,SMAN 2 AMUNTAI,30302532,JL. KEBAYURAN SEI DIKUM,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,5614913,,,,Silakan Upload SK,,A,"37,500",1. -,2. Telkom Speedy,PLN,,052761805,smaniiamuntai@gmail.com,http,-2.408409000000,115.245177000000,18,57,44,6,Sehari Penuh/5 hari,,2022/2023-2,"5,700",10,4,1,1,13,2,0,3,5,0,11,2,12,6,0,18,0,3,1,3,7,3,0,1,10,8,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,1,2,3,
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66D66DAE-6C93-4CDC-B18C-8D5949DDBF92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302536,SMKN 1 AMUNTAI,30302536,Jalan Negara Dipa No.346,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,1644/B/3/kej,01-08-1956,1644/B/3/kej,01-12-1959,Lihat SK Operasional,2015-11-12 08,B,"6,378",1.,2.,PLN,052761440,052761440,smkn1amuntai@gmail.com,http,-2.416200000000,115.245700000000,63,393,472,33,Sehari Penuh/5 hari,,2022/2023-2,"55,000",36,1,1,2,40,7,0,16,28,0,25,10,33,30,0,60,3,13,10,13,9,5,6,7,21,42,,SMK 2013 REV. Multimedia,Tidak Ada,,,,,,,,,,12,10,11,0
Kalimantan Selatan,Kab. Hulu Sungai Utara,Amuntai Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E55231F-2615-40FE-80B8-19BA48471E95,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30302537,SMKN 2 AMUNTAI,30302537,JL. SUKMARAGA NO. 046,SUNGAI MALANG,KEC. AMUNTAI TENGAH,KAB. HULU SUNGAI UTARA,PROV. KALIMANTAN SELATAN,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,0209/O/1980,30-07-1980,0209/O/1980,30-07-1980,Lihat SK Operasional,2019-03-12 13,B,"14,375",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN & Diesel,052761437,,smkduaamuntai@yahoo.com,http,-2.412800000000,115.247200000000,85,628,353,39,Sehari Penuh/5 hari,,2022/2023-2,"56,000",31,1,1,2,52,12,0,21,36,1,36,12,53,32,0,80,5,21,11,12,17,11,5,8,41,44,,SMK 2013 REV. Desain Pemodelan dan Informasi Bangunan,Telkomsel Flash,,,,,,,,,,14,13,12,0
