prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BAEE832C-6A40-463E-A9E3-7EED17928326,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363272,MAS AL MA`HAD AN NUR,20363272,NGRUKEM,PENDOWOHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,MA,Kementerian Agama,,,Kanwil Kemenag DIY No. 40/KPTS/1997,27-05-1997,Kanwil Kemenag DIY No. 40/KPTS/1997,27-05-1997,Lihat SK Operasional,2019-09-23 13,A,0,,2.,,,,,,-7.872800000000,110.341500000000,0,306,577,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D294E04-C0CE-4393-A0E4-6529FDD48B64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363271,MAS ALI MAKSUM,20363271,Jl. KH. Ali Maksum Krapyak Kulon,PANGGUNGHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,MA,Kementerian Agama,,,91/03/B/MA,19-12-1991,91/03/B/MA,19-12-1991,Lihat SK Operasional,2023-01-16 14,A,0,,2.,,,,,,-7.829100000000,110.360300000000,0,450,472,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2011754E-86FC-E111-ACAD-714B3732B06A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69765053,SLB MA ARIF BANTUL,69765053,Kowen Timbulharjo Sewon Bantul,TIMBULHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LP Ma'arif NU PWNU DI Yogyakarta,AB0293,01/Ran.NU/Tbh/IV/2010,30-04-2010,421/270/GR.I/2012,11-06-2012,Silakan Upload SK,,B,"1,700",1. Smartfren,2. Linknet,PLN,,02746606816,slbmaarifbantul@yahoo.co.id,,-7.877100000000,110.367900000000,9,20,14,10,Pagi/6 hari,,2022/2023-2,900,5,0,1,0,0,0,10,0,9,0,0,0,2,7,0,8,1,5,1,1,0,2,0,0,2,7,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Smartfren,1,1,0,1,1,0,1,1,1,1,1,1,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6002195D-2EF5-E011-A4E0-A76F8147A0F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400163,SLB N 2 BANTUL,20400163,Jl. Imogiri Barat Km 4.5,BANGUNHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,.,01-01-1910,,01-01-1910,Silakan Upload SK,,A,"5,058",1.,2.,PLN,,,,,-7.833700000000,110.375500000000,33,74,45,28,Sehari Penuh/5 hari,,2022/2023-2,"14,200",22,0,2,2,28,0,0,5,8,0,21,4,31,2,0,32,1,2,10,2,1,2,9,7,9,24,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Lainnya (Wavelan),2,2,3,2,3,3,3,2,4,1,1,2,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF6D7C2F-982B-4D46-990C-224C600F438A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20411874,SMA ALI MAKSUM,20411874,"JL. KH. ALI MAKSUM, KRAPYAK",PANGGUNGHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pondok Pesantren Ali Maksum,AO0208,034a TAHUN 2012,02-05-2012,034A TAHUN 2012,02-05-2012,Lihat SK Operasional,2020-11-16 11,A,"8,392",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN & Diesel,,02744399096,smali_maksum@yahoo.com,http,-7.825100000000,110.361800000000,25,131,155,12,Pagi/6 hari,,2022/2023-2,0,12,4,1,2,0,0,20,7,25,0,0,0,6,19,0,18,7,9,15,1,0,0,0,0,10,15,,SMA 2013 Bhs&Budaya,Lainnya (Serat Optik),,,,,,,,,,4,4,4,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F03A2241-1AFA-40BC-BD00-68C6C0FD970C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400371,SMA NEGERI 1 SEWON,20400371,JL. Parangtritis KM.5 Yogyakarta,BANGUNHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0473/O/1983,09-11-1983,0473/O/1983,09-11-1983,Lihat SK Operasional,2015-11-26 09,A,"28,180",1. -,2. Lainnya (Serat Optik),PLN,0274374459,0274374459,sman1sewon@gmail.com,http,-7.842984000000,110.362816000000,59,511,560,30,Sehari Penuh/5 hari,,2022/2023-2,"86,000",30,5,1,16,48,0,0,11,21,0,22,16,39,20,0,54,5,4,8,6,8,4,14,15,24,35,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,10,10,10,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/385DBD00-C7E8-4338-BB3F-41ED63C74F2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/NP326623,SMA TUMBUH,NP326623,Jl. KH Ali Maksum,PANGGUNGHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Edukasi Anak Nusantara,AK0778,9120105110974,07-01-2019,9120105110974,07-01-2019,Lihat SK Operasional,2020-08-31 16,B,0,1. -,2. Lainnya (Serat Optik),PLN,,,highschool@sekolahtumbuh.sch.id,http,-7.838899300000,110.367056300000,32,31,20,5,Sehari Penuh/5 hari,,2022/2023-2,"65,000",6,1,1,4,0,0,24,21,32,0,0,0,1,31,0,19,13,18,6,4,2,0,2,0,12,20,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,1,2,2,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8E8C49B-3333-42D7-A813-63CFA009F3D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400397,SMAS MUHAMMADIYAH SEWON,20400397,"MREDO, JETAK",BANGUNHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. DIY,AB0237,16/I.13.1/I.86,29-12-1985,16/I.13.1/I.86,29-12-1985,Lihat SK Operasional,2016-03-17 10,A,"2,874",1. Telkom Speedy,2. Telkom Speedy,PLN,4396249,4396249,sma.museba@yahoo.co.id,http,-7.855700000000,110.370800000000,18,54,14,6,Sehari Penuh/6 hari,,2022/2023-2,"3,000",6,1,1,2,1,0,13,5,17,0,0,1,7,11,0,17,1,6,3,2,2,3,1,1,5,13,,SMA 2013 IPS,Telkom Speedy,,,,,,,,,,2,2,2,
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E532F329-344B-467F-BC39-EA7A8B0DED50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20409902,SMK MAARIF AL MUNAWWIR KRAPYAK,20409902,"JL. K.H. ALI MAKSUM, TROMOL POS 05 KRAPYAK YOGYAKARTA",PANGGUNGHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LP Ma'arif NU PWNU DI Yogyakarta,AB0293,098 / 2011,20-10-2011,098 / 2011,20-10-2011,Lihat SK Operasional,2016-04-22 11,B,352,1. Telkomsel Flash,2. Lainnya,PLN,0274384095,02743765814399107,smk_almunawwir@yahoo.com,http,-7.823900000000,110.359800000000,20,106,52,7,Pagi/6 hari,,2022/2023-2,"1,200",7,0,1,4,1,0,22,1,19,0,1,0,9,11,1,18,1,1,4,4,7,1,1,2,9,11,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Telkomsel Flash,,,,,,,,,,2,3,2,0
D.I. Yogyakarta,Kab. Bantul,Sewon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62E2621B-50C8-4BBA-93C7-EA07642AF815,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400420,SMK NEGERI 1 SEWON,20400420,"JL. PULUTAN ,PENDOWOHARJO, SEWON BANTUL",PENDOWOHARJO,KEC. SEWON,KAB. BANTUL,PROV. D.I. YOGYAKARTA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0191/01,03-09-1979,0191/0/1979,03-09-1979,Lihat SK Operasional,2021-08-24 17,A,"20,125",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,02746466054,02746466054,smkn1sewon@gmail.com,http,-7.862600000000,110.329700000000,120,592,"1,594",63,Sehari Penuh/5 hari,,2022/2023-2,"202,000",45,0,1,20,80,8,1,31,54,0,40,26,79,41,1,109,10,14,14,12,13,17,20,30,33,87,,SMK 2013 REV.  Tata Boga,Telkom Speedy,,,,,,,,,,21,21,21,0
