prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F059B0C6-0D26-E111-B922-DDD033153FDC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40312462,SLB C YPPLB MAKASSAR,40312462,Jalan Cendrawasih I No. 226 A,KAMPUNG BUYANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pembina Pendidikan Luar Biasa (YPPLB),AM4266,057/KEP/106H.K 2000,03-12-1958,1202309054,18-01-2023,Lihat SK Operasional,2023-02-15 14,A,506,1.,2.,PLN,,,,,-5.162100000000,119.412000000000,8,40,18,12,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",21,0,1,2,2,0,10,0,6,0,0,2,4,4,0,6,2,4,1,1,0,0,0,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/305736C2-9DFE-E111-B26D-455505F1F6A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313853,SLB-B YPPLB MAKASSAR,40313853,Jl.Cendrawasih  No.226,KAMPUNG BUYANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pembina Pendidikan Luar Biasa (YPPLB),AM4266,056/Kep/I06/HK/2000,08-04-2000,056/Kep/I06/HK/2000,08-04-2000,Lihat SK Operasional,2020-08-28 07,,0,1. -,2. Telkom Speedy,PLN,041151889,0411855795,slb.b.ypplbmakassar@gmail.com,,-5.162100000000,119.412100000000,8,10,24,12,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"12,000",3,0,0,2,7,0,2,0,1,0,1,6,6,2,0,8,0,0,0,0,1,0,0,7,2,6,1,1,1,1,1,1,1,1,1,1,1,1,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3677B755-1A68-46DD-8DD5-3230678AB016,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311945,SMA MUHAMMADIYAH 4,40311945,Jalan Gagak Lrg. 4 No. 4,MARISO,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sulawesi Selatan,AO5362,1019/II-073/Sw.S-80/1981,19-11-1981,51/K.02a/PTSP/2021,13-09-2021,Lihat SK Operasional,2021-09-17 11,B,840,1. Lainnya,2. Lainnya,PLN,,04118913206,smam4mks@gmail.com,http,-5.160750000000,119.410693300000,15,44,21,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"2,200",6,1,1,2,2,1,12,2,12,0,1,2,4,11,0,11,4,2,2,4,2,1,1,3,7,8,,,,,,,,,,1,2,2,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B83624F-92CE-4064-B105-DB52662F83F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311947,SMA NASIONAL MAKASSAR,40311947,JL. DR. RATULANGI NO. 84 Makassar,MARIO,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Wakaf Merdeka,AM4278,421.3/3193/DPK/VII/2014,14-07-2014,24/K.02a/PTSP/2020,23-11-2020,Lihat SK Operasional,2022-05-30 09,A,0,1. 3 (Tri),2. Telkom Speedy,PLN,871427,871427,smanasional@pnm.sch.id,http,-5.155711700000,119.416205000000,41,204,208,13,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,3 (Tri),"16,500",16,4,1,2,3,9,24,8,35,0,2,4,13,28,0,32,9,14,5,5,4,4,2,7,14,27,,,,,,,,,,5,4,4,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26777CF2-ABD5-42EA-BB81-E2F68F322616,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311948,SMAN 14 MAKASSAR,40311948,JL.BAJIMINASA NO.9,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,15/07/1991,05-07-1991,0426/0/1991,15-07-1991,Lihat SK Operasional,2020-08-28 07,A,0,1. XL (GSM),2. Lainnya (Serat Optik),PLN,,854416,smanegeri14mks@gmail.com,http,-5.165840000000,119.408953300000,64,475,543,30,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),"3,500",31,2,1,2,30,9,2,23,33,0,9,22,33,31,0,57,7,12,7,4,6,6,12,17,15,49,,,,,,,,,,10,11,9,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/388386D6-CAA2-46F1-99D0-A5EA2AA202F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311930,SMAS BAJIMINASA,40311930,JL. BAJI MINASA NO. 22,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Bajiminasa,AF7388,421.2/11211/DP/XII/2011,23-12-2011,421.2/11211/DP/XII/2011,23-12-2011,Lihat SK Operasional,2017-05-15 08,B,570,1. Smartfren,2. Lainnya (Wavelan),PLN,,,smabajiminasa22mks@gmail.com,http,-5.164900000000,119.408200000000,14,108,76,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Smartfren,"3,500",8,5,1,2,0,2,13,1,14,0,0,0,1,13,0,12,2,2,3,2,1,1,1,4,5,9,,,,,,,,,,2,2,2,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5A73457-2746-490D-B41D-E6A6C4B22280,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70024287,SMAS ISLAM RANU HARAPAN,70024287,Jl. Gagak No. 34,MARISO,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN RANU PRIMA,AX4062,AHU-0014362.AH.0104.Tahun 2017,13-10-2021,11/K.02/PTSP/2021,13-10-2021,Lihat SK Operasional,2022-01-13 11,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F550AD0B-8E4F-4ED9-9BA4-C92EC20C584E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311938,SMAS KATOLIK CENDRAWASIH,40311938,Jl.Cendrawasih No.61,KUNJUNG MAE,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PAULUS MAKASSAR,AK8652,09,06-02-1952,8/K.02a/PTSP/2021,17-02-2021,Lihat SK Operasional,2021-12-20 14,A,"6,720",1. Lainnya (Satelit),2. Telkom Speedy,PLN,8110288,856504,smakcend@yahoo.com,http,-5.152700000000,119.413900000000,22,295,157,15,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Lainnya (Satelit),"66,000",25,4,1,2,1,0,21,6,20,0,1,1,9,13,0,17,5,4,2,3,0,4,3,6,12,10,,,,,,,,,,5,5,5,
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53008F56-9715-4BA8-8D9A-198E25A500AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40312588,SMKS BAJIMINASA MAKASSAR,40312588,JL. BAJIMINASA NO. 22,TAMARUNANG,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Bajiminasa,AF7388,063/1.3/SMK-BM/VIII/1996,30-08-1996,079/KEP/106/HK/1997,03-04-1997,Lihat SK Operasional,2015-10-29 21,B,640,1. -,2. -,PLN,,04118113194,bajiminasa_s@yahoo.com,http,-5.164805700000,119.408449000000,15,68,58,6,SMK 2013 REV. Teknik Komputer dan Jaringan,Siang/6 hari,,2022/2023-2,Tidak Ada,450,9,0,0,2,0,3,11,2,15,0,0,0,4,11,0,13,2,0,1,2,3,4,2,3,7,8,,,,,,,,,,2,2,2,0
Sulawesi Selatan,Kota Makassar,Mariso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C375F250-F8A4-4894-B499-EAC5BC984BC2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40311964,SMKS NASIONAL,40311964,DR. RATULANGI NO. 84,MARIO,KEC. MARISO,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Nasional Makassar,AK8645,4-X-2002.25 APRIL 2002,25-02-2002,421.3/2618/S.KEP/DP/VI/2015,26-06-2015,Lihat SK Operasional,2020-08-24 19,B,"2,600",1. -,2. Telkom Speedy,PLN,,0411871427,smknasionalmakassar@gmail.com,http,-5.156786700000,119.416288300000,40,366,232,20,SMK 2013 REV. Teknik Komputer dan Jaringan,Siang/6 hari,,2022/2023-2,Tidak Ada,"16,500",28,3,1,2,8,6,24,5,33,0,4,3,16,24,0,36,4,10,8,3,5,1,5,8,14,26,,,,,,,,,,6,6,8,0
