prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61647D78-6715-4A58-9C74-A48027B3A7F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983584,MAS BINA IHSAN MULIA,69983584,JL. MUDING INDAH V NO. 12 B,KEROBOKAN KAJA,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,MA,Kementerian Agama,,,272 TAHUN 2018,14-05-2018,272 TAHUN 2018,14-05-2018,Lihat SK Operasional,2021-04-28 12,C,0,,2.,,,,,,.000000000000,.000000000000,0,5,6,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E031FF7-8404-472B-8367-0B38C3D851FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69854750,SMA CANGGU COMMUNITY SCHOOL,69854750,BANJAR TEGAL GUNDUL,TIBUBENENG,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,SPK SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Swamitra Internasional,AM4895,2166/D/KEP/KP/2014,21-11-2014,13756/C/KS/2020,23-12-2020,Lihat SK Operasional,2021-04-19 10,A,0,1. Lainnya (Wavelan),2. Lainnya (Serat Optik),PLN & Diesel,8446390,8446391,mail@ccsbali.com,http,-8.662300000000,115.148700000000,27,52,55,6,Sehari Penuh/5 hari,,2022/2023-2,"167,000",17,6,1,8,0,10,22,2,27,0,0,0,1,26,0,26,1,0,9,9,5,2,1,1,13,14,International  Baccalaureate (IB),Lainnya (Wavelan),2,2,2,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F27C542A-2C50-4A21-BCEE-4B1B82E55806,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70031067,SMA Highscope Indonesia Bali,70031067,"Jalan Muding Indah X No.9 Kerobokan Kaja, Kuta Utara, Badung.",KEROBOKAN KAJA,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Starken Cahaya Dewata,AM4885,B.30.420/1718/IzinC/DPMPTSP,28-03-2022,B.30.420/3510/IzinC/DPMPTSP,02-06-2022,Lihat SK Operasional,2022-07-20 05,,0,1. Biznet (Serat Optik),2. Telkom Speedy,PLN,,03618495812,,http,.000000000000,.000000000000,16,6,5,3,Sehari Penuh/5 hari,,2022/2023-2,"3,499",2,1,1,2,0,0,17,0,16,0,0,0,4,12,0,11,5,3,5,3,3,1,1,0,6,10,SMA 2013 IPS,Biznet (Serat Optik),2,1,0,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4467280-77E3-4C29-AF9B-DF0473FBA907,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993042,SMA LENTERA KASIH,69993042,"Jalan Gunung Salak No. 88 Kerobokan, Kuta Utara, Badung, Bali",KEROBOKAN,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bali Lentera Kasih Permata Hati,AM4894,420/3056/IV-B/DISPMPT,01-10-2019,420/3057/IV-B/DISPMPT,01-10-2019,Lihat SK Operasional,2021-06-30 11,A,0,1. CBN,2. CBN,PLN,,9002970,academic@slkbali-lollypop.com,http,-8.616110100000,115.162376700000,16,15,13,5,Sehari Penuh/5 hari,,2022/2023-2,"10,000",6,3,1,3,0,1,27,1,16,0,0,0,0,16,1,12,3,3,4,5,1,3,0,0,8,8,SMA 2013 IPS,CBN,1,2,2,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1E2682C-B399-43B9-B243-0C8D60B772CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70013200,SMA Negeri 2 Kuta Utara,70013200,"Jalan Raya Kerobokan No. 11, Kel. Kerobokan Kaja, Kec. Kuta Utara, Kab. Badung,",KEROBOKAN KAJA,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,B.30.420/5741/IzinC/DPMPTSP,03-09-2021,B.30.420/5742/IzinC/DPMPTSP,03-09-2021,Lihat SK Operasional,2021-09-20 15,,"7,698",1. -,2. Biznet (Serat Optik),PLN,,,sman2kutautara@gmail.com,,-8.640119600000,115.172128300000,27,282,289,14,Double Shift/6 hari,,2022/2023-2,"6,600",15,0,0,2,6,0,0,21,21,0,4,2,8,19,0,23,4,7,10,3,3,2,2,0,12,15,SMA 2013 MIPA,Tidak Ada,8,6,0,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0355EF1E-4B27-404C-860D-99E39FE0E195,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101696,SMAN 1 KUTA UTARA,50101696,JL. MADE BULET NO. 19 DALUNG KUTA UTARA,DALUNG,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0887/0/1986,22-12-1986,0887/0/1986,22-12-1986,Lihat SK Operasional,2022-03-17 21,A,"10,765",1. Lainnya,2. Lainnya,PLN,0361425909,0361425909,sman1kutautara@gmail.com,http,-8.618900000000,115.169700000000,81,809,934,44,Sehari Penuh/5 hari,,2022/2023-2,"35,000",41,4,0,1,49,14,0,18,37,1,16,27,49,32,0,70,11,5,22,11,5,7,7,24,35,46,SMA 2013 IPS,Lainnya,16,12,16,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F3A196B-EEBB-4531-B849-ACB1E7A89734,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69725650,SMAS KALAM KUDUS,69725650,JL. MUDING SANGIANG LC BATU BIDAK,KEROBOKAN KAJA,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kalam Kudus Indonesia Cabang Bali,AM4868,63 / PD / TAHUN 2012,16-10-2012,63 / PD / TAHUN 2012,16-10-2012,Lihat SK Operasional,2020-08-24 19,B,0,1. Lainnya (Serat Optik),2. Biznet (Serat Optik),PLN,,8444321,smakalamkudusbali@gmail.com,http,-8.639300000000,115.174600000000,14,50,51,6,Sehari Penuh/5 hari,,2022/2023-2,"1,299",6,4,1,2,0,0,10,6,14,0,0,0,2,12,0,11,3,2,8,0,1,1,1,1,3,11,SMA 2013 MIPA,Lainnya (Serat Optik),2,2,2,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2B71E42-78B9-4DEF-86D7-6FA3AE85AA22,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101697,SMAS NGURAH RAI,50101697,JL. RAYA KEROBOKAN,KEROBOKAN,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Ngurah Rai,AM4901,28,08-05-1979,156/Um-Ia/79,11-03-1979,Silakan Upload SK (link file tidak valid) => [348596-49119--],2020-08-28 10,B,364,1. Lainnya,2. Lainnya,PLN,,03618445806,raisma08@gmail.com,http,-8.646100000000,115.168800000000,16,14,15,2,Pagi/6 hari,,2022/2023-2,"9,300",5,3,1,7,3,0,6,8,14,0,0,2,7,9,1,14,1,7,0,2,2,0,1,4,9,7,SMA 2013 MIPA,Lainnya,0,1,1,
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/043CA53E-E4E5-42CD-9997-B4B609CF32FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70004386,SMK CIS BALI,70004386,"Perum Dalung Permai, Jl.Bhineka Nusa Kangin 1-X Dalung Kuta Utara",DALUNG,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Cerdas Sehat Sejahtera,AM4883,152/PD/TAHUN 2016,22-01-2030,152/PD/TAHUN 2016,22-01-2016,Lihat SK Operasional,2020-09-17 10,,0,1. Telkom Speedy,2. Linknet,PLN,,03619004186,smkcisbali@gmail.com,,-8.681088800000,115.150905700000,9,15,18,2,Sehari Penuh/5 hari,,2022/2023-2,"3,300",3,0,1,2,0,0,5,5,9,0,0,0,0,9,1,8,0,5,2,1,0,0,0,1,5,4,SMK 2013 REV.  Perhotelan,Telkom Speedy,0,1,1,0
Bali,Kab. Badung,Kuta Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1E308E7-AE61-4689-9762-51B987D79079,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946924,SMK Pratama Widya Mandala Badung,69946924,"Br. Dawas, Desa Tibubeneng, Kecamatan Kuta Utara",TIBUBENENG,KEC. KUTA UTARA,KAB. BADUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Pratama Widya Mandala,AM4857,NOMOR 142 / PD / TAHUN 2016,17-02-2016,NOMOR 142 / PD / TAHUN 2016,17-02-2016,Lihat SK Operasional,2021-09-03 14,B,"3,630",1. Telkom Speedy,2. Telkom Speedy,PLN,,03619075300,smkpratamawidyamandala@gmail.com,http,-8.653092200000,115.145978600000,45,677,463,30,Double Shift/6 hari,,2022/2023-2,"7,700",19,0,1,5,0,1,24,26,45,0,0,0,5,40,1,40,4,29,8,1,4,0,1,2,17,28,SMK 2013 REV.  Tata Boga,Telkom Speedy,12,10,8,0
