prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27CC7431-DBC7-4862-B5EA-7B82E168C4B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311406,MAN 2 KOTA PAYAKUMBUH,10311406,JL. SOEKARNO - HATTA  KOTO NAN IV  PAYAKUMBUH BARAT  PAYAKUMBUH,BALAI NAN DUO,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-.236800000000,100.620500000000,0,426,741,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1B1A0DE-743B-4660-9C85-7F2FA63FCF75,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311408,MAS PAKAN SINAYAN,10311408,JLN.SOEKARNO HATTA NO 271 KEL. PAKAN SINAYAN PAYAKUMBUH,PAKAN SINAYAN,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,SWASTA,MA,Kementerian Agama,,,285 tahun 2013,05-05-1928,285 tahun 2013,13-10-2013,Lihat SK Operasional,2021-03-01 15,C,0,,2.,,,,,,-.250700000000,100.610900000000,0,5,6,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0455C79-2FF5-E011-84D9-7D8CA191D336,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69867923,SLB A PAYAKUMBUH,69867923,Jl Soekarno Hatta No 288,PAKAN SINAYAN,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPPLB-A,AB8623,110,24-08-1972,570/1714/Periz/DPM&PTSP/IX/2021,01-08-2004,Lihat SK Operasional,2021-09-08 14,C,"2,000",1. Telkom Speedy,2. Telkom Speedy,PLN,075293395,075293395,slbtunanetrapayakumbuh@ymail.com,,-.225200000000,100.620769000000,13,21,18,10,Pagi/6 hari,,2022/2023-2,"2,200",21,0,1,2,2,0,13,0,11,0,0,2,2,11,1,6,6,9,1,1,0,0,0,2,3,10,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkom Speedy,1,1,1,1,1,1,1,0,1,1,1,0,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00EFF179-2FF5-E011-9C65-F128374AC2AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10308194,SLB AUTISMA PERMATA BUNDA,10308194,"Jln. Soekarno Hatta Bulakan Balai Kandi,Belakang Kantor PM",BULAKAN BALAI KANDI,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,07,02-08-2007,570/2398-Periz/DPM&PTSP/XII/2020,21-12-2020,Lihat SK Operasional,2021-01-11 14,C,0,1. Smartfren,2. Telkom Speedy,PLN,,,slbautismapbpayakumbuh@gmail.com,,-.247300000000,100.624000000000,5,10,4,5,Pagi/6 hari,,2022/2023-2,"1,300",7,0,0,1,0,0,5,1,5,0,0,0,2,3,0,5,0,2,2,0,1,0,0,0,0,5,SDLB dan SMPLB,Pendidikan Khusus SMPLB 2013,Smartfren,1,0,1,1,1,0,0,0,1,0,0,0,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20D4F179-2FF5-E011-8A28-8BF96D434BF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303868,SLB C PAYAKUMBUH,10303868,Jl Imam Bonjol,PAYOLANSEK,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN PRIMA SETIA AYAH BUNDA,AX0559,AHU-0023946.AH.01.04.TAHUN 2020,03-12-2020,570/1289-PERIZ/DPN&PTSP/VI/2021,26-06-2021,Lihat SK Operasional,2021-08-10 12,,"1,540",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,slb.cpayakumbuhpayolansek@yahoo.co.id,,-.238900000000,100.611700000000,13,34,14,12,Pagi/6 hari,,2022/2023-2,"1,300",13,0,1,2,3,0,10,0,10,0,1,2,5,8,0,12,1,4,4,0,1,0,1,3,3,10,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,1,1,1,1,1,1,1,1,1,1,1,1,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C85FACDE-C3C5-4931-A105-A047368EEB48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69959262,SMA IT AL-FATH,69959262,Jl. Kantor Lurah Balai Nanduo,PADANG TANGAH,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AL-FATH ABDURRAHMAN,AB8777,545/XII/SITU/BPMD-PTSP/PYK-2016,07-12-2016,54/XII/PENDIDIKAN/BPMD-PTSP/PYK-2016,07-12-2016,Silakan Upload SK (link file tidak valid) => [773599-278474--],2023-02-09 15,C,"2,220",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sekolahit.alfath@yahoo.com,http,-.233600000000,100.640600000000,24,63,91,6,Pagi/6 hari,,2022/2023-2,"2,300",12,1,1,18,0,0,20,6,24,0,0,0,3,21,2,13,9,9,12,2,0,0,1,0,13,11,,SMA 2013 IPS,Telkom Speedy,,,,,,,,,,2,2,2,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4276A10A-B620-4A85-B058-DEEA9B7E91FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10310597,SMAN 4 PAYAKUMBUH,10310597,JL. Kalimantan,BALAI NAN DUO,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.21/1187/WK-PYK/2010,10-11-2010,420.21/1187/WK-PYK/2010,10-11-2010,Lihat SK Operasional,2015-08-13 08,A,"12,200",1. Telkom Speedy,2. Telkom Astinet,PLN,,075295404,sman4pyk@gmail.com,http,-.233200000000,100.624600000000,59,458,511,28,Sehari Penuh/5 hari,,2022/2023-2,"23,000",28,3,1,2,34,0,1,24,25,0,31,3,34,25,0,51,8,11,10,9,9,13,2,5,11,48,,SMA 2013 Bhs&Budaya,Telkom Speedy,,,,,,,,,,11,9,8,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/908A5CA0-0A4F-43F2-8855-603DF199C01F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303885,SMAS NUSANTARA PAYAKUMBUH,10303885,JL. GATOT SUBROTO NO. 76 ibuh,IBUH,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan syamsul ma'arif asri,AO2306,KPTS.087.08.P.1989,22-06-1989,570/1981/Periz/DPM&PTSP/X/2021,25-10-2021,Lihat SK Operasional,2022-08-10 12,B,925,1. -,2. Telkom Speedy,PLN,,075291237,smanusantara_pyk@yahoo.com,http,-.238700000000,100.630400000000,12,72,20,4,Pagi/6 hari,,2022/2023-2,"3,600",3,0,0,0,1,0,9,3,11,0,1,0,4,8,0,9,3,2,3,2,3,0,0,2,2,10,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,1,2,1,
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9D7FB92-575D-48E0-BDB3-A54BEA570D4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303912,SMKN 1 PAYAKUMBUH,10303912,JL. ASOKA NO. 6,TANJUNG GADANG,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,3987/III/B,01-01-1901,Perlu Update,01-01-1900,Lihat SK Operasional,2015-03-12 10,B,"15,792",1. -,2. Lainnya,PLN,075292047,075292047,smkn1pyk@gmail.com,http,-.237800000000,100.615700000000,89,173,"1,223",42,Pagi/6 hari,,2022/2023-2,"3,000",31,1,1,5,63,0,0,26,26,0,42,21,67,22,0,88,1,5,9,9,15,15,15,21,19,70,,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Tidak Ada,,,,,,,,,,14,15,13,0
Sumatera Barat,Kota Payakumbuh,Payakumbuh Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/764CD6E3-BD73-4E15-9BC9-B3699306E3A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10303913,SMKN 2 PAYAKUMBUH,10303913,JL. SUKARNO - HATTA/ANGGREK I,BULAKAN BALAI KANDI,KEC. PAYAKUMBUH BARAT,KOTA PAYAKUMBUH,PROV. SUMATERA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,18/DJPT/8/1961,28-12-1961,421.3/333/DIKMEN/Pyk-2015,30-07-2015,Lihat SK Operasional,2017-03-12 11,B,"45,353",1. -,2. Lainnya (Serat Optik),PLN,075292123,075292123,smkn2_pyk@yahoo.co.id,http,-.242600000000,100.607800000000,144,"1,686",130,60,Sehari Penuh/6 hari,,2022/2023-2,"120,000",43,2,1,17,99,0,5,40,46,0,60,38,102,42,2,123,19,22,9,14,20,22,17,40,66,78,,"SMK 2013 REV. Konstruksi Jalan, Irigasi dan Jembatan",Tidak Ada,,,,,,,,,,20,19,19,2
