prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8744A70F-12AA-493B-B9B5-A2B44DFCC46E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033826,SMA AMAL MULIA BOARDING SCHOOL PEKANBARU,70033826,JALAN SETIA NO. 1 H. IMAM MUNANDAR RT.1 RW.11,TENGKERANG UTARA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN LUHUR AMAL MULIA,AW7749,SUM-08/Y-LAM.PKU/XII/2021,18-08-2022,503/DPMPTSP/IZIN-DIKMEN/6,22-09-2022,Lihat SK Operasional,2023-03-20 08,,"1,050",1. -,2. Lainnya,PLN,,,smaambspekanbaru@gmail.com,http,.500500000000,101.468400000000,16,19,23,2,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,199",2,0,1,0,0,0,18,0,16,0,0,0,2,14,0,15,1,7,1,3,2,2,0,1,8,8,2,0,0,
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9EA86F8-E72C-4826-9286-85BC7134DD0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10495226,SMA NEGERI 14 PEKANBARU,10495226,Jl. Tengku Bey / Sei Mintan 1,SIMPANG TIGA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,69 Tahun 2008,22-04-2008,69 Tahun 2008,22-04-2008,Silakan Upload SK (link file tidak valid) => [618564-308733--],2022-04-19 00,A,"11,000",1. Telkomsel Flash,2. Indosat IM2,PLN,0761674777,0761674777,sman14pekanbaru@gmail.com,http,.450000000000,101.468500000000,63,455,634,30,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"33,000",28,2,2,12,39,0,0,24,27,1,24,11,38,25,1,55,7,9,10,6,14,6,12,6,11,52,12,10,8,
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/856431BB-745C-405C-A994-32847A009E68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70038329,SMA NEGERI 18 PEKANBARU,70038329,Jalan Labersa,SIMPANG TIGA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Kpts.205/II/2023,15-02-2023,Kpts.205/II/2023,15-02-2023,Lihat SK Operasional,2023-03-28 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30B99F0D-A5C7-46D6-95DF-E18819962DC3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404453,SMAN PLUS PROP RIAU,10404453,JL. KUBANG RAYA,SIMPANG TIGA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,KPTS.511/XI/2001,17-11-2001,KPTS.511/XI/2001,17-11-2001,Lihat SK Operasional,2015-05-20 09,Sertifikat Kedaluwarsa,"104,652",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN & Diesel,1447,07617048400,smanplus@gmail.com,http,.411208000000,101.402137000000,31,284,162,15,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"22,000",18,0,1,1,19,0,0,12,12,0,16,3,21,10,0,29,2,5,0,4,3,12,2,5,14,17,5,5,5,
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4FBD23D6-7690-4DC4-AAF5-73AE911B0CD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404008,SMAS PGRI,10404008,JL.BRIGJEND KATAMSO NO. 44,TENGKERANG UTARA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Riau,AF1289,12,01-01-1901,0015256/I09.G4/I3-1987,01-01-1900,Lihat SK Operasional,2015-06-30 18,A,"1,520",1. -,2. Telkom Speedy,PLN,0,076123465,smapgri82@gmail.com,http,.502200000000,101.458400000000,19,78,109,8,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"23,100",13,3,1,2,1,0,13,7,18,0,0,1,10,9,0,15,4,5,1,2,2,3,3,3,6,13,2,3,3,
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C2C5A46-375C-4EBA-A856-4060B952CFA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404030,SMAS WIDYA GRAHA,10404030,JL. BANDA  ACEH GG. NANGKA,TENGKERANG UTARA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN KESATUAN WANITA ISLAM,AH3686,15154/109.G4/13-19,,,,Silakan Upload SK,,B,"2,310",1. -,2. Lainnya (Serat Optik),PLN,,43284,smawidyag@yahoo.com,,.508123000000,101.470498000000,9,12,8,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",6,1,1,2,0,0,6,4,9,0,0,0,4,5,0,9,0,3,2,0,0,1,1,2,2,7,1,1,1,
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA9B8361-EAA0-4502-B0E2-9C75FB46B935,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404021,SMAS YLPI PEKANBARU,10404021,JL.KAHARUDDIN NASUTION KM 11,SIMPANG TIGA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Lembaga Pendidikan Islam  (YLPI),AF1269,02375/I09.2b/13-84,05-03-1984,02375/I09.2b/13-84,05-03-1984,Lihat SK Operasional,2023-03-09 04,A,"60,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,00,076171861,smaylpipekanbaru@rocketmail.com,http,.445713000000,101.450503000000,17,97,82,7,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"8,000",12,1,1,4,1,0,17,2,16,0,0,1,3,14,0,14,3,2,7,3,0,1,0,4,7,10,3,2,2,
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D109918-6817-40AE-B322-0F802F3C27D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10403937,SMKS EKATAMA PEKANBARU,10403937,JL. SURABAYA NO.56,TENGKERANG SELATAN,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Ekatama,AF1280,82,14-03-1989,420/Bid.Dikmen.2/IX/2016/8634,16-09-2016,Lihat SK Operasional,2023-02-02 14,B,"1,154",1. -,2. Telkom Speedy,PLN,076131122,076131122,smkekatama@yahoo.co.id,http,.496700000000,101.459000000000,35,70,85,10,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"7,700",11,0,1,3,2,0,25,12,33,0,1,1,10,25,2,31,2,6,6,5,4,4,4,6,9,26,3,3,4,0
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17DAA069-47A8-40E4-96B5-E686696C32B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69775584,SMKS MIGAS TEKNOLOGI RIAU,69775584,Jl. Srikandi Rt 04 Rw 01 - Parit Indah,SIMPANG TIGA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Cahaya Teknologi Riau,AK5536,8,05-03-2013,420/BID.SM.2/VIII/2013/83,21-08-2013,Lihat SK Operasional,2015-05-21 08,B,"2,953",1. Telkom Speedy,2. Telkom Speedy,PLN,,07618400905,smkmigasctr_riau@yahoo.co.id,http,.463300000000,101.435300000000,32,294,37,16,SMK 2013 REV. Geologi Pertambangan,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"16,500",29,0,2,5,0,0,41,1,32,0,0,0,3,29,0,26,6,7,15,3,0,3,2,2,13,19,5,5,5,1
Riau,Kota Pekanbaru,Bukit Raya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0846A2A4-5318-4EFE-B83B-2BC4836BDDBF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404048,SMKS PGRI PEKANBARU,10404048,JL.BRIGJEN KATAMSO NO.46 PEKANBARU,TENGKERANG UTARA,KEC. BUKIT RAYA,KOTA PEKANBARU,PROV. RIAU,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Riau,AF1289,21,31-03-1980,503/DPMPTSP/IZIN-DIKMENJUR/11,09-06-2022,Lihat SK Operasional,2022-10-07 13,A,"4,325",1. -,2. Telkom Speedy,PLN,076137903,,smkpgripku@gmail.com,http,.502627000000,101.458520000000,44,320,316,26,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"92,000",29,1,1,2,6,0,40,5,37,0,1,6,19,25,1,40,3,9,8,6,6,6,2,7,18,26,6,9,11,0
