prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/120B5CE9-6607-48C9-8B7C-63A8A718AC50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69883294,MAS Plus Peradaban Insani,69883294,Pembangunan 1 RT. 04/04 Darussalam Selatan,BATUSARI,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,Lainnya,,KW.28.4/PP.07/7109/2012,27-12-2012,KW.28.4/4/PP.00/7044/2012,26-12-2012,Lihat SK Operasional,2021-09-09 07,B,800,,2.,,,,,,-6.159500000000,106.668800000000,0,44,40,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BF34F75-2AD9-4B4F-B335-2EF3A48E81EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69990145,SMA DARUSSALAM,69990145,Jl. Maulana Hasanudin No. 35 RT/RW 02/02,PORIS JAYA,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Darussalam Li Tarbiyatil Islamiyah,AW8750,800/0702.Dindikbud/2019,07-08-2018,570/82/PIOSma/DPMPTSP/VII/2022,26-07-2022,Lihat SK Operasional,2022-07-28 08,B,"1,500",1. Smartfren,2. Telkom Speedy,PLN,,,,,-6.174884800000,106.682377000000,13,51,58,5,Siang/6 hari,,2022/2023-2,"5,500",5,0,1,2,0,0,10,6,13,0,0,0,0,13,0,11,2,6,3,2,2,0,0,0,9,4,SMA 2013 IPS,Smartfren,2,2,1,
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD36A606-594E-4485-84E5-962B90272878,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607501,SMAN 14 TANGERANG,20607501,"Jl. Pembangunan I, Darussalam II",BATUSARI,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.3/Kep.146 - P & K / 2006,25-09-2006,421.3/Kep.146 - P & K / 2006,25-09-2006,Lihat SK Operasional,2018-01-04 15,A,"96,490",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,02159583557,uptd_sman14@yahoo.co.id,http,-6.148500000000,106.655900000000,48,448,647,29,Sehari Penuh/5 hari,,2022/2023-2,"25,000",28,4,1,6,29,5,0,14,21,0,26,1,34,14,0,44,4,5,9,1,4,16,9,4,20,28,SMA 2013 MIPA,Lainnya (Serat Optik),10,10,9,
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36A59755-78B6-4D31-A376-676A21213F67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606503,SMAS AL AYANIAH,20606503,JL. HALIM PERDANA KUSUMA NO. 56,KEBON BESAR,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-AYANIYAH,AD0243,205,27-03-1989,320/I.02.4/I.89,18-04-1989,Lihat SK Operasional,2015-09-09 13,Sertifikat Kedaluwarsa,"4,800",1. Lainnya,2. Telkom Speedy,PLN,,02159582054,smacaizar@gmail.com,http,-6.161899000000,106.676005000000,10,29,48,4,Sehari Penuh/5 hari,,2022/2023-2,"5,500",6,0,1,2,0,0,13,0,10,0,0,0,8,2,0,8,2,0,1,0,2,2,4,1,3,7,SMA 2013 IPS,Lainnya,2,1,1,
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/830B7C0B-3C79-47F9-B123-6FFA2DF8EC16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606513,SMAS MANBAUL ULUM,20606513,JL. KH. KILIN PAP II,BATUJAYA,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pondok Pesantren Asshidiqiyah,AD1879,1465/I02.1/Kep/OT/2000,26-05-2000,1465/I02.1/Kep/OT/2000,26-05-2001,Lihat SK Operasional,2016-02-25 09,A,960,1. -,2. Telkom Speedy,PLN,5517950,5512708,smamanbaululum.asshiddiqiyah@gmail.com,http,-6.155500000000,106.665900000000,31,94,172,7,Pagi/6 hari,,2022/2023-2,"10,000",14,2,1,2,1,0,32,1,30,0,1,0,5,26,0,27,4,3,6,5,7,6,2,2,14,17,SMA 2013 Bhs&Budaya,Tidak Ada,2,2,3,
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF5F9253-0B0B-4FE0-9508-3161F2B809B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613691,SMKS AL FUAD,20613691,JL. PERUM PORIS INDAH GG. MASJID AT-TAQWA BLOK TEMPE,PORISGAGA,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ISLAM AL-FUAD,AM6599,421.5/014.TU,29-02-2008,421.5/014.TU,29-02-2008,Lihat SK Operasional,2020-11-11 08,C,"1,400",1. Smartfren,2. Smartfren,PLN,,02155740372,smklalfuad@gmail.com,http,-6.174100000000,106.684000000000,12,8,7,2,Siang/6 hari,,2022/2023-2,"5,000",4,0,1,2,0,0,14,1,12,0,0,0,2,10,0,9,3,0,2,1,5,3,1,0,5,7,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Smartfren,1,1,0,0
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/784F4C66-7903-4DE8-866E-4A89F1D139D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606810,SMKS AL MUIN,20606810,JL. MAULANA HASANUDIN NO 94,PORIS JAYA,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AL-MU'IN,AD0236,634/102/Kep/E/1994,01-09-1994,570/5/IOPSmk/DPMPTSP/VIII/2022,12-08-2022,Lihat SK Operasional,2022-08-24 08,A,"4,000",1. XL (GSM),2. Telkom Astinet,PLN,02155755029,02155755029,smkalmuin@yahoo.com,http,-6.171500000000,106.678300000000,14,76,106,9,Pagi/6 hari,,2022/2023-2,"13,000",9,0,1,4,0,0,18,0,14,0,0,0,2,12,0,13,1,7,5,2,0,0,0,0,7,7,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,XL (GSM),3,3,3,0
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BAF4B8AF-A985-4855-990E-1F0E09F61A7A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606825,SMKS ISLAM YIA TANGGERANG,20606825,JL. HALIM PERDANA KUSUMA NO. 56-60,KEBON BESAR,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-AYANIYAH,AD0243,No.6,07-09-1987,566/1.02.1/Kep.OT/96,27-07-1996,Silakan Upload SK (link file tidak valid) => [358831-768877--],2020-08-31 08,Tidak Terakreditasi,"2,400",1. Telkom Speedy,2. Telkom Speedy,PLN,0,,smk.islam.yia@gmail.com,http,-6.161600000000,106.675800000000,12,18,28,4,Sehari Penuh/5 hari,,2022/2023-2,"3,500",10,0,1,2,0,0,14,0,12,0,0,0,6,6,0,10,2,3,3,0,1,0,2,3,5,7,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Telkom Speedy,1,2,1,0
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FD8ED79-540A-4CB4-A759-60A6135B1375,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69761728,SMKS IT INDRA BANGSA,69761728,JL KH MUSTOFA NO 27 PORIS GAGA BARU BATUCEPER,PORISGAGA BARU,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-MUBAROK,AM6595,421.5/0468-TU,31-12-2008,421.5/0468-TU,31-12-2008,Lihat SK Operasional,2020-11-12 10,Sertifikat Kedaluwarsa,"6,500",1. Telkom Speedy,2. Telkom Speedy,PLN,02151281485,02151281485,indrabangsa.smkit@gmail.com,http,-6.180600000000,106.670200000000,9,28,28,3,Sehari Penuh/5 hari,,2022/2023-2,0,6,0,1,3,0,0,11,1,9,0,0,0,1,8,1,6,2,3,1,3,0,0,2,0,7,2,SMK 2013 REV. Teknik Komputer dan Jaringan,Telkom Speedy,1,1,1,0
Banten,Kota Tangerang,Batuceper,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13123C04-50E2-4631-8099-AD1400AFA3C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607522,SMKS MANBAUL ULUM,20607522,Jl. Garuda Raya No. 32,BATUJAYA,KEC. BATUCEPER,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PON-PES ASSHIDDIQIYAH,AD1894,421.5/671-Dis-P & K,24-03-2005,421.5/671-Dis-P & K,24-03-2005,Lihat SK Operasional,2018-12-18 13,B,"10,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,0215531373,,smkmanbaululum_asshiddiqiyah@yahoo.co.id,http,-6.155100000000,106.666000000000,21,76,32,8,Pagi/6 hari,,2022/2023-2,"10,000",16,3,1,2,0,0,22,4,21,0,0,0,3,18,0,19,2,4,5,5,4,2,0,1,12,9,SMK 2013 REV. Multimedia,Telkomsel Flash,3,3,2,0
