prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C115F6A-095C-426D-9A2B-BF137B09B87F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830450,MAS Istiqlal,69830450,"Masjid Istiqlal, Jl. Taman Wijaya Kusuma",PASAR BARU,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,SWASTA,MA,Kementerian Agama,Lainnya,,MA/710005/2013,10-04-2013,1536 TAHUN 2016,09-06-2016,Lihat SK Operasional,2020-01-16 08,A,0,,2.,,,,,,-6.149411000000,106.841793000000,0,105,58,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C77BB54A-6BD2-46E8-982D-78FA4239CD2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100194,SMA MAHATMA GANDHI SCHOOL,20100194,JL. TABING BLOK B -16 NO. 3 RT.08 RW.07,GUNUNG SAHARI UTARA,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,SWASTA,SPK SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GANDHI SEMESTA PRIMA,AJ5807,Kep.138b/I01.A1/PP/,22-10-1999,00001/IO/SMA/VIII/2015,04-08-2016,Silakan Upload SK (link file tidak valid) => [482475-988165--],2021-08-02 20,B,"4,019",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN & Diesel,0216542479,0216542241,smas.mahatmagandhi@gmail.com,http,-6.153900000000,106.840300000000,35,100,91,7,Sehari Penuh/5 hari,,2022/2023-2,"23,000",11,3,1,2,0,9,39,0,34,0,1,0,9,26,0,26,9,7,4,2,5,10,3,4,15,20,SMA 2013 MIPA,Lainnya (Serat Optik),2,2,3,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F47BB3DB-E2C5-4447-9AD3-B18045933CF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100216,SMAN 1 JAKARTA,20100216,JL. BUDI UTOMO NO. 7,PASAR BARU,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,,,,Silakan Upload SK,,A,"7,059",1. Biznet (Serat Optik),2. Telkom Astinet,PLN,3524489,3865001,sma1jkt@gmail.com,http,-6.166800000000,106.837800000000,48,403,477,24,Sehari Penuh/5 hari,,2022/2023-2,"147,000",24,4,1,2,25,12,0,11,30,2,12,4,27,21,0,43,5,11,10,1,8,6,7,5,24,24,SMA 2013 MIPA,Biznet (Serat Optik),8,8,8,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB18B4F8-F03F-4E06-B6E6-4F0AFC498F70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100217,SMAN 10 JAKARTA,20100217,JL. MANGGA BESAR XIII,MANGGA DUA SELATAN,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,037/02/78,,,,Silakan Upload SK,,A,"8,375",1. Lainnya (Serat Optik),2. Telkom Astinet,PLN,0216250717,0216590192,sman10.jp1@gmail.com,https,-6.146200000000,106.826400000000,32,242,297,15,Sehari Penuh/5 hari,,2022/2023-2,"69,000",15,4,1,2,23,6,0,3,15,0,14,3,25,7,0,30,2,2,6,1,5,3,8,7,12,20,SMA 2013 IPS,Lainnya (Serat Optik),5,5,5,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDB9F716-2B3D-4672-85CA-E96130177858,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100218,SMAN 20 JAKARTA,20100218,JL. KREKOT BUNDER III/I,PASAR BARU,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1159/T.U/S./1966,01-08-1966,1159/T.U/S./1966,01-08-1966,Lihat SK Operasional,2019-10-10 15,A,"1,919",1. Telkom Astinet,2. Telkom Speedy,PLN,34834062,3440021,sman20jkt@yahoo.com,http,-6.148700000000,106.735300000000,35,264,289,15,Sehari Penuh/5 hari,,2022/2023-2,"66,000",15,4,1,8,21,5,0,9,24,0,8,3,15,20,0,32,3,11,7,2,2,4,5,4,13,22,SMA 2013 Bhs&Budaya,Telkom Astinet,5,5,5,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C47A75C-5D0E-407C-AE7E-8B0411D67E62,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100484,SMAS AT TAQWA JAKARTA,20100484,JL. RAJAWALI SELATAN VI NO. 18,GUNUNG SAHARI UTARA,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AT-TAQWA,AJ5819,065/SMA/YAT/VIII/87,31-08-1987,6374/-1.851.68,13-08-2013,Lihat SK Operasional,2020-08-24 19,A,"2,750",1. Lainnya (Serat Optik),2. Biznet (Serat Optik),PLN,02164710784,0216406337,smaattaqwa123@gmail.com,,-6.145400000000,106.839600000000,12,105,109,6,Pagi/6 hari,,2022/2023-2,"21,999",8,4,1,2,0,0,10,4,12,0,0,0,2,10,1,10,1,6,1,1,0,2,1,1,7,5,SMA 2013 Bhs&Budaya,Lainnya (Serat Optik),2,2,2,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B23BA337-BAA7-489C-925D-DBBFDDCF528E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107249,SMAS BUDI MULIA JAKARTA,20107249,JL. MANGGA BESAR RAYA 135,MANGGA DUA SELATAN,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Budi Mulia Lourdes,AH9883,947A/101.A1/I,16-03-1965,5907/-1.851.68,24-07-2014,Lihat SK Operasional,2015-11-13 20,A,0,1. Lainnya (Kabel),2. Telkom Speedy,PLN,0216295942,0216295942,sekolahbudimulia@yahoo.com,http,-6.148200000000,106.828200000000,32,366,300,20,Sehari Penuh/5 hari,,2022/2023-2,"105,000",23,3,1,2,0,0,31,12,32,0,0,0,15,17,0,28,4,10,2,2,5,6,3,4,12,20,SMA 2013 IPS,Lainnya (Kabel),7,7,6,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE412D9F-1FA3-41E8-853D-19043412C713,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100186,SMAS KRISTEN 2 BPK PENABUR,20100186,JL. PINTU AIR RAYA NO. 11,PASAR BARU,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KRISTEN PENABUR,AD1927,89,19-07-1950,8384/-1.851.68,11-10-2013,Lihat SK Operasional,2022-03-18 05,A,"1,569",1. Smartfren,2. Lainnya (Serat Optik),PLN,0213841721,0213841721,smak2@bpkpenaburjakarta.or.id,http,-6.166700000000,106.831300000000,29,182,169,13,Sehari Penuh/5 hari,,2022/2023-2,"361,000",13,5,2,4,0,0,33,3,29,0,0,0,18,11,0,20,9,3,4,5,6,3,2,6,14,15,SMA 2013 Bhs&Budaya,Smartfren,4,4,5,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1D714FD-9FB5-4840-A5BF-63607FB342DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20100190,SMAS KRISTEN KARUNIA JAKARTA,20100190,JL. KARTINI RAYA NO. 10 A,PASAR BARU,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BEKAL Indonesia,AJ5809,SP.573/I01.IA/I/86,15-04-1986,2920/-1.851.68,16-04-2013,Lihat SK Operasional,2020-08-19 13,A,"1,970",1. Smartfren,2. Lainnya (Serat Optik),PLN,3503433,3855521,smakkarunia@yahoo.com,http,-6.158300000000,106.836200000000,19,86,88,8,Sehari Penuh/5 hari,,2022/2023-2,"6,600",8,4,1,6,0,0,20,7,19,0,0,0,7,12,3,11,5,3,5,0,3,0,0,8,11,8,SMA 2013 MIPA,Smartfren,3,3,2,
D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/84AA6179-9B09-4876-8396-13C853109410,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20108383,SMAS SANTA URSULA,20108383,JL. POS NO. 2,PASAR BARU,KEC. SAWAH BESAR,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Satya Bhakti,AJ5790,SP.503/101.1A/I.86,01-02-1986,6503/-1.851.68,26-05-2014,Lihat SK Operasional,2019-04-08 10,A,"6,400",1. Lainnya (Serat Optik),2. Biznet (Serat Optik),PLN,3517505,3840915,admin@sma.santaursulajakarta.sch.id,http,-6.168700000000,106.834000000000,36,0,716,21,Sehari Penuh/5 hari,,2022/2023-2,"50,000",21,6,2,17,0,0,41,5,36,0,0,0,13,23,0,35,1,11,10,2,3,5,2,3,10,26,SMA 2013 MIPA,Lainnya (Serat Optik),7,7,7,
