prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4458B90F-FFA2-4092-A791-2D05A61E9934,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894832,MA DARUTTAUHID,69894832,Jln. KM. Sukri No. 99,POTROYUDAN,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Lainnya,,Kd/KW/MA/678/2015,09-01-2015,Kd/KW/MA/678/2015,09-01-2015,Silakan Upload SK,,B,0,,2.,,,,,,-6.600000000000,110.673200000000,0,69,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5E99CA3-7CB6-4766-B27A-280BF6620013,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362940,MAS AL MAARIF,20362940,JL. PANGERAN SYARIF JEPARA,SARIPAN,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,LK/3.C/83/pem/MA/VI/80,02-06-1980,LK/3.C/83/pem/MA/VI/80,02-06-1980,Lihat SK Operasional,2017-02-28 12,A,"2,840",,2.,,,,,,-6.593900000000,110.678000000000,0,50,40,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3689674D-A269-4B09-A92C-E8614054B6A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20318343,SMA NEGERI 1 JEPARA,20318343,Kelurahan Demaan RT. 01 RW. 01,DEMAAN,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.4/02262,01-08-1963,79/SK/III,31-07-1964,Lihat SK Operasional,2015-05-28 11,A,"14,296",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,591189,591148,info@sman1jepara.sch.id,http,-6.595682400000,110.665550500000,62,408,763,33,Sehari Penuh/5 hari,,2022/2023-2,"144,000",33,3,2,3,39,17,0,6,27,0,26,9,43,19,0,60,2,3,12,7,15,9,9,7,29,33,SMA 2013 IPS,Telkom Speedy,11,11,11,
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E221285-F58F-4B43-AFB3-695020287A49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20318320,SMAS MASEHI JEPARA,20318320,Kelurahan Jobokuto RT. 01 RW. 03,JOBOKUTO,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Masehi,AN0165,2094/I03/I-87,28-11-1987,2094/I03/I-87,28-11-1987,Lihat SK Operasional,2022-08-11 09,A,"1,872",1. Smartfren,2. Telkom Speedy,PLN & Diesel,,91252,smamasehi@yahoo.com,,-6.588565200000,110.665438600000,12,86,81,7,Sehari Penuh/5 hari,,2022/2023-2,"1,100",8,2,1,2,1,0,13,1,11,0,1,0,8,4,0,10,2,3,1,2,0,2,2,2,5,7,SMA 2013 IPS,Smartfren,3,2,2,
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEDDB42F-CF59-4269-B415-04CE35E999AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20318332,SMAS MUHAMMADIYAH 3 JEPARA,20318332,Kelurahan Panggang RT. 04 RW. 03,PANGGANG,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,2377/I03-87,23-12-1987,2377/I03-87,23-12-1987,Lihat SK Operasional,2016-10-02 10,B,"2,720",1. -,2. Telkom Speedy,PLN,,592480,smamuhjepara@yahoo.co.id,,-6.592474100000,110.675037800000,7,21,28,5,Sehari Penuh/5 hari,,2022/2023-2,"1,300",8,0,2,2,0,0,8,1,7,0,0,0,4,3,0,5,2,1,0,0,3,1,0,2,1,6,SMA 2013 MIPA,Tidak Ada,1,2,2,
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52193D99-E136-442E-89BE-65CA63E96A39,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20318347,SMAS PGRI JEPARA,20318347,Desa Demaan RT. 01 RW. 02,DEMAAN,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPLPDMPGRIJT,AE1677,1371/603/i-83,23-02-1983,425/10.159,23-07-2014,Silakan Upload SK (link file tidak valid) => [675728-254376--],2022-08-09 15,A,"4,180",1. Lainnya,2. Telkom Speedy,PLN,,0291591672,smapgri.jepara@gmail.com,http,-6.599202500000,110.664116600000,10,30,31,5,Sehari Penuh/5 hari,,2022/2023-2,"1,400",14,3,1,0,1,0,13,0,9,0,0,1,7,3,0,8,2,2,1,1,2,0,0,4,2,8,SMA 2013 MIPA,Lainnya,1,2,2,
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C93C23EC-A59D-41EB-8F6F-1C428666443F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945208,SMK MODERN ISLAMIC SCHOOL,69945208,Desa Bandengan RT. 06 RW. 02,BANDENGAN,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Jabal Nur,AA8221,420/2574,07-04-2016,420/2574,07-04-2016,Lihat SK Operasional,2020-09-04 07,B,"1,325",1. Axis,2. Telkomsel Flash,PLN,,0291595206,smkmisjepara@gmail.com,,-6.556900000000,110.656700000000,4,24,12,3,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,2,0,0,2,2,4,0,0,0,0,4,1,1,2,0,1,1,0,2,0,0,2,2,SMK 2013 REV.  Perhotelan,Axis,1,1,1,0
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37836DFD-C571-4801-B658-3211FFD869F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20318418,SMK NEGERI 1 JEPARA,20318418,Kelurahan Mulyoharjo RT. 03 RW. 05,MULYOHARJO,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,036/O/1997,07-03-1997,036/O/1997,07-03-1997,Lihat SK Operasional,2018-09-07 22,A,"148,542",1. -,2. Telkom Speedy,PLN,02914259614,0291594612,mail@smk1jepara.net,http,-6.577222000000,110.667707900000,100,973,599,47,Sehari Penuh/5 hari,,2022/2023-2,"10,499",37,4,3,40,56,23,0,21,45,0,41,14,71,29,0,95,5,9,15,13,23,9,22,9,45,55,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Tidak Ada,16,16,15,0
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9124EEF4-423F-41AC-8961-D97E0B8B28FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20330219,SMK NEGERI 2 JEPARA,20330219,Kelurahan Pengkol RT. 04 RW. 02,PENGKOL,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,090/0/1979,26-05-1979,090/0/1979,26-05-1979,Lihat SK Operasional,2021-07-23 14,A,"44,100",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0291591137,0291591137,officialsmkn2jepara@gmail.com,http,-6.591114200000,110.676627700000,82,842,686,46,Sehari Penuh/5 hari,,2022/2023-2,"40,000",27,1,1,14,51,20,0,11,49,0,13,20,60,22,0,73,9,7,2,20,9,7,9,28,44,38,SMK 2013 REV.  Desain Interior dan Teknik Furnitur,Telkom Speedy,15,15,15,1
Jawa Tengah,Kab. Jepara,Jepara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9D6E3138-7E5A-4CEB-9876-09568989144C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20318318,SMK NEGERI 3 JEPARA,20318318,Kelurahan Demaan RT. 01 RW. 02,DEMAAN,KEC. JEPARA,KAB. JEPARA,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0236/0/1981,25-07-1981,0236/0/1981,25-07-1981,Lihat SK Operasional,2019-03-20 20,A,"13,903",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0291591188,0291591188,smkn03_jepara@yahoo.com,http,-6.596400000000,110.665300000000,73,378,"1,002",39,Sehari Penuh/5 hari,,2022/2023-2,"190,000",39,1,1,2,36,23,0,14,38,0,23,12,52,21,1,60,12,11,11,13,9,12,7,10,31,42,SMK 2013 REV.  Produksi dan Siaran Program Televisi,Telkom Speedy,13,13,13,0
