prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/778CA668-623B-48F3-919A-A063ABD01A67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258260,SMA NEGERI 1 LAHUSA,10258260,HILIGAMBUKHA,HILIGAMBUKHA,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/1126/P/2003,01-08-2003,420/1126/P/2003,01-08-2003,Lihat SK Operasional,2021-03-24 12,B,"10,702",1. Lainnya,2. Telkomsel Flash,PLN,,,smanegeri1lahusakabnisel@gmail.com,http,.748200000000,97.884300000000,39,175,219,14,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Lainnya,"1,350",16,1,1,0,9,0,0,30,32,0,7,0,5,34,1,35,3,8,15,12,2,0,1,1,18,21,5,4,5,
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F29503CA-A32D-400C-B5FD-E6D6D5920578,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260454,SMA NEGERI 2 LAHUSA,10260454,Desa Hilisimaetano,HILISIMAETANO,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/305/K/2008,26-09-2008,420/305/K/2008,26-09-2008,Lihat SK Operasional,2020-03-19 14,C,"11,800",1. -,2. -,PLN,085270988871,,sman2lahusakabnisel@gmail.com,http,.746600000000,97.850700000000,15,35,54,5,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,5,0,1,0,2,0,0,13,13,0,2,0,2,13,0,11,4,2,3,7,2,1,0,0,9,6,2,2,1,
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C333C64A-9610-4313-A045-5EA87EC78C80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947727,SMA NEGERI 3 LAHUSA,69947727,Desa Hilizomboi,HILIZOMBOI,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,07_156 TAHUN 2016,20-06-2016,07_156 TAHUN 2016,20-06-2016,Lihat SK Operasional,2022-02-22 01,C,"2,588",1. -,2. -,PLN,,,sman3lahusa@gmail.com,http,.848100000000,97.837900000000,23,40,39,4,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,1,0,0,0,23,23,0,0,0,1,22,0,17,6,9,10,4,0,0,0,0,13,10,2,1,1,
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5E2122B-1103-4130-9DDC-7A23E918FD03,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258262,SMA SWASTA AMAL MAS,10258262,DESA HELEZALULU,GOLAMBANUA I,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AMAL-MAS SUMATERA UTARA,AM0027,44,01-01-1900,,,Silakan Upload SK,,C,"5,000",,2.,,,0,smas_amalmas1@yahoo.com,,.839000000000,97.847400000000,6,0,0,0,SMA 2013 MIPA,,,2022/2023-2,,,0,0,0,0,0,0,3,3,6,0,0,0,1,5,0,5,1,0,3,1,1,0,1,0,3,3,,,,
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/927D8002-A4FD-445A-A03C-E15B3F28F6A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258261,SMA SWASTA FAJAR MAS,10258261,JL.LAHUSA-GOMO KM.4,LAHUSA SATU,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERGURUAN FAJAR MAS LAHUSA,AM0035,AHU-0004998.AH.01.04.Tahun 2021,16-02-2021,421.3/412,01-12-2021,Lihat SK Operasional,2022-10-11 08,B,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,smasfajarmaslahusa@gmail.com,http,.000000000000,.000000000000,28,55,71,5,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,0,1,1,0,10,17,27,1,0,0,0,28,0,11,17,18,8,1,1,0,0,0,16,12,1,2,2,
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D24396B3-74AE-464B-8E16-1DBB93B125F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260463,SMK NEGERI 1 LAHUSA,10260463,Hilibadalu,ORAHILI BALAEKHA,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/305/K/2008,26-09-2008,420/2938-DM/2008,30-04-2008,Lihat SK Operasional,2021-03-18 12,C,"6,400",1. -,2. Telkomsel Flash,PLN,,,smknegeri1lahusa@gmail.com,,.736600000000,97.888200000000,28,73,62,7,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,200",7,0,0,0,5,0,0,23,26,0,2,0,4,24,0,22,6,8,8,6,5,0,1,0,14,14,2,2,3,0
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4DAE19A8-69F9-439F-ADE1-22ABBF869B08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10262387,SMK SWASTA AMAL MAS 1 LAHUSA,10262387,dusun hilizaooto,GOLAMBANUA I,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan SMK SWASTA AMAL-MAS 1 LAHUSA,AM0037,44,05-11-2011,-421.3/06.09-DM/DISDIK2016,28-04-2017,Lihat SK Operasional,2023-01-16 14,,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smks_amalmas1@yahoo.com,,.809300000000,97.864700000000,5,109,65,6,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,2,0,0,2,4,5,0,0,0,0,5,0,2,3,0,3,1,1,0,0,0,4,1,3,1,2,0
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12802DF1-03E2-4E2F-AFED-B3F81D9A9C75,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260465,SMK SWASTA KRISTEN BNKP DARO DARO BALAEKHA,10260465,LAHUSA,LAHUSA SATU,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",yayasan pendidikan bnkp nias selatan,AM0014,420/1603-DM/2007,04-06-2007,421.3/1578-DM/DISDIK/2016,12-08-2016,Lihat SK Operasional,2021-03-18 05,B,"15,000",1. Telkomsel Flash,2. -,PLN,,,smksbnkpdaro@gmail.com,,.765700000000,97.862000000000,37,138,118,10,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,1,0,2,0,12,24,35,0,2,0,2,35,8,21,8,17,10,8,2,0,0,0,16,21,3,4,3,0
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17A225F1-B2F7-41B5-B2BB-44256C350303,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815393,SMK SWASTA KRISTEN BNKP HARENORO,69815393,Sisarahili,SISARAHILILAZA,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,15/KEP/VI/2012,06-06-2012,421.5/972/DIS PM PPTSP/6/XVII.3/V/2018,25-05-2018,Lihat SK Operasional,2022-07-27 10,C,"8,000",1. Telkomsel Flash,2. Telkomsel Flash,Lainnya,,,smksbnkpharenoro@gmail.com,http,.750600000000,97.819600000000,27,76,57,5,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,500",5,0,0,0,1,0,2,25,26,0,1,0,0,27,4,14,9,16,6,4,1,0,0,0,17,10,2,2,1,0
Sumatera Utara,Kab. Nias Selatan,Lahusa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E27E4AD-2F14-4407-8C6B-A36DC8B6198B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010221,SMK Swasta Taman Indah Sejati,70010221,Jln. Hilifaema,HARENORO,KEC. LAHUSA,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Taman Indah Sejati,AM0028,AHU-0004972.AH.01.04.Tahun 2018,04-04-2018,Nomor,04-05-2021,Lihat SK Operasional,2021-06-12 11,,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,smkswastatamanindahsejati@gmail.com,,.752532900000,97.880438000000,19,73,70,3,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"8,000",0,0,0,0,0,0,10,10,19,0,0,0,0,19,0,10,9,16,2,0,0,1,0,0,12,7,1,1,1,0
