prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B091D428-0C3D-E211-9CA9-BFA7F3DEDE3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/26017001,SLB NEGERI CICENDO,26017001,Jl. Cicendo No. 2,BABAKAN CIAMIS,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,NEGERI,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.9/22256-DISDIK,06-11-2008,421.9/22256-DISDIK,06-01-2008,Silakan Upload SK,,A,"7,635",1. Telkom Speedy,2. Telkom Speedy,PLN,0224011855,0224211855,slbncicendo_bdg@yahoo.co.id,http,-6.910984800000,107.604704500000,31,64,54,30,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"13,000",22,0,0,8,23,0,0,8,9,0,12,10,25,6,0,21,10,5,2,4,3,3,4,10,4,27,3,1,2,2,3,2,3,4,3,1,3,3,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F4B911D-A165-4C02-8145-3229D310E735,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946479,SMA EDU GLOBAL,69946479,Jl. Kalimantan No. 7,MERDEKA,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN KREASI EDULAB INDONESIA,AL3982,421.3/1912-Disdik/2016,29-04-2016,421.3/1912-Disdik/2016,29-04-2016,Lihat SK Operasional,2021-02-25 15,A,0,1. -,2. Lainnya,PLN,0224230304,0224230304,smaeduglobalschoolbdg@gmail.com,http,-6.896800000000,107.613000000000,22,86,104,8,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"13,000",10,3,1,2,0,0,13,10,22,0,0,0,0,22,0,17,5,10,5,6,0,0,0,1,7,15,,,,,,,,,,2,3,3,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF0CFC88-534D-4C83-80B5-FAD5C6C001E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69895438,SMA Nehru Memorial School,69895438,"Jl. Lembong 40 Bandung, Jawa Barat",BRAGA,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SPK SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Nehru Memorial School,AA4897,32,25-10-1988,2181/D/KEP/KP/2014,21-11-2014,Lihat SK Operasional,2015-09-18 10,C,749,1. Telkom Speedy,2. Telkom Speedy,PLN,0224234479,0224234479,nehru.adm@gmail.com,,-6.921148000000,107.628188000000,4,28,16,4,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,0,6,3,1,2,0,0,4,1,4,0,0,0,0,4,0,2,2,1,1,0,1,0,0,1,2,2,,,,,,,,,,1,2,1,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/231E145C-9BED-40A7-BF3D-6F6195EAC20B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219327,SMAN 3 BANDUNG,20219327,JL. BELITUNG  NO. 8,MERDEKA,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-08-1951,,01-08-1951,Silakan Upload SK (link file tidak valid) => [494192-552577--],2021-08-18 12,A,"7,120",1. Lainnya (Serat Optik),2. Biznet (Serat Optik),PLN,0224214420,0224235154,mail@sman3bandung.sch.id,http,-6.912300000000,107.614900000000,51,448,612,30,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),"175,000",34,5,1,2,31,7,0,13,20,1,10,20,31,20,0,46,5,6,9,1,4,8,6,17,20,31,,,,,,,,,,10,10,10,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86E8AB6C-3730-4674-AF82-4579A892F5B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219309,SMAN 5 BANDUNG,20219309,JL. BELITUNG NO 8,MERDEKA,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.5/221-PSMAK/2016,24-05-2016,421.5/221-PSMAK/2016,24-05-2016,Lihat SK Operasional,2017-09-08 10,A,"14,240",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,0224216385,0224206921,info.sman5bdg@gmail.com,http,-6.912000000000,107.615400000000,54,513,558,30,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"132,000",31,4,1,2,26,18,0,10,29,1,6,18,31,23,0,46,8,6,11,4,7,1,10,15,33,21,,,,,,,,,,10,10,10,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D95FF3A-19D7-4E00-AFBB-C1EDD2222965,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219751,SMAS ADVENT,20219751,JL. NARIPAN NO. 91,KEBON PISANG,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Advent Bandung,AN9203,68/08/1974,19-08-1974,002/I02.Kep/E80,08-01-1980,Lihat SK Operasional,2023-02-09 15,A,"1,400",1. -,2. Biznet (Kabel),PLN,0224234027,0224234027,pabsda_naripan91@yahoo.com,http,-6.920800000000,107.616400000000,16,76,70,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"20,000",6,3,1,2,0,1,10,6,16,0,0,0,8,8,0,13,3,2,1,3,2,1,4,3,8,8,,,,,,,,,,2,2,2,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3AAE9849-AAEE-4BEC-BCBD-121D59783FA1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219726,SMAS KARTIKA XIX-3,20219726,JL. ACEH NO. 108,MERDEKA,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kartika Jaya Cabang XIX Siliwangi,AA4900,138/I.02.Kep/E.84,16-06-1984,805/565.CADISDIK WIL.VII/2018,30-04-2018,Lihat SK Operasional,2018-10-25 07,A,"8,986",1. Telkom Speedy,2. Telkom Speedy,PLN,0,4238179,kartikasiliwangi3@gmail.com,http,-6.909600000000,107.611000000000,20,130,174,9,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"15,000",9,1,1,2,1,0,12,10,19,0,1,0,6,14,1,18,1,10,2,2,4,2,0,0,6,14,,,,,,,,,,3,2,4,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F083DC19-938D-49CA-9723-414E0DB80AA0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219266,SMAS ST ANGELA,20219266,"JL. MERDEKA NO. 24, Bandung - Jawa Barat",BABAKAN CIAMIS,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Widya Bhakti,AA4916,2808/Subs,30-06-1952,1215/102/07/R.86,01-01-2016,Lihat SK Operasional,2020-08-26 14,A,"10,000",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,4222587,4214714,sma.stangela@gmail.com,http,-6.912600000000,107.611000000000,39,323,386,21,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"9,541",23,5,1,2,0,0,28,16,38,0,1,0,15,24,0,32,7,12,8,3,4,3,9,0,17,22,,,,,,,,,,7,7,7,
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAED085A-FF0A-487B-9E37-B1888CE9FAB7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219297,SMK KARTIKA XIX-1,20219297,Jl. Aceh Blk No. 108,MERDEKA,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kartika Jaya Cabang XIX Siliwangi,AA4900,136/I.024/R/83,29-01-1983,136/I.024/R/83,29-01-1983,Silakan Upload SK (link file tidak valid) => [346243-410005--],2020-08-27 15,A,"8,910",1. -,2. Lainnya (Serat Optik),PLN,0224240215,0224240215,smkkartika1bdg@gmail.com,http,-6.911000000000,107.625500000000,35,317,39,15,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"6,600",20,0,1,2,1,2,23,14,34,0,0,1,12,23,1,33,1,5,1,5,8,4,3,9,19,16,,,,,,,,,,5,5,5,0
Jawa Barat,Kota Bandung,Sumur Bandung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11CDE001-BDD2-4314-A9CD-E73ACE127009,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219178,SMKN 1 BANDUNG,20219178,JL. WASTUKANCANA NO. 3,BABAKAN CIAMIS,KEC. SUMUR BANDUNG,KOTA BANDUNG,PROV. JAWA BARAT,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,6202/B,01-01-1901,6206/B,01-09-1950,Lihat SK Operasional,2015-06-19 15,A,"5,428",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0224209105,0224204514,smkn1_bdg@yahoo.com,http,-6.913200000000,107.608900000000,68,93,"1,261",39,SMK 2013 REV.  Usaha Perjalanan Wisata,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"64,000",41,0,1,2,45,11,0,12,27,2,26,13,49,19,0,65,3,6,9,6,11,7,9,20,19,49,,,,,,,,,,13,13,13,0
