prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6ED73C44-64C0-452E-94E8-0BCC8006307B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277189,MAS BAITUL HIKMAH,20277189,LEUWIJEUNGJING SUKAMAJUKIDUL,INDIHIANG,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.287900000000,108.177800000000,0,79,90,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFBA0500-3C66-47A8-920A-8EF469F10520,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277206,MAS YAYASAN ISLAMIC CENTRE,20277206,JL. LETJEN H. IBRAHIM ADJIE NO. 8 INDIHIANG KOTA TASIKMALAYA,PANYINGKIRAN,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,03/10/18/04/11,11-11-1985,03/10/18/04/11,11-11-1985,Lihat SK Operasional,2019-12-12 09,B,0,,2.,,,,,,-7.291500000000,108.188700000000,0,25,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B1D0DB-6CF9-E111-A609-EB94FEE97B56,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20251803,SLB YAYASAN PENDIDIKAN PATRIOT,20251803,Jl. Letjen Ibrahim Adjie (Blk Masjid Kaum Al-Rosyad) Indihiang,INDIHIANG,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Patriot,AA5892,102,30-11-1993,413/102.1/KEP/OT/1996,07-06-1996,Lihat SK Operasional,2020-08-26 18,B,298,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,slbyaypendpatriot@gmail.com,,-7.292500000000,108.199400000000,9,64,52,24,Sehari Penuh/5 hari,,2022/2023-2,"1,800",6,0,0,0,3,0,7,2,6,0,1,2,5,4,0,8,1,3,1,2,0,0,2,1,3,6,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,2,2,1,3,1,1,2,3,2,2,2,3,
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E57259E7-A768-4A41-A8DA-4881434C17F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20224510,SMA Negeri 2 Tasikmalaya,20224510,JL. R.E. MARTADINATA NO.261,PANYINGKIRAN,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,018/0/1976,15-01-1976,018/0/1976,15-01-1976,Silakan Upload SK (link file tidak valid) => [570832-782878--],2022-01-17 15,A,"16,500",1. Telkom Astinet,2. Telkom Speedy,PLN,0265331331,0265331331,info@smandatas.sch.id,http,-7.302100000000,108.202900000000,75,594,729,36,Sehari Penuh/5 hari,,2022/2023-2,"39,998",38,4,2,2,41,20,0,14,43,0,7,25,45,30,0,65,10,13,14,7,7,4,9,21,30,45,,SMA 2013 Bhs&Budaya,Telkom Astinet,,,,,,,,,,12,12,12,
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1404B0A-09A6-43CE-B6B3-44D9C46C0116,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20224506,SMA Negeri 6 Tasikmalaya,20224506,JL. CIBUNGKUL,INDIHIANG,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0216/1992,05-05-1992,0216/1992,05-05-1992,Lihat SK Operasional,2022-09-28 05,A,"14,278",1. -,2. Telkom Speedy,PLN,0265420040,0265339456,sman6tsm@yahoo.co.id,http,-7.272900000000,108.188000000000,75,463,824,36,Sehari Penuh/5 hari,,2022/2023-2,"17,000",33,5,1,40,48,18,0,9,36,0,8,31,55,20,0,69,6,8,10,12,7,3,7,28,27,48,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,12,12,12,
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39FCB54D-A096-46CB-81AA-D246E5F302B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20224514,SMA Negeri 9 Tasikmalaya,20224514,JL. LEUWIDAHU NO. 61,INDIHIANG,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,42.13/Kep-74-Disdik,06-02-2003,42.13/Kep-74-Disdik,06-02-2003,Silakan Upload SK (link file tidak valid) => [409897-469822--],2021-01-14 11,A,"4,256",1. -,2. Telkom Speedy,PLN,333148,333148,sman9tsm@yahoo.co.id,http,-7.306700000000,108.212300000000,54,383,475,25,Sehari Penuh/5 hari,,2022/2023-2,0,30,3,1,3,35,11,0,8,24,0,12,18,39,15,0,51,3,7,7,5,4,6,10,15,25,29,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,9,8,8,
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C906828A-9BB9-4582-A30A-033F4971A6E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20224546,SMAS PASUNDAN 2 TASIKMALAYA,20224546,JL.RE.MARTADINATA -JATI,PANYINGKIRAN,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPDM Pasundan Bandung,AA4902,432/I.02/Kep./E/1988,12-07-1988,432/I.02/Kep./E/1988,12-07-1988,Lihat SK Operasional,2020-08-26 19,B,"10,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,330210,330210,smapasundan2tsm@yahoo.co.id,http,-7.302500000000,108.200600000000,12,23,29,4,Pagi/6 hari,,2022/2023-2,"2,500",10,2,1,2,3,0,9,2,9,0,1,2,9,3,2,10,0,0,0,0,2,1,3,6,3,9,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,2,1,1,
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE821144-B2DF-455A-B052-56B8480FE4DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20224521,SMKS BHAKTI KENCANA TASIKMALAYA,20224521,IR. H. JUANDA NO. 2,PANYINGKIRAN,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ADHI GUNA KENCANA,AI2287,421.5/1764a.Disdik/Dikmen,13-10-2004,421.5/1764a.Disdik/Dikmen,13-10-2004,Lihat SK Operasional,2020-08-27 15,A,"7,200",1. Telkom Speedy,2. Telkom Speedy,PLN,0265342572,0265342572,smkk_bk@yahoo.co.id,http,-7.305700000000,108.204600000000,45,71,289,18,Sehari Penuh/5 hari,,2022/2023-2,"8,600",26,1,1,11,0,0,47,8,45,0,0,0,9,36,0,31,14,12,11,6,6,4,3,3,14,31,,SMK 2013 REV. Farmasi Klinis dan Komunitas,Telkom Speedy,,,,,,,,,,6,6,6,0
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFECDB9B-C8F1-4E5F-92FF-4FED85940E0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20224523,SMKS BINA PUTERA NUSANTARA TASIKMALAYA,20224523,JLN. SUKARINDIK NO.63A,PANYINGKIRAN,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bina Putera Nusantara,AA5889,421.5/0292/Dikmen,22-02-2008,421.5/0292/Dikmen,22-02-2008,Lihat SK Operasional,2020-06-08 10,A,"6,764",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,346079,346079,smkbinaputeranusantara@gmail.com,http,-7.303000000000,108.199800000000,55,180,385,25,Sehari Penuh/5 hari,,2022/2023-2,"65,002",36,2,1,2,5,0,56,4,50,0,2,3,27,28,0,50,5,3,10,10,17,6,5,4,27,28,,SMK 2013 REV. Kimia Analisis,Lainnya (Serat Optik),,,,,,,,,,8,7,8,2
Jawa Barat,Kota Tasikmalaya,Indihiang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7299D501-92BC-4050-A9DB-3B236132E661,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20269597,SMKS PASUNDAN 2 KOTA TASIKMALAYA,20269597,RE. MARTADINATA - JATI,PANYINGKIRAN,KEC. INDIHIANG,KOTA TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPDM Pasundan Bandung,AA4902,420/60/SK/BPPT/2010,16-07-2010,420/60/SK/BPPT/2010,16-07-2010,Lihat SK Operasional,2020-08-26 19,B,"10,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0265330210,smkpastwo.tsm@gmail.com,http,-7.302500000000,108.200600000000,14,10,15,4,Pagi/6 hari,,2022/2023-2,"2,500",6,0,1,2,1,0,9,5,13,0,0,1,5,9,2,12,0,0,2,1,2,1,3,5,3,11,,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Telkomsel Flash,,,,,,,,,,1,1,2,0
