prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D55545D6-8974-4FF9-92AC-F6BD5C09E8A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983401,MAS AL ITTIHADIYAH PKL. MASYHUR MEDAN,69983401,JL. KARYA JAYA GG. KARYA VIII NO. 7 A MEDAN,PANGKALAN MASYHUR,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,979 TAHUN 2017,10-10-2017,979 TAHUN 2017,10-10-2017,Silakan Upload SK (link file tidak valid) => [-],2018-12-07 14,B,0,,2.,,,,,,3.541800000000,98.680000000000,0,73,106,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00E53193-B012-4762-87FA-475D4F1B45E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728327,MAS AL-MANAR,60728327,JL. KARYA BAKTI NO. 34,PANGKALAN MASYHUR,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,yayasan pendidikan islam al-munawwarah,AE9337,ma 15624,01-01-1900,,,Silakan Upload SK,,A,"23,000",,2.,,,,,,3.525127000000,98.666193000000,0,159,101,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D24E9932-B2E5-48DC-807B-B42C814BF967,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728328,MAS AL-WASHLIYAH GD. JOHOR,60728328,JL. KARYA JAYA NO. 267,GEDUNG JOHOR,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,292/MA/12.75/2009,01-01-1900,,,Silakan Upload SK,,A,"1,320",,2.,,,,,,3.535263000000,98.665336000000,0,123,140,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4541CE8A-D070-4EDD-BC51-68FFBED7DB80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728329,MAS TA DIB AL MUALLIMIN AL ISLAMY,60728329,"JL. B. ZEIN HAMID KM. 7,5 GG. TAPIAN NAULI",TITI KUNING,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,Nomor 23 Tahun 2017,31-03-2017,Nomor 1009 Tahun 2018,31-12-2018,Lihat SK Operasional,2019-11-29 02,A,"4,891",,2.,,,,,,3.525900000000,98.682400000000,0,51,43,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/409F9D9F-8EFE-E111-95C3-71B09AF2A780,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259865,SLB-A KARYA MURNI,10259865,Jl. KARYA WISATA No. 06,GEDUNG JOHOR,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN KARYA MURNI,AE9348,1998/I 05/A.1987,11-11-1987,421.1/69,24-02-2023,Lihat SK Operasional,2023-03-28 10,,"5,039",1. Telkom Speedy,2. Telkom Speedy,PLN,0,0617852560,slbakaryamurnimedan@yahoo.co.id,,3.528300000000,98.663000000000,9,13,13,9,Pagi/6 hari,,2022/2023-2,"2,200",10,0,2,7,0,0,8,3,9,0,0,0,3,6,0,8,1,1,2,2,1,0,1,2,4,5,SDLB dan SMPLB,TKLB 2013,Telkom Speedy,2,1,1,0,1,1,1,1,1,0,0,0,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30DE05DB-2EF5-E011-A156-5FDAF7E7BDA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259483,SLB-E AL AZHAR MEDAN,10259483,Jl.Pintu Air IV No.214,KWALA BEKALA,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Hajjah Rachmah Nasution,AE9347,420/12456,01-01-2006,,01-01-2006,Silakan Upload SK (link file tidak valid) => [449685-23893--],2021-05-30 10,B,"1,457",1. -,2. Lainnya,PLN,0618361711,0618361911,slbalazharmedan2006@gmail.com,http,3.528322500000,98.651038500000,5,16,10,5,Pagi/6 hari,,2022/2023-2,"2,200",6,0,1,2,1,0,5,0,4,0,0,1,0,5,0,4,1,1,0,0,1,0,1,2,3,2,SDLB dan SMLB,Pendidikan Khusus SMALB 2013,Tidak Ada,0,1,1,1,1,0,0,0,0,1,0,0,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE4A5ADE-8CFE-49FA-B144-CAF65A306E05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005982,SMA Swasta Plus Taruna Akterlis Medan,70005982,Jl. Eka Bakti No. 86 Lingkungan IV,GEDUNG JOHOR,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERGURUAN ISLAM AL-FADHLI,AX1535,421.3/1588,27-09-2020,421.3/1588,27-09-2020,Lihat SK Operasional,2022-01-07 08,A,"2,304",1. -,2. Lainnya,PLN,,,smaplustamdapodik@gmail.com,,3.536077200000,98.673588000000,16,135,66,7,Pagi/6 hari,,2022/2023-2,"2,299",7,4,1,2,1,0,14,3,15,0,1,0,3,13,0,11,5,9,3,2,0,1,1,0,5,11,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,3,2,2,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC3F7D5F-3D85-479B-9E8C-4E52A471D9FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210877,SMAN 13 MEDAN,10210877,JL. BRIGJEN ZEIN HAMID KM.7 TITI KUNING,TITI KUNING,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,,,,Silakan Upload SK,,A,"18,694",1. Telkom Speedy,2. Telkom Speedy,PLN,,06142777591,sman13medannetwork@gmail.com,http,3.529600000000,98.682700000000,95,515,754,36,Pagi/6 hari,,2022/2023-2,"7,200",40,5,1,2,54,0,0,41,49,0,35,11,48,47,0,87,8,15,9,22,20,11,6,12,32,63,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,12,12,12,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E9C6CFEC-493E-47DA-900B-84D27DDE286C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259130,SMAS AL AZHAR,10259130,JL. PINTU AIR IV KWALA BEKALA NO. 214,KWALA BEKALA,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Hajjah Rachmah Nasution,AE9347,095,30-05-1985,420/095/Dikmenjur/2014,09-01-2014,Lihat SK Operasional,2021-02-11 11,A,"83,200",1. Telkom Speedy,2. Telkomsel Flash,PLN & Diesel,0618361711,0618365955,sma.alazharmedan84@gmail.com,http,3.527791100000,98.650726100000,45,284,302,18,Pagi/6 hari,,2022/2023-2,"34,998",25,4,1,2,1,0,45,1,44,0,1,0,24,21,0,35,10,6,8,8,7,5,4,7,20,25,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,6,5,7,
Sumatera Utara,Kota Medan,Medan Johor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EDB499A-C179-4CA8-BE56-7F873FED7D47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210936,SMAS AL AZHAR PLUS,10210936,JL.PINTU AIR IV NO.214 PADANG BULAN,KWALA BEKALA,KEC. MEDAN JOHOR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Hajjah Rachmah Nasution,AE9347,155/05/KEP/2000,02-10-2000,421.3/332/DIS PM PPTSP/6/III/2020,03-03-2020,Lihat SK Operasional,2020-08-24 16,A,"50,600",1. XL (GSM),2. Telkom Speedy,PLN,0618361711,0618367946,smapluscibi.alaz2004@gmail.com,http,3.528800000000,98.651200000000,37,126,158,10,Pagi/6 hari,,2022/2023-2,"15,000",20,4,1,2,1,0,38,0,36,0,1,0,26,11,0,35,2,6,6,5,4,6,5,5,15,22,,SMA 2013 MIPA,XL (GSM),,,,,,,,,,3,3,4,
