prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C9E39A3-B935-4E14-A56A-F19F1A132BB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10648363,MAS MASYARIQUL ANWAR,10648363,JL. CHAIRIL ANWAR NO.5/09 DURIANPAYUNG,DURIAN PAYUNG,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,Kw.08/SK/24/2011,15-04-2011,KW.08.2/HK.00.8/297/2016,20-09-2016,Lihat SK Operasional,2019-02-14 10,B,"2,038",,2.,,,,,,-5.407847000000,105.247510000000,0,54,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4CE8076C-8F51-40CB-A95B-B0259FB9F86C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10648362,MAS NAHDLATUL ULAMA,10648362,Jalan H. Agus Salim No.105,KALIAWI,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,57/10/KD/1991,09-09-1991,KW.08.2/HK.00.8/297/2016,20-09-2016,Lihat SK Operasional,2019-02-14 10,C,"1,025",,2.,,,,,,-5.413651000000,105.246196000000,0,56,46,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E80EEE1-8F32-4391-9DFB-145E4A04AFEF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10807063,SMAN 2 BANDAR LAMPUNG,10807063,JALAN AMIR HAMZAH NO. 01A,GOTONG ROYONG,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,No. 96/SK/B/III-65-66,07-08-1965,No. 96/SK/B/III-65-66,07-08-1965,Silakan Upload SK (link file tidak valid) => [744868-147096--],2022-12-15 09,A,"29,656",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,07217623437,0721252106,info@smanda-bdl.sch.id,http,-5.427000000000,105.254800000000,78,482,665,32,Sehari Penuh/5 hari,,2022/2023-2,"200,000",29,5,1,4,46,2,0,30,31,0,27,20,50,28,0,70,8,16,7,10,12,9,10,14,17,61,SMA 2013 Bhs&Budaya,Telkom Speedy,11,11,10,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/63E5A5CE-8A30-4FB4-934B-04EECBE5A049,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10807064,SMAN 3 BANDAR LAMPUNG,10807064,JL. KHAIRIL ANWAR NO. 30,DURIAN PAYUNG,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,463/6333/A 0000835/V.16/2021,01-01-1977,463/6333/A 0000835/V.16/2021,01-01-1977,Lihat SK Operasional,2021-11-22 05,A,"6,050",1. -,2. Telkom Speedy,PLN,253287,253287,sman3bandarlampung@yahoo.co.id,http,-5.419800000000,105.244300000000,60,404,578,28,Sehari Penuh/5 hari,,2022/2023-2,"60,000",26,4,1,17,38,0,1,21,22,0,22,16,33,27,0,52,8,7,6,13,8,6,8,12,15,45,SMA 2013 IPS,Tidak Ada,10,7,11,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/417408A2-015A-4FF2-B366-370540118800,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10807143,SMAS ADIGUNA,10807143,JL. KHAIRIL ANWAR NO. 79,DURIAN PAYUNG,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN ADIGUNA BANDAR LAMPUNG,AF3716,1055/I.12.1B/0/98,26-05-1989,1055/I12.B1/U/1989,26-05-1989,Lihat SK Operasional,2016-10-12 10,A,"2,450",1. -,2. Telkom Speedy,PLN & Diesel,,267202,smaadigunabl@gmail.com,http,-5.428000000000,105.221400000000,18,34,53,4,Sehari Penuh/5 hari,,2022/2023-2,"25,000",10,5,2,3,0,0,22,6,18,0,0,0,6,12,0,13,5,6,1,2,2,5,1,1,5,13,SMA 2013 Bhs&Budaya,Tidak Ada,1,2,1,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F1DA3FF-80F5-4E37-B6AC-F36494FA68E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69991117,SMAS Islam Nazhirah,69991117,Jl. R.A. Kartini No.40,KALIAWI,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan munazarah,AC1939,463/12120/V.16/2019,25-09-2019,463/12121/V.16/2019,25-09-2019,Lihat SK Operasional,2021-07-27 11,A,"2,000",1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,07215600656,,http,-5.417793000000,105.253573000000,16,0,37,3,Sehari Penuh/5 hari,,2022/2023-2,"66,000",3,1,2,4,0,0,7,10,16,0,0,0,0,16,0,14,2,13,2,0,0,1,0,0,0,16,SMA 2013 MIPA,Telkom Speedy,1,1,1,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F6E2EE5-C3D2-4886-A21A-1EC88835F08D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816145,SMAS PELITA BANGSA,10816145,JL. P EMIR M NOER NO. 33,DURIAN PAYUNG,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PT. PELITA BANGSA,AF3707,45/IV.40/HK/2012,27-01-2012,45/IV.40/HK/2012,27-01-2012,Lihat SK Operasional,2016-05-30 14,A,"1,800",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN & Diesel,0721253788,0721253788,sekolahpelitabangsa@gmail.com,http,-5.386800000000,105.229200000000,12,44,48,6,Sehari Penuh/5 hari,,2022/2023-2,"32,000",5,4,1,4,0,0,5,8,12,0,0,0,1,11,0,8,4,2,5,5,0,0,0,0,6,6,SMA 2013 MIPA,Telkom Speedy,2,2,2,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3159503A-199C-4E0D-997D-5B448C5A1B2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10807023,SMAS PERINTIS 1 BANDAR LAMPUNG,10807023,JL. CUT NYAK DIEN NO.4,PALAPA,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN PERINTIS BANDAR LAMPUNG,AF3713,Y.A.7/21/17,12-11-1996,22251/I.12.G4/U/2000,14-10-2000,Lihat SK Operasional,2019-02-19 12,A,"2,044",1. 3 (Tri),2. Telkom Speedy,PLN,263936,263936,smaperintissatu@gmail.com,http,-5.417500000000,105.248100000000,25,152,198,12,Sehari Penuh/5 hari,,2022/2023-2,"13,220",23,6,1,2,1,1,19,8,24,0,0,1,15,10,0,20,5,5,5,2,4,6,0,3,6,19,SMA 2013 IPS,3 (Tri),4,4,4,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B6FD28F-EA3F-4611-982C-726FF2648D37,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10809592,SMAS PERINTIS 2 BANDAR LAMPUNG,10809592,JL.KHAIRIL ANWAR N0.106,DURIAN PAYUNG,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN PERINTIS BANDAR LAMPUNG,AF3713,420/2503/08/2005,21-09-2005,420/2503/08/2005,21-09-2005,Lihat SK Operasional,2019-09-06 10,A,"3,528",1. Lainnya (Wavelan),2. Lainnya,PLN & Diesel,255304,255304,sma_prisda2@yahoo.co.id,http,-5.427700000000,105.232900000000,54,549,661,37,Sehari Penuh/5 hari,,2022/2023-2,"94,000",45,3,1,2,0,0,56,5,54,0,0,0,26,28,0,49,5,15,13,4,12,7,3,0,13,41,SMA 2013 IPS,Lainnya (Wavelan),13,13,11,
Lampung,Kota Bandar Lampung,Tanjung Karang Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/181DC7D6-32EA-4DAC-9338-0E44D01AD8CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69926937,SMK PALAPA,69926937,Jl. Cut Nyak Dien Gg. Surya No. 87,PALAPA,KEC. TANJUNG KARANG PUSAT,KOTA BANDAR LAMPUNG,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan MURI PALAPA,AC1950,420/2364/IV.40/2015,21-12-2015,420/2364/IV.40/2015,21-12-2015,Silakan Upload SK (link file tidak valid) => [668610-403385-219034-120363602-1070521808.PDF],2022-08-03 09,B,"3,010",1. 3 (Tri),2. Telkom Speedy,PLN,,07215601623,smkpalapa87@gmail.com,http,-5.417200000000,105.248800000000,52,364,183,23,Sehari Penuh/5 hari,,2022/2023-2,"11,988",23,0,1,2,4,1,35,14,48,0,3,1,24,28,2,46,4,8,18,4,5,6,5,6,14,38,SMK 2013 REV.  Bisnis Daring dan Pemasaran,3 (Tri),7,8,8,0
