prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36B4AC3F-FD71-471F-8C31-2EEF4F21677A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102431,MAS DIPONEGORO,50102431,JLN. GAJAH MADA NO 60 A SEMARAPURA KLUNGKUNG BALI,SATRA,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,SWASTA,MA,Kementerian Agama,,,Ww/B/II-d/PP.00/627-a/2000,12-04-2000,Ww/B/II-d/PP.00/627-a/2000,12-04-2000,Lihat SK Operasional,2019-10-22 07,B,"3,450",,2.,,,,,,-8.557604000000,115.400089000000,0,54,69,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8004EF14-31F5-E011-9F0D-1D8ED92D1352,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102415,SLB NEGERI 1 KLUNGKUNG,50102415,Jl. Dewi Sartika No. 5,SEMARAPURA TENGAH,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/139/SB,13-07-1983,421.2/139/SB,13-07-1983,Silakan Upload SK,,B,"2,659",1.,2.,PLN,,,,,-8.531420000000,115.400606700000,20,95,52,37,Sehari Penuh/5 hari,,2022/2023-2,"13,200",6,0,1,8,15,0,0,5,13,0,6,1,13,7,0,20,0,5,7,6,1,0,0,1,12,8,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Tidak Ada,3,3,1,3,4,4,2,4,2,3,5,3,
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7E34D6E-0169-4A35-A784-9E8BAD2535A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102366,SMAN 1 SEMARAPURA,50102366,JL. FLAMBOYAN NO. 63 SEMARAPURA,SEMARAPURA KELOD,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.7/213.SMA.1.SMR/Dikpora,30-07-1964,421.7/213.SMA.1.SMR/Dikpora,30-07-1964,Lihat SK Operasional,2015-09-15 13,A,"6,550",1. -,2. Telkom Speedy,PLN,,21508,smanegeri1semarapura@gmail.com,http,-8.541366600000,115.395031700000,56,539,542,30,Pagi/6 hari,,2022/2023-2,"16,000",31,4,1,2,31,8,1,16,29,0,12,15,33,23,0,49,7,5,16,11,6,4,3,11,20,36,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,11,10,9,
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5ADD987F-3385-43B2-94DB-589B8AB59D38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102365,SMAN 2 SEMARAPURA,50102365,JL. DEWI SARTIKA 16 SEMARAPURA,SEMARAPURA KAJA,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0342/U/1989,05-07-1989,0342/U/1989,05-07-1989,Silakan Upload SK,,A,"20,060",1. Biznet (Kabel),2. Lainnya (Kabel),PLN,036621238,036621238,sma2semarapura@yahoo.co.id,http,-8.526736700000,115.399338300000,65,505,659,32,Sehari Penuh/5 hari,,2022/2023-2,"48,000",29,2,1,10,43,3,0,19,31,0,16,18,42,23,0,64,1,13,14,10,9,3,3,13,30,35,,SMA 2013 IPS,Biznet (Kabel),,,,,,,,,,10,11,11,
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFD38B92-D36C-4468-BC88-D3D33E1FD478,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102384,SMAS PARIWISATA PGRI DAWAN,50102384,JL. FLAMBOYAN NO. 57 SEMARAPURA,SEMARAPURA KELOD,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan  YPLP PGRI Provinsi Bali,AF8410,104/I.19/Kep/I-1a/1984,25-05-1984,104/I.19/Kep/I-1a/1984,25-05-1984,Silakan Upload SK (link file tidak valid) => [688702-892476--],2022-08-28 21,A,0,1. -,2. Biznet (Kabel),PLN,,036621506,info@smaparispgriklungkung.sch.id,http,-8.540200000000,115.395200000000,48,348,151,16,Pagi/6 hari,,2022/2023-2,"16,900",11,1,1,12,7,1,40,13,42,0,1,5,10,38,1,38,9,15,10,5,3,0,3,12,26,22,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,4,6,6,
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28BDE65B-9EB0-4430-A9C6-0853FFD67A36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102383,SMAS PARIWISATA SARASWATI,50102383,JL. COKROAMINOTO NO. 11,SEMARAPURA TENGAH,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Rakyat  Saraswati Klungkung,AC7053,201/I.19/I-1a.81,27-05-1981,41/PP/D.2a/1977,01-01-1977,Lihat SK Operasional,2020-08-24 19,A,"4,400",1. -,2. Telkom Speedy,PLN,21109,036621109,smaparsaraswati@yahoo.com,http,-8.527748300000,115.402441600000,59,685,433,26,Pagi/6 hari,,2022/2023-2,"33,000",30,1,1,2,6,0,21,40,53,0,2,4,10,49,0,49,10,30,13,2,1,3,1,9,21,38,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,9,8,9,
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/527BE989-70ED-4E6B-B411-4A89DB1E18D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69920159,SMK TI BALI GLOBAL KLUNGKUNG,69920159,"Jl. Dewi Sartika, Semarapura",SEMARAPURA KELOD KANGIN,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAY. WIDYA DHARMA SHANTI,AM4911,870/05/H2O/2015,13-11-2015,870/05/H2O/2015,13-11-2015,Lihat SK Operasional,2022-02-12 00,B,"27,000",1. -,2. Telkom Speedy,PLN,,,smk.ti.klungkung@gmail.com,http,-8.527600000000,115.399900000000,18,116,75,7,Sehari Penuh/6 hari,,2022/2023-2,"36,000",7,0,1,3,5,0,16,3,14,0,2,2,5,13,0,16,2,6,6,3,1,1,0,1,9,9,,SMK 2013 REV. Rekayasa Perangkat Lunak,Tidak Ada,,,,,,,,,,3,2,2,0
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/243101E2-3841-497E-83F3-2CF92B52823C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102353,SMKN 1 KLUNGKUNG,50102353,JL. SUBALI II BR. SIKU DESA KAMASAN KLUNGKUNG BALI,KAMASAN,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,133/UKK.3/1969,14-08-1969,B.31.420/24783/SMK/DIKPORA,14-03-2022,Lihat SK Operasional,2022-03-16 02,A,"12,460",1. Biznet (Serat Optik),2. Lainnya (Satelit),PLN,036623520,036623520,info@smkn1klk.sch.id,http,-8.542206600000,115.408778300000,96,634,852,43,Sehari Penuh/5 hari,,2022/2023-2,"83,100",49,3,1,19,42,21,0,33,60,0,22,14,50,46,0,83,13,6,37,19,15,5,3,11,44,52,,SMK 2013 REV.  Perbankan dan Keuangan Mikro,Biznet (Serat Optik),,,,,,,,,,15,14,14,0
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8C31932-06F4-4164-87B2-9979DF80F6B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103895,SMKS  PANCA ATMA JAYA,50103895,JALAN NGURAH RAI 27 SEMARAPURA KLUNGKUNG BALI,SEMARAPURA TENGAH,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BINTANG PERSADA,AM4999,421.5/64/DF.4/KPPT/2009,16-06-2009,220/BP/VI/2020/SK,30-06-2020,Lihat SK Operasional,2021-01-27 13,A,"1,866",1. -,2. Telkom Speedy,PLN,036623517,036621566,smkpancaatmajaya@gmail.com,http,-8.525458300000,115.402315000000,12,13,61,5,Pagi/6 hari,,2022/2023-2,"23,000",9,0,1,2,0,0,11,7,12,0,0,0,0,12,1,11,0,6,2,2,0,0,0,2,6,6,,SMK 2013 REV. Asisten Keperawatan,Tidak Ada,,,,,,,,,,3,1,1,0
Bali,Kab. Klungkung,Klungkung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1BB90467-E34D-49BB-9071-8829D74683E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102351,SMKS PARIWISATA YAPPARINDO KLUNGKUNG,50102351,JL.FLAMBOYAN NO. 27 SEMARAPURA KLUNGKUNG BALI,SEMARAPURA KAUH,KEC. KLUNGKUNG,KAB. KLUNGKUNG,PROV. BALI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PUSAT PARIWISATA INDONESIA (YAPPARINDO)  KLUNGKUNG,AC7034,864/216.TU/Disdik,25-03-2003,864/217.Tu/Disdik,26-03-2003,Lihat SK Operasional,2020-08-24 19,B,"6,754",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,03662184,03662184,smk.yapparindoklk@yahoo.co.id,https,-8.537400000000,115.394900000000,36,354,208,19,Pagi/6 hari,,2022/2023-2,"20,000",28,0,1,2,1,0,21,22,35,0,1,0,3,33,3,22,11,11,9,7,2,1,0,6,15,21,,SMK 2013 REV.  Perhotelan,Telkom Speedy,,,,,,,,,,7,4,8,0
