prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E775ECB-9757-437C-8BC6-5555C2CC67B6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037039,MA AL ASMAAUL HUSNA,70037039,jl. Cilotoh no.34 Kp. Cimande Girang Rt 01/04,LEMAH DUHUR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,861 TAHUN 2022,22-06-2022,Silakan Upload SK (link file tidak valid) => [244950-643355-https,2023-01-31 14,,"2,656",,2.,,,,,,.000000000000,.000000000000,0,18,13,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FE10F97-27F3-4C22-A706-86EBB7974DD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028616,MA AL-MUCHTARI,70028616,Jl. Raya Sukabumi Km. 15 HE,LEMAH DUHUR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,1318 TAHUN 2020,26-10-2020,Silakan Upload SK (link file tidak valid) => [202205-443131-https,2022-04-30 11,,0,,2.,,,,,,.000000000000,.000000000000,0,25,29,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64C3BF4E-5AEB-4A1C-9318-26E75AD02F7E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028615,MA MILBOS ( MAGHFIRAH ISLAMIC LEADERSHIP BOARDING SCHOOL),70028615,Desa Tangkil RT 01 RW 01,TANGKIL,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,1446 TAHUN 2020,27-11-2020,Silakan Upload SK (link file tidak valid) => [202204-548154-https,2022-04-30 11,,"15,000",,2.,,,,,,.000000000000,.000000000000,0,45,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58C5081A-DEC3-4346-91A9-2149F03A34A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280101,MAS AL- AZIZIYAH,20280101,Kp. Legok Nyenang RT.01 RW.09,PANCAWATI,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.10.4/4/PP.00.6/523/2017,12-02-2007,D/Kw.10/MA/297/2007,12-02-2007,Lihat SK Operasional,2022-01-17 01,B,0,,2.,,,,,,-6.720500000000,106.867600000000,0,84,60,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/636BE159-9D1E-4651-8E56-6F209D1A1BD9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280142,MAS DARUL ULUM CARINGIN,20280142,Jl.raya M.he.sukma Km 14,LEMAH DUHUR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.723571000000,106.870944000000,0,41,29,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE806A2A-C5F0-474B-BD7B-887F8415E958,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788096,MAS DARUSSALAM,69788096,Jalan Caringin Km.1 Kp. Curug Dengdeng Rt. 02/03,CARINGIN,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,,23-12-2013,,23-12-2013,Silakan Upload SK,,B,0,,2.,,,,,,-6.711100000000,106.832300000000,0,30,43,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1806C9A2-81B5-46A8-8CB5-6681A68C6BDE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280151,MAS ISTIQOMAH,20280151,Jl. Raya H. R. Edi Sukma Km-17,CARINGIN,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,"W,i/HK.008/904/2/1991",23-10-1991,"W,i/HK.008/904/2/1991",23-10-1991,Lihat SK Operasional,2022-07-06 19,B,0,,2.,,,,,,-6.707100000000,106.823600000000,0,176,230,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6944D97B-3F33-461F-B479-F928B2FB1881,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69982803,MAS NUR BAHARUDDIN,69982803,Kp. Bendungan RT 04/02,LEMAH DUHUR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,730 TAHUN 2018,06-06-2018,730 TAHUN 2018,06-06-2018,Silakan Upload SK (link file tidak valid) => [479058-501667--],2021-07-28 13,C,0,,2.,,,,,,-6.717900000000,106.835700000000,0,21,9,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/287FDC3E-0E4D-40A9-BC0B-FA96EA33ADA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276327,MAS RIYADHUL ULUM,20276327,Jl.mayjend Hr. Edi Sukma Km 19 Kp. Cisempur Rt 01/02,CINAGARA,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.10.4/4/PP.00.6/9232/2005,04-10-2005,D/Kw/MA/247/2005,04-10-2005,Lihat SK Operasional,2022-02-16 05,A,0,,2.,,,,,,-6.732300000000,106.821200000000,0,127,90,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E4754BC-1A5E-4CAD-922A-B4A158BE90B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276330,MAS SIROJUL ATHFAL,20276330,Kp.cinagara Rt 003/004,CINAGARA,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kd.10.26/2/PP.00.3/3034/2,,KD.10.26/2/PP.00.3/3034/2,,Silakan Upload SK,,Sertifikat Kedaluwarsa,0,,2.,,,,,,-6.733600000000,106.832800000000,0,225,208,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F0C4859-977C-4189-A231-39ADEECF641D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280174,MAS TARBIYATUL HUDA,20280174,Kp.legok Nyenang Rt. 01/09,PANCAWATI,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,D/Kw.10/MA/305/2007,15-03-2007,Kw.10.4/4/PP..00.6/773/2007,15-03-2007,Lihat SK Operasional,2019-10-10 12,A,0,,2.,,,,,,-6.719900000000,106.866200000000,0,132,244,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A973960-91BB-44E2-9A69-BF89C19F0691,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254098,SMAN 1 CARINGIN,20254098,JL. RAYA MAYJEN HE. SUKMA KM 16 CARINGIN KAB. BOGOR,CIMANDE HILIR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,422.3/423/Kpts/Huk/2008,14-08-2008,422.3/423/Kpts/Huk/2008,14-08-2008,Silakan Upload SK (link file tidak valid) => [568559-897052--],2022-01-14 05,A,"10,000",1. Telkom Speedy,2. Telkom Astinet,PLN,02518242246,02518242246,smancar@yahoo.co.id,http,-6.704700000000,106.824800000000,48,366,483,24,Sehari Penuh/5 hari,,2022/2023-2,"16,100",19,2,1,6,9,20,1,18,41,0,6,1,14,34,0,43,5,11,13,10,5,6,1,2,20,28,SMA 2013 MIPA,Telkom Speedy,8,8,8,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/16873DF7-3519-498F-BA33-5406359A9F16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20232331,SMAS DARUL FAIZIN,20232331,JL. KOLONEL BUSTOMI DESA CARINGIN,CARINGIN,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DAARUL FAIZIN BOGOR,AA5107,451.44/699/TKB/1998,03-10-1998,3169/102.1/Kep/OT/1999,16-08-1999,Lihat SK Operasional,2015-09-17 13,A,"4,480",1. Indosat IM3,2. Telkom Speedy,PLN,,02518563303,darul.faizin98@gmail.com,http,-6.702300000000,106.816400000000,16,57,82,6,Sehari Penuh/6 hari,,2022/2023-2,"2,200",8,0,1,2,2,0,6,9,15,1,0,0,4,12,0,11,5,4,5,0,3,0,3,1,10,6,SMA 2013 IPS,Indosat IM3,2,2,2,
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/69367BC5-B40C-44A1-A147-7E107744BD66,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10648877,SMK FARMAKO MEDIKA PLUS,10648877,TALANG 2 CIMANDE,LEMAH DUHUR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Al Muchtari Cimande,AL2072,421/487-Disdik,29-02-2012,421/487-Disdik,29-02-2012,Lihat SK Operasional,2015-07-08 11,A,"5,824",1. Indosat IM3,2. Telkom Speedy,PLN,,02518562224,smkfarmakomedika@gmail.com,http,-6.708100000000,106.837700000000,39,110,151,15,Pagi/6 hari,,2022/2023-2,"21,600",15,4,1,2,0,0,26,15,39,0,0,0,0,39,1,23,15,18,4,9,5,3,0,0,23,16,SMK 2013 REV. Farmasi Klinis dan Komunitas,Indosat IM3,5,5,5,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B0D00DA-9E11-46D4-88EC-B04F32CFCE23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20270546,SMK NAHDLATUL ULAMA  AL-MINHAJ,20270546,JL. MAYJEN HR. EDI SUKMA KM 20,CINAGARA,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PONDOK PESANTREN YAYASAN PENDIDIKAN AL-MINHAJ AL-ISLAMY,AL2052,001/ YAPINA/ V/2006,01-01-1901,421/218-Disdik,01-01-1900,Lihat SK Operasional,2016-09-19 13,B,"3,000",1. -,2. Telkom Speedy,PLN,,02518222139,alminhajonline@ymail.com,http,-6.732100000000,106.828600000000,14,78,83,6,Pagi/6 hari,,2022/2023-2,"4,400",3,0,1,2,0,0,12,3,14,0,0,0,3,11,1,13,0,2,3,4,0,3,0,2,8,6,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Tidak Ada,2,2,2,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52B6F243-3976-4DAF-8E17-A007C114C7BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69816347,SMK PUTRA MANDIRI BANGSA,69816347,LEMBUR SITU,CIMANDE HILIR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AL2031,421/66-Disdik,06-03-2012,421/66-Disdik,06-03-2012,Lihat SK Operasional,2023-02-22 15,C,"5,000",1. -,2. Telkom Speedy,PLN,,,smkpmbangsa@gmail.com,http,-6.699000000000,106.823600000000,22,199,85,13,Pagi/6 hari,,2022/2023-2,"1,198",8,0,1,2,0,0,20,4,21,0,1,0,5,17,0,14,8,7,3,3,4,4,1,0,12,10,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Tidak Ada,4,4,5,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0EE530F-F3B8-40D4-9DF6-15948A2DAE16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69758825,SMKS AL WATASI,69758825,KP.WATES DS.PANCAWATI KEC. CARINGIN BOGOR,PANCAWATI,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Riyadhul Muthaalimin Alwatasi,AL2042,007,30-05-2011,421/462-DISDIK,28-06-2012,Lihat SK Operasional,2022-09-12 06,A,"2,000",1. Indosat IM3,2. Telkom Speedy,PLN,,,smkalwatasibogor@yahoo.com,,-6.702800000000,106.853900000000,18,146,180,10,Pagi/6 hari,,2022/2023-2,"3,500",9,0,1,2,0,0,15,4,18,0,0,0,0,18,0,14,4,8,6,3,0,1,0,0,10,8,SMK 2013 REV.  Perbankan Syariah,Indosat IM3,3,3,4,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7057659B-BA58-481A-98E6-C260395392EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20272075,SMKS BHAKTI CANDRA,20272075,Jl.Nanggeleng Kampung Cimande Girang,LEMAH DUHUR,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bhakti Tjandra Caringin,AL2070,421/381-Disdik,28-02-2011,421/381-Disdik,28-02-2011,Lihat SK Operasional,2020-08-24 19,A,"2,520",1. -,2. Telkom Speedy,PLN,,,smkbhaktitjandra@gmail.com,http,-6.724700000000,106.845900000000,9,136,135,8,Sehari Penuh/5 hari,,2022/2023-2,"1,200",8,0,1,0,0,0,1,9,9,0,0,0,0,9,2,6,1,0,2,4,0,0,1,2,5,4,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Tidak Ada,3,3,2,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00EB5944-382B-4D22-89EA-0929C6C169E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20231384,SMKS BINA CIPTA INSANI CARINGIN,20231384,JL RAYA MAYJEN H.R. EDI SUKMA KM. 14,CIHERANG PONDOK,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPI AL MUNAZHOMAH,AL2041,420/331/Kpts/Huk/2003,04-11-2003,420/331/Kpts/Huk/2003,04-11-2003,Lihat SK Operasional,2020-02-12 16,B,"2,500",1. Lainnya,2. Telkom Speedy,PLN,,,smkbci@gmail.com,http,-6.693100000000,106.835200000000,13,121,58,6,Pagi/6 hari,,2022/2023-2,"4,400",4,0,1,2,0,0,10,4,12,0,1,0,5,8,0,13,0,0,3,6,2,1,1,0,5,8,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Lainnya,2,2,2,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C63FC1C-711E-4FFE-976D-484FC6826214,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20268810,SMKS HUMANIKA 1,20268810,Jl. Balandongan,CIHERANG PONDOK,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bina Humanika Utama,AN8046,02/BHU/VII/2009,10-07-2009,421/290 Disdik,16-12-2009,Lihat SK Operasional,2020-08-24 19,B,"1,156",1. -,2. Telkom Speedy,PLN,,02518253126,smkhumanika@yahoo.com,http,-6.690800000000,106.839800000000,14,170,106,6,Pagi/6 hari,,2022/2023-2,"1,200",8,0,1,2,0,0,12,4,14,0,0,0,3,11,2,6,6,1,4,5,2,0,0,2,10,4,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Tidak Ada,2,2,2,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/197908EE-2E35-43B2-9AD3-617EFEF653BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20268948,SMKS IT NAPALA,20268948,"JL. Pasar Cikereteg KM 1,5 Kp. Ciletuh RT 003 RW 008",CIDERUM,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Raudlatul Wildan,AL2035,071/Kpts-Yapera/III/2010,26-03-2010,421 / 759 - Disdik,30-11-2010,Lihat SK Operasional,2015-06-23 07,B,"1,732",1. -,2. Telkom Speedy,PLN,,02518291571,smknapala@gmail.com,http,-6.700400000000,106.854000000000,13,94,56,6,Pagi/6 hari,,2022/2023-2,"2,400",11,0,1,2,0,0,14,2,13,0,0,0,1,12,0,9,4,2,2,0,3,1,4,1,7,6,SMK 2013 REV. Multimedia,Tidak Ada,2,2,2,0
Jawa Barat,Kab. Bogor,Caringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/95DE86BB-C9AD-4CE0-85A8-26151AA9D47E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69755810,SMKS KARYA NYATA,69755810,H. R EDI SUKMA  KP. DUKUH KAUNG,CINAGARA,KEC. CARINGIN,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Karya Nyata,AL2038,,17-05-2007,421/179-DISDIK 2008,23-04-2008,Silakan Upload SK,,B,"1,200",1. -,2. Lainnya (Serat Optik),PLN,,,smkkaryanyata@yahoo.com,,-6.741300000000,106.847000000000,11,103,52,3,Sehari Penuh/5 hari,,2022/2023-2,"2,200",3,0,1,2,0,0,4,9,11,0,0,0,0,11,0,5,6,8,0,0,0,1,2,0,7,4,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Tidak Ada,1,1,1,0
