prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/09D49E95-34FA-4804-978A-3CD15FA1F2C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882170,KB AISYIYAH,69882170,Ds. Dologan RT 01 RW 01 KEC. JAPAH,DOLOGAN,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Blora,AA7777,420/33/2017,06-03-2017,420/33/2017,06-03-2017,Lihat SK Operasional,2021-06-05 18,B,200,1. -,2. Telkomsel Flash,PLN,,,kbaisyiyahjapah@gmail.com,,-6.937109000000,111.259478000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,1,0,0,2,0,2,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,2
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24BFB598-7445-43F0-85DB-830DA8D19C77,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882172,KB AL HUDA,69882172,NGAPUS,NGAPUS,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD9842,420/17/2011,05-01-2011,420/17/2011,05-01-2011,Lihat SK Operasional,2017-06-09 08,,360,1. -,2. -,PLN,,,sugiyantongapus@gmail.com,,-6.942500000000,111.244900000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,0,0,0,0,0,0,3,1,3,0,0,0,0,3,0,2,1,1,1,1,0,0,0,0,0,3
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70352938-76E9-41B2-88AB-D76F7D6CD7AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882169,KB AL-FIRDAUS,69882169,NGRAMBITAN,NGRAMBITAN,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD9838,420/126/2015,30-03-2015,420/126/2015,30-03-2015,Lihat SK Operasional,2022-02-03 16,B,250,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-6.877990700000,111.258477800000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,1,0,0,3,1,3,0,0,0,0,3,0,0,3,2,0,0,0,0,1,0,0,3
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEE33938-F414-4475-B2D2-D56A01E093DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882173,KB AL-HADI,69882173,BEGANJING,BEGANJING,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKBM AZ-ZAHRA,AD9844,411.3/4.46,01-06-2008,420/29/2017,06-03-2017,Lihat SK Operasional,2022-02-03 19,Terakreditasi,0,1. Lainnya (Wavelan),2. Telkomsel Flash,PLN & Diesel,,,kbalhadibeganjing123@gmail.com,,-6.955361200000,111.301547400000,4,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Wavelan),450,3,0,0,1,0,0,5,0,4,0,0,0,0,4,0,1,3,0,2,0,1,0,0,1,0,4
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4CF5E61D-C3F0-49A3-B6C2-4DB1281B9927,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962588,KB AS SYIFA,69962588,DS. KROCOK,KROCOK,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBERDAYAAN KESEJAHTERAAN KELUARGA PERTIWI RIMBAYANI KROCOK,AD9864,420/454/2016,21-12-2016,420/454/2016,21-12-2016,Lihat SK Operasional,2017-05-12 11,,80,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbassyifa56@gmail.com,,-6.938405000000,111.264157600000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0214B918-B803-4302-955B-B5025E8CED19,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955570,KB BUDI LUHUR,69955570,RT 02 RW 02,PENGKOLREJO,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TP PKK PENGKOLREJO,AD9860,420 / 26/2017,28-02-2017,420 / 26/2017,28-02-2017,Lihat SK Operasional,2017-06-09 12,Belum Terakreditasi,150,1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,kbbudiluhurpengkolrejo@gmail.com,,-6.952431200000,111.239251600000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,450,3,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,2
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85EABA1A-1FEE-48E7-9064-BC9CED363A56,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882179,KB CERIA,69882179,KALINANAS,KALINANAS,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TP PKK DESA KALINANAS,AD9865,420/27/2017,28-02-2017,420/27/2017,28-02-2017,Silakan Upload SK,,Belum Terakreditasi,120,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,kbceriakalinanas@gmail.com,,-6.965162600000,111.289414700000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B413B61-ECF5-4712-B4BD-4241F6558C11,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000988,KB DHARMA MUSTIKA,70000988,HARJOWINANGUN,HARJOWINANGUN,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PKK DHARMA MUSTIKA HARJOWINANGUN,AD9849,421.1/799/2019,16-09-2019,421.1/799/2019,16-09-2019,Lihat SK Operasional,2020-03-16 09,,0,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,kbdharmamustika@gmail.com,,-6.899970500000,111.286820000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E04D7D3E-E0D6-42C7-83A1-532A40782F73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962590,KB DHARMA PERTIWI,69962590,DS. TENGGER,TENGGER,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK PERTIWI TUNAS BANGSA,AD9832,420/453/2016,21-12-2016,420/453/2016,21-12-2016,Lihat SK Operasional,2017-05-12 11,,160,1. -,2. Telkomsel Flash,Menumpang,,,kbdharmapertiwi18@gmail.com,,-6.984976000000,111.296783000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Jawa Tengah,Kab. Blora,Japah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7E90EDB-C6A9-4F51-B767-BE37B25E4618,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955573,KB KUSUMA BUNDA,69955573,RT 04 RW 01,GAPLOKAN,KEC. JAPAH,KAB. BLORA,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD9835,420 / 522 / 2016,30-12-2016,420 / 522 / 2016,30-12-2016,Lihat SK Operasional,2016-12-21 09,Belum Terakreditasi,112,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbkusumabunda@gmail.com,,-6.940288000000,111.297658100000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,1,0,0,2,1,3,0,0,0,0,3,0,2,1,0,2,1,0,0,0,0,0,3
