prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43F7CF30-975A-4ECB-9FE9-FB43431C9948,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946256,KB ANUGERAH Malalayang,69946256,Malalayang Dua,MALALAYANG DUA,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPK ANG,AC4247,781/D.01/DIK/PNFI/2014,02-05-2014,781/D.01/DIK/PNFI/2014,02-05-2014,Lihat SK Operasional,2016-07-17 01,,0,1. Telkom Astinet,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,"1,300",2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB2D7254-8CE8-48B4-9B1F-8C6695C6BCF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954485,KB Berkat Kleak,69954485,Jl. Kampus Selatan Lingkungan V,KLEAK,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD Berkat (TK-KB-TPA),AC4250,Nomor 05,19-09-2016,318/5423/12/PAUD/BP2T/XI/2016,11-11-2016,Lihat SK Operasional,2018-01-31 11,B,0,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,,kelompokbermainberkat@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),900,3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE56B72C-1968-4E94-B969-611E27E03205,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70012199,KB HEBAT MALALAYANG,70012199,"Jln. Tanah Putih Atas, Lingk VI",MALALAYANG SATU,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,5,16-04-2021,395/1817/38/IPSP-NF/DPMPTSP/VII/2021,30-07-2021,Lihat SK Operasional,2021-08-19 20,,0,1. -,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,000",2,0,0,0,0,0,3,1,3,0,0,0,0,3,0,1,2,2,0,0,0,0,1,0,0,3
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04D62A1C-F4EE-43E1-8B08-180DCD0002AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69941960,KB Rajawaliku,69941960,Jl.Bahu,BAHU,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC4254,1196/D.01/DIK/PNFI/2013,03-05-2013,1196/D.01/DIK/PNFI/2013,03-05-2013,Lihat SK Operasional,2016-04-05 10,B,800,1. Telkomsel Flash,2. Telkom Astinet,PLN,,,kbrajawaliku@gmail.com,,1.455076000000,124.823340000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"6,000",1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB98D825-4835-4FAB-9540-26735D8AC7C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69942998,PAUD Anggrek,69942998,Malalayang Satu Barat,MALALAYANG SATU,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AC4256,0040/D.01/DIKNAS/SK/PLS-2,26-07-2005,219/D.01/DIK/PNFI/2014,21-03-2014,Lihat SK Operasional,2016-04-26 12,C,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,paudanggrekmalalayang@gmail.com,,1.440055000000,124.805696000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B9E3EDE-0D74-4F0F-B3EE-1626EFBBD900,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000219,PAUD GMIM PNIEL BAHU,70000219,Jln Sulawesi Bahu Lingkungan 9,BAHU,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01,06-02-2020,397/1167/8/PPSP/DPMPTSP/V/2021,28-05-2021,Lihat SK Operasional,2023-01-25 22,A,350,1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,,paudgmimpnielbahu@gmail.com,,1.451200000000,124.825700000000,3,0,0,0,Sekolah Penggerak PAUD,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"2,200",4,0,0,2,0,0,4,0,3,0,0,0,1,2,0,1,2,0,0,0,0,2,1,0,0,3
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3716F31B-B72D-477B-9AE4-0C219841615E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69751088,RA/BA/TA AL-MANAR 2,69751088,JL.SULAWESI WINANGUN 2 KOMP MASJID,WINANGUN DUA,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,1.475010000000,124.848501000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/961CF533-5173-4F92-8F26-3D0C20DBDC17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69751089,RA/BA/TA BAHRUL ULUM,69751089,JL.SEA MALALAYANG 1 BARAT,MALALAYANG SATU BARAT,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,1.475014000000,124.848501000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/475C8E19-E085-4E01-A750-6E55EEDA58A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948965,TK  TUMOUTOU BPPAUD dan DIKMAS Sulut,69948965,Jl. R.W Mongisidi No. 10,MALALAYANG SATU TIMUR,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BP PAUD dan Dikmas Sulut,AC4255,002.6.BPKP.TU.05a.VI/2016,04-01-2016,002.6.BPKP.TU.05a.VI/2016,04-01-2016,Silakan Upload SK (link file tidak valid) => [376242-213044--],2020-09-18 06,B,200,1. Telkom Speedy,2. Telkom Speedy,PLN,,,yubelmawa@gmail.com,,1.458508000000,124.820971000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"2,200",2,0,0,1,0,0,2,0,2,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,2
Sulawesi Utara,Kota Manado,Malalayang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1CA4FEB-B8FE-45CF-9A67-9954A0ABFFF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954484,TK BERKAT,69954484,Jalan Mogandi Lingkungan VII,MALALAYANG SATU,KEC. MALALAYANG,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD Berkat (TK-KB-TPA),AC4250,Nomor 05,19-09-2016,397/1109/1/PPSP/DPINPTSP/U/2021,24-05-2021,Lihat SK Operasional,2021-08-22 12,B,171,1. Lainnya,2. Lainnya,PLN,,04317005386,tkberkatmanado@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya,900,4,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,2
