prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A89D9BF9-971C-466F-9F80-F4C45A209FD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69775385,AL-AMANAH,69775385,"TERUJAN, LALANG",LALANG,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD AL-AMANAH,AO1817,,,421.9/1612.III/SK/2009,,Silakan Upload SK,,,42,,2.,,,,,,-5.443757000000,114.421127000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,1,2,2,0,1,0,0,0,0,1,2,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51CB634E-6A96-4312-9429-7D685DD3AA07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69776279,AL-HIKMAH,69776279,"JL. BAMBU KUNING GG. DAMAI NO. 9, PEKAN TJ. PURA",PEKAN TANJUNG PURA,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD AL-HIKMAH,AB6539,,,421.9/3271.III/SK/2010,,Silakan Upload SK,,,72,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudalhikmah199@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,2,2,3,0,0,0,0,3,0,1,2,2,1,0,0,0,0,0,0,3,Telkomsel Flash
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30CE4E0F-07DB-4AC0-8C76-DD881B4D4505,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69775381,AL-LATHIIF,69775381,"TAPAK KUDA, PEMATANG CENGAL",PEMATANG CENGAL,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-LATHIIF,AB6535,,,421.9/3326.III/SK/2010,,Silakan Upload SK,,,"6,072",1. -,2. -,PLN,,,latifahkoto@yahoo.com,,3.909608000000,98.456957000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,1,0,0,1,3,4,0,0,0,0,4,0,1,3,2,2,0,0,0,0,0,0,4,Tidak Ada
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A60D27DA-EB5E-400F-8A57-064FAB3AAB84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897365,As-Salmah,69897365,Dusun III Lubuk Jaya Desa Kwala Serapuh,PULAU BANYAK,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,3.945245700000,98.025905900000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2744D8C9-20B4-485C-99D1-E9A490BBFDCE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957791,Baja Kuning,69957791,Desa baja kuning dusun 2,BAJA KUNING,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/56E86B89-16C9-454B-B3B5-43A61E1CA211,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69775383,BUNGA TANJUNG,69775383,"JL. PEMBANGUNAN, PEKUBUAN",PEKUBUAN,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BUNGA TANJUNG,AO1813,,,421.9/1023.III/K/2012,,Silakan Upload SK,,,800,,2.,,,,kbbungatanjung@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,1,2,0,0,3,0,1,2,1,1,0,1,0,0,0,0,3,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/641B3E47-C06D-4287-8C4A-9AFE9F3DC642,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69790018,IKRA,69790018,BATANG DURIAN NO 1,PEKAN TANJUNG PURA,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO1807,,,421.9/2954.III/K/2012,,Silakan Upload SK,,,750,1. XL (GSM),2. XL (GSM),PLN,,,kbikra@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,XL (GSM)
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E313740-48DA-47DE-BE3B-993CA70B94DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69781036,INSAN CERDAS,69781036,JL. SEI WAMPU No. 3 KARANTINA  PEKUBUAN,PEKUBUAN,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Yayayan Insan Cerdas Tanjung Pura,AO1814,421.3/1245.K/2007,02-07-2007,421.9/5612.III/2019,22-10-2019,Lihat SK Operasional,2022-09-30 14,,416,1. -,2. Telkomsel Flash,PLN,,,tk.insancerdas3@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,2,0,2,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,2,Tidak Ada
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08CB0E9A-DCD1-4C8A-AA41-1974D45414A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875947,KB AL-IKHLAS,69875947,"DUSUN III BATANG MERGANG, SERAPUH ASLI",SERAPUH ASLI,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AO1811,,,421.9/0840.III/K/2013,,Silakan Upload SK,,,0,,2.,,,,kbpaudal-ikhlas@gmail.com,,.000000000000,.000000000000,1,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38ECB1D2-BFB7-4D94-9AD7-3A06D8DFA1FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875949,KB AL-KALAM,69875949,"DUSUN I, KWALA LANGKAT",KWALA LANGKAT,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB6523,,,421.9/4851.III/K/2013,,Silakan Upload SK,,,400,,2.,,,,kb.alkalam@gmail.com,,-5.443757000000,114.421127000000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,1,0,0,3,3,0,1,0,1,3,0,1,3,2,0,1,0,0,0,1,1,3,
