prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2336FE83-9270-4A12-ACDC-E183AFDDC268,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845503,BUAH HATI IBU,69845503,SUNGAI RAYA,KARIMUNTING,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,,420/068/PLS/2013,,Silakan Upload SK,,,700,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6C12C21-E039-489A-9293-8836504B1F01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845499,CAHAYA BUNDA,69845499,RAYA SUNGAI KERAN,SUNGAI KERAN,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,120/034/PEN/01,,Silakan Upload SK,,B,0,1. Telkomsel Flash,2. 3 (Tri),PLN,,,kbcbsungaikeran2@gmail.com,,.000000000000,.000000000000,4,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,2,0,0,2,0,0,0,4,4,0,0,0,0,4,0,0,4,0,2,1,0,1,0,0,0,4,2013,Telkomsel Flash
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E431E6E4-3DF3-40E2-9702-639736375509,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845502,HARAPAN BANGSA,69845502,GANG SAGU RT 03 RW 07,KARIMUNTING,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF4052,,,420/034/PEND,,Silakan Upload SK,,C,288,1. 3 (Tri),2. Indosat IM3,PLN,,,HarapanBangsa13052010@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,0,3,3,0,0,0,0,3,0,0,3,0,2,0,1,0,0,0,1,2,2013,3 (Tri)
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F08732C0-F4BE-48F1-8F95-57B41F28A067,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845527,HARAPAN BANGSA,69845527,GANG SAGU RT 03 RW 07,KARIMUNTING,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,,420/034/PEND/I,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08F68335-4A02-420E-9666-E7FD379FBF24,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69845498,JERUK MADU,69845498,MAYANUR,RUKMA JAYA,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF4058,,,420/034/PEND/I,,Silakan Upload SK,,B,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,jerukmadu0101@gmail.com,http,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2,2013,Telkomsel Flash
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2AAC10FF-F0F4-4BEE-886F-F3E49F8A5AC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69970763,KB PAUD TITIAN KASIH TOETRI,69970763,"Jalan Kura - Kura Beach, Dusun Tanung Gundul Rt.001/ Rw.001",KARIMUNTING,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF4053,43,24-08-2017,420/011/PLS/XI/DPMPTSP-C/2017,31-10-2017,Lihat SK Operasional,2017-12-11 16,B,860,,2.,,,,titiankasihtoetri.2017@mail.com,,.000000000000,.000000000000,4,0,0,0,,,2022/2023-2,,4,0,0,2,0,0,0,4,4,0,0,0,0,4,0,0,4,2,1,1,0,0,0,0,0,4,2013,
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/676C8E65-B039-4401-B529-5642ED1781F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30108722,NAVADHAMMASEKHA BUDDHA DHAMMA,30108722,JL. RAYA BATU PAYUNG,KARIMUNTING,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,Nava Dhammasekha,Kementerian Agama,YAYASAN PENDIDIKAN SINAR BUDDHA BENGKAYANG,AF4059,096/SK/YPSBB/VII/2008,01-07-2008,420/100/Pend,01-08-2008,Lihat SK Operasional,2022-03-30 11,,63,,2.,,,,navadammasekha@gmail.com,,.826700000000,108.864300000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2013,
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7EF5AB08-A067-438C-BB32-BA0083D6D495,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69923891,PAUD BUNGA CENGKEH,69923891,Pulau Kabung Dusun Karimunting,KARIMUNTING,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF4060,420/001/PAUDBC/2013,01-08-2013,420/       /PLS/IV/TAHUN2,01-04-2014,Lihat SK Operasional,2015-12-11 13,,360,,2.,,,,rusdi.bekiman@gmail.com,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2013,
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB1E57EB-1BE4-438A-9BB2-C85D6B0CCBF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69952701,PAUD INSAN MADANI,69952701,Dusun Sungai Baung Desa Sungai Raya,SUNGAI RAYA,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,NO. 46,23-08-2012,420/1338/DISDIKBUD-B3,19-09-2016,Lihat SK Operasional,2016-10-21 15,C,0,1. -,2. Telkomsel Flash,PLN,,,paudinsanmadanisungairayakep@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,"2,200",2,0,0,0,0,0,2,2,3,0,0,0,0,3,0,1,2,3,0,0,0,0,0,0,1,2,2013,Tidak Ada
Kalimantan Barat,Kab. Bengkayang,Sungai Raya Kepulauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E182DEA-0904-42A7-A005-721C1D3EE4FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69939929,PAUD TIARA,69939929,Dusun Karang Timur Desa Pulau Lemukutan,PULAU LEMUKUTAN,KEC. SUNGAI RAYA KEPULAUAN,KAB. BENGKAYANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF4057,420/001/PAUDTIARA/2012,19-04-2013,420/599/PLS/VI/Tahun 2013,19-06-2013,Lihat SK Operasional,2016-03-23 15,,16,1. -,2. -,PLN & Diesel,,,kbtiara6@gmail.com,,.765329000000,108.703666000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,2013,Tidak Ada
