prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B799ED0E-5149-4DA0-AB0F-A268EEFCADEC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897397,Daerah Aek Songsongan,69897397,Jl. Bakti No.1 Aek Songsongan,AEK SONGSONGAN,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,2.740040000000,99.481500400000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66964F0D-B395-4F2D-8B8B-7F32CFDDA49B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852895,KB BALITA MANDIRI,69852895,DUSUN V,AEK SONGSONGAN,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/3913-DA,,Silakan Upload SK,,C,408,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,balitamandirias10@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,1,0,1,1,3,0,0,0,1,2,0,2,1,1,0,1,0,1,0,0,0,3,2013,Telkomsel Flash
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2829A85A-D648-42CA-B17B-8419415FDD1C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852893,KB FAHMI ANANDA,69852893,DUSUN VI,MARJANJI ACEH,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AH2178,04,10-08-2020,503/IPSP-NF/DPMPPTSP/0016/IV/2021,27-04-2021,Lihat SK Operasional,2021-06-23 20,B,400,1. -,2. -,PLN,,,,,2.517499000000,99.272773000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,2,2,3,0,0,0,0,3,1,0,2,1,0,1,0,0,0,1,1,2,2013,Tidak Ada
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF28A94C-0202-4029-B656-5520AC26E39C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852898,KB HUSNUL ILMI,69852898,DUSUN VI,SITUNJAK,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AH2182,21,14-09-2020,503/IPSP-NF/DPMPPTSP/0015/IV/2021,22-04-2021,Lihat SK Operasional,2021-09-02 08,B,602,,2.,,,,paudhusnulilmi@gmail.com,,.000000000000,.000000000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,0,0,1,1,1,0,0,0,3,2013,
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83377722-43BE-4197-B8C5-6389E77BA28C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852892,KB KASI AZI,69852892,DUSUN II,LOBU RAPPA,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AH2174,503/IPSP-NF/DPMPPTSP/2009/VIII/2020,05-08-2020,421.9/3225-PLS/AS/2010,30-11-2010,Lihat SK Operasional,2022-08-30 00,,"2,520",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tetydamanik71@gmail.com,,2.598320000000,99.446268000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,4,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,2013,Telkomsel Flash
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE63EFE3-DB47-48B3-AEA0-88DB20E043A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852897,KB RAHMAD ADITYA,69852897,DUSUN I,MEKAR MARJANJI,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan lembaga paud,AB6891,,,421.9/0333-PLS 2011,,Silakan Upload SK,,,"75,000",,2.,,,,kb_rahmad.aditya@gmail.com,,2.592146000000,99.438372000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2013,
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D720D3F-DFE2-4D30-ABD9-14BED9E171DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965028,KB RIZKY,69965028,Jalan Sigura - Gura Nomor 10,TANGGA,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AH2183,207,10-06-2016,421.9/1935-PAUD dan PNF/2017,03-08-2017,Lihat SK Operasional,2017-08-09 18,,210,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,1,1,2013,
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9103B5E1-E67C-4210-A4F1-05332213C976,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70029595,KB SABILIL MUTTAQIN,70029595,DUSUN IV,PERKEBUNAN BANDAR SELAMAT,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,02,13-08-2021,503/IOPSP/DPMPPTSP/0010/III/2022,24-03-2022,Lihat SK Operasional,2022-06-10 14,,416,,2.,,,,paudsabililmuttaqin.official@gmail.com,,.000000000000,.000000000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,1,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2013,
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5438028B-C98C-49E2-8C3A-7CF740808AF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852896,KB TRIYADIKAYASA,69852896,DUSUN V,PERKEBUNAN BANDAR SELAMAT,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB Triyadikayasa,AH2175,,,421.9/0180-PLS/2013,,Silakan Upload SK,,,205,,2.,,,,triyadikayasa@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Sumatera Utara,Kab. Asahan,Aek Songsongan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5203D67D-366C-4C42-BB60-52D51765D8CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852894,KB ZAKIYAH,69852894,DUSUN IV,PERKEBUNAN BANDAR SELAMAT,KEC. AEK SONGSONGAN,KAB. ASAHAN,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LEMBAGA PAUD AL - IKHWAN,AB6818,,,421.9/2137-PLS/2012,,Silakan Upload SK,,,450,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,2.632187000000,99.539180000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2013,Telkomsel Flash
