prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F62BC309-16F8-48E6-8A22-21358EA9B4A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69878925,KB JASA BUNDA,69878925,SINABANG-LUAN BALU,KUALA BARU,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan JASA BUNDA,AB5813,,,421.9/01/PAN/D-KB/2012,,Silakan Upload SK,,Belum Terakreditasi,418,,2.,,,,paudjasabunda@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CC3A8D4-1B6C-4642-A051-CC95459D5E98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69878923,KB PENERUS ANAK BANGSA,69878923,Jln. Lingkar Simeulue Desa Gunung Putih,GUNUNG PUTIH,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB5816,,,420/2379/2012,,Silakan Upload SK,,Belum Terakreditasi,"3,900",,2.,,,,paudpenerusanakbangsa21@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,5,0,1,4,0,0,0,0,0,5,
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4865DF47-FD9A-475E-9063-6547F793E53F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69878924,KB SEHATI,69878924,JL. LINGKAR SINABANG-SIBIGO,MUARA AMAN,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD SEHATI,AB5819,422/42/TK/2012,15-07-2012,421/976/2017,08-05-2017,Lihat SK Operasional,2020-07-06 10,Belum Terakreditasi,"2,400",,2.,,,,paudsehati678@gmail.com,,2.637160000000,96.143417000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,0,3,
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D31FEE3-CE64-4384-BCDC-6A394555E05B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69829464,KB TUNAS BANGSA,69829464,Sinabang-Sibigo,LUGU SEBAHAK,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB Tunas Bangsa,AB5820,421.9/02/PAN/2011,20-02-2011,421.9/831/2021,09-12-2019,Lihat SK Operasional,2021-06-04 17,C,"1,875",1. -,2. -,PLN,,,paudtunasbangsa767@gmail.com,,2.689800000000,96.108300000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,0,4,4,0,0,0,0,4,3,0,1,2,1,0,1,0,0,0,0,4,Tidak Ada
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/730E9BC3-6D19-4614-A48F-D1E578C56C9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69829462,TK NEGERI ANGGREK SAMBAY,69829462,JL. TELUK DALAM DESA SAMBAY,SAMBAI,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420 / 61 / sk / 2005,01-01-2005,421.9/2665/2019,07-10-2019,Lihat SK Operasional,2020-06-24 10,B,"3,900",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,2.639141000000,96.136457000000,6,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,6,6,0,0,0,0,6,0,2,4,4,1,0,0,1,0,0,0,6,Telkomsel Flash
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/078F2074-3426-4100-89C6-7B7A56444EBE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69925364,TK NEGERI BUAH HATI TANJUNG RAYA,69925364,Desa Tanjung Raya,TANJUNG RAYA,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,141/106/DRT/SK/2011,11-06-2011,420/1143/2011,19-09-2011,Lihat SK Operasional,2020-06-18 09,Belum Terakreditasi,225,1. -,2. -,PLN,,,tkbuah.hati2021@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,440,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,2,1,0,1,1,0,1,0,0,0,3,Tidak Ada
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FABBEAD6-7C09-42A7-B7B5-514F4C07E428,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69925900,TK NEGERI DIAN MUTIARA BULU HADIK,69925900,Desa Bulu Hadik,BULU HADIK,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,141/387/DBH/2014,10-01-2014,421.9/833/2021,23-11-2011,Lihat SK Operasional,2021-11-10 07,C,"2,500",1. -,2. -,PLN,,,osmiana507@gmail.com,,2.633900000000,96.106000000000,6,0,0,0,2013,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,0,0,0,6,6,0,0,0,1,5,1,5,0,2,1,2,0,0,1,0,0,6,Tidak Ada
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1FF41791-5B85-4676-AECB-12D21C0B0960,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69959895,TK NEGERI MANOLONG AHINTA HOLISTIK INTEGRATIF KABUPATEN SIMEULUE,69959895,Jln. Nyak Ali Km 37,KUALA BAKTI,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,05/SK/DKT/2015,02-03-2015,421.9/250/2022,03-02-2022,Lihat SK Operasional,2022-03-10 08,B,"1,716",1. -,2. -,PLN,,,manolongahin56@gmail.com,,2.662011000000,96.092595000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,Tidak Ada
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE1738C9-F196-4CB1-A149-B17A9C2D2270,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69829459,TK NEGERI SAMORITA BABUSSALAM,69829459,Jl. Sinabang-Sibigo,BABUSSALAM,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.9/832/2011,21-06-2011,821.9/4021/2019,06-12-2019,Lihat SK Operasional,2020-12-29 12,,"2,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,julfarlian.bagus@gmail.com,,2.694339000000,96.130674000000,7,0,0,0,2013,Siang/6 hari,,2022/2023-2,0,2,0,0,2,0,0,0,7,7,0,0,0,0,7,2,1,4,1,5,0,1,0,0,0,0,7,Telkomsel Flash
Aceh,Kab. Simeulue,Teluk Dalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F7A76AC-7197-4FE5-80ED-2ADAF905A503,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966894,TK NEGERI SEHATI MUARA AMAN,69966894,Muara Amain,MUARA AMAN,KEC. TELUK DALAM,KAB. SIMEULUE,PROV. ACEH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,422/42/TK/2016,15-06-2016,421.9/976/2017,08-05-2017,Lihat SK Operasional,2020-09-02 14,Belum Terakreditasi,"2,400",,2.,,,,tksehati2020@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,1,1,1,0,0,0,0,0,3,
