prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F3EEB71-932E-44C1-9007-D95C2AAFA5A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897445,Al-Furqon,69897445,Jl. Al-Furqon Dsn XIII,SUKA MAJU,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,AO1986,No,18-06-2010,870/Kw.02/2-e/PP.00./10/2020,21-10-2020,Lihat SK Operasional,2022-11-10 15,,0,,2.,,,,,,2.546500000000,99.505000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6946C6FC-3231-4354-BFD8-F7F50C9F6260,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69904257,AN-NAZIFAH,69904257,Dusun III,GUNTUNG,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,03,01-09-2014,421.9/0518-LS,05-03-2015,Lihat SK Operasional,2015-09-25 11,,105,1. Telkomsel Flash,2. -,PLN,,,,,3.211081000000,99.606138000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,200,1,0,0,0,0,0,4,1,3,0,0,0,0,3,0,0,3,2,0,0,1,0,0,0,0,3,2013,Telkomsel Flash
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54A93A68-BA35-41AC-A871-BDE4BA0CC1D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69904116,ANNISA,69904116,Desa Guntung,GUNTUNG,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO1987,13,09-06-2014,421.9/2772-LS,29-09-2014,Lihat SK Operasional,2015-09-23 15,,"1,225",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,3.210000000000,99.603100000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,2,0,0,3,1,3,0,0,0,0,3,0,0,3,1,1,1,0,0,0,0,0,3,2013,Telkomsel Flash
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/56DD94CC-A2DA-47C8-9683-F28D95C76D97,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978049,KB ABC,69978049,Jl. Merdeka No. 21 Gg. Setia Dsn. IV,SUKA MAJU,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO1972,Notaris,03-01-2017,503/024/PAUD/DPM-PPTSP/IV/2018,09-04-2018,Lihat SK Operasional,2018-06-04 14,,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,4,0,3,0,0,0,0,3,1,0,2,1,0,0,1,1,0,0,0,3,2013,Telkomsel Flash
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/711F8B9E-65F0-4A72-813C-AB1A9AC8C5C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877370,KB ABDI,69877370,JALAN SEI TENGAR,BOGAK,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO1977,,,421.9/1335-LS,,Silakan Upload SK,,,200,1. -,2. -,PLN,,,paudabdi76561189@gmail.com,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,2,3,4,0,0,0,0,4,0,0,4,2,0,1,1,0,0,0,0,4,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9AD5F4F8-EAB3-4180-8A28-F6D4F51C4B16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69776623,KB ADE IRMA SURYANI,69776623,PANDU,TANJUNG TIRAM,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/524.12-LS,,Silakan Upload SK,,,210,1. -,2. -,PLN,,,kbaistt@gmail.com,,3.222300000000,99.584100000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/530EBE68-01DF-4F52-8786-1FC21EC0546C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69781167,KB AL FURQON,69781167,Jl. Jogja Dusun XIII,SUKA MAJU,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-FURQON,AO1986,02/Y.Al-F/KB/SK/VII/2007,06-07-2007,421.9/0822-LS,31-03-2017,Lihat SK Operasional,2018-04-18 10,,608,1. -,2. Telkomsel Flash,PLN,,,kbalfurqon35@gmail.com,,3.217281000000,99.581537000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,1,0,0,2,2,4,0,0,0,0,4,0,1,3,2,0,1,0,1,0,0,0,4,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFA16C0E-BD80-4165-861C-ED12F1107AE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69783491,KB AL MUBAROK,69783491,Jl. Manunggal V Desa Ujung Kubu Kec. Nibung Hangus Kab. Batu Bara,UJUNG KUBU,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AL MUBAROK BATU BARA,AO1983,Notaris,30-12-2009,503/0028/PAUD/DPM-PPTSP/IV/2022,21-04-2022,Lihat SK Operasional,2023-03-15 16,C,261,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudkoberalmubarok@gmail.com,,3.180700000000,99.636700000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,2013,Telkomsel Flash
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BCB8C83E-E3D6-44D8-BE02-9A9082CA1A67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69781146,KB INTAN PAYUNG,69781146,JL. BERINGIN NO. 381,BOGAK,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO1993,"No. 17 Notaris Yusnah Kosim, SH",11-06-2013,421.9/ 0248 - LS,27-02-2014,Lihat SK Operasional,2016-11-08 15,,200,1. -,2. -,PLN,,,,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BEF9DE5C-9203-4B8E-BD20-2DD9F48E21BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972567,KB NURUL HIKMAH,69972567,Jl. Rakyat Dusun IV,BAGAN DALAM,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB NURUL HIKMAH,AO1984,Notaris,06-10-2017,503/004/PAUD/DPM-PPTSP/XII/2017,27-12-2017,Lihat SK Operasional,2018-02-02 15,,200,1. -,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,1,0,0,5,0,4,0,0,0,0,4,0,0,4,2,0,1,1,0,0,0,0,4,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7414E8B7-AE43-4A69-98EB-E6B6E87654E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69982566,KB PAUD SAKINAH,69982566,Jl. Beringin Dusun V,BOGAK,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO1990,Notaris,28-03-2018,503/031/PAUD/DPM-PTSP/III/2021,26-04-2022,Lihat SK Operasional,2022-09-20 14,,35,1. -,2. -,PLN,,,kbsakinah69982566@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,2,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5C0E36D-D56C-4382-A909-47D8DF96FA45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69876887,KB PERSIS No. 348,69876887,JALAN JOGJA DUSUN X,SUKA MAJU,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/0.350-LS,,Silakan Upload SK,,,900,1. -,2. -,PLN,,,paudpersis84261857@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/171F4E4C-E6A5-4271-8AC4-3EB9A0421634,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69779792,KHAIRIL ANWAR IV,69779792,DUSUN IV TANJUNG MULIA,TANJUNG MULIA,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,421.9/610.3-LS,,Silakan Upload SK,,,"4,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,4,2013,Telkomsel Flash
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/118D74B0-2562-4FDD-8A65-866580A290FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69781073,MANDIRI,69781073,DUSUN III TANJUNG MULIA,TANJUNG MULIA,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD MANDIRI,AO1998,,,421.9/414.9-LS,,Silakan Upload SK,,C,300,,2.,,,,kbmandiri09@gmail.com,http,.000000000000,.000000000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,1,3,0,0,0,0,3,0,1,2,2,0,0,1,0,0,0,0,3,2013,
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D46ADF6-4BF8-43E7-AC23-441D1C1AF8C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69781144,PAUD PERMATA HATI,69781144,JALAN SELAMAT DUSUN VI,SUKA JAYA,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD PERMATA HATI,AO1979,No.20,11-02-2013,421.9/3564.1- LS,30-12-2014,Lihat SK Operasional,2016-10-25 16,,525,1. -,2. -,PLN,,,permatahati19650602@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2013,Tidak Ada
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42BE0394-3595-4426-90C5-622DF41C18F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69783498,PERMATA BUNDA,69783498,JL. BALAI DESA DUSUN X,BAGAN DALAM,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.9/636-LS,,Silakan Upload SK,,,105,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,0,0,0,Siang/6 hari,,2022/2023-2,900,1,0,0,2,0,0,1,3,4,0,0,0,0,4,0,0,4,2,1,0,0,0,0,1,1,3,2013,Telkomsel Flash
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE237118-D1D5-4013-AFE8-B3E6062B531E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897444,RA Wakaf Al Mukhlishin,69897444,Rahmadsyah,BANDAR RAHMAD,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,2.546504000000,99.577970600000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kab. Batubara,Tanjung Tiram,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5586E6A7-AE6C-46C1-AB98-4125309775D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69730052,RA/BA/TA JAMIATUL HASANAH,69730052,DUSUN II UJUNG KUBU,UJUNG KUBU,KEC. TANJUNG TIRAM,KAB. BATUBARA,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,2.546501300000,99.501300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
