prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EECB463-613C-4EDF-9F5F-A28480B5974A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897485,Al-Washliyah Kebun Lada,69897485,Jl.Perintis Kemerdekaan No.144,JATINEGARA,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,3.627161000000,98.494463000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E33C6BA8-1519-4360-98DC-A610DE24F614,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897486,AN-NAURA,69897486,Jl. Gumba,JATI UTOMO,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,3.643402000000,98.491999000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11C6D073-66F7-47A0-8EB2-9086C5947E24,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897487,Harapan,69897487,Jl. Gumba Lk. X,JATI MAKMUR,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,3.640477000000,98.489431000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/390D14A2-0B31-49F7-B42B-C010ED23132B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69793954,KB  SALSABILA,69793954,JALAN CANGKUL LK II KELURAHAN CENGKEH TURI,CENGKEH TURI,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB7873,09,05-05-2013,421.9-5117,30-12-2016,Lihat SK Operasional,2018-03-09 15,B,300,,2.,,,,PAUDSALSABILA22@gmail.com,,3.649600000000,98.478800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81B7F33A-834D-43E1-B8AE-B10632874694,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69876699,KB NUR AISYAH,69876699,JL. TENGKU AMIR HAMZAH Gg. ALIMIN LK. I,JATI MAKMUR,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,56,28-05-2012,421.9 - 0001/III/2017,09-03-2017,Lihat SK Operasional,2018-03-14 08,C,90,1. Lainnya,2. Lainnya,PLN,,,kbnuraisyah7@gmail.com,,.000000000000,.000000000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,2,2013,Lainnya
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF704F37-5FFD-44E6-9373-D9348BF125BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69870702,NADYA,69870702,M.SYAFII,JATI KARYA,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,03,15-08-2013,421.9.3552,01-09-2016,Lihat SK Operasional,2018-03-14 13,,"1,260",1. Axis,2. Telkom Speedy,PLN,,,PaudNadyaBinjai11@gmail.com,,3.612973000000,98.501005000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,889,2,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2013,Axis
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1CA22200-9A3F-4F79-8D5D-225FCAAF5A8C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858520,NURUL HAFIZH,69858520,JalanPerintis Kemerdekaan,KEBUN LADA,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan TK NURUL HAFIZH,AB7879,22,12-06-2012,421.9-0010/IV/2017,06-04-2017,Lihat SK Operasional,2018-03-13 13,B,"2,775",1. Lainnya,2. Lainnya,PLN,,,kbnurulhafizh@gmail.com,,.000000000000,.000000000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2013,Lainnya
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB623194-44F8-4EF6-89D0-51E6DB9FB7C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69909296,PAUD AL MUTTAQIN,69909296,Beringin Komplek Masjid Al-Muttaqin Lingkungan I Kel Jati Utomo,JATI UTOMO,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Islam Swadaya Masyarakat Al Muttaqin Binjai,AN3229,36,23-04-2015,421.9-4089,25-06-2015,Lihat SK Operasional,2015-10-14 22,,180,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudalmuttqin2015@gmail.com,http,3.653500000000,98.511300000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,"1,200",3,0,1,2,0,0,3,0,3,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,2013,Telkomsel Flash
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10A3F5E5-E0CF-48A6-8A3B-B19D0378DD5B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69900929,PAUD AL-FALAH,69900929,Jl. T. Amir Hamzah Lk. V,JATI UTOMO,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Paud Al-falaah,AB7869,421.9-1910,02-04-2015,421.9-1910,02-04-2015,Lihat SK Operasional,2015-09-03 19,C,0,1. Axis,2. Telkomsel Flash,PLN,,,kbalfalah005@gmail.com,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,450,4,0,0,1,1,0,5,0,3,0,0,1,0,4,0,2,2,0,1,1,0,0,1,1,0,4,2013,Axis
Sumatera Utara,Kota Binjai,Binjai Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A44B0BB7-B578-4869-90B2-84ECBEFD055E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69926920,PAUD Ananda An Nazri,69926920,Jl Wijaya Kusuma Lk. VII,PAHLAWAN,KEC. BINJAI UTARA,KOTA BINJAI,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,54,28-05-2015,421.9-6591,05-11-2015,Lihat SK Operasional,2015-12-28 14,C,200,1. Lainnya,2. Lainnya,PLN,,,fahrizalm11@gmail.com,,.000000000000,.000000000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,2,0,0,2,2,2,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,2,2013,Lainnya
