prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DBAE98B-1144-4683-B5D2-475C2073EB4A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897816,Al gontori 90,69897816,Komp Bukit Bunga Blok B No 25 Ds Gandasari 4.,GANDASARI,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-7.016623000000,107.548959000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DCE5D262-4085-4770-BEB5-E1F39C64EAE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963289,Al-Hasanah,69963289,Pangauban,PANGAUBAN,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06EA0908-738E-435B-857A-AE0B80F35033,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69817601,KB  AINUN SALSABILA,69817601,Kp. Sukamulya Rt. 03 / 08,PANGAUBAN,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Ainun Salsabila Pangauban,AX1300,01/ASP/II/2021,14-01-2013,421.1 / 0500.6-Disdik/2021,05-02-2021,Lihat SK Operasional,2023-02-11 20,,91,1. 3 (Tri),2. Telkomsel Flash,PLN,,,ainunsalsabila17@gmail.com,,-7.004500000000,107.556700000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2013,3 (Tri)
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25FCB40A-9FDA-4ED2-91DB-4D5665D50E2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69817597,KB  AL - BAROKAH,69817597,Kp. Muara Ciwidey  Rt. 04 / 01,CILAMPENI,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AA2258,421.1/517-Disdikbud/2011,04-04-2011,421.1 / 1058 - Disdik / 2017,04-04-2017,Silakan Upload SK,,,100,,2.,,,,kbalbarokah2@gmail.com,,-6.975846000000,107.547374000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/121642A9-6C15-4FF8-A598-9204A59D2711,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69817940,KB  RAIHAN,69817940,Kp. Patrol Rt. 02 / 04,SUKAMUKTI,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ARRAIHAN NURSHAFWAN,AA2278,421.1/2869-Disdik/2017,13-08-2017,421.1 / 2869 - Disdik / 2017,13-08-2017,Lihat SK Operasional,2017-11-06 07,,363,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,,kober.raihan@gmail.com,,-6.994263000000,107.581880000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2013,Lainnya (Serat Optik)
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22040A1E-E168-49EC-A353-CEE2649A3842,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69910056,KB AL - FATAH,69910056,Kp. Lendean Girang Rt. 03 / 13,SUKAMUKTI,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.1/1372-DISIKBUD/2015,25-02-2015,421.1 / 2867 - Disdik / 2017,13-08-2017,Lihat SK Operasional,2015-10-16 09,,148,,2.,,,,kbalfatah13@gmail.com,,-6.998345400000,107.569855600000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,2,2013,
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39BAB397-39E0-46B4-AD14-67E55BBECC1A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69817805,KB AL - HUDA,69817805,Kp. Bojong Rt. 03 / 03,SUKAMUKTI,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Adz-Dzikra Nurul Huda,AA2271,421.1/1052-Diddikbud/2010,03-06-2010,421.1 / 1986 - Disdikbud / 2016,10-06-2016,Silakan Upload SK,,,105,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,koberalhudasukamukti@gmail.com,,-6.992967000000,107.583318000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,5,0,3,0,0,0,0,3,0,1,2,2,1,0,0,0,0,0,0,3,2013,Telkomsel Flash
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E5664D4-50D2-4136-876F-6E7EA74461D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69872904,KB AL - IHSAN,69872904,Jl. Juntihilir Rt. 02 / 01,SANGKANHURIP,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PC Pesistri Katapang,AA2244,421.1/3228,16-09-2014,421.1 / 2628 - Disdikbud / 2016,19-09-2016,Silakan Upload SK,,,337,,2.,,,,kober.ihsan@gmail.com,,-7.000933400000,107.585651100000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2013,
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/959489D2-0C27-4B10-AF1A-9038A0D6BE71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69910058,KB AL - ISTIQOMAH,69910058,Jl. Terusan Kopo Blk. 523 Bojongbuah,PANGAUBAN,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AD3803,421.1/2821-DISDIKBUD/2014,17-10-2014,421.1 / 2863 - Disdik / 2017,15-05-2017,Lihat SK Operasional,2015-10-16 09,,851,1. -,2. -,PLN,,,kb.alistiqomah2007@gmail.com,,-6.986500000000,107.560400000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,300",1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2013,Tidak Ada
Jawa Barat,Kab. Bandung,Katapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFE029C0-9639-4059-B3B7-160C0660CD3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69910065,KB AL - KHOIR,69910065,KP. Bojong Tanjung  Rt. 01 / 17,SANGKANHURIP,KEC. KATAPANG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AA2257,421.1/2821-DISDIKBUD/2014,16-06-2014,421.1 / 2843 - Disdik / 2017,10-05-2017,Lihat SK Operasional,2015-10-16 09,,96,1. -,2. -,PLN,,,koberalkhoir17@gmail.com,,-7.021078600000,107.554722100000,4,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,1,1,1,0,1,0,0,0,4,2013,Tidak Ada
