prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/223ADF2F-7572-4FCD-ABFA-4FA6DFCFB12B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960924,KB PAUD BETLEHEM PENE UTARA,69960924,Jl.LOID NENOBOTA,PENE UTARA,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD BETLEHEM PENE UTARA,AK9648,255,13-01-2017,PPO.421.1/216/2016,21-12-2016,Lihat SK Operasional,2017-03-20 11,,400,,2.,,,,kesiadebora@yahoo.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,2,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FC65A93-E273-4E19-9A4A-D985F31E9229,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975486,KB PAUD JUNUS,69975486,RT 03 RW 02,PENE UTARA,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,DIKBUD.06.02.01/425/2017,09-06-2017,DIKBUD.06.02.01/425/2017,09-06-2017,Lihat SK Operasional,2018-04-23 15,,800,,2.,,,,enokakap@yahoo.com,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B86DF896-0751-4CA5-AD62-C8C6BAB47CA0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960800,KB PAUD MARANATHA TAEKAS,69960800,"RT. 03, RW. 05 DUSUN II",NIKI NIKI UN,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK9650,33,09-07-2015,PPO. 421.1/215/2016,21-12-2016,Lihat SK Operasional,2017-03-15 21,Belum Terakreditasi,"6,000",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA8DA05A-AC98-4B73-ABD9-D05434A3323E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70015453,KB PAUD ZOAR HUETNANA,70015453,NEKE KEC. OENINO,NEKE,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,DIKBUD.06.02.01/61/2021,23-09-2021,DIKBUD.06.02.01/61/2021,23-09-2021,Lihat SK Operasional,2021-12-03 10,,"2,520",,2.,,,,paudzoarhuetnana@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE18D02D-4B37-47B9-AA70-0B4B8A6251F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950283,KELOMPOK BERMAIN TALITAKUMI,69950283,TAE HUE RT.18 RW.09,HOI,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,236,26-09-2014,PPO.421.1/126/2014,26-09-2014,Lihat SK Operasional,2016-09-27 12,,"5,000",,2.,,,,paudtalitakum@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B54A729-CF33-41FE-9DBD-0B9328717AAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947477,PAUD BETEL NOEBAUN,69947477,"JL. LAHEROI RT. 008, RW. 005 DUSUN NEOBAUN",NOE NONI,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK9650,48,08-08-2012,PPO. 848.1/1046/2013,03-04-2013,Lihat SK Operasional,2016-08-16 09,,600,1. -,2. -,Tidak Ada,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,Tidak Ada
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C30E91BA-3855-452B-8E32-75A2D6A4E2D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946211,PAUD EKKLESIA,69946211,"RT. 16, RW. 09",NOE NONI,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,218,15-09-2011,PPO. 421.1/66a/2015,13-07-2015,Lihat SK Operasional,2016-07-15 08,,"6,000",,2.,,,,ekklesia@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C1DD94F-499B-4F5D-A337-1068259EFF4E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945325,PAUD EON USIF,69945325,Jl. Timor Raya,NIKI NIKI UN,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,85,22-05-2015,PPO. 421.1/66a/2015,31-07-2015,Lihat SK Operasional,2016-06-17 14,,"6,000",,2.,,,,paudeonusif@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06B4903D-5048-4A0B-BB2D-5311EB759663,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945203,PAUD HARAPAN NIFUKANI,69945203,RT. 11 RW.04 Desa Abi,ABI,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,42,01-08-2012,PPO. 421.1/40/2015,12-05-2015,Lihat SK Operasional,2016-06-15 12,Belum Terakreditasi,"6,000",1. Telkomsel Flash,2. Telkomsel Flash,Lainnya,,,paudharapanabi@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,500,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,2,Telkomsel Flash
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Oenino,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3437714C-7C4D-4170-8D62-8B09080D0B06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954093,PAUD HETFEN,69954093,"RT. 08, RW. 04 DUSUN 1",NEKE,KEC. OENINO,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,194,19-02-2010,PPO. 421.1/12.058/2011,14-11-2011,Lihat SK Operasional,2016-11-18 20,,"6,000",,2.,,,,paudhetfennetulinah@yahoo.com,,.000000000000,.000000000000,4,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,2,1,0,1,0,0,0,0,4,
