prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8812372-D2B8-4134-A7E4-7B6CDDAF3A4D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69934526,KB CAHAYA IBU,69934526,Kampung Buantan Besar,BUANTAN BESAR,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF1013,63/SK/DBB/XV/2013,11-06-2013,421.1/PDK/PAUD-PLS/2016/0,11-01-2016,Lihat SK Operasional,2016-02-17 00,,329,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,bkbcahayaibu2016@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",3,0,0,1,0,0,0,3,3,0,0,0,0,3,1,1,1,0,1,2,0,0,0,0,0,3
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EBEDF440-5237-4B41-8F90-F3D50ED3870B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69922638,KB HARAPAN BUNDA,69922638,Dusun sungai betung,KAMPUNG REMPAK,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,400/KPR-KS/281,07-04-2013,421.1/PDK/PAUD-PLS/1473,28-11-2014,Lihat SK Operasional,2023-02-01 10,C,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbharapanbundasiak@gmail.com,,.813275000000,102.012370000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,0,0,2,2,3,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,0,3
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0BE4488-0BA1-4411-9EA5-C71203BB8BB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69803983,KB INTAN PAYUNG ELOK,69803983,Jl. Harapan Gg. Sejahtera,KAMPUNG REMPAK,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan ELOK MEMBANGUN NEGERI,AB9371,05/YEMN/V/2005,18-05-2005,421.1/PDK/PAUD-DIKMAS/2017/1504,09-10-2017,Silakan Upload SK (link file tidak valid) => [574175-2327--],2022-01-24 00,Terakreditasi,0,1. Lainnya,2. Lainnya (Wavelan),PLN,,,intanpayungelok@yahoo.com,,.827522300000,102.037498300000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"2,300",2,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A954FFF3-F4AE-4BD5-9B45-FC8D051E3CA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69935559,KB ISLAMIC CENTER MADINATUL ULUM,69935559,Kampung Rempak,KAMPUNG REMPAK,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,05 TAHUN 2012,01-07-2012,421.1/PDK/PAUD-PLS/2015/1,16-12-2015,Lihat SK Operasional,2016-02-23 16,A,100,1. Telkom Speedy,2. Telkom Speedy,PLN,,07648001047,kbsainsislamic@gmail.com,,.813092100000,102.028605800000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"36,000",5,0,1,2,0,0,5,0,3,0,0,0,0,3,0,3,0,1,2,0,0,0,0,0,0,3
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BB4862F-26DA-4A9E-8CCB-0D9F6D575A94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69968200,KB MAWAR,69968200,Jl. Datuk Setia Wangsa,RAWANG AIR PUTIH,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,NOMOR,18-04-2008,421.1/PDK/PAUD-DIKMAS/2017/283,07-03-2017,Lihat SK Operasional,2017-10-12 21,C,450,1. Telkomsel Flash,2. -,PLN,,,Tkterpadumawar@gmail.com,,.799960100000,102.000736900000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B51696B-84C6-43C6-8012-974E8144DD31,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69922691,KB MENTARI KIDS,69922691,Jl.Datuk Laksamana,KAMPUNG REMPAK,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AL ISLAMIYAH,AB9382,01/KEP-MK/I/2006,14-12-2006,421.1/PDK/PAUD-PLS/2015/1246,20-11-2015,Lihat SK Operasional,2017-11-09 11,,"1,200",,2.,,,,mentarikidskb@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D2E2747-ECD9-4A8D-AAE5-1BA660C488F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921948,KB MUTIARA BUNDA,69921948,Paret Baru,LANGKAI,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AB9376,01/KPTS/2014,03-01-2014,421.1/PDK/PAUD-PLS/2015/1,11-03-2015,Lihat SK Operasional,2015-11-30 15,,228,1. -,2. -,PLN,,,paudmutirabunda@gmail.com,http,.842666900000,102.038396500000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",2,0,0,3,0,0,1,4,4,0,0,0,0,4,0,1,3,2,2,0,0,0,0,0,0,4
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1261C06E-37BD-41D9-B462-0F4CFE237340,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69804020,KB MUTIARA HATI,69804020,SUAK LANJUT,SUAK LANJUT,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AI9542,,12-06-2007,421.1/PDK/PAUD-PLS/2017/901,04-07-2017,Lihat SK Operasional,2018-03-22 11,,"1,260",,2.,,,,kbmutiarahatisiak@gmail.com,,.812103000000,102.062366000000,1,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8874398-53FF-441A-B8F7-E92682398E93,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69803885,KB NEGERI PEMDA SIAK,69803885,SULTAN SYARIF HASYIM,KAMPUNG DALAM,KEC. SIAK,KAB. SIAK,PROV. RIAU,NEGERI,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,,871 TH 2004,,Silakan Upload SK,,,0,,2.,,,20380,lailatulqomariah23@yahoo.co.id,,-5.443757000000,114.421127000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Riau,Kab. Siak,Siak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6108E7F7-38F2-49CF-AD0D-A69293071C44,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69956551,KB TELAGA INDAH,69956551,Desa Tumang,TUMANG,KEC. SIAK,KAB. SIAK,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,25/SK/TMG/2016,05-01-2016,421.1/PDK/PDK-PLS/2016/1998,23-12-2016,Lihat SK Operasional,2016-12-28 09,,837,1. -,2. Lainnya,PLN,,,kbtelagaindahtumang@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
