prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AB1E1B9-F84E-448D-A76B-715F1D1A9912,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957908,Az-Zahro,69957908,Jl. Lesung Batu,ULU RURAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4AB96FC-D254-4B7B-8EEC-7D3E7A3FBBCE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957907,Bintang Prestasi,69957907,Dempo Raya No. 24,SIDOREJO,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D1A737E-767A-4625-AADF-7531F71B83DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69904328,ISLAMI,69904328,Jl. terminal Induk,SIDOREJO,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD ISLAMI,AN4218,LEMBAGA,10-05-2010,67,05-06-2013,Lihat SK Operasional,2015-10-05 21,B,300,1. -,2. Lainnya,PLN,,,kbislamipkk@gmail.com,,-4.027877000000,103.236028000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,95,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2013,Tidak Ada
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E38646CF-77CD-4C68-9995-045BB39069E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882680,KB ABABIL,69882680,"Gang Kenanga, Talang Jawa Terminal",SIDOREJO,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AW8627,SK LEMBAGA,05-05-2010,67/SK/DIKPORA/2013,05-06-2013,Lihat SK Operasional,2015-10-03 19,,100,,2.,,0,,ababilpaud.kb@gmail.com,0,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F80943A-2B8B-44FB-82E2-AE25E339B20B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69908290,KB AISYIYAH BELUMAI,69908290,Ds. Belumai,ULU RURAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4222,SK LEMBAGA,10-05-2014,100/SK/DIK/2015,23-09-2015,Lihat SK Operasional,2015-10-12 01,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6D4D3EA-06F2-4999-9549-BFC03A40FA45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882681,KB Al MUAWANAH,69882681,PERUMNAS NENDAGUNG,NENDAGUNG,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AN4188,SK LEMBAGA,01-06-2010,67/SK/DIKPORA/2013,05-06-2013,Lihat SK Operasional,2015-10-27 19,,100,,2.,,,,wulanmeidiarti@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D442BF1-340C-4CDA-A064-EFD9927F3A99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966502,KB AL-FARUQ,69966502,"Beringin Sakti, Nomor 69 RT 02 RW 01",ULU RURAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4216,503/04/PAU/DISPMPTSPTK/2017,28-04-2017,503/08/PAU/DISPMPTSPTK/2017,28-04-2017,Lihat SK Operasional,2017-09-11 23,B,135,,2.,,,,edwinbesemah@gmail.com,,-4.034679000000,103.264060000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2013,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F011463-D58C-4F7F-95F9-4F1187051FD4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882675,KB AR RAHMAN,69882675,TANJUNG CERMIN,BASEMAH SERASAN,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4248,LEMBAGA,15-05-2011,67/SK/DIKPORA/2013,05-06-2013,Lihat SK Operasional,2015-10-03 19,B,0,1. -,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,Tidak Ada
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3225EC46-5E73-47E2-A9AF-80B1E5138D8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69907850,KB BABUSALAM,69907850,Jl. Sindang Raya,TEBAT GIRI INDAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BABUSALLAM,AN4228,SK LEMBAGA,10-05-2013,100/SK/DIK/2015,23-09-2015,Lihat SK Operasional,2020-09-08 07,B,150,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,kbbaabussalampga@gmail.com,,-4.026100000000,103.249800000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2013,Telkomsel Flash
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/826AF5DA-8C96-46F0-ABF9-03251662F6C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882672,KB BINA KASIH,69882672,Jln.Kampung Melati RT 09 RW 03,BASEMAH SERASAN,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4219,LEMBAGA,11-07-2011,67/SK/DIKPORA/2013,05-06-2013,Lihat SK Operasional,2015-10-03 19,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,binakasihp@yahoo.com,,.000000000000,.000000000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2013,Telkomsel Flash
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA1BB540-1BA5-43B4-9948-DFB911EEFC04,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69903548,KB BUNNAYA,69903548,GANG ASTRA NO 88 RT 4 RW 4,TUMBAK ULAS,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4215,SK LEMBAGA,05-04-2011,SK KANTOR PELAYANAN PERIZ,31-03-2015,Lihat SK Operasional,2016-09-19 18,B,152,1. -,2. Telkom Speedy,PLN,,,kbbunayya5@gmail.com,,-4.040431000000,103.233933000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,1,0,0,1,2,3,0,0,0,0,3,0,0,3,1,0,0,1,1,0,0,0,3,2013,Tidak Ada
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/91687674-9544-401B-88EE-52D0C9C1ED48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69908289,KB CEMPAKA,69908289,Jalan Gunung Dempo,SIDOREJO,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,SK LEMBAGA,10-05-2014,100/SK/DIK/2015,23-09-2015,Lihat SK Operasional,2015-10-12 01,,50,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD9830EA-DCAD-43DE-A5FC-070108306EF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70015170,KB IQRA  RAHMAH,70015170,Jl. Lingkar Indra Giri Rt 5 Rw 1,TEBAT GIRI INDAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,503/03/PAS/DISPMPTSPTK/2021,20-09-2021,421.9/980/Dilbud.Paud.2021,29-09-2021,Lihat SK Operasional,2021-11-25 19,,200,1. -,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2,2013,Tidak Ada
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4955A9AA-193F-4044-B953-8C87512C01B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858008,KB NEW FRIEND,69858008,Jln Gunung,NENDAGUNG,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4202,LEMBAGA,28-08-2007,67/SK/DISPORA /2013,05-06-2013,Lihat SK Operasional,2015-10-03 19,,40,,2.,,,,kbnewfriend@gmai.com,,-4.021317000000,103.233504000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2013,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C74E21D9-327E-4D7F-B9CE-2FDDFE0CFACA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69904330,KB NURUL IMAN,69904330,Tebat Baru Ilir,TEBAT GIRI INDAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4200,LEMBAGA,16-05-2011,DINAS PENDIDIKAN,05-06-2013,Lihat SK Operasional,2016-09-19 18,,50,,2.,,,,k.nuruliman@yahoo.com,,-4.021938000000,103.251303000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFEFB2BA-A88D-414D-8ABB-E00324458027,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858009,KB NURUSSA ADAH,69858009,Desa Pagar Jaya,NENDAGUNG,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4231,LEMBAGA,15-05-2010,67/SK/DISPORA /2013,05-06-2013,Lihat SK Operasional,2016-09-17 19,C,285,1. -,2. Telkomsel Flash,PLN,,,paudnurussaadahofficial@gmail.com,,.000000000000,.000000000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,1,0,0,1,0,0,0,3,3,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,3,2013,Tidak Ada
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4DCEA398-D557-48BF-A37D-F971AAD2AD15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965673,KB SABRINA INSANI,69965673,Jl. Mayjen Harun Sohar No.27,TUMBAK ULAS,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4206,SK Lembaga,01-06-2016,25/ SK/ DIKBUD/ 2017,02-02-2017,Lihat SK Operasional,2017-08-23 02,,250,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B60FEA9C-453C-4889-956D-DCB28102DBA4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882673,KB SAYANG IBU,69882673,Kampung Jakarta,BASEMAH SERASAN,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4212,LEMBAGA,05-01-2009,23/SK/DIKBUD.PAUD2020,13-07-2020,Lihat SK Operasional,2020-08-30 11,C,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sayangibupga@gmail.com,,-4.024038000000,103.252532000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,1,0,0,2,0,0,1,2,2,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,2,2013,Telkomsel Flash
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00399187-FEF0-4BE1-A0BE-7CB05EB64253,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69959849,KB TAMAN CERIA,69959849,Ds. Tanjung Payang,TANJUNG AGUNG,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4182,SK LEMBAGA,20-06-2016,25/ SK/ DIKBUD/ 2017,20-02-2017,Lihat SK Operasional,2017-02-27 08,,50,,2.,,,,,,-5.443757000000,114.421127000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,2,0,1,0,0,0,0,1,2,2013,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52612E45-EB9A-4887-A2F4-0071A81EF4EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69990657,PAUD AL-LATHIFA,69990657,Jl. Neruang Raya RT 06 RW 03 nendagung,NENDAGUNG,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,503/03/PAS/DISPMPTSPTK/2018,11-09-2019,23/SK/DIKBUD.PAUD/2020,11-09-2019,Silakan Upload SK (link file tidak valid) => [358379-944576--],2020-08-31 04,C,400,1. -,2. Telkomsel Flash,PLN,,,allathifa92@gmail.com,http,-4.025200000000,103.228700000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,3,2013,Tidak Ada
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5EEF236A-E6DC-4DA0-838D-B4B003561FF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69887431,RA. Al Fattah,69887431,JL. MAYOR RUSLAN NO. 22,NENDAGUNG,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,803 TAHUN 2018,13-09-2018,803 TAHUN 2018,13-09-2018,Lihat SK Operasional,2019-04-26 17,C,0,,2.,,,,,,-4.024171900000,103.237600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5F9B766-68C2-4B7E-8F8F-3872C025F4D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69887429,RA. Al Hadi,69887429,Jl.Kopral Salam,ULU RURAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,806 TAHUN 2018,13-09-2018,806 TAHUN 2018,13-09-2018,Lihat SK Operasional,2019-04-26 16,,0,,2.,,,,,,-4.032169200000,103.265240000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EBAF4C10-4CBF-45A6-A07E-07A66920827E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69887430,RA. Kasih Ibu,69887430,Jl. Air Perikan Gang Serasi No. 42,TANJUNG AGUNG,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,858 TAHUN 2018,28-09-2018,858 TAHUN 2018,28-09-2018,Lihat SK Operasional,2019-04-26 17,,0,,2.,,,,,,-4.028859500000,103.232957000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5A0DE95-76F1-4CA4-92AC-33AE63108421,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69731544,RA/BA/TA NU 20 AL-MUNADHOROH,69731544,JL. GUNUNG RT.17 RW.26,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-4.016624000000,103.235827000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/87E9FC5E-1B55-434A-9EF2-CFB99ED60DE0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69731545,RA/BA/TA NU XIV,69731545,GG. CEMPAKA NO.24 RT.02 RW.01 KEL. TEBAT GIRI INDAH,TEBAT GIRI INDAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,,,789 TAHUN 2018,13-09-2018,789 TAHUN 2018,13-09-2018,Lihat SK Operasional,2019-11-06 11,C,0,,2.,,,,,,-4.022986600000,103.249936000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/078661E5-3557-4D32-AF95-19A6932E45AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881350,SPS DAHLIA,69881350,KEBAN AGUNG,ULU RURAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,LEMBAGA,12-05-2010,67/SK/DIKPORA/2013,05-06-2013,Lihat SK Operasional,2015-10-03 19,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFE6B41D-C8ED-4F53-98A6-CD9A39DE1039,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858017,SPS DELIMA,69858017,Ds. Tebat Baru Ulu,TEBAT GIRI INDAH,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4259,LEMBAGA,01-07-2014,100/SK/ DIK/2015,23-09-2015,Lihat SK Operasional,2017-05-03 10,,100,,2.,,,,paud.majujaya.pagaralam@gmail.com,,-4.213000000000,103.117700000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54343F1F-41E7-4FA4-B05E-35F0DD11F518,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69858016,TAAM AL FURQON,69858016,KAMPUNG PUNCAK,TUMBAK ULAS,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN4207,LEMBAGA,10-06-2011,67/SK/DISPORA /2013,05-06-2013,Lihat SK Operasional,2015-10-03 19,C,108,1. -,2. Telkomsel Flash,PLN,,,,,-4.030799000000,103.266935000000,4,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,1,0,0,0,0,0,1,3,4,0,0,0,0,4,0,1,3,3,1,0,0,0,0,0,0,4,2013,Tidak Ada
Sumatera Selatan,Kota Pagar Alam,Pagar Alam Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9D26E8A9-29D7-4DE5-B060-A519C7D66271,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994934,TAHFIDZUL QURAN IBNU ABBAS,69994934,Komplek KUD Sampurna Alam Dusun Tinggi Hari RT 008 RW 002,TUMBAK ULAS,KEC. PAGAR ALAM SELATAN,KOTA PAGAR ALAM,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,503/67/PAS/IMB/DISPMPTSPTK/2019,06-12-2019,421.9/2075/DIKBUD PAUD/2019,13-12-2019,Lihat SK Operasional,2023-04-09 04,B,144,1. Telkom Speedy,2. Telkom Speedy,PLN,,,ibnuabbas851@gmail.com,,.000000000000,.000000000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,900",2,0,0,2,0,0,4,0,2,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,2,2013,Telkom Speedy
