prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BC0BB2E-8C0A-4976-A195-9AB371D6665B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842305,KB BINTANG CERIA,69842305,"DUSUN WONOREJO, RT 01 RW 8 DESA KEDUNGJATI",KEDUNGJATI,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AM9930,,02-07-2008,421.1/767/E/2015,23-10-2015,Lihat SK Operasional,2017-02-17 12,Belum Terakreditasi,0,1. Telkomsel Flash,2. Smartfren,PLN,,,kbbintangceriakedungjati@gmail.com,,-7.167813400000,110.614865900000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FD34A49E-2624-4C22-842E-552DCD2E143C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69917537,KB DARUSSALAM,69917537,Dukuh Gajah Mati Desa Jumo,JUMO,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Islam Darussalam,AM9926,421.1/526/E/2014,09-09-2014,421.1/526/E/2014,09-09-2014,Lihat SK Operasional,2017-02-17 12,Belum Terakreditasi,450,1. Indosat IM3,2. Lainnya (Serat Optik),PLN,,,darussalamkb86@gmail.com,,-7.191606600000,110.667430300000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Indosat IM3,"2,200",3,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6BA84B81-26FE-49F2-A5C5-5E129C04476D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842304,KB GUNUNG DORA,69842304,KP PANDEAN RT 01 / RW 05 DESA KEDUNGJATI,KEDUNGJATI,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GUNUNG DORA,AM9949,,01-07-2007,4421.1/1090/e/2016,24-10-2016,Lihat SK Operasional,2017-02-17 11,,80,,2.,,,,kbgunungdora304@gmail.com,,-7.114412400000,110.680218800000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,2
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/753F7B8F-D3F0-4144-A35F-A8DE26D95601,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842300,KB INSAN CENDEKIA,69842300,PADAS RT 02 RW 01,PADAS,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KB Insan Cendekia,AM9945,,02-07-2008,421.1/528/E/2014,05-05-2014,Lihat SK Operasional,2017-02-17 12,Belum Terakreditasi,0,1. -,2. Smartfren,PLN & Diesel,,,kbinsancendekia300@gmail.com,,-7.110125000000,110.653892500000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,1,1,2,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,1,1
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/720B4988-4CC4-416A-A2C4-000CBCF36C8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978576,KB KASIH BUNDA,69978576,DUSUN NGAWUR,KENTENGSARI,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,02-07-2012,421.1/1880/E/2017,20-11-2017,Lihat SK Operasional,2018-07-16 15,,216,1. Telkomsel Flash,2. Smartfren,Menumpang,,,kbkasihbunda576@mail.com,,-7.205347100000,110.657196700000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5983CF05-7FD6-40FF-A34C-DD88915DB52F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007481,KB KASIH BUNDA 1,70007481,Ds. Kentengsari Kec. Kedungjati,KENTENGSARI,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,421.1/2004/E/2017,21-08-2017,421.1/2004/E/2017,21-08-2017,Lihat SK Operasional,2021-01-29 12,,0,1. Indosat Mentari,2. Telkomsel Flash,Menumpang,,,kbkasihbunda1481@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Indosat Mentari,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4EA4CEDB-B138-48C6-AEE9-53BBC2EAAF21,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842302,KB MAHKOTA DEWA,69842302,KLITIKAN RT 02 RW 04,KLITIKAN,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,14-07-2008,421.1/821/e/2016,29-02-2016,Lihat SK Operasional,2017-02-17 12,Belum Terakreditasi,80,1. Smartfren,2. Telkomsel Flash,PLN,,,kbmahkotadewa302@gmail.com,,-7.159839000000,110.646830000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Smartfren,450,1,0,0,1,0,0,2,0,2,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,2
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E01292E8-DA1B-4321-83BE-386279D60884,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842297,KB MANBAUL ULUM,69842297,"DUSUN KEDUNG, DESA KENTENGSARI",KENTENGSARI,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,02-06-2012,421.1/1170/E/2016,19-12-2016,Lihat SK Operasional,2017-02-17 12,Belum Terakreditasi,100,1. -,2. -,PLN,,,kbmanbaululum297@gmail.com,,-7.142334800000,110.632857300000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,1,0,0,4,0,3,0,0,0,0,3,0,0,3,0,0,2,1,0,0,0,0,3
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1718B9E5-908C-4683-B229-F2C412E80D91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70014325,KB MELATI,70014325,Dsn. Karangrandu RT 04 RW 01 Ds. Jumo Kec. Kedungjati Kab. Grobogan,JUMO,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,420/911/DPMPTSP/IX/2021,07-09-2021,420/911/DPMPTSP/IX/2021,07-09-2021,Lihat SK Operasional,2021-10-29 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Grobogan,Kedungjati,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/98DAC034-8F67-4A19-8488-75CCD7952471,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69842306,KB ROSSELA,69842306,DUKUH MLIWANG RT 01 RW 03,KALIMARO,KEC. KEDUNGJATI,KAB. GROBOGAN,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AM9929,420/7399/E/2020,02-07-2008,421.1/527/e/2014,09-09-2014,Lihat SK Operasional,2022-11-24 08,B,240,1. Telkomsel Flash,2. Indosat IM3,PLN,,,kbrossella306@gmail.com,,-7.173800000000,110.587800000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2
