prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5A80B55-3A72-42C1-BF94-1042F9C059BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69794895,DARUL FALAH,69794895,Jl. Asta Jokotole,LANJUK,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN DARUL FALAH,AI6973,101/YASFA/B/VII/2007,16-06-2007,420/199/43510,07-06-2013,Lihat SK Operasional,2016-11-28 09,,408,1. -,2. Telkomsel Flash,PLN,,,mariya_emqy@yahoo.com,,-6.970668900000,113.924342700000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/694767FA-D449-4FB5-A6A5-BFB8C487D296,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005414,KB Al-Bajigur,70005414,Jl. Asta Jokotole No.09 Tenonan,TENONAN,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AL-BAJIGUR,AI6980,AHU-3358.AH.01.04.Tahun 2013,28-06-2013,0220006712557,22-10-2020,Lihat SK Operasional,2020-11-06 16,,"1,792",1. XL (GSM),2. Telkom Speedy,PLN,,,,,-6.972102500000,113.904513800000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,XL (GSM),"1,300",1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9A5D8EF-F19A-454A-9801-E1BB0147F156,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69915211,KB BENING BERLIAN,69915211,JL. JOKOTOLE DESA TENONAN,TENONAN,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AI6985,420/458/435.101/2015,12-06-2015,420/458/435.101/2015,12-06-2015,Lihat SK Operasional,2015-10-30 15,,0,,2.,,,,,,-6.977555800000,113.887350000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60FB28B1-322F-4782-83DC-B130238C2FDC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962744,KB Darul  Ulum,69962744,Jl.Raya Rubaru Dsn Cangkreng Desa Gunung RT.01 RW.02,GUNUNG KEMBAR,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan DARUL ULUM,AI6984,Nomor 02 Tgl 01/03/2014,01-03-2014,188/1578.A.0106/435.101/PAUD/2016,09-08-2016,Lihat SK Operasional,2017-05-22 10,,500,,2.,,,,,,-6.963800000000,113.837669500000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45FBD6F8-0220-423F-B626-63B0C2B5AC4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69903363,KB KARTINI,69903363,DESA LALNGON,LALANGON,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK,AI6976,420/443/435.101/2014,15-01-2014,420/443/435.101/2014,15-01-2014,Lihat SK Operasional,2015-09-21 09,,36,1. Axis,2. Axis,PLN,,,nrlqmr17@gmail.com,,-6.983766000000,113.859231000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Axis,"1,300",2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46A64BE8-8ADF-4A31-AEBC-B19329885304,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962128,KB Nurul Hikmah,69962128,Dusun Tanaraja,MANDING LAOK,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan NURUL HIKMAH MANDING LAOK,AI6975,No.6 Tanggal 02/03/2016,02-03-2016,188/1578.A.0105/435.101/PAUD/2016,09-08-2016,Lihat SK Operasional,2017-04-24 06,,0,,2.,,,,paudnurulhikmah212@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B9486DE0-D613-4010-9269-B3937EA8FB35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69911996,KB NURUS SHABAH,69911996,DESA MANDING TIMUR,MANDING TIMUR,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/16/435.101/2015,15-01-2015,188/1578.A.0095/435.101/PAUD/2016,09-08-2016,Lihat SK Operasional,2018-07-09 10,B,750,1. Telkom Speedy,2. Telkom Speedy,PLN,,,alivia.1708@yahoo.com,,-6.957344000000,113.876000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,500",7,0,0,2,0,0,6,0,5,0,0,0,0,5,0,1,4,3,1,1,0,0,0,0,0,5
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1D9B895-3884-4425-87AF-38623E9A625F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69903364,KB YAS A 2,69903364,DESA GADDING,GADDING,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/198/435.101/2013,07-06-2013,420/198/435.101/2013,07-06-2013,Lihat SK Operasional,2023-02-08 13,,96,,2.,,,,kbyasagadding@gmail.com,,-6.954030900000,113.902879100000,1,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE9872E5-CEEB-48D9-8EA6-CB16554EAC1F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69794921,KB.AL-JAKFARI,69794921,RAYA DASUK,JABAAN,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-JAKFARI,AI6979,AHU-,16-06-2008,043/SK/DISPEN/2009,09-06-2009,Silakan Upload SK,,Belum Terakreditasi,150,1. -,2. -,PLN,,,kb.aljakfari@gmail.com,,-6.932822000000,113.838841000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B936615A-CDF8-4000-9EF8-38771F8B5A6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69794957,MAMBAUL ULUM,69794957,JL. RAYA JABAAN MANDING,JABAAN,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan MAMBAUL ULUM,AI6983,,,420/33/435.101,,Silakan Upload SK,,,208,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,paudmambaululum89@gmail.com,,-6.946790000000,113.841093000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,1,0,0,1,1,2,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,2
Jawa Timur,Kab. Sumenep,Manding,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7245BEE5-DDEF-4CBF-AEFC-FC23F6803660,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69794961,PAUD AL FALAH RAUDLATUN NASYIEN,69794961,Desa Guwa,MANDING DAYA,KEC. MANDING,KAB. SUMENEP,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,420/08/435101,,Silakan Upload SK,,,80,1. -,2. Indosat IM3,PLN,,,alfalahraudlatunnasyien@gmail.com,,-6.926352700000,113.872479700000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,2
