prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61E2767E-3A4A-411A-9E7B-13F728A91C1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005849,KB ANNAJAH,70005849,Desa Sambikarto,SAMBIKARTO,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,800/IP.222/02-SK-02/2018,17-01-2018,800/349/PIOP-01.PAUD/03-SK.02/2020,23-03-2020,Lihat SK Operasional,2020-12-01 20,,"3,300",1. Telkomsel Flash,2. Lainnya,PLN,,,kbannajah.skp@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB4C08C1-7E8A-4E4D-9541-C04B2E0E0386,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69870343,KB ANUGRAH,69870343,JALAN KYAI ABDUL MUNGIN NO 53 BLOG A,SIDODADI,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi","Yayasan Rahmat Dahlan,MM",AN4370,,,420/339/11.SK.05/2012,,Silakan Upload SK,,,180,1. -,2. -,PLN,,,paudanugrah35@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,1,0,0,0,4,0,4,0,0,0,0,4,0,0,4,0,1,2,0,1,0,0,1,3
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88686BC1-D576-4F97-AC8E-8C839B592E80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69862866,KB ARINA,69862866,SIDOMUKTI,SIDOMUKTI,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN TYAS BINANGUN,AO2859,,,420/168/11.SK.05/2008,,Silakan Upload SK,,,48,1. Telkomsel Flash,2. Indosat IM3,Menumpang,,,nanayati@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,2
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/87946A17-CAA0-4767-9ABE-48E85E761FA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69862867,KB ARINI,69862867,DUSUN II SIDODADI,SIDODADI,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,800/IP-225/02-SK.02/2018,17-01-2018,800/IP-047/PAUD/02-SK.02/2018,18-05-2018,Lihat SK Operasional,2022-08-24 08,,425,1. Telkomsel Flash,2. Indosat IM3,PLN,,,paudarini@gmail.com,,-5.151157000000,105.404884000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,2,0,0,0,4,4,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,1,3
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79C4C573-065C-4301-8075-341C45A136B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69862881,KB AZ-ZAHRA,69862881,MEKAR SARI,MEKAR SARI,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Lampung Timur,AO5588,800/IP-226/02-SK.02/2018,07-01-2018,800/IO.001/02-SK.02/2017,02-06-2017,Lihat SK Operasional,2020-10-08 07,,450,1. -,2. Telkomsel Flash,PLN,,,kbazzahra.skp@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/215FB033-31D9-472F-924A-FB0B7682D708,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69862873,KB BABUL JANNAH,69862873,DUKUHAN,WONOKARTO,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi","Yayasan Rahmat Dahlan,MM",AN4370,,,420/171/11.SK.05/2008,,Silakan Upload SK,,,"1,465",1. Lainnya,2. Lainnya,PLN,,,koberbabuljannah@yahoo.co.id,,-5.443757000000,114.421127000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya,450,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3A5A0A0-1288-40A3-9DA7-39BB66623829,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69862872,KB CAHAYA PELANGI,69862872,JALAN RAYA HARGOMULYO,HARGOMULYO,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LKMD,AO2874,800/IP-228/02-SK.02/2018,17-01-2018,420/130/IOP-PAUD/03-SK.02/2021,15-11-2021,Lihat SK Operasional,2022-08-25 13,,0,1. -,2. Telkomsel Flash,PLN,,,kbcapela@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6FAD960-8177-46BF-9862-352E92BA0917,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69862880,KB CERIA,69862880,SUMBER SARI,SUMBERSARI,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO2874,,,420/170/11.SK.05/2008,,Silakan Upload SK,,,0,1. -,2. -,Lainnya,,,kbceriasumbersari@gmail.com,,-5.123300000000,105.483700000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,2
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E275DC11-39B2-4174-8337-48410AAFDEDF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70026655,KB INBATUL KAROMAH,70026655,Sumber Gede,SUMBER GEDE,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN INBATUL KAROMAH SUMBERGEDE,AX4845,800/38/PIOP-01.PAUD/03.SK-02/2020,03-02-2020,800/535/PAUD/03-SK.02/2020,03-08-2020,Lihat SK Operasional,2022-03-10 23,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lampung,Kab. Lampung Timur,Sekampung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7335AD82-B31C-4E15-819D-8D25768A6CA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69862868,KB INDONESIAKU,69862868,JALAN RAYA JADI MULYO,TRIMULYO,KEC. SEKAMPUNG,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,420/069/11.SK.05/2013,,Silakan Upload SK,,,520,1. Lainnya,2. Lainnya,PLN,,,santososule@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya,900,2,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,1,1
