prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F968418-5A25-4CE9-8554-419DC884F2AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960979,KB AL MUARAF,69960979,Jl. Gajah Mada,TANGANAPADA,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Wardah Bhakti Insani,AM4584,NOMOR,06-11-2016,NO. 135 TAHUN 2016,30-11-2016,Lihat SK Operasional,2017-03-21 08,C,308,,2.,,,,kbalmuaraf@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8FAACF26-E9CF-45A3-AAEC-981954D67231,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875247,KB BAITUL HIDAYAH,69875247,SIMALUI,LAMANGGA,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN ANAK USIA DINI BAITUL HIDAYAH,AK8974,,,78,,Silakan Upload SK,,B,400,1. -,2. Telkomsel Flash,PLN,082331483337,,alkhalifah12@yahoo.com,http,-5.470000000000,122.000000000000,6,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,7,0,6,0,0,0,0,6,0,0,6,3,1,1,1,0,0,0,0,6,Tidak Ada
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/199F5479-CFFA-458C-A399-1F1CDFD2D0C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69940275,KB BINA SISWA MANDIRI,69940275,"Jl. Taksi Lama, No",LAMANGGA,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Bina Siswa Mandiri,AM4588,03,14-03-2003,503/003/IPSPNF/V/2021,11-11-2015,Lihat SK Operasional,2021-06-29 08,C,0,,2.,,,,kelompokbermainbsm@gmail.com,,-5.466667000000,122.595689000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,1,2,1,0,1,1,0,0,0,0,3,
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D106B76-47B9-4257-9A28-5D54ABF27E55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875240,KB PAUD BATU MAALI,69875240,SULTAN LABUKE,BAADIA,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan BATU MAALI,AK8967,= 21 =,19-09-2013,006 TAHUN 2015,27-01-2015,Lihat SK Operasional,2015-12-02 09,C,200,,2.,,,,batumaalipaud@gmail.com,,-5.484399000000,122.599404000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,0,0,2,0,1,0,0,0,3,
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/994A711F-6FDD-4313-A00D-390B63D0EF2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69919900,KB PAUD SAMBALI,69919900,Lingkungan Sambali,BAADIA,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LEMBAGA PAUD KB SAMBALI,AM4586,20,19-09-2013,007 Tahun 2015,27-01-2015,Lihat SK Operasional,2015-11-18 14,C,84,1. Telkom Astinet,2. Telkom Astinet,PLN,,,paudkbsambali742@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,6,0,5,0,0,0,0,5,0,0,5,0,1,2,2,0,0,0,1,4,Telkom Astinet
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C71690D-C45D-4C23-91D8-517E6D4E4939,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875241,KB PEROPA GUNDU-GUNDU,69875241,SULTAN LABUKE,MELAI,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PEROPA GUNDU-GUNDU,AK8971,= 24 =,23-09-2013,007 TAHUN 2015,29-01-2015,Lihat SK Operasional,2015-11-28 10,C,48,1. -,2. -,PLN,,,peropagundu2@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,200",2,0,1,0,0,0,3,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,2,Tidak Ada
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA0315ED-3131-4980-858F-6D248E68E911,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875244,PLAY GROUP SMART SCHOOL,69875244,BATARA GURU NO. 71 D,WAJO,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN WIDYA ANANDA NUGRAHA,AJ3041,,,79,,Silakan Upload SK,,,125,,2.,,,04022824090,,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AF40A0B-7CE9-4A01-8F24-7E1E8980CB4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69755284,RA AL AMIN,69755284,JALAN WAHIDIN N0.113,LAMANGGA,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,RA,Kementerian Agama,,,01/SK.YPIM/2008,02-01-2008,Kd.24.06/3/PP.004/135.a/2008,08-05-2008,Lihat SK Operasional,2016-07-01 10,,0,,2.,,,,,,-5.466524000000,122.599691000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ABCE5435-4FDE-4793-AF3A-F22A168A5C06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886118,RA. Al-MuAraf,69886118,Jl. Gajah Mada Kel. Tanganapada Kec. Murhum Kota Baubau,LAMANGGA,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,RA,Kementerian Agama,Lainnya,,119 Tahun 2013,16-10-2016,02/RA-ALMUARAF/VI/2013,02-06-2013,Lihat SK Operasional,2016-06-09 07,B,0,,2.,,,,,,-5.474000000000,122.597300000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sulawesi Tenggara,Kota Baubau,Murhum,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE221C85-F820-47A4-9462-58AC83F891C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886117,RA. Firdaus,69886117,Erlangga No. 65,WAMEO,KEC. MURHUM,KOTA BAUBAU,PROV. SULAWESI TENGGARA,SWASTA,RA,Kementerian Agama,Lainnya,,YPI-RA/FIRDAUS/01/2011,29-12-2011,24. Tahun 2012,18-04-2012,Lihat SK Operasional,2015-11-16 13,B,0,,2.,,,,,,-5.460915100000,122.597816900000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
