prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD9A3B65-FDDC-4A94-A62C-794C3B39EB3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69789349,AISYIYAH BONTOSUNGGU,69789349,JL.MALINO KM.37 BONTOSUNGGU,BONTOPARANG,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,04,15-06-2016,800/065/DIKORDA/I/2016,05-01-2016,Lihat SK Operasional,2020-04-19 20,,900,1. -,2. -,PLN,,,ababontosunggu@yahoo.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,800,2,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,2
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A86263E-340B-43DD-B551-356F9FDDC102,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69781365,AL-KAHFI,69781365,POROS MALINO KM.36 PARANGLABBUA,BONTOPARANG,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,01-01-1900,800/696/DIKORDA/VI/2016,01-01-1990,Lihat SK Operasional,2016-07-01 09,C,0,1. -,2. -,PLN,,,nirwanaandi225@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18028ABC-32B8-4A13-806D-FC0777FB4D05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954689,PAUD SPAS BELABORI,69954689,BALANGA,BELABORI,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ2478,90/I/2013,04-01-2013,800/1267.a/Disdik/X/2021,28-10-2021,Lihat SK Operasional,2022-12-06 14,,0,1. -,2. -,Menumpang,,,,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/600E98FE-B81A-460B-9C66-3A46F89EDACC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954688,PAUD SPAS BELAPUNRANGA,69954688,Kasimburang desa belapunranga,BELAPUNRANGA,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,90/I/2013,04-01-2013,800/1094/PNF/X/2015,15-10-2015,Lihat SK Operasional,2016-12-01 10,C,0,1. -,2. -,Menumpang,,,spasbelapunranga@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,1,0,0,0,2,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DC11DED-E671-4F17-964D-9006D77D444C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954395,PAUD SPAS BONTOPARANG,69954395,BONTOPARANG,BONTOPARANG,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Spas Bontoparang,AJ2474,90/I/2013,04-01-2013,800/1267.a/Disdik/X/2021,28-10-2021,Lihat SK Operasional,2022-12-05 10,C,0,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3C72DE1-37B9-4F89-BBD1-5739485C1A9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954691,PAUD SPAS BORISALLO,69954691,BONTOJAI DESA BORISALLO,BORISALLO,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,AJ2476,90/I/2013,04-01-2013,800/1267.a/Disdik/X/2021,28-10-2021,Lihat SK Operasional,2023-02-14 09,,30,,2.,,,,,,-5.253500000000,119.680100000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BEE4805F-8150-4E36-9ABC-E5198C8ED6FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954690,PAUD SPAS LONJOBOKO,69954690,LEBONG,LONJOBOKO,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ2471,90/I/2013,04-01-2013,800/1267.a/Disdik/X/2021,28-10-2021,Lihat SK Operasional,2023-02-23 09,B,0,,2.,,,,paudlonjoboko@gmail.com,,-5.274200000000,119.755200000000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,2
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FDC324B-936D-4E56-8877-1F05BE0D4A48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70011916,RA AL-AMANAH,70011916,DUSUN PANYANGKALAN DESA BELABORI,BELABORI,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,RA,Kementerian Agama,,,YGP/001/SK/I/2020,22-01-2020,326 Tahun 2020,30-06-2020,Lihat SK Operasional,2021-08-09 15,,351,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A60B863B-CDE9-4DF0-B829-AF6676B26FFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966333,SPAS Bontokassi,69966333,Jl. Malino KM.53 Pammanjengang,BONTOKASSI,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AJ2477,80/I/2014,03-01-2014,800/1094/PNF/X/2015,15-10-2015,Lihat SK Operasional,2017-09-06 11,,60,1. Smartfren,2. Smartfren,Menumpang,,,paudspasbontokassi@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Smartfren,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Kab. Gowa,Parang Loe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F49EFD81-A328-4E3B-9027-F07791116630,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000924,SPS SPAS LANNA,70000924,LANNA,LANNA,KEC. PARANG LOE,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,88/I/2011,28-01-2011,800/1267.a/Disdik/X/2021,28-10-2021,Lihat SK Operasional,2022-12-09 04,C,0,1. -,2. -,PLN,,,,,-5.246400000000,119.654000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,449,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
