prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CEA0D403-D9A2-495F-B3A6-FDB5D59195CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70001053,KB HAYATUN NUFUS,70001053,Simpang Batang Garut Desa Matorkis,SIMATORKIS,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,"Notaris Nina Refina, SH, M. Kn",10-11-2017,503/0014/IPNF/2018,10-07-2018,Lihat SK Operasional,2020-03-17 13,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44242DFD-1715-4D2F-94CE-171D17867B8D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69962300,KB PAUD KASIH IBU,69962300,DESA SUNGAI DATAR KEC. DOLOK,SUNGAI DATAR,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD KASIH IBU,AE9146,503/0045/IPNF/2016,04-08-2016,503/0045/IPNF/2016,04-08-2016,Lihat SK Operasional,2017-05-02 07,,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,saharibulan50@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Siang/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/285FF88A-0D36-49DC-93BB-2A7AD579EAF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859286,PAUD AISYAH,69859286,JL LINTAS SIPIONGOT,PASAR SIPIONGOT,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKBM aisyah,AE9144,"Notaris Nina Refina, SH, M. Kn No. 140",26-09-2013,503/0004/IPNF/I//2014,09-01-2014,Lihat SK Operasional,2021-04-23 14,,240,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudaisyah@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74ACF187-376A-49BA-B167-A380C9183DE1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859254,PAUD AL-FALAH,69859254,JLN LINTAS SIPIONGOT,PASAR SIPIONGOT,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD AL-FALAH,AE9145,,,421927282012,,Silakan Upload SK,,,400,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,alfalahtkpaud@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,1,3,0,0,0,0,3,0,1,2,1,2,0,0,0,0,0,1,2,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13776854-861C-425E-A56D-76082EF6F251,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69942044,PAUD ASDAH,69942044,DESA PASAR SIPIONGOT,PASAR SIPIONGOT,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AE9149,503/0020/IPNF/2016,10-03-2015,503/0020/IPNF/2016,10-03-2015,Lihat SK Operasional,2016-04-05 14,C,182,1. -,2. -,PLN,,,komariahhaharahap@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,Tidak Ada
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFB391FC-F3C5-4071-B09D-35954AA4F7BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859287,PAUD FAKHIRA,69859287,PARMERAAN,PARMERAAN,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,"Notaris Herniati, SH Nomor. 63",31-12-2009,503/0009/IPNF/2017,01-03-2017,Lihat SK Operasional,2021-04-23 14,,400,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,panjiritonga@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,448,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/008F4978-009D-4CF2-A05E-816DE0E9A4FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69871222,PAUD HASANAH,69871222,JALAN SIBAYO KM 6  DESA TARUTUNG BOLAK,TARUTUNG BOLAK,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD HASANAH,AE9150,,,503/0023/IPNFIV/2014,,Silakan Upload SK,,,200,1. -,2. Telkomsel Flash,PLN,,,paudhasanah25@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,898,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Tidak Ada
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BD68F5A-08C9-46B3-9B88-6C7A07E956E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859251,PAUD IKBAL HANAFI,69859251,JL. LINTAS SIPIONGOT,PARIGI,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD IKBAL HANAPI,AE9152,,,421. 9/54/VIPL,,Silakan Upload SK,,C,250,1. -,2. Telkomsel Flash,PLN,,,hanapiikbal@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,2,3,5,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,5,Tidak Ada
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0F628CD-AD08-4502-8E8A-BC959B36E53F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859288,PAUD MELATI INDAH,69859288,Desa Siburbur,SIBUR BUR,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PAUD MELATI INDAH,AE9147,"Notaris Fauziah Hamni, SH",18-07-2013,503/0044/IPNF/IX/2016,04-08-2016,Lihat SK Operasional,2021-04-23 14,,600,1. -,2. Telkomsel Flash,PLN,,,abdullahjaparrambe@gmail.com,,1.813776000000,99.622177000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,4,0,3,0,0,0,0,3,0,1,2,0,3,0,0,0,0,0,0,3,Tidak Ada
Sumatera Utara,Kab. Padang Lawas utara,Dolok,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E87036E-9993-4661-B716-ED1EEFC4E987,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963254,Peduli Insan,69963254,Huta Baru Sil,HUTA BARU SIL,KEC. DOLOK,KAB. PADANG LAWAS UTARA,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
