prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,akses_internet_sekolah_kita
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8625BBE-B0B8-42F8-9272-C7A8EE545279,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69849131,KB ADZKIA KOTA BENGKULU,69849131,Jl Sungai Rupat RT 39 RW 07,PAGAR DEWA,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN NURUL IZZAH,AM5990,,,421.75/411/IV.Diknas,,Silakan Upload SK,,,350,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/143FD084-5BB7-4D3D-9CEA-D32BF411E0BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819157,KB CHA-HAYA,69819157,JL. RE MARTADINATA GG. PERHUBUNGAN III PERUMAHAN PERMATA DEWA NO. 7A,PAGAR DEWA,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AM5950,,,421.75/943/IV.DIKNAS,,Silakan Upload SK,,,0,,2.,,,,paudchahaya@yahoo.com,,-3.848896000000,102.316336000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFE3C35B-567C-46C0-8C83-44442E8858D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69890255,KB CLAUDIYA,69890255,RE MARTADINATA RT 29 RW 06,SUKA RAMI,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AM5953,,,421.75/495/IV.DIKNAS,26-06-2013,Silakan Upload SK,,,300,1. 3 (Tri),2. Telkom Speedy,PLN,,,Paudclaudiya@yahoo.co.id,,-3.845671000000,102.318335000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3 (Tri)
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC3623BF-0B57-4F81-89FA-EE8668DADECC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985099,KB DUTA INTAN PERMATA,69985099,JL. MAHONI BLOK D NO 13 PERUM DUTA GRIYA,BUMIAYU,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AM5989,421.75/68/PAUD/DPMPTSP/XII/2018,11-12-2018,421.75/231/VI.DISDIK/2019,14-01-2019,Lihat SK Operasional,2019-02-02 18,C,220,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",1,0,0,1,0,0,2,1,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,Telkom Speedy
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F557D68B-AFF7-4293-A514-B3C0A5E9FEDD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69890252,KB GENERASI RABBANI,69890252,Perumahan Villa Indah Pesona Blok A No.09 - 11 Rt.04/01,PEKAN SABTU,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,421.75/844/VI.DIKBUD,11-09-2014,Silakan Upload SK,,C,150,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",1,0,0,0,0,0,3,0,1,0,1,0,0,2,0,1,1,0,0,1,1,0,0,0,0,2,Telkomsel Flash
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/344293B4-EA9A-47F5-9CCC-53F3B9973DAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945025,KB IT FAIRUZ JANNAH,69945025,perumnas kemiling permai no 333 rt 13,PEKAN SABTU,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Putra ilmi Nusantara,AM5983,421.75/161/BPPT/2014,17-01-2014,421.75/93/VI.DIKBUD/2014,29-01-2014,Lihat SK Operasional,2016-06-13 09,,150,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,pauditfairuzjannah@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",1,0,1,0,0,0,3,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,2,0,Telkom Speedy
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F653CCE6-72E1-4C17-855A-7AF9C333AB6B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950307,KB KASIH BUNDA,69950307,JL. AIR SELUMA NO 336 RT 31 RW 05,BETUNGAN,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KASIH BUNDA,AM5972,421.75/5744/BPPTPM/VIII/2,25-08-2016,421.75/679/VI.DIKBUD/2015,14-09-2016,Lihat SK Operasional,2016-09-28 11,C,150,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,Telkomsel Flash
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53FF3E45-CBE9-4350-90E6-E91CB44ED571,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69849128,KB KUNANG-KUNANG,69849128,Jl. Air Manna,BETUNGAN,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan KUNANG-KUNANG,AM5987,,,421,,Silakan Upload SK,,,0,1. 3 (Tri),2. 3 (Tri),PLN,,,kunang_kunang@gamail.com,,-3.855348000000,102.328033000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,2,0,0,2,1,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,3 (Tri)
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/778D631F-93CE-4162-8AFE-E0E408124E01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948887,KB MATAHARI UMMI,69948887,JL.PADANG CENGKEH RT 05 RW 01,SUKA RAMI,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Paud matahari ummi,AM5969,421.9/5185/BPPT/2011,27-04-2011,421.75/148/VI.DIKBUD,19-03-2014,Lihat SK Operasional,2016-09-08 10,C,625,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,kbmatahariummi1234@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"5,000",1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Telkomsel Flash
Bengkulu,Kota Bengkulu,Selebar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC2874F7-F04A-446F-BBA0-0AF34DC048DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69890251,KB MUTIARA CHIKA,69890251,DP.Negara Gg.Air Babat 1 RT.49 RW. 01 Sukarami Kota Bengkulu,SUKA RAMI,KEC. SELEBAR,KOTA BENGKULU,PROV. BENGKULU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Mutiara Chika,AM5962,,01-01-1900,421.75/887/VI.DIKBUD,23-09-2014,Silakan Upload SK (link file tidak valid) => [453750-10045--],2021-06-06 11,C,150,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,koberchika645@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"5,000",1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,1,1,Telkomsel Flash
