prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8628FFBC-B10C-457A-B510-E5DFD672155E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882710,Aba,69882710,Popodu,POPODU,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Bolaang Mongondow Selatan,AO3456,448/C.01/DIK/BOL-SEL/2018,09-01-2018,177/C.01/DISDIK/I/2018,08-01-2018,Lihat SK Operasional,2020-12-28 13,C,150,1. -,2. -,PLN,,,tkabapopodu@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,1,0,0,4,4,1,0,0,1,4,2,1,2,3,0,1,0,0,1,0,0,5
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB1BA39C-B0B7-4C95-8911-68EB3D5140BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882708,Abdi,69882708,Popodu,POPODU,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO3442,34/01.08/22.4/I/2018,01-03-1975,21/C.01/DISDIK/VIII/2019,01-08-2019,Lihat SK Operasional,2021-09-06 01,B,240,1. Telkomsel Flash,2. -,PLN,,,tkabdipopodu141@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,3,0,0,0,0,0,0,5,5,0,0,0,0,5,1,1,3,0,1,0,2,2,0,0,1,4
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/484324FC-6365-4A91-97D8-6D928A286EBD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979860,ADENIUM,69979860,JLN TRANS SULAWESI,SOPUTA,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,160/C.01/DISDIK/I/2018,08-01-2018,160/C.01/DISDIK/I/2018,08-01-2018,Lihat SK Operasional,2018-09-04 08,C,140,1. -,2. -,Menumpang,,,tkadeniumsoputa@yahoo.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E21F0FF-A9D2-4BC0-A2E3-1DB58F8C16EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882712,Al-Zikran,69882712,Tolondadu,TOLONDADU II,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,,464/C.01/DIK/BOLSEL/2011,,Silakan Upload SK,,C,126,1. -,2. Indosat IM3,Tidak Ada,840707,,tkalzikran@gmail.com,http,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,2
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60630CD3-1146-4BDE-B5FE-2561D3E961A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882707,ALFUTUWAH,69882707,PANTAI TANGAGA,TANGAGAH,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO3454,,,243/C.01/DIK/BOL-SEL/2009,,Silakan Upload SK,,C,225,1. -,2. -,PLN,,,alfutuwahtangagah@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1D2E957-0AFE-4F23-BD54-8F0E5F16EB84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882713,Amanah PKK,69882713,Sondana,SONDANA,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan PKK SONDANA,AO3457,,,814/C.01/DIK/BOLSEL/2008,,Silakan Upload SK,,C,300,1. -,2. -,PLN,,,tkamanahpkk2020@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,3,0,0,0,0,0,0,3,3,0,0,0,0,3,1,0,2,2,0,0,0,0,1,0,0,3
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4E64A8D-FADB-43DF-813A-F58905C0DB13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882748,ANYELIR,69882748,PINTAT,DUDEPO,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,348/C.01/DIK/BOL-SEL/2011,,Silakan Upload SK,,C,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbanyelirdudepo@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F4AB9201-F546-4BCA-A851-9431CE8EB47F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979663,CENDANA,69979663,JLN TRANS SULAWESI,TOLUAYA,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,169/C.01/DISDIK/I/2018,08-01-2018,169/C.01/DISDIK/I/2018,08-01-2018,Lihat SK Operasional,2018-08-27 11,B,256,1. -,2. -,PLN,,,tkcendanatoluaya@gmal.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,0,5,5,0,0,0,0,5,0,2,3,2,1,1,1,0,0,0,0,5
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAEC4F21-A989-496B-B46D-E6C50179D0E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882711,CERDAS,69882711,JLN TRANS SULAWESI,MOLIBAGU,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AO3473,490/C.01/DIK/BOL-SEL/2016,22-03-2016,490/C.01/DIK/BOL-SEL/2016,22-03-2016,Lihat SK Operasional,2017-11-30 08,C,624,1. -,2. -,PLN,,,tkcerdasmolibagu2021@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,0,3,3,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,3
Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Bolaang Uki,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E95A057D-6253-4BC2-A179-1284DE15FD40,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882701,COKROAMINOTO,69882701,TRANS SULAWESI,DUMINANGA,KEC. BOLAANG UKI,KAB. BOLAANG MONGONDOW SELATAN,PROV. SULAWESI UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,,276/C.01/DIK/BOLSEL/2010,,Silakan Upload SK,,,72,1. -,2. -,PLN,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,2,1,0,0,0,1,0,0,4
